scenario,time,system_state,pressure,regime,damage_flow,recovery_flow,net_flow
rapid_prevention,15,80.130825,31.900000,stable,3.630220,2.600000,-1.030220
rapid_prevention,16,78.948200,32.750000,stable,3.782625,2.600000,-1.182625
rapid_prevention,17,77.610280,33.600000,stable,3.937920,2.600000,-1.337920
rapid_prevention,18,76.114175,34.450000,stable,4.096105,2.600000,-1.496105
rapid_prevention,19,74.456995,35.300000,stable,4.257180,2.600000,-1.657180
rapid_prevention,20,72.635850,36.150000,stable,4.421145,2.600000,-1.821145
rapid_prevention,21,70.647850,37.000000,stable,4.588000,2.600000,-1.988000
rapid_prevention,22,68.490105,37.850000,stable,4.757745,2.600000,-2.157745
rapid_prevention,23,66.159725,38.700000,stable,4.930380,2.600000,-2.330380
rapid_prevention,24,63.653820,39.550000,stable,5.105905,2.600000,-2.505905
rapid_prevention,25,60.969500,40.400000,stable,5.284320,2.600000,-2.684320
rapid_prevention,26,58.103875,41.250000,stable,5.465625,2.600000,-2.865625
rapid_prevention,27,55.054055,42.100000,stable,5.649820,2.600000,-3.049820
rapid_prevention,28,51.817150,42.950000,stable,5.836905,2.600000,-3.236905
rapid_prevention,29,48.390270,43.800000,stable,6.026880,2.600000,-3.426880
rapid_prevention,30,44.770525,44.650000,stable,6.219745,2.600000,-3.619745
rapid_prevention,31,40.955025,45.500000,stable,6.415500,2.600000,-3.815500
rapid_prevention,32,36.940880,46.350000,stable,6.614145,2.600000,-4.014145
rapid_prevention,33,32.725200,47.200000,stable,6.815680,2.600000,-4.215680
rapid_prevention,34,28.305095,48.050000,stable,7.020105,2.600000,-4.420105
rapid_prevention,35,23.677675,48.900000,stable,7.227420,2.600000,-4.627420
rapid_prevention,36,18.840050,49.750000,stable,7.437625,2.600000,-4.837625
rapid_prevention,37,13.789330,50.600000,stable,7.650720,2.600000,-5.050720
rapid_prevention,38,8.522625,51.450000,stable,7.866705,2.600000,-5.266705
rapid_prevention,39,3.037045,52.300000,stable,8.085580,2.600000,-5.485580
rapid_prevention,40,0.000000,51.350000,stable,7.841145,2.600000,-5.241145
rapid_prevention,41,0.000000,50.400000,stable,7.600320,2.600000,-5.000320
rapid_prevention,42,0.000000,49.450000,stable,7.363105,2.600000,-4.763105
rapid_prevention,43,0.000000,48.500000,stable,7.129500,2.600000,-4.529500
rapid_prevention,44,0.000000,47.550000,stable,6.899505,2.600000,-4.299505
rapid_prevention,45,0.000000,46.600000,stable,6.673120,2.600000,-4.073120
rapid_prevention,46,0.000000,45.650000,stable,6.450345,2.600000,-3.850345
rapid_prevention,47,0.000000,44.700000,stable,6.231180,2.600000,-3.631180
rapid_prevention,48,0.000000,43.750000,stable,6.015625,2.600000,-3.415625
rapid_prevention,49,0.000000,42.800000,stable,5.803680,2.600000,-3.203680
rapid_prevention,50,0.000000,41.850000,stable,5.595345,2.600000,-2.995345
rapid_prevention,51,0.000000,40.900000,stable,5.390620,2.600000,-2.790620
rapid_prevention,52,0.000000,39.950000,stable,5.189505,2.600000,-2.589505
rapid_prevention,53,0.000000,39.000000,stable,4.992000,2.600000,-2.392000
rapid_prevention,54,0.000000,38.050000,stable,4.798105,2.600000,-2.198105
rapid_prevention,55,0.000000,37.100000,stable,4.607820,2.600000,-2.007820
rapid_prevention,56,0.000000,36.150000,stable,4.421145,2.600000,-1.821145
rapid_prevention,57,0.000000,35.200000,stable,4.238080,2.600000,-1.638080
rapid_prevention,58,0.000000,34.250000,stable,4.058625,2.600000,-1.458625
rapid_prevention,59,0.000000,33.300000,stable,3.882780,2.600000,-1.282780
rapid_prevention,60,0.000000,32.350000,stable,3.710545,2.600000,-1.110545
rapid_prevention,61,0.000000,31.400000,stable,3.541920,2.600000,-0.941920
rapid_prevention,62,0.000000,30.450000,stable,3.376905,2.600000,-0.776905
rapid_prevention,63,0.000000,29.500000,stable,3.215500,2.600000,-0.615500
rapid_prevention,64,0.000000,28.550000,stable,3.057705,2.600000,-0.457705
rapid_prevention,65,0.000000,27.600000,stable,2.903520,2.600000,-0.303520
rapid_prevention,66,0.000000,26.650000,stable,2.752945,2.600000,-0.152945
rapid_prevention,67,0.000000,25.700000,stable,2.605980,2.600000,-0.005980
rapid_prevention,68,0.137375,24.750000,stable,2.462625,2.600000,0.137375
rapid_prevention,69,0.414495,23.800000,stable,2.322880,2.600000,0.277120
rapid_prevention,70,0.827750,22.850000,stable,2.186745,2.600000,0.413255
rapid_prevention,71,1.373530,21.900000,stable,2.054220,2.600000,0.545780
rapid_prevention,72,2.048225,20.950000,stable,1.925305,2.600000,0.674695
rapid_prevention,73,2.848225,20.000000,stable,1.800000,2.600000,0.800000
rapid_prevention,74,3.769920,19.050000,stable,1.678305,2.600000,0.921695
rapid_prevention,75,4.809700,18.100000,stable,1.560220,2.600000,1.039780
rapid_prevention,76,5.963955,17.150000,stable,1.445745,2.600000,1.154255
rapid_prevention,77,7.229075,16.200000,stable,1.334880,2.600000,1.265120
rapid_prevention,78,8.601450,15.250000,stable,1.227625,2.600000,1.372375
rapid_prevention,79,10.077470,14.300000,stable,1.123980,2.600000,1.476020
rapid_prevention,80,11.653525,13.350000,stable,1.023945,2.600000,1.576055
rapid_prevention,81,13.326005,12.400000,stable,0.927520,2.600000,1.672480
rapid_prevention,82,15.091300,11.450000,stable,0.834705,2.600000,1.765295
rapid_prevention,83,16.945800,10.500000,stable,0.745500,2.600000,1.854500
rapid_prevention,84,18.885895,9.550000,stable,0.659905,2.600000,1.940095
rapid_prevention,85,20.907975,8.600000,stable,0.577920,2.600000,2.022080
rapid_prevention,86,23.008430,7.650000,stable,0.499545,2.600000,2.100455
rapid_prevention,87,25.183650,6.700000,stable,0.424780,2.600000,2.175220
rapid_prevention,88,27.430025,5.750000,stable,0.353625,2.600000,2.246375
rapid_prevention,89,29.743945,4.800000,stable,0.286080,2.600000,2.313920
rapid_prevention,90,32.121800,3.850000,stable,0.222145,2.600000,2.377855
rapid_prevention,91,34.559980,2.900000,stable,0.161820,2.600000,2.438180
rapid_prevention,92,37.054875,1.950000,stable,0.105105,2.600000,2.494895
rapid_prevention,93,39.602875,1.000000,stable,0.052000,2.600000,2.548000
rapid_prevention,94,42.200370,0.050000,stable,0.002505,2.600000,2.597495
rapid_prevention,95,44.800370,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,96,47.400370,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,97,50.000370,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,98,52.600370,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,99,55.200370,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,100,57.800370,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,101,60.400370,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,102,63.000370,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,103,65.600370,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,104,68.200370,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,105,70.800370,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,106,73.400370,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,107,76.000370,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,108,78.600370,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,109,81.200370,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,110,83.800370,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,111,86.400370,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,112,89.000370,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,113,91.600370,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,114,94.200370,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,115,96.800370,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,116,99.400370,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,117,100.000000,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,118,100.000000,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,119,100.000000,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,120,100.000000,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,121,100.000000,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,122,100.000000,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,123,100.000000,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,124,100.000000,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,125,100.000000,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,126,100.000000,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,127,100.000000,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,128,100.000000,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,129,100.000000,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,130,100.000000,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,131,100.000000,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,132,100.000000,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,133,100.000000,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,134,100.000000,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,135,100.000000,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,136,100.000000,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,137,100.000000,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,138,100.000000,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,139,100.000000,0.000000,stable,0.000000,2.600000,2.600000
rapid_prevention,140,100.000000,0.000000,stable,0.000000,2.600000,2.600000
