scenario,time,node,state,system_performance,worst_node_state,system_performance_loss
higher_redundancy,115,suppliers,0.986362,1.00633,0.985165,-0.00633
higher_redundancy,115,transport,1.003095,1.00633,0.985165,-0.00633
higher_redundancy,115,water,1.039402,1.00633,0.985165,-0.00633
higher_redundancy,115,workforce,1.031768,1.00633,0.985165,-0.00633
higher_redundancy,116,communications,1.028911,1.008996,0.98847,-0.008996
higher_redundancy,116,emergency_response,1.001032,1.008996,0.98847,-0.008996
higher_redundancy,116,finance,0.992754,1.008996,0.98847,-0.008996
higher_redundancy,116,food_distribution,1.010604,1.008996,0.98847,-0.008996
higher_redundancy,116,household_resilience,0.997057,1.008996,0.98847,-0.008996
higher_redundancy,116,manufacturing,0.995072,1.008996,0.98847,-0.008996
higher_redundancy,116,power,1.025716,1.008996,0.98847,-0.008996
higher_redundancy,116,public_health,1.006291,1.008996,0.98847,-0.008996
higher_redundancy,116,retail_access,0.992485,1.008996,0.98847,-0.008996
higher_redundancy,116,suppliers,0.98847,1.008996,0.98847,-0.008996
higher_redundancy,116,transport,1.011952,1.008996,0.98847,-0.008996
higher_redundancy,116,water,1.034863,1.008996,0.98847,-0.008996
higher_redundancy,116,workforce,1.031739,1.008996,0.98847,-0.008996
higher_redundancy,117,communications,1.017628,1.009452,0.980147,-0.009452
higher_redundancy,117,emergency_response,0.996677,1.009452,0.980147,-0.009452
higher_redundancy,117,finance,0.980147,1.009452,0.980147,-0.009452
higher_redundancy,117,food_distribution,1.016139,1.009452,0.980147,-0.009452
higher_redundancy,117,household_resilience,1.003439,1.009452,0.980147,-0.009452
higher_redundancy,117,manufacturing,0.994018,1.009452,0.980147,-0.009452
higher_redundancy,117,power,1.033114,1.009452,0.980147,-0.009452
higher_redundancy,117,public_health,1.003301,1.009452,0.980147,-0.009452
higher_redundancy,117,retail_access,0.999537,1.009452,0.980147,-0.009452
higher_redundancy,117,suppliers,0.985976,1.009452,0.980147,-0.009452
higher_redundancy,117,transport,1.019209,1.009452,0.980147,-0.009452
higher_redundancy,117,water,1.034978,1.009452,0.980147,-0.009452
higher_redundancy,117,workforce,1.038708,1.009452,0.980147,-0.009452
higher_redundancy,118,communications,1.025408,1.010944,0.983886,-0.010944
higher_redundancy,118,emergency_response,0.996241,1.010944,0.983886,-0.010944
higher_redundancy,118,finance,0.983886,1.010944,0.983886,-0.010944
higher_redundancy,118,food_distribution,1.022283,1.010944,0.983886,-0.010944
higher_redundancy,118,household_resilience,1.007127,1.010944,0.983886,-0.010944
higher_redundancy,118,manufacturing,0.992189,1.010944,0.983886,-0.010944
higher_redundancy,118,power,1.031392,1.010944,0.983886,-0.010944
higher_redundancy,118,public_health,1.008009,1.010944,0.983886,-0.010944
higher_redundancy,118,retail_access,1.002248,1.010944,0.983886,-0.010944
higher_redundancy,118,suppliers,0.987067,1.010944,0.983886,-0.010944
higher_redundancy,118,transport,1.024504,1.010944,0.983886,-0.010944
higher_redundancy,118,water,1.034862,1.010944,0.983886,-0.010944
higher_redundancy,118,workforce,1.027059,1.010944,0.983886,-0.010944
higher_redundancy,119,communications,1.021202,1.011811,0.985379,-0.011811
higher_redundancy,119,emergency_response,0.995692,1.011811,0.985379,-0.011811
higher_redundancy,119,finance,0.985379,1.011811,0.985379,-0.011811
higher_redundancy,119,food_distribution,1.025252,1.011811,0.985379,-0.011811
higher_redundancy,119,household_resilience,1.004878,1.011811,0.985379,-0.011811
higher_redundancy,119,manufacturing,0.997624,1.011811,0.985379,-0.011811
higher_redundancy,119,power,1.025895,1.011811,0.985379,-0.011811
higher_redundancy,119,public_health,1.013614,1.011811,0.985379,-0.011811
higher_redundancy,119,retail_access,1.015289,1.011811,0.985379,-0.011811
higher_redundancy,119,suppliers,0.991837,1.011811,0.985379,-0.011811
higher_redundancy,119,transport,1.023016,1.011811,0.985379,-0.011811
higher_redundancy,119,water,1.030992,1.011811,0.985379,-0.011811
higher_redundancy,119,workforce,1.022877,1.011811,0.985379,-0.011811
higher_redundancy,120,communications,1.004543,1.011076,0.988197,-0.011076
higher_redundancy,120,emergency_response,1.001766,1.011076,0.988197,-0.011076
higher_redundancy,120,finance,0.988197,1.011076,0.988197,-0.011076
higher_redundancy,120,food_distribution,1.029736,1.011076,0.988197,-0.011076
higher_redundancy,120,household_resilience,1.001048,1.011076,0.988197,-0.011076
higher_redundancy,120,manufacturing,1.00575,1.011076,0.988197,-0.011076
higher_redundancy,120,power,1.027295,1.011076,0.988197,-0.011076
higher_redundancy,120,public_health,1.018561,1.011076,0.988197,-0.011076
higher_redundancy,120,retail_access,1.010961,1.011076,0.988197,-0.011076
higher_redundancy,120,suppliers,0.994369,1.011076,0.988197,-0.011076
higher_redundancy,120,transport,1.020936,1.011076,0.988197,-0.011076
higher_redundancy,120,water,1.030987,1.011076,0.988197,-0.011076
higher_redundancy,120,workforce,1.009846,1.011076,0.988197,-0.011076
higher_redundancy,121,communications,1.00776,1.010673,0.991,-0.010673
higher_redundancy,121,emergency_response,1.010355,1.010673,0.991,-0.010673
higher_redundancy,121,finance,0.994334,1.010673,0.991,-0.010673
higher_redundancy,121,food_distribution,1.030897,1.010673,0.991,-0.010673
higher_redundancy,121,household_resilience,0.996507,1.010673,0.991,-0.010673
higher_redundancy,121,manufacturing,1.010616,1.010673,0.991,-0.010673
higher_redundancy,121,power,1.018679,1.010673,0.991,-0.010673
higher_redundancy,121,public_health,1.016306,1.010673,0.991,-0.010673
higher_redundancy,121,retail_access,1.001781,1.010673,0.991,-0.010673
higher_redundancy,121,suppliers,0.991,1.010673,0.991,-0.010673
higher_redundancy,121,transport,1.017438,1.010673,0.991,-0.010673
higher_redundancy,121,water,1.033928,1.010673,0.991,-0.010673
higher_redundancy,121,workforce,1.009146,1.010673,0.991,-0.010673
higher_redundancy,122,communications,1.009762,1.012146,0.988072,-0.012146
higher_redundancy,122,emergency_response,1.02211,1.012146,0.988072,-0.012146
higher_redundancy,122,finance,0.988072,1.012146,0.988072,-0.012146
higher_redundancy,122,food_distribution,1.032643,1.012146,0.988072,-0.012146
higher_redundancy,122,household_resilience,1.001433,1.012146,0.988072,-0.012146
higher_redundancy,122,manufacturing,1.011806,1.012146,0.988072,-0.012146
higher_redundancy,122,power,1.02139,1.012146,0.988072,-0.012146
higher_redundancy,122,public_health,1.019948,1.012146,0.988072,-0.012146
higher_redundancy,122,retail_access,1.007976,1.012146,0.988072,-0.012146
higher_redundancy,122,suppliers,0.990934,1.012146,0.988072,-0.012146
higher_redundancy,122,transport,1.013978,1.012146,0.988072,-0.012146
higher_redundancy,122,water,1.028844,1.012146,0.988072,-0.012146
higher_redundancy,122,workforce,1.009,1.012146,0.988072,-0.012146
higher_redundancy,123,communications,1.004209,1.010756,0.995535,-0.010756
higher_redundancy,123,emergency_response,1.011587,1.010756,0.995535,-0.010756
higher_redundancy,123,finance,0.995535,1.010756,0.995535,-0.010756
higher_redundancy,123,food_distribution,1.014105,1.010756,0.995535,-0.010756
higher_redundancy,123,household_resilience,1.000118,1.010756,0.995535,-0.010756
higher_redundancy,123,manufacturing,1.017291,1.010756,0.995535,-0.010756
higher_redundancy,123,power,1.021205,1.010756,0.995535,-0.010756
higher_redundancy,123,public_health,1.017831,1.010756,0.995535,-0.010756
higher_redundancy,123,retail_access,1.00999,1.010756,0.995535,-0.010756
higher_redundancy,123,suppliers,0.997794,1.010756,0.995535,-0.010756
higher_redundancy,123,transport,1.013259,1.010756,0.995535,-0.010756
higher_redundancy,123,water,1.025525,1.010756,0.995535,-0.010756
higher_redundancy,123,workforce,1.011385,1.010756,0.995535,-0.010756
higher_redundancy,124,communications,1.016313,1.010995,0.983085,-0.010995
higher_redundancy,124,emergency_response,1.009288,1.010995,0.983085,-0.010995
higher_redundancy,124,finance,0.983085,1.010995,0.983085,-0.010995
higher_redundancy,124,food_distribution,1.016347,1.010995,0.983085,-0.010995
higher_redundancy,124,household_resilience,1.003726,1.010995,0.983085,-0.010995
higher_redundancy,124,manufacturing,1.017589,1.010995,0.983085,-0.010995
higher_redundancy,124,power,1.029665,1.010995,0.983085,-0.010995
higher_redundancy,124,public_health,1.008805,1.010995,0.983085,-0.010995
higher_redundancy,124,retail_access,1.008899,1.010995,0.983085,-0.010995
higher_redundancy,124,suppliers,0.992633,1.010995,0.983085,-0.010995
higher_redundancy,124,transport,1.017749,1.010995,0.983085,-0.010995
higher_redundancy,124,water,1.0333,1.010995,0.983085,-0.010995
higher_redundancy,124,workforce,1.005533,1.010995,0.983085,-0.010995
higher_redundancy,125,communications,1.01139,1.010773,0.984635,-0.010773
higher_redundancy,125,emergency_response,1.011123,1.010773,0.984635,-0.010773
higher_redundancy,125,finance,0.984635,1.010773,0.984635,-0.010773
higher_redundancy,125,food_distribution,1.017122,1.010773,0.984635,-0.010773
higher_redundancy,125,household_resilience,1.002887,1.010773,0.984635,-0.010773
higher_redundancy,125,manufacturing,1.018544,1.010773,0.984635,-0.010773
higher_redundancy,125,power,1.030561,1.010773,0.984635,-0.010773
higher_redundancy,125,public_health,1.003726,1.010773,0.984635,-0.010773
higher_redundancy,125,retail_access,1.005446,1.010773,0.984635,-0.010773
higher_redundancy,125,suppliers,0.999953,1.010773,0.984635,-0.010773
higher_redundancy,125,transport,1.016701,1.010773,0.984635,-0.010773
higher_redundancy,125,water,1.042537,1.010773,0.984635,-0.010773
higher_redundancy,125,workforce,0.995429,1.010773,0.984635,-0.010773
higher_redundancy,126,communications,1.017748,1.009943,0.984414,-0.009943
higher_redundancy,126,emergency_response,1.019451,1.009943,0.984414,-0.009943
higher_redundancy,126,finance,0.990265,1.009943,0.984414,-0.009943
higher_redundancy,126,food_distribution,1.007159,1.009943,0.984414,-0.009943
higher_redundancy,126,household_resilience,0.994645,1.009943,0.984414,-0.009943
higher_redundancy,126,manufacturing,1.011764,1.009943,0.984414,-0.009943
higher_redundancy,126,power,1.022333,1.009943,0.984414,-0.009943
higher_redundancy,126,public_health,1.005401,1.009943,0.984414,-0.009943
higher_redundancy,126,retail_access,1.014858,1.009943,0.984414,-0.009943
higher_redundancy,126,suppliers,0.997179,1.009943,0.984414,-0.009943
higher_redundancy,126,transport,1.016723,1.009943,0.984414,-0.009943
higher_redundancy,126,water,1.047321,1.009943,0.984414,-0.009943
higher_redundancy,126,workforce,0.984414,1.009943,0.984414,-0.009943
higher_redundancy,127,communications,1.013705,1.010073,0.986138,-0.010073
higher_redundancy,127,emergency_response,1.019878,1.010073,0.986138,-0.010073
higher_redundancy,127,finance,0.992641,1.010073,0.986138,-0.010073
higher_redundancy,127,food_distribution,1.017442,1.010073,0.986138,-0.010073
higher_redundancy,127,household_resilience,0.993655,1.010073,0.986138,-0.010073
higher_redundancy,127,manufacturing,1.005622,1.010073,0.986138,-0.010073
higher_redundancy,127,power,1.018691,1.010073,0.986138,-0.010073
higher_redundancy,127,public_health,1.013312,1.010073,0.986138,-0.010073
higher_redundancy,127,retail_access,1.015632,1.010073,0.986138,-0.010073
higher_redundancy,127,suppliers,0.996323,1.010073,0.986138,-0.010073
higher_redundancy,127,transport,1.010723,1.010073,0.986138,-0.010073
higher_redundancy,127,water,1.047182,1.010073,0.986138,-0.010073
higher_redundancy,127,workforce,0.986138,1.010073,0.986138,-0.010073
higher_redundancy,128,communications,1.018152,1.009359,0.986396,-0.009359
higher_redundancy,128,emergency_response,1.02096,1.009359,0.986396,-0.009359
higher_redundancy,128,finance,0.999844,1.009359,0.986396,-0.009359
higher_redundancy,128,food_distribution,1.018678,1.009359,0.986396,-0.009359
higher_redundancy,128,household_resilience,0.987,1.009359,0.986396,-0.009359
higher_redundancy,128,manufacturing,1.008459,1.009359,0.986396,-0.009359
higher_redundancy,128,power,1.023239,1.009359,0.986396,-0.009359
higher_redundancy,128,public_health,1.011851,1.009359,0.986396,-0.009359
higher_redundancy,128,retail_access,1.015238,1.009359,0.986396,-0.009359
higher_redundancy,128,suppliers,0.986396,1.009359,0.986396,-0.009359
higher_redundancy,128,transport,1.000225,1.009359,0.986396,-0.009359
higher_redundancy,128,water,1.04016,1.009359,0.986396,-0.009359
higher_redundancy,128,workforce,0.99146,1.009359,0.986396,-0.009359
higher_redundancy,129,communications,1.011791,1.008832,0.975642,-0.008832
higher_redundancy,129,emergency_response,1.025166,1.008832,0.975642,-0.008832
higher_redundancy,129,finance,1.000493,1.008832,0.975642,-0.008832
higher_redundancy,129,food_distribution,1.015034,1.008832,0.975642,-0.008832
higher_redundancy,129,household_resilience,0.989871,1.008832,0.975642,-0.008832
higher_redundancy,129,manufacturing,1.010113,1.008832,0.975642,-0.008832
higher_redundancy,129,power,1.017902,1.008832,0.975642,-0.008832
higher_redundancy,129,public_health,1.020084,1.008832,0.975642,-0.008832
higher_redundancy,129,retail_access,1.019332,1.008832,0.975642,-0.008832
higher_redundancy,129,suppliers,0.975642,1.008832,0.975642,-0.008832
higher_redundancy,129,transport,1.003463,1.008832,0.975642,-0.008832
higher_redundancy,129,water,1.032744,1.008832,0.975642,-0.008832
higher_redundancy,129,workforce,0.993179,1.008832,0.975642,-0.008832
higher_redundancy,130,communications,1.011666,1.010635,0.982256,-0.010635
higher_redundancy,130,emergency_response,1.01981,1.010635,0.982256,-0.010635
higher_redundancy,130,finance,1.006462,1.010635,0.982256,-0.010635
higher_redundancy,130,food_distribution,1.019022,1.010635,0.982256,-0.010635
higher_redundancy,130,household_resilience,0.990713,1.010635,0.982256,-0.010635
higher_redundancy,130,manufacturing,1.002589,1.010635,0.982256,-0.010635
higher_redundancy,130,power,1.018775,1.010635,0.982256,-0.010635
higher_redundancy,130,public_health,1.027547,1.010635,0.982256,-0.010635
higher_redundancy,130,retail_access,1.020366,1.010635,0.982256,-0.010635
higher_redundancy,130,suppliers,0.982256,1.010635,0.982256,-0.010635
higher_redundancy,130,transport,1.011423,1.010635,0.982256,-0.010635
higher_redundancy,130,water,1.03693,1.010635,0.982256,-0.010635
higher_redundancy,130,workforce,0.990699,1.010635,0.982256,-0.010635
higher_redundancy,131,communications,1.013929,1.009711,0.977798,-0.009711
higher_redundancy,131,emergency_response,1.022105,1.009711,0.977798,-0.009711
higher_redundancy,131,finance,0.999314,1.009711,0.977798,-0.009711
higher_redundancy,131,food_distribution,1.014453,1.009711,0.977798,-0.009711
higher_redundancy,131,household_resilience,0.986201,1.009711,0.977798,-0.009711
higher_redundancy,131,manufacturing,1.003541,1.009711,0.977798,-0.009711
higher_redundancy,131,power,1.016946,1.009711,0.977798,-0.009711
higher_redundancy,131,public_health,1.040311,1.009711,0.977798,-0.009711
higher_redundancy,131,retail_access,1.017845,1.009711,0.977798,-0.009711
higher_redundancy,131,suppliers,0.977798,1.009711,0.977798,-0.009711
higher_redundancy,131,transport,1.011387,1.009711,0.977798,-0.009711
higher_redundancy,131,water,1.035628,1.009711,0.977798,-0.009711
higher_redundancy,131,workforce,0.986782,1.009711,0.977798,-0.009711
higher_redundancy,132,communications,1.010592,1.009655,0.977449,-0.009655
higher_redundancy,132,emergency_response,1.012109,1.009655,0.977449,-0.009655
higher_redundancy,132,finance,0.999398,1.009655,0.977449,-0.009655
higher_redundancy,132,food_distribution,1.023878,1.009655,0.977449,-0.009655
higher_redundancy,132,household_resilience,0.991106,1.009655,0.977449,-0.009655
higher_redundancy,132,manufacturing,1.002563,1.009655,0.977449,-0.009655
higher_redundancy,132,power,1.011812,1.009655,0.977449,-0.009655
higher_redundancy,132,public_health,1.045426,1.009655,0.977449,-0.009655
higher_redundancy,132,retail_access,1.017539,1.009655,0.977449,-0.009655
higher_redundancy,132,suppliers,0.987961,1.009655,0.977449,-0.009655
higher_redundancy,132,transport,1.00729,1.009655,0.977449,-0.009655
higher_redundancy,132,water,1.038395,1.009655,0.977449,-0.009655
higher_redundancy,132,workforce,0.977449,1.009655,0.977449,-0.009655
higher_redundancy,133,communications,1.015648,1.008917,0.977574,-0.008917
higher_redundancy,133,emergency_response,1.018355,1.008917,0.977574,-0.008917
higher_redundancy,133,finance,0.999192,1.008917,0.977574,-0.008917
higher_redundancy,133,food_distribution,1.025867,1.008917,0.977574,-0.008917
higher_redundancy,133,household_resilience,0.990273,1.008917,0.977574,-0.008917
higher_redundancy,133,manufacturing,1.001252,1.008917,0.977574,-0.008917
higher_redundancy,133,power,1.007668,1.008917,0.977574,-0.008917
higher_redundancy,133,public_health,1.033659,1.008917,0.977574,-0.008917
higher_redundancy,133,retail_access,1.018157,1.008917,0.977574,-0.008917
higher_redundancy,133,suppliers,0.984695,1.008917,0.977574,-0.008917
higher_redundancy,133,transport,1.006006,1.008917,0.977574,-0.008917
higher_redundancy,133,water,1.03757,1.008917,0.977574,-0.008917
higher_redundancy,133,workforce,0.977574,1.008917,0.977574,-0.008917
higher_redundancy,134,communications,1.01602,1.009215,0.984152,-0.009215
higher_redundancy,134,emergency_response,1.008186,1.009215,0.984152,-0.009215
higher_redundancy,134,finance,1.00419,1.009215,0.984152,-0.009215
higher_redundancy,134,food_distribution,1.023205,1.009215,0.984152,-0.009215
higher_redundancy,134,household_resilience,0.996499,1.009215,0.984152,-0.009215
higher_redundancy,134,manufacturing,1.001425,1.009215,0.984152,-0.009215
higher_redundancy,134,power,1.013019,1.009215,0.984152,-0.009215
higher_redundancy,134,public_health,1.026287,1.009215,0.984152,-0.009215
higher_redundancy,134,retail_access,1.017817,1.009215,0.984152,-0.009215
higher_redundancy,134,suppliers,0.984152,1.009215,0.984152,-0.009215
higher_redundancy,134,transport,1.003732,1.009215,0.984152,-0.009215
higher_redundancy,134,water,1.039168,1.009215,0.984152,-0.009215
higher_redundancy,134,workforce,0.9861,1.009215,0.984152,-0.009215
higher_redundancy,135,communications,1.026898,1.010443,0.988558,-0.010443
higher_redundancy,135,emergency_response,1.005423,1.010443,0.988558,-0.010443
higher_redundancy,135,finance,1.00405,1.010443,0.988558,-0.010443
higher_redundancy,135,food_distribution,1.016147,1.010443,0.988558,-0.010443
higher_redundancy,135,household_resilience,0.988558,1.010443,0.988558,-0.010443
higher_redundancy,135,manufacturing,1.003629,1.010443,0.988558,-0.010443
higher_redundancy,135,power,1.017602,1.010443,0.988558,-0.010443
higher_redundancy,135,public_health,1.024928,1.010443,0.988558,-0.010443
higher_redundancy,135,retail_access,1.020014,1.010443,0.988558,-0.010443
higher_redundancy,135,suppliers,0.990336,1.010443,0.988558,-0.010443
higher_redundancy,135,transport,1.006862,1.010443,0.988558,-0.010443
higher_redundancy,135,water,1.042749,1.010443,0.988558,-0.010443
higher_redundancy,135,workforce,0.988564,1.010443,0.988558,-0.010443
higher_redundancy,136,communications,1.024774,1.011015,0.995808,-0.011015
higher_redundancy,136,emergency_response,1.008169,1.011015,0.995808,-0.011015
higher_redundancy,136,finance,1.007153,1.011015,0.995808,-0.011015
higher_redundancy,136,food_distribution,1.019516,1.011015,0.995808,-0.011015
higher_redundancy,136,household_resilience,0.996129,1.011015,0.995808,-0.011015
higher_redundancy,136,manufacturing,0.997432,1.011015,0.995808,-0.011015
higher_redundancy,136,power,1.019538,1.011015,0.995808,-0.011015
higher_redundancy,136,public_health,1.010542,1.011015,0.995808,-0.011015
higher_redundancy,136,retail_access,1.009669,1.011015,0.995808,-0.011015
higher_redundancy,136,suppliers,0.997429,1.011015,0.995808,-0.011015
higher_redundancy,136,transport,1.016478,1.011015,0.995808,-0.011015
higher_redundancy,136,water,1.040564,1.011015,0.995808,-0.011015
higher_redundancy,136,workforce,0.995808,1.011015,0.995808,-0.011015
higher_redundancy,137,communications,1.024379,1.011545,0.991634,-0.011545
higher_redundancy,137,emergency_response,1.005874,1.011545,0.991634,-0.011545
higher_redundancy,137,finance,0.997329,1.011545,0.991634,-0.011545
higher_redundancy,137,food_distribution,1.014991,1.011545,0.991634,-0.011545
higher_redundancy,137,household_resilience,0.991634,1.011545,0.991634,-0.011545
higher_redundancy,137,manufacturing,0.997877,1.011545,0.991634,-0.011545
higher_redundancy,137,power,1.03262,1.011545,0.991634,-0.011545
higher_redundancy,137,public_health,1.014285,1.011545,0.991634,-0.011545
higher_redundancy,137,retail_access,1.017095,1.011545,0.991634,-0.011545
higher_redundancy,137,suppliers,1.005486,1.011545,0.991634,-0.011545
higher_redundancy,137,transport,1.012676,1.011545,0.991634,-0.011545
higher_redundancy,137,water,1.03572,1.011545,0.991634,-0.011545
higher_redundancy,137,workforce,1.00012,1.011545,0.991634,-0.011545
higher_redundancy,138,communications,1.031069,1.012518,0.992378,-0.012518
higher_redundancy,138,emergency_response,1.010257,1.012518,0.992378,-0.012518
higher_redundancy,138,finance,1.002816,1.012518,0.992378,-0.012518
higher_redundancy,138,food_distribution,1.011185,1.012518,0.992378,-0.012518
higher_redundancy,138,household_resilience,1.001063,1.012518,0.992378,-0.012518
higher_redundancy,138,manufacturing,0.999601,1.012518,0.992378,-0.012518
higher_redundancy,138,power,1.031718,1.012518,0.992378,-0.012518
higher_redundancy,138,public_health,1.013287,1.012518,0.992378,-0.012518
higher_redundancy,138,retail_access,1.012464,1.012518,0.992378,-0.012518
higher_redundancy,138,suppliers,1.001739,1.012518,0.992378,-0.012518
higher_redundancy,138,transport,1.017538,1.012518,0.992378,-0.012518
higher_redundancy,138,water,1.037618,1.012518,0.992378,-0.012518
higher_redundancy,138,workforce,0.992378,1.012518,0.992378,-0.012518
higher_redundancy,139,communications,1.034304,1.015069,0.991099,-0.015069
higher_redundancy,139,emergency_response,1.009101,1.015069,0.991099,-0.015069
higher_redundancy,139,finance,1.01437,1.015069,0.991099,-0.015069
higher_redundancy,139,food_distribution,1.011867,1.015069,0.991099,-0.015069
higher_redundancy,139,household_resilience,1.007205,1.015069,0.991099,-0.015069
higher_redundancy,139,manufacturing,1.002525,1.015069,0.991099,-0.015069
higher_redundancy,139,power,1.033087,1.015069,0.991099,-0.015069
higher_redundancy,139,public_health,1.012396,1.015069,0.991099,-0.015069
higher_redundancy,139,retail_access,1.025451,1.015069,0.991099,-0.015069
higher_redundancy,139,suppliers,1.00446,1.015069,0.991099,-0.015069
higher_redundancy,139,transport,1.011113,1.015069,0.991099,-0.015069
higher_redundancy,139,water,1.038923,1.015069,0.991099,-0.015069
higher_redundancy,139,workforce,0.991099,1.015069,0.991099,-0.015069
higher_redundancy,140,communications,1.030007,1.014049,0.991079,-0.014049
higher_redundancy,140,emergency_response,1.010323,1.014049,0.991079,-0.014049
higher_redundancy,140,finance,0.999488,1.014049,0.991079,-0.014049
higher_redundancy,140,food_distribution,1.019964,1.014049,0.991079,-0.014049
higher_redundancy,140,household_resilience,1.010211,1.014049,0.991079,-0.014049
higher_redundancy,140,manufacturing,1.001414,1.014049,0.991079,-0.014049
higher_redundancy,140,power,1.024457,1.014049,0.991079,-0.014049
higher_redundancy,140,public_health,1.019344,1.014049,0.991079,-0.014049
higher_redundancy,140,retail_access,1.019553,1.014049,0.991079,-0.014049
higher_redundancy,140,suppliers,1.008151,1.014049,0.991079,-0.014049
higher_redundancy,140,transport,1.010136,1.014049,0.991079,-0.014049
higher_redundancy,140,water,1.038505,1.014049,0.991079,-0.014049
higher_redundancy,140,workforce,0.991079,1.014049,0.991079,-0.014049
severe_shock,0,communications,1.0,1.0,1.0,0.0
severe_shock,0,emergency_response,1.0,1.0,1.0,0.0
severe_shock,0,finance,1.0,1.0,1.0,0.0
severe_shock,0,food_distribution,1.0,1.0,1.0,0.0
severe_shock,0,household_resilience,1.0,1.0,1.0,0.0
severe_shock,0,manufacturing,1.0,1.0,1.0,0.0
severe_shock,0,power,1.0,1.0,1.0,0.0
severe_shock,0,public_health,1.0,1.0,1.0,0.0
severe_shock,0,retail_access,1.0,1.0,1.0,0.0
severe_shock,0,suppliers,1.0,1.0,1.0,0.0
severe_shock,0,transport,1.0,1.0,1.0,0.0
severe_shock,0,water,1.0,1.0,1.0,0.0
severe_shock,0,workforce,1.0,1.0,1.0,0.0
severe_shock,1,communications,1.005195,0.998103,0.988135,0.001897
severe_shock,1,emergency_response,1.004825,0.998103,0.988135,0.001897
severe_shock,1,finance,0.988135,0.998103,0.988135,0.001897
severe_shock,1,food_distribution,0.999117,0.998103,0.988135,0.001897
severe_shock,1,household_resilience,1.003409,0.998103,0.988135,0.001897
severe_shock,1,manufacturing,1.002564,0.998103,0.988135,0.001897
severe_shock,1,power,0.993839,0.998103,0.988135,0.001897
severe_shock,1,public_health,0.995462,0.998103,0.988135,0.001897
severe_shock,1,retail_access,1.001574,0.998103,0.988135,0.001897
severe_shock,1,suppliers,0.992606,0.998103,0.988135,0.001897
severe_shock,1,transport,0.998749,0.998103,0.988135,0.001897
severe_shock,1,water,0.989818,0.998103,0.988135,0.001897
severe_shock,1,workforce,1.000051,0.998103,0.988135,0.001897
severe_shock,2,communications,0.996002,0.999018,0.990864,0.000982
severe_shock,2,emergency_response,1.005788,0.999018,0.990864,0.000982
severe_shock,2,finance,0.997159,0.999018,0.990864,0.000982
severe_shock,2,food_distribution,1.007478,0.999018,0.990864,0.000982
severe_shock,2,household_resilience,1.010502,0.999018,0.990864,0.000982
severe_shock,2,manufacturing,0.990864,0.999018,0.990864,0.000982
severe_shock,2,power,0.997661,0.999018,0.990864,0.000982
severe_shock,2,public_health,0.99175,0.999018,0.990864,0.000982
severe_shock,2,retail_access,0.992983,0.999018,0.990864,0.000982
severe_shock,2,suppliers,0.9925,0.999018,0.990864,0.000982
severe_shock,2,transport,1.003613,0.999018,0.990864,0.000982
severe_shock,2,water,1.003285,0.999018,0.990864,0.000982
severe_shock,2,workforce,0.997656,0.999018,0.990864,0.000982
severe_shock,3,communications,1.004057,0.997772,0.982302,0.002228
severe_shock,3,emergency_response,0.982302,0.997772,0.982302,0.002228
severe_shock,3,finance,0.994959,0.997772,0.982302,0.002228
severe_shock,3,food_distribution,1.007315,0.997772,0.982302,0.002228
severe_shock,3,household_resilience,1.004699,0.997772,0.982302,0.002228
severe_shock,3,manufacturing,0.996827,0.997772,0.982302,0.002228
severe_shock,3,power,0.996075,0.997772,0.982302,0.002228
severe_shock,3,public_health,0.999406,0.997772,0.982302,0.002228
severe_shock,3,retail_access,1.000633,0.997772,0.982302,0.002228
severe_shock,3,suppliers,0.986013,0.997772,0.982302,0.002228
severe_shock,3,transport,1.001407,0.997772,0.982302,0.002228
severe_shock,3,water,1.00211,0.997772,0.982302,0.002228
severe_shock,3,workforce,0.99523,0.997772,0.982302,0.002228
severe_shock,4,communications,0.9977,0.995905,0.972825,0.004095
severe_shock,4,emergency_response,0.978675,0.995905,0.972825,0.004095
severe_shock,4,finance,0.998123,0.995905,0.972825,0.004095
severe_shock,4,food_distribution,1.000999,0.995905,0.972825,0.004095
severe_shock,4,household_resilience,1.000874,0.995905,0.972825,0.004095
severe_shock,4,manufacturing,1.00032,0.995905,0.972825,0.004095
severe_shock,4,power,1.001089,0.995905,0.972825,0.004095
severe_shock,4,public_health,0.998882,0.995905,0.972825,0.004095
severe_shock,4,retail_access,0.992671,0.995905,0.972825,0.004095
severe_shock,4,suppliers,0.972825,0.995905,0.972825,0.004095
severe_shock,4,transport,1.001834,0.995905,0.972825,0.004095
severe_shock,4,water,1.00107,0.995905,0.972825,0.004095
severe_shock,4,workforce,1.001702,0.995905,0.972825,0.004095
severe_shock,5,communications,1.004134,0.995973,0.972472,0.004027
severe_shock,5,emergency_response,0.976645,0.995973,0.972472,0.004027
severe_shock,5,finance,0.996891,0.995973,0.972472,0.004027
severe_shock,5,food_distribution,1.001046,0.995973,0.972472,0.004027
severe_shock,5,household_resilience,1.000265,0.995973,0.972472,0.004027
severe_shock,5,manufacturing,0.9995,0.995973,0.972472,0.004027
severe_shock,5,power,1.009952,0.995973,0.972472,0.004027
severe_shock,5,public_health,1.000779,0.995973,0.972472,0.004027
severe_shock,5,retail_access,0.995519,0.995973,0.972472,0.004027
severe_shock,5,suppliers,0.972472,0.995973,0.972472,0.004027
