scenario,time,capacity,workload,pressure,slack,learning,coordination_burden,burnout,attrition,trust,delivery,backlog
high_coordination_burden,67,148.821802,125.15,0.840939,0.159061,0.543513,0.0,0.0,0.0,0.656523,125.15,0.0
high_coordination_burden,68,150.015315,125.6,0.837248,0.162752,0.561023,0.0,0.0,0.0,0.658894,125.6,0.0
high_coordination_burden,69,151.226338,126.05,0.833519,0.166481,0.580599,0.0,0.0,0.0,0.655847,126.05,0.0
high_coordination_burden,70,152.456937,126.5,0.829742,0.170258,0.595832,0.0,0.0,0.0,0.66183,126.5,0.0
high_coordination_burden,71,153.702769,126.95,0.825945,0.174055,0.619703,0.0,0.0,0.0,0.666131,126.95,0.0
high_coordination_burden,72,154.972472,127.4,0.822081,0.177919,0.642841,0.0,0.0,0.0,0.66633,127.4,0.0
high_coordination_burden,73,156.265313,127.85,0.81816,0.18184,0.662689,0.0,0.0,0.0,0.665958,127.85,0.0
high_coordination_burden,74,157.578002,128.3,0.8142,0.1858,0.682427,0.0,0.0,0.0,0.661428,128.3,0.0
high_coordination_burden,75,158.910429,128.75,0.810205,0.189795,0.698213,0.0,0.0,0.0,0.669244,128.75,0.0
high_coordination_burden,76,160.258642,129.2,0.806197,0.193803,0.727503,0.0,0.0,0.0,0.674609,129.2,0.0
high_coordination_burden,77,161.636145,129.65,0.80211,0.19789,0.755234,0.0,0.0,0.0,0.669285,129.65,0.0
high_coordination_burden,78,163.04138,130.1,0.797957,0.202043,0.771651,0.0,0.0,0.0,0.663622,130.1,0.0
high_coordination_burden,79,164.463031,130.55,0.793795,0.206205,0.787691,0.0,0.0,0.0,0.667101,130.55,0.0
high_coordination_burden,80,165.900721,131.0,0.789629,0.210371,0.814881,0.0,0.0,0.0,0.672121,131.0,0.0
high_coordination_burden,81,167.365602,131.45,0.785406,0.214594,0.844887,0.0,0.0,0.0,0.678226,131.45,0.0
high_coordination_burden,82,168.860489,131.9,0.781118,0.218882,0.877364,0.0,0.0,0.0,0.67941,131.9,0.0
high_coordination_burden,83,170.387853,132.35,0.776757,0.223243,0.904515,0.0,0.0,0.0,0.684106,132.35,0.0
high_coordination_burden,84,171.942369,132.8,0.772352,0.227648,0.937213,0.0,0.0,0.0,0.687975,132.8,0.0
high_coordination_burden,85,173.529582,133.25,0.767881,0.232119,0.969898,0.0,0.0,0.0,0.690716,133.25,0.0
high_coordination_burden,86,175.14948,133.7,0.763348,0.236652,1.002044,0.0,0.0,0.0,0.697896,133.7,0.0
high_coordination_burden,87,176.801524,134.15,0.75876,0.24124,1.041822,0.0,0.0,0.0,0.699572,134.15,0.0
high_coordination_burden,88,178.493346,134.6,0.75409,0.24591,1.074729,0.0,0.0,0.0,0.698948,134.6,0.0
high_coordination_burden,89,180.218075,135.05,0.74937,0.25063,1.104954,0.0,0.0,0.0,0.708078,135.05,0.0
high_coordination_burden,90,181.97303,135.5,0.744616,0.255384,1.151728,0.0,0.0,0.0,0.708955,135.5,0.0
high_coordination_burden,91,183.774758,135.95,0.739764,0.260236,1.186695,0.0,0.0,0.0,0.701015,135.95,0.0
high_coordination_burden,92,185.611453,136.4,0.734868,0.265132,1.207428,0.0,0.0,0.0,0.705123,136.4,0.0
high_coordination_burden,93,187.468881,136.85,0.729988,0.270012,1.24924,0.0,0.0,0.0,0.706923,136.85,0.0
high_coordination_burden,94,189.368121,137.3,0.725043,0.274957,1.288286,0.0,0.0,0.0,0.709756,137.3,0.0
high_coordination_burden,95,191.306407,137.75,0.720049,0.279951,1.33042,0.0,0.0,0.0,0.71752,137.75,0.0
high_coordination_burden,96,193.286826,138.2,0.715,0.285,1.383406,0.0,0.0,0.0,0.718161,138.2,0.0
high_coordination_burden,97,195.320233,138.65,0.70986,0.29014,1.424443,0.0,0.0,0.0,0.727039,138.65,0.0
high_coordination_burden,98,197.394676,139.1,0.70468,0.29532,1.483388,0.0,0.0,0.0,0.730579,139.1,0.0
high_coordination_burden,99,199.528064,139.55,0.6994,0.3006,1.533656,0.0,0.0,0.0,0.744272,139.55,0.0
low_trust_environment,0,100.0,95.0,0.95,0.05,0.0665,0.0,0.098,0.343,0.376843,95.0,0.0
low_trust_environment,1,100.3735,95.45,0.950948,0.049052,0.064939,0.0,0.096038,0.337388,0.381108,95.45,0.0
low_trust_environment,2,100.75105,95.9,0.951851,0.048149,0.064707,0.0,0.094112,0.331866,0.376725,95.9,0.0
low_trust_environment,3,101.133892,96.35,0.952697,0.047303,0.063077,0.0,0.09222,0.326429,0.378053,96.35,0.0
low_trust_environment,4,101.52054,96.8,0.953502,0.046498,0.062461,0.0,0.09036,0.321069,0.37309,96.8,0.0
low_trust_environment,5,101.911932,97.25,0.954255,0.045745,0.060876,0.0,0.08853,0.31578,0.372715,97.25,0.0
low_trust_environment,6,102.307029,97.7,0.954969,0.045031,0.060099,0.0,0.086729,0.310554,0.377767,97.7,0.0
low_trust_environment,7,102.706574,98.15,0.955635,0.044365,0.060246,0.0,0.084954,0.305388,0.37911,98.15,0.0
low_trust_environment,8,103.111432,98.6,0.956247,0.043753,0.059861,0.0,0.083204,0.300276,0.38143,98.6,0.0
low_trust_environment,9,103.521018,99.05,0.956811,0.043189,0.059688,0.0,0.081477,0.295209,0.381799,99.05,0.0
low_trust_environment,10,103.935498,99.5,0.957325,0.042675,0.059271,0.0,0.07977,0.290181,0.380703,99.5,0.0
low_trust_environment,11,104.354588,99.95,0.957792,0.042208,0.058689,0.0,0.078081,0.285185,0.393664,99.95,0.0
low_trust_environment,12,104.778092,100.4,0.958216,0.041784,0.060322,0.0,0.07641,0.280213,0.387453,100.4,0.0
low_trust_environment,13,105.208202,100.85,0.958575,0.041425,0.059101,0.0,0.074753,0.275262,0.388221,100.85,0.0
low_trust_environment,14,105.642041,101.3,0.958899,0.041101,0.058998,0.0,0.073109,0.270318,0.397558,101.3,0.0
low_trust_environment,15,106.080722,101.75,0.959175,0.040825,0.06026,0.0,0.071476,0.265377,0.392301,101.75,0.0
low_trust_environment,16,106.525604,102.2,0.959394,0.040606,0.059393,0.0,0.069852,0.260434,0.389064,102.2,0.0
low_trust_environment,17,106.974563,102.65,0.959574,0.040426,0.058889,0.0,0.068235,0.255478,0.387637,102.65,0.0
low_trust_environment,18,107.427974,103.1,0.959713,0.040287,0.058719,0.0,0.066623,0.250501,0.383041,103.1,0.0
low_trust_environment,19,107.886191,103.55,0.959808,0.040192,0.058133,0.0,0.065015,0.245499,0.382431,103.55,0.0
low_trust_environment,20,108.348825,104.0,0.959863,0.040137,0.058209,0.0,0.06341,0.240464,0.38377,104.0,0.0
low_trust_environment,21,108.816571,104.45,0.959872,0.040128,0.058652,0.0,0.061805,0.235388,0.383522,104.45,0.0
low_trust_environment,22,109.289834,104.9,0.959833,0.040167,0.058926,0.0,0.060198,0.230266,0.378257,104.9,0.0
low_trust_environment,23,109.768494,105.35,0.959747,0.040253,0.058496,0.0,0.058588,0.225089,0.383788,105.35,0.0
low_trust_environment,24,110.251901,105.8,0.959621,0.040379,0.059801,0.0,0.056973,0.219848,0.378763,105.8,0.0
low_trust_environment,25,110.741854,106.25,0.959439,0.040561,0.059547,0.0,0.05535,0.214536,0.375106,106.25,0.0
low_trust_environment,26,111.236865,106.7,0.959214,0.040786,0.059563,0.0,0.053719,0.209143,0.375521,106.7,0.0
low_trust_environment,27,111.737285,107.15,0.958946,0.041054,0.060292,0.0,0.052077,0.203662,0.371989,107.15,0.0
low_trust_environment,28,112.243914,107.6,0.958627,0.041373,0.060462,0.0,0.050422,0.198084,0.378136,107.6,0.0
low_trust_environment,29,112.756292,108.05,0.958261,0.041739,0.062287,0.0,0.048752,0.192399,0.36896,108.05,0.0
low_trust_environment,30,113.27618,108.5,0.957836,0.042164,0.061678,0.0,0.047066,0.1866,0.373543,108.5,0.0
low_trust_environment,31,113.801257,108.95,0.957371,0.042629,0.063425,0.0,0.045361,0.180673,0.374734,108.95,0.0
low_trust_environment,32,114.33401,109.4,0.956846,0.043154,0.064713,0.0,0.043634,0.174611,0.371745,109.4,0.0
low_trust_environment,33,114.874111,109.85,0.956264,0.043736,0.065369,0.0,0.041885,0.168402,0.375706,109.85,0.0
low_trust_environment,34,115.421078,110.3,0.955631,0.044369,0.067341,0.0,0.04011,0.162035,0.372253,110.3,0.0
low_trust_environment,35,115.976384,110.75,0.954936,0.045064,0.068094,0.0,0.038308,0.155497,0.371559,110.75,0.0
low_trust_environment,36,116.538981,111.2,0.954187,0.045813,0.069431,0.0,0.036475,0.148777,0.365707,111.2,0.0
low_trust_environment,37,117.109635,111.65,0.95338,0.04662,0.069882,0.0,0.03461,0.141862,0.357698,111.65,0.0
low_trust_environment,38,117.687655,112.1,0.952521,0.047479,0.069954,0.0,0.032711,0.13474,0.366676,112.1,0.0
low_trust_environment,39,118.272869,112.55,0.951613,0.048387,0.073445,0.0,0.030776,0.127398,0.362727,112.55,0.0
low_trust_environment,40,118.868917,113.0,0.950627,0.049373,0.074509,0.0,0.028801,0.119823,0.364698,113.0,0.0
low_trust_environment,41,119.473603,113.45,0.949582,0.050418,0.076888,0.0,0.026784,0.112,0.373164,113.45,0.0
low_trust_environment,42,120.088491,113.9,0.948467,0.051533,0.080826,0.0,0.024723,0.103912,0.374539,113.9,0.0
low_trust_environment,43,120.715405,114.35,0.947269,0.052731,0.083443,0.0,0.022614,0.095543,0.368213,114.35,0.0
low_trust_environment,44,121.353305,114.8,0.945998,0.054002,0.084456,0.0,0.020453,0.086873,0.366783,114.8,0.0
low_trust_environment,45,122.000888,115.25,0.944665,0.055335,0.086664,0.0,0.01824,0.077886,0.363588,115.25,0.0
low_trust_environment,46,122.659666,115.7,0.94326,0.05674,0.088566,0.0,0.01597,0.068563,0.364606,115.7,0.0
low_trust_environment,47,123.329669,116.15,0.941785,0.058215,0.091621,0.0,0.013642,0.058886,0.361463,116.15,0.0
low_trust_environment,48,124.012405,116.6,0.940229,0.059771,0.093776,0.0,0.011251,0.048834,0.358343,116.6,0.0
low_trust_environment,49,124.707347,117.05,0.938597,0.061403,0.096039,0.0,0.008795,0.038388,0.357588,117.05,0.0
low_trust_environment,50,125.414997,117.5,0.93689,0.06311,0.099061,0.0,0.00627,0.027524,0.356787,117.5,0.0
low_trust_environment,51,126.136534,117.95,0.935098,0.064902,0.10223,0.0,0.003674,0.016222,0.357126,117.95,0.0
low_trust_environment,52,126.872542,118.4,0.93322,0.06678,0.105902,0.0,0.001003,0.004455,0.354476,118.4,0.0
low_trust_environment,53,127.623989,118.85,0.931251,0.068749,0.108856,0.0,0.0,0.0,0.363204,118.85,0.0
low_trust_environment,54,128.382845,119.3,0.929252,0.070748,0.115462,0.0,0.0,0.0,0.363391,119.3,0.0
low_trust_environment,55,129.148307,119.75,0.927229,0.072771,0.119534,0.0,0.0,0.0,0.372195,119.75,0.0
low_trust_environment,56,129.917841,120.2,0.9252,0.0748,0.126593,0.0,0.0,0.0,0.375037,120.2,0.0
low_trust_environment,57,130.694434,120.65,0.923146,0.076854,0.131846,0.0,0.0,0.0,0.369307,120.65,0.0
low_trust_environment,58,131.47628,121.1,0.921079,0.078921,0.134121,0.0,0.0,0.0,0.367725,121.1,0.0
low_trust_environment,59,132.260401,121.55,0.91902,0.08098,0.137847,0.0,0.0,0.0,0.36609,121.55,0.0
low_trust_environment,60,133.048248,122.0,0.916961,0.083039,0.141563,0.0,0.0,0.0,0.354169,122.0,0.0
low_trust_environment,61,133.839811,122.45,0.9149,0.0851,0.141187,0.0,0.0,0.0,0.356194,122.45,0.0
low_trust_environment,62,134.630998,122.9,0.912866,0.087134,0.146248,0.0,0.0,0.0,0.363427,122.9,0.0
low_trust_environment,63,135.427246,123.35,0.910821,0.089179,0.153622,0.0,0.0,0.0,0.363733,123.35,0.0
low_trust_environment,64,136.230868,123.8,0.908751,0.091249,0.158253,0.0,0.0,0.0,0.351423,123.8,0.0
low_trust_environment,65,137.039121,124.25,0.906675,0.093325,0.157304,0.0,0.0,0.0,0.357221,124.25,0.0
low_trust_environment,66,137.846425,124.7,0.90463,0.09537,0.164366,0.0,0.0,0.0,0.349534,124.7,0.0
low_trust_environment,67,138.660791,125.15,0.902562,0.097438,0.165287,0.0,0.0,0.0,0.34788,125.15,0.0
low_trust_environment,68,139.476078,125.6,0.900513,0.099487,0.168953,0.0,0.0,0.0,0.352286,125.6,0.0
low_trust_environment,69,140.29503,126.05,0.898464,0.101536,0.175641,0.0,0.0,0.0,0.355254,126.05,0.0
low_trust_environment,70,141.120672,126.5,0.896396,0.103604,0.181792,0.0,0.0,0.0,0.358703,126.5,0.0
low_trust_environment,71,141.952464,126.95,0.894313,0.105687,0.18835,0.0,0.0,0.0,0.35395,126.95,0.0
low_trust_environment,72,142.790814,127.4,0.892214,0.107786,0.190665,0.0,0.0,0.0,0.356107,127.4,0.0
low_trust_environment,73,143.631479,127.85,0.890125,0.109875,0.196697,0.0,0.0,0.0,0.351968,127.85,0.0
low_trust_environment,74,144.478176,128.3,0.888023,0.111977,0.199297,0.0,0.0,0.0,0.35422,128.3,0.0
low_trust_environment,75,145.327473,128.75,0.88593,0.11407,0.205523,0.0,0.0,0.0,0.354724,128.75,0.0
low_trust_environment,76,146.182995,129.2,0.883824,0.116176,0.21085,0.0,0.0,0.0,0.355209,129.2,0.0
low_trust_environment,77,147.043845,129.65,0.88171,0.11829,0.216246,0.0,0.0,0.0,0.363549,129.65,0.0
low_trust_environment,78,147.910091,130.1,0.879588,0.120412,0.226619,0.0,0.0,0.0,0.357308,130.1,0.0
low_trust_environment,79,148.78671,130.55,0.877431,0.122569,0.228064,0.0,0.0,0.0,0.357737,130.55,0.0
low_trust_environment,80,149.664775,131.0,0.875289,0.124711,0.233698,0.0,0.0,0.0,0.35126,131.0,0.0
low_trust_environment,81,150.548473,131.45,0.873141,0.126859,0.234798,0.0,0.0,0.0,0.353911,131.45,0.0
low_trust_environment,82,151.433271,131.9,0.871011,0.128989,0.241956,0.0,0.0,0.0,0.356505,131.9,0.0
low_trust_environment,83,152.325227,132.35,0.868865,0.131135,0.249244,0.0,0.0,0.0,0.353667,132.35,0.0
low_trust_environment,84,153.224472,132.8,0.866702,0.133298,0.252821,0.0,0.0,0.0,0.358695,132.8,0.0
low_trust_environment,85,154.127293,133.25,0.864545,0.135455,0.2621,0.0,0.0,0.0,0.360569,133.25,0.0
low_trust_environment,86,155.039394,133.7,0.862361,0.137639,0.269301,0.0,0.0,0.0,0.352905,133.7,0.0
low_trust_environment,87,155.958695,134.15,0.860164,0.139836,0.269374,0.0,0.0,0.0,0.367434,134.15,0.0
low_trust_environment,88,156.878069,134.6,0.857991,0.142009,0.2865,0.0,0.0,0.0,0.376262,134.6,0.0
low_trust_environment,89,157.814569,135.05,0.855751,0.144249,0.29979,0.0,0.0,0.0,0.37571,135.05,0.0
low_trust_environment,90,158.76436,135.5,0.853466,0.146534,0.305923,0.0,0.0,0.0,0.382184,135.5,0.0
low_trust_environment,91,159.720283,135.95,0.851176,0.148824,0.317961,0.0,0.0,0.0,0.393762,135.95,0.0
low_trust_environment,92,160.688244,136.4,0.848849,0.151151,0.334733,0.0,0.0,0.0,0.397155,136.4,0.0
low_trust_environment,93,161.672977,136.85,0.846462,0.153538,0.34505,0.0,0.0,0.0,0.400642,136.85,0.0
low_trust_environment,94,162.668027,137.3,0.84405,0.15595,0.355722,0.0,0.0,0.0,0.403206,137.3,0.0
low_trust_environment,95,163.673749,137.75,0.841613,0.158387,0.365841,0.0,0.0,0.0,0.400309,137.75,0.0
low_trust_environment,96,164.68959,138.2,0.839154,0.160846,0.371141,0.0,0.0,0.0,0.398845,138.2,0.0
low_trust_environment,97,165.710731,138.65,0.836699,0.163301,0.377756,0.0,0.0,0.0,0.402944,138.65,0.0
low_trust_environment,98,166.738488,139.1,0.834241,0.165759,0.389787,0.0,0.0,0.0,0.407156,139.1,0.0
low_trust_environment,99,167.778274,139.55,0.831753,0.168247,0.402266,0.0,0.0,0.0,0.408846,139.55,0.0
burnout_sensitive,0,100.0,95.0,0.95,0.05,0.1085,0.0,0.09875,0.49375,0.617468,95.0,0.0
burnout_sensitive,1,100.26475,95.55,0.952977,0.047023,0.101892,0.0,0.097574,0.489164,0.616658,95.55,0.0
burnout_sensitive,2,100.527478,96.1,0.955958,0.044042,0.095558,0.0,0.096473,0.484911,0.615601,96.1,0.0
burnout_sensitive,3,100.788126,96.65,0.958942,0.041058,0.08916,0.0,0.095447,0.480996,0.611415,96.65,0.0
burnout_sensitive,4,101.04629,97.2,0.961935,0.038065,0.082309,0.0,0.094495,0.47742,0.614353,97.2,0.0
burnout_sensitive,5,101.301179,97.75,0.964944,0.035056,0.076359,0.0,0.093619,0.474185,0.612999,97.75,0.0
burnout_sensitive,6,101.553352,98.3,0.967964,0.032036,0.069801,0.0,0.092818,0.471299,0.613081,98.3,0.0
burnout_sensitive,7,101.801854,98.85,0.971004,0.028996,0.06334,0.0,0.092093,0.468762,0.60991,98.85,0.0
burnout_sensitive,8,102.046432,99.4,0.974066,0.025934,0.056493,0.0,0.091445,0.466581,0.619652,99.4,0.0
burnout_sensitive,9,102.286344,99.95,0.977159,0.022841,0.05067,0.0,0.090874,0.464757,0.617275,99.95,0.0
burnout_sensitive,10,102.522257,100.5,0.980275,0.019725,0.04369,0.0,0.090381,0.463301,0.622669,100.5,0.0
burnout_sensitive,11,102.752646,101.05,0.98343,0.01657,0.037106,0.0,0.089966,0.462214,0.626911,101.05,0.0
burnout_sensitive,12,102.977538,101.6,0.986623,0.013377,0.030226,0.0,0.089632,0.461504,0.627791,101.6,0.0
burnout_sensitive,13,103.19626,102.15,0.989861,0.010139,0.022989,0.0,0.089378,0.461176,0.633311,102.15,0.0
burnout_sensitive,14,103.408073,102.7,0.993153,0.006847,0.015695,0.0,0.089207,0.461238,0.634643,102.7,0.0
burnout_sensitive,15,103.612531,103.25,0.996501,0.003499,0.008053,0.0,0.08912,0.461696,0.631889,103.25,0.0
burnout_sensitive,16,103.808887,103.8,0.999914,8.6e-05,0.000197,0.0,0.089118,0.46256,0.631845,103.8,0.0
burnout_sensitive,17,103.996523,104.35,1.003399,0.0,0.0,0.042417,0.089594,0.465871,0.63317,104.138235,0.211765
burnout_sensitive,18,104.138235,104.921176,1.007518,0.0,0.0,0.093953,0.090646,0.471986,0.637832,104.222296,0.910646
burnout_sensitive,19,104.222296,105.541065,1.012653,0.0,0.0,0.158252,0.092418,0.481599,0.639147,104.232445,2.219265
burnout_sensitive,20,104.232445,106.221926,1.019087,0.0,0.0,0.238738,0.09509,0.495572,0.639273,104.148136,4.293056
burnout_sensitive,21,104.148136,106.979306,1.027184,0.0,0.0,0.33974,0.098896,0.514989,0.639935,103.943406,7.328955
burnout_sensitive,22,103.943406,107.832896,1.037419,0.0,0.0,0.466739,0.104134,0.541203,0.636588,103.585464,11.576387
burnout_sensitive,23,103.585464,108.807639,1.050414,0.0,0.0,0.626661,0.111192,0.575895,0.630081,103.032908,17.351117
burnout_sensitive,24,103.032908,109.935112,1.06699,0.0,0.0,0.828264,0.120571,0.621138,0.624388,102.233506,25.052723
burnout_sensitive,25,102.233506,111.255272,1.088247,0.0,0.0,1.082612,0.132925,0.679471,0.62404,101.121423,35.186573
burnout_sensitive,26,101.121423,112.818657,1.115675,0.0,0.0,1.403668,0.14912,0.753961,0.620836,99.613794,48.391437
burnout_sensitive,27,99.613794,114.689144,1.151338,0.0,0.0,1.809042,0.170307,0.848247,0.61059,97.606504,65.474076
burnout_sensitive,28,97.606504,116.947408,1.198152,0.0,0.0,2.320908,0.198048,0.966541,0.594672,94.969055,87.452429
burnout_sensitive,29,94.969055,119.695243,1.26036,0.0,0.0,2.967143,0.234499,1.113507,0.573691,91.538405,115.609266
burnout_sensitive,30,91.538405,123.060927,1.344364,0.0,0.0,3.782703,0.28271,1.293941,0.554826,87.111762,151.55843
burnout_sensitive,31,87.111762,127.205843,1.46026,0.0,0.0,4.81129,0.347146,1.512026,0.532917,81.438446,197.325827
burnout_sensitive,32,81.438446,132.332583,1.62494,0.0,0.0,6.107296,0.434638,1.769812,0.510446,74.211338,255.447071
burnout_sensitive,33,74.211338,138.694707,1.868915,0.0,0.0,7.738004,0.556286,2.064137,0.478458,65.059198,329.082581
burnout_sensitive,34,65.059198,146.608258,2.253459,0.0,0.0,9.785887,0.73177,2.38042,0.426944,53.542891,422.147948
burnout_sensitive,35,53.542891,156.464795,2.922233,0.0,0.0,12.350628,1.000883,2.679508,0.349575,39.162754,539.449989
burnout_sensitive,36,39.162754,168.744999,4.308813,0.0,0.0,15.549869,1.464117,2.866942,0.21338,21.395942,686.799045
burnout_sensitive,37,21.395942,184.029905,8.601159,0.0,0.0,19.516075,2.528279,2.704746,0.0,0.0,870.82895
burnout_sensitive,38,0.0,202.982895,202.982895,0.0,0.0,0.0,30.805884,0.0,0.0,0.65,1073.161845
burnout_sensitive,39,0.65,223.766184,223.766184,0.0,0.0,17.375762,61.99315,2.014777,0.0,0.0,1296.928029
burnout_sensitive,40,0.0,246.692803,246.692803,0.0,0.0,0.0,96.390143,0.0,0.0,0.65,1542.970832
burnout_sensitive,41,0.65,271.847083,271.847083,0.0,0.0,21.126072,134.308734,4.365034,0.0,0.0,1814.817915
burnout_sensitive,42,0.0,299.581792,299.581792,0.0,0.0,0.0,176.110185,0.0,0.0,0.65,2113.749707
burnout_sensitive,43,0.65,330.024971,330.024971,0.0,0.0,25.663948,222.173681,7.220645,0.0,0.0,2443.774677
burnout_sensitive,44,0.0,363.577468,363.577468,0.0,0.0,0.0,272.934526,0.0,0.0,0.65,2806.702145
burnout_sensitive,45,0.65,400.420215,400.420215,0.0,0.0,31.154777,328.853357,10.687734,0.0,0.0,3207.12236
burnout_sensitive,46,0.0,441.012236,441.012236,0.0,0.0,0.0,390.45507,0.0,0.0,0.65,3647.484596
burnout_sensitive,47,0.65,485.59846,485.59846,0.0,0.0,37.79868,458.298854,14.894713,0.0,0.0,4133.083055
burnout_sensitive,48,0.0,534.708306,534.708306,0.0,0.0,0.0,533.018017,0.0,0.0,0.65,4667.141361
burnout_sensitive,49,0.65,588.664136,588.664136,0.0,0.0,45.837803,615.290996,19.996957,0.0,0.0,5255.805497
burnout_sensitive,50,0.0,648.08055,648.08055,0.0,0.0,0.0,705.882273,0.0,0.0,0.65,5903.236047
burnout_sensitive,51,0.65,713.373605,713.373605,0.0,0.0,55.565141,805.614577,26.182474,0.0,0.0,6616.609651
burnout_sensitive,52,0.0,785.260965,785.260965,0.0,0.0,0.0,915.411112,0.0,0.0,0.65,7401.220616
burnout_sensitive,53,0.65,864.272062,864.272062,0.0,0.0,67.335221,1036.269201,33.678749,0.0,0.0,8265.492678
burnout_sensitive,54,0.0,951.249268,951.249268,0.0,0.0,0.0,1169.304099,0.0,0.0,0.65,9216.091946
burnout_sensitive,55,0.65,1046.859195,1046.859195,0.0,0.0,81.577017,1315.724386,42.761043,0.0,0.0,10262.95114
burnout_sensitive,56,0.0,1152.095114,1152.095114,0.0,0.0,0.0,1476.877702,0.0,0.0,0.65,11414.396255
burnout_sensitive,57,0.65,1267.789625,1267.789625,0.0,0.0,98.809591,1654.228249,53.762418,0.0,0.0,12682.18588
burnout_sensitive,58,0.0,1395.118588,1395.118588,0.0,0.0,0.0,1849.404852,0.0,0.0,0.65,14076.654468
burnout_sensitive,59,0.65,1535.115447,1535.115447,0.0,0.0,119.661005,2064.181014,67.085883,0.0,0.0,15611.769915
burnout_sensitive,60,0.0,1689.176991,1689.176991,0.0,0.0,0.0,2300.525793,0.0,0.0,0.65,17300.296906
burnout_sensitive,61,0.65,1858.579691,1858.579691,0.0,0.0,144.891216,2560.58695,83.219076,0.0,0.0,19158.876597
burnout_sensitive,62,0.0,2044.98766,2044.98766,0.0,0.0,0.0,2846.745222,0.0,0.0,0.65,21203.214257
burnout_sensitive,63,0.65,2249.971426,2249.971426,0.0,0.0,175.419771,3161.601222,102.75204,0.0,0.0,23453.185682
burnout_sensitive,64,0.0,2475.518568,2475.518568,0.0,0.0,0.0,3508.033821,0.0,0.0,0.65,25928.05425
burnout_sensitive,65,0.65,2723.555425,2723.555425,0.0,0.0,212.359323,3889.191581,126.398726,0.0,0.0,28651.609675
burnout_sensitive,66,0.0,2996.460968,2996.460968,0.0,0.0,0.0,4308.556116,0.0,0.0,0.65,31647.420643
burnout_sensitive,67,0.65,3296.592064,3296.592064,0.0,0.0,257.056181,4769.939005,155.023018,0.0,0.0,34944.012707
burnout_sensitive,68,0.0,3626.801271,3626.801271,0.0,0.0,0.0,5277.551183,0.0,0.0,0.65,38570.163978
burnout_sensitive,69,0.65,3989.966398,3989.966398,0.0,0.0,311.139379,5836.006479,189.670211,0.0,0.0,42560.130376
burnout_sensitive,70,0.0,4389.513038,4389.513038,0.0,0.0,0.0,6450.398304,0.0,0.0,0.65,46948.993413
burnout_sensitive,71,0.65,4828.949341,4828.949341,0.0,0.0,376.580049,7126.311212,231.605114,0.0,0.0,51777.942755
burnout_sensitive,72,0.0,5312.394275,5312.394275,0.0,0.0,0.0,7869.90641,0.0,0.0,0.65,57089.68703
burnout_sensitive,73,0.65,5844.118703,5844.118703,0.0,0.0,455.763259,8687.943029,282.358148,0.0,0.0,62933.805733
burnout_sensitive,74,0.0,6429.080573,6429.080573,0.0,0.0,0.0,9587.874309,0.0,0.0,0.65,69362.236307
burnout_sensitive,75,0.65,7072.473631,7072.473631,0.0,0.0,551.574943,10577.880617,343.78112,0.0,0.0,76434.709937
burnout_sensitive,76,0.0,7780.270994,7780.270994,0.0,0.0,0.0,11666.978556,0.0,0.0,0.65,84214.330931
burnout_sensitive,77,0.65,8558.783093,8558.783093,0.0,0.0,667.507081,12865.068189,418.114716,0.0,0.0,92773.114024
burnout_sensitive,78,0.0,9415.211402,9415.211402,0.0,0.0,0.0,14183.057786,0.0,0.0,0.65,102187.675426
burnout_sensitive,79,0.65,10357.217543,10357.217543,0.0,0.0,807.784968,15632.928242,508.070168,0.0,0.0,112544.892969
burnout_sensitive,80,0.0,11393.489297,11393.489297,0.0,0.0,0.0,17227.876743,0.0,0.0,0.65,123937.732266
burnout_sensitive,81,0.65,12533.323227,12533.323227,0.0,0.0,977.521212,18982.401995,616.928065,0.0,0.0,136471.055493
burnout_sensitive,82,0.0,13787.205549,13787.205549,0.0,0.0,0.0,20912.470772,0.0,0.0,0.65,150257.611042
burnout_sensitive,83,0.65,15166.411104,15166.411104,0.0,0.0,1182.902066,23035.628327,748.657921,0.0,0.0,165424.022146
burnout_sensitive,84,0.0,16683.602215,16683.602215,0.0,0.0,0.0,25371.192637,0.0,0.0,0.65,182106.974361
burnout_sensitive,85,0.65,18352.447436,18352.447436,0.0,0.0,1431.4129,27940.395278,908.062847,0.0,0.0,200459.421797
burnout_sensitive,86,0.0,20188.24218,20188.24218,0.0,0.0,0.0,30766.609183,0.0,0.0,0.65,220647.013976
burnout_sensitive,87,0.65,22207.551398,22207.551398,0.0,0.0,1732.111009,33875.526378,1100.954607,0.0,0.0,242854.565374
burnout_sensitive,88,0.0,24428.856537,24428.856537,0.0,0.0,0.0,37295.426294,0.0,0.0,0.65,267282.771911
burnout_sensitive,89,0.65,26872.227191,26872.227191,0.0,0.0,2095.955721,41057.3981,1334.365438,0.0,0.0,294154.999102
burnout_sensitive,90,0.0,29559.99991,29559.99991,0.0,0.0,0.0,45195.658088,0.0,0.0,0.65,323714.349013
burnout_sensitive,91,0.65,32516.484901,32516.484901,0.0,0.0,2536.207822,49747.825974,1616.804344,0.0,0.0,356230.833914
burnout_sensitive,92,0.0,35768.683391,35768.683391,0.0,0.0,0.0,54755.301649,0.0,0.0,0.65,391998.867305
burnout_sensitive,93,0.65,39346.036731,39346.036731,0.0,0.0,3068.912865,60263.606791,1958.567221,0.0,0.0,431344.904036
