scenario,time,event_type,event_entity_id,queue_length,busy_servers
stress_surge,559.833559,arrival,140,4,1
stress_surge,562.97389,arrival,141,5,1
stress_surge,568.409859,departure,136,4,1
stress_surge,569.226183,departure,137,3,1
stress_surge,574.008151,arrival,142,4,1
stress_surge,574.505022,departure,138,3,1
stress_surge,579.550935,departure,139,2,1
stress_surge,580.066874,departure,140,1,1
stress_surge,586.209229,arrival,143,2,1
stress_surge,587.262789,departure,141,1,1
stress_surge,588.203195,departure,142,0,1
stress_surge,589.164135,arrival,144,1,1
stress_surge,593.736114,departure,143,0,1
stress_surge,597.522335,arrival,145,1,1
stress_surge,599.703865,departure,144,0,1
low_service_level_target,0.0,arrival,1,0,1
low_service_level_target,2.409041,arrival,2,1,1
low_service_level_target,2.556571,departure,1,0,1
low_service_level_target,4.469237,departure,2,0,0
low_service_level_target,5.767561,arrival,3,0,1
low_service_level_target,8.032397,departure,3,0,0
low_service_level_target,9.758399,arrival,4,0,1
low_service_level_target,9.99045,arrival,5,1,1
low_service_level_target,10.123473,arrival,6,2,1
low_service_level_target,10.72399,arrival,7,3,1
low_service_level_target,12.222947,departure,4,2,1
low_service_level_target,12.425448,arrival,8,3,1
low_service_level_target,16.074987,arrival,9,4,1
low_service_level_target,20.470399,arrival,10,5,1
low_service_level_target,27.536205,departure,5,4,1
low_service_level_target,34.324795,arrival,11,5,1
low_service_level_target,37.945512,departure,6,4,1
low_service_level_target,38.982188,arrival,12,5,1
low_service_level_target,39.133811,departure,7,4,1
low_service_level_target,41.155874,departure,8,3,1
low_service_level_target,43.097767,arrival,13,4,1
low_service_level_target,43.285711,arrival,14,5,1
low_service_level_target,45.889444,arrival,15,6,1
low_service_level_target,52.353196,arrival,16,7,1
low_service_level_target,55.539843,departure,9,6,1
low_service_level_target,57.457266,arrival,17,7,1
low_service_level_target,59.248804,departure,10,6,1
low_service_level_target,60.487994,departure,11,5,1
low_service_level_target,65.429808,arrival,18,6,1
low_service_level_target,68.835668,departure,12,5,1
low_service_level_target,68.998924,departure,13,4,1
low_service_level_target,70.846004,departure,14,3,1
low_service_level_target,72.894787,departure,15,2,1
low_service_level_target,75.09399,departure,16,1,1
low_service_level_target,78.624935,departure,17,0,1
low_service_level_target,79.121814,arrival,19,1,1
low_service_level_target,79.949792,departure,18,0,1
low_service_level_target,84.935278,arrival,20,1,1
low_service_level_target,89.629659,departure,19,0,1
low_service_level_target,98.12227,departure,20,0,0
low_service_level_target,99.476868,arrival,21,0,1
low_service_level_target,100.846919,arrival,22,1,1
low_service_level_target,105.673583,departure,21,0,1
low_service_level_target,109.086554,arrival,23,1,1
low_service_level_target,109.891751,departure,22,0,1
low_service_level_target,111.425015,departure,23,0,0
low_service_level_target,115.328125,arrival,24,0,1
low_service_level_target,116.569487,departure,24,0,0
low_service_level_target,123.564364,arrival,25,0,1
low_service_level_target,124.942799,departure,25,0,0
low_service_level_target,128.065914,arrival,26,0,1
low_service_level_target,128.251989,departure,26,0,0
low_service_level_target,132.292306,arrival,27,0,1
low_service_level_target,134.371566,arrival,28,1,1
low_service_level_target,136.046202,arrival,29,2,1
low_service_level_target,139.167774,departure,27,1,1
low_service_level_target,143.324621,arrival,30,2,1
low_service_level_target,146.474651,departure,28,1,1
low_service_level_target,148.503954,arrival,31,2,1
low_service_level_target,149.79307,arrival,32,3,1
low_service_level_target,150.962238,departure,29,2,1
low_service_level_target,153.483975,arrival,33,3,1
low_service_level_target,165.867925,departure,30,2,1
low_service_level_target,169.579483,departure,31,1,1
low_service_level_target,172.246677,departure,32,0,1
low_service_level_target,176.95308,arrival,34,1,1
low_service_level_target,181.352229,arrival,35,2,1
low_service_level_target,190.292362,departure,33,1,1
low_service_level_target,190.41521,arrival,36,2,1
low_service_level_target,190.685105,departure,34,1,1
low_service_level_target,192.131352,arrival,37,2,1
low_service_level_target,196.528931,arrival,38,3,1
low_service_level_target,198.297879,departure,35,2,1
low_service_level_target,200.897947,departure,36,1,1
low_service_level_target,205.000055,arrival,39,2,1
low_service_level_target,205.187526,arrival,40,3,1
low_service_level_target,206.898098,arrival,41,4,1
low_service_level_target,212.292974,departure,37,3,1
low_service_level_target,212.640567,arrival,42,4,1
low_service_level_target,215.600561,departure,38,3,1
low_service_level_target,218.501922,departure,39,2,1
low_service_level_target,218.869435,arrival,43,3,1
low_service_level_target,224.100277,departure,40,2,1
low_service_level_target,225.819942,departure,41,1,1
low_service_level_target,225.922143,departure,42,0,1
low_service_level_target,227.187679,departure,43,0,0
low_service_level_target,227.768582,arrival,44,0,1
low_service_level_target,230.127434,arrival,45,1,1
low_service_level_target,247.758666,arrival,46,2,1
low_service_level_target,250.871917,departure,44,1,1
low_service_level_target,251.755586,departure,45,0,1
low_service_level_target,254.297388,arrival,47,1,1
low_service_level_target,255.057521,arrival,48,2,1
low_service_level_target,255.873891,arrival,49,3,1
low_service_level_target,263.291325,departure,46,2,1
low_service_level_target,264.416103,arrival,50,3,1
low_service_level_target,265.208045,departure,47,2,1
low_service_level_target,266.61907,departure,48,1,1
low_service_level_target,266.621125,departure,49,0,1
low_service_level_target,267.183734,arrival,51,1,1
low_service_level_target,267.214474,departure,50,0,1
low_service_level_target,267.309653,departure,51,0,0
low_service_level_target,267.569992,arrival,52,0,1
low_service_level_target,267.806658,arrival,53,1,1
low_service_level_target,268.478583,departure,52,0,1
low_service_level_target,271.548012,departure,53,0,0
low_service_level_target,271.788544,arrival,54,0,1
low_service_level_target,279.377921,departure,54,0,0
low_service_level_target,280.278786,arrival,55,0,1
low_service_level_target,284.047916,departure,55,0,0
low_service_level_target,284.453002,arrival,56,0,1
low_service_level_target,284.508766,arrival,57,1,1
low_service_level_target,284.801702,departure,56,0,1
low_service_level_target,294.544906,arrival,58,1,1
low_service_level_target,296.38904,departure,57,0,1
low_service_level_target,296.839391,arrival,59,1,1
low_service_level_target,305.562134,departure,58,0,1
low_service_level_target,306.776806,departure,59,0,0
low_service_level_target,308.5059,arrival,60,0,1
low_service_level_target,308.856957,arrival,61,1,1
low_service_level_target,309.10325,departure,60,0,1
low_service_level_target,309.355062,departure,61,0,0
low_service_level_target,309.372296,arrival,62,0,1
low_service_level_target,310.614464,departure,62,0,0
low_service_level_target,313.78204,arrival,63,0,1
low_service_level_target,317.261475,departure,63,0,0
low_service_level_target,326.382044,arrival,64,0,1
low_service_level_target,330.817312,arrival,65,1,1
low_service_level_target,332.915149,departure,64,0,1
low_service_level_target,336.177993,arrival,66,1,1
low_service_level_target,336.645472,arrival,67,2,1
low_service_level_target,340.399952,arrival,68,3,1
low_service_level_target,344.91721,arrival,69,4,1
low_service_level_target,353.688499,departure,65,3,1
low_service_level_target,356.113703,departure,66,2,1
low_service_level_target,358.098055,departure,67,1,1
low_service_level_target,359.737603,departure,68,0,1
low_service_level_target,361.931946,arrival,70,1,1
low_service_level_target,365.664641,arrival,71,2,1
low_service_level_target,366.500299,arrival,72,3,1
low_service_level_target,368.191107,departure,69,2,1
low_service_level_target,368.75704,departure,70,1,1
low_service_level_target,371.568544,departure,71,0,1
low_service_level_target,378.594874,departure,72,0,0
low_service_level_target,386.137199,arrival,73,0,1
low_service_level_target,388.728979,departure,73,0,0
low_service_level_target,395.778146,arrival,74,0,1
low_service_level_target,400.388991,arrival,75,1,1
low_service_level_target,400.769457,arrival,76,2,1
low_service_level_target,402.330167,departure,74,1,1
low_service_level_target,409.290606,departure,75,0,1
low_service_level_target,409.419253,arrival,77,1,1
low_service_level_target,410.092494,arrival,78,2,1
low_service_level_target,411.654695,arrival,79,3,1
low_service_level_target,412.353066,departure,76,2,1
low_service_level_target,413.183169,departure,77,1,1
low_service_level_target,413.287047,departure,78,0,1
low_service_level_target,413.756806,departure,79,0,0
low_service_level_target,420.492854,arrival,80,0,1
low_service_level_target,423.298151,departure,80,0,0
low_service_level_target,423.910662,arrival,81,0,1
low_service_level_target,425.710947,arrival,82,1,1
low_service_level_target,427.489221,departure,81,0,1
low_service_level_target,432.312945,arrival,83,1,1
low_service_level_target,438.897405,departure,82,0,1
low_service_level_target,439.85122,departure,83,0,0
low_service_level_target,450.637093,arrival,84,0,1
low_service_level_target,450.826846,departure,84,0,0
low_service_level_target,456.960341,arrival,85,0,1
low_service_level_target,458.657688,arrival,86,1,1
low_service_level_target,459.051702,arrival,87,2,1
low_service_level_target,459.956248,departure,85,1,1
low_service_level_target,467.617046,arrival,88,2,1
low_service_level_target,469.563514,departure,86,1,1
low_service_level_target,473.716183,departure,87,0,1
low_service_level_target,474.47617,arrival,89,1,1
low_service_level_target,477.21785,departure,88,0,1
low_service_level_target,481.144415,departure,89,0,0
low_service_level_target,483.16728,arrival,90,0,1
low_service_level_target,486.118343,arrival,91,1,1
low_service_level_target,488.386567,departure,90,0,1
low_service_level_target,494.378038,departure,91,0,0
low_service_level_target,498.816979,arrival,92,0,1
low_service_level_target,499.349759,arrival,93,1,1
low_service_level_target,503.339998,arrival,94,2,1
low_service_level_target,505.36133,arrival,95,3,1
low_service_level_target,511.545283,departure,92,2,1
low_service_level_target,515.065006,departure,93,1,1
low_service_level_target,517.094454,departure,94,0,1
low_service_level_target,517.618024,departure,95,0,0
low_service_level_target,522.381976,arrival,96,0,1
low_service_level_target,531.154096,departure,96,0,0
low_service_level_target,537.409192,arrival,97,0,1
low_service_level_target,539.44153,departure,97,0,0
low_service_level_target,544.978528,arrival,98,0,1
low_service_level_target,547.369897,arrival,99,1,1
low_service_level_target,554.085639,departure,98,0,1
low_service_level_target,558.653601,departure,99,0,0
low_service_level_target,561.813298,arrival,100,0,1
low_service_level_target,562.888279,departure,100,0,0
low_service_level_target,563.545835,arrival,101,0,1
low_service_level_target,564.849833,arrival,102,1,1
low_service_level_target,572.200896,departure,101,0,1
low_service_level_target,574.406632,arrival,103,1,1
low_service_level_target,577.680126,arrival,104,2,1
low_service_level_target,585.98448,arrival,105,3,1
low_service_level_target,586.505152,departure,102,2,1
low_service_level_target,588.106272,arrival,106,3,1
low_service_level_target,589.04375,arrival,107,4,1
low_service_level_target,591.606853,departure,103,3,1
low_service_level_target,591.733714,departure,104,2,1
low_service_level_target,592.673469,arrival,108,3,1
low_service_level_target,596.753664,arrival,109,4,1
