scenario,time,state,absolute_state,stability,rolling_variance
high_noise_destabilization,237,-0.882213,0.882213,0.871818,0.557016
high_noise_destabilization,238,-0.492536,0.492536,0.873182,0.564939
high_noise_destabilization,239,0.926769,0.926769,0.874545,0.556629
high_noise_destabilization,240,0.405765,0.405765,0.875909,0.562214
high_noise_destabilization,241,-0.963205,0.963205,0.877273,0.556360
high_noise_destabilization,242,-0.315724,0.315724,0.878636,0.559401
high_noise_destabilization,243,0.991226,0.991226,0.880000,0.556164
high_noise_destabilization,244,0.223197,0.223197,0.881364,0.556544
high_noise_destabilization,245,-1.010614,1.010614,0.882727,0.555995
high_noise_destabilization,246,-0.128991,0.128991,0.884091,0.553691
high_noise_destabilization,247,1.021222,1.021222,0.885455,0.555807
high_noise_destabilization,248,0.033924,0.033924,0.886818,0.550888
high_noise_destabilization,249,-1.022982,1.022982,0.888182,0.555554
high_noise_destabilization,250,0.061181,0.061181,0.889545,0.548178
high_noise_destabilization,251,1.015902,1.015902,0.890909,0.555195
high_noise_destabilization,252,-0.155503,0.155503,0.892273,0.545603
high_noise_destabilization,253,-1.000066,1.000066,0.893636,0.554689
high_noise_destabilization,254,0.248228,0.248228,0.895000,0.543198
high_noise_destabilization,255,0.975634,0.975634,0.896364,0.554004
high_noise_destabilization,256,-0.338560,0.338560,0.897727,0.540995
high_noise_destabilization,257,-0.942838,0.942838,0.899091,0.553113
high_noise_destabilization,258,0.425725,0.425725,0.900455,0.539016
high_noise_destabilization,259,0.901985,0.901985,0.901818,0.551997
high_noise_destabilization,260,-0.508977,0.508977,0.903182,0.537277
high_noise_destabilization,261,-0.853447,0.853447,0.904545,0.550643
high_noise_destabilization,262,0.587608,0.587608,0.905909,0.535785
high_noise_destabilization,263,0.797665,0.797665,0.907273,0.549049
high_noise_destabilization,264,-0.660950,0.660950,0.908636,0.534540
high_noise_destabilization,265,-0.735139,0.735139,0.910000,0.547220
high_noise_destabilization,266,0.728382,0.728382,0.911364,0.533531
high_noise_destabilization,267,0.666428,0.666428,0.912727,0.545169
high_noise_destabilization,268,-0.789338,0.789338,0.914091,0.532743
high_noise_destabilization,269,-0.592141,0.592141,0.915455,0.542917
high_noise_destabilization,270,0.843307,0.843307,0.916818,0.532148
high_noise_destabilization,271,0.512935,0.512935,0.918182,0.540494
high_noise_destabilization,272,-0.889842,0.889842,0.919545,0.531718
high_noise_destabilization,273,-0.429507,0.429507,0.920909,0.537931
high_noise_destabilization,274,0.928558,0.928558,0.922273,0.531415
high_noise_destabilization,275,0.342591,0.342591,0.923636,0.535269
high_noise_destabilization,276,-0.959142,0.959142,0.925000,0.531198
high_noise_destabilization,277,-0.252946,0.252946,0.926364,0.532550
high_noise_destabilization,278,0.981351,0.981351,0.927727,0.531025
high_noise_destabilization,279,0.161355,0.161355,0.929091,0.529816
high_noise_destabilization,280,-0.995013,0.995013,0.930455,0.530851
high_noise_destabilization,281,-0.068615,0.068615,0.931818,0.527113
high_noise_destabilization,282,1.000034,1.000034,0.933182,0.530633
high_noise_destabilization,283,-0.024470,0.024470,0.934545,0.524483
high_noise_destabilization,284,-0.996393,0.996393,0.935909,0.530328
high_noise_destabilization,285,0.117092,0.117092,0.937273,0.521968
high_noise_destabilization,286,0.984143,0.984143,0.938636,0.529897
high_noise_destabilization,287,-0.208452,0.208452,0.940000,0.519603
high_noise_destabilization,288,-0.963414,0.963414,0.941364,0.529308
high_noise_destabilization,289,0.297764,0.297764,0.942727,0.517420
high_noise_destabilization,290,0.934405,0.934405,0.944091,0.528531
high_noise_destabilization,291,-0.384259,0.384259,0.945455,0.515443
high_noise_destabilization,292,-0.897391,0.897391,0.946818,0.527545
high_noise_destabilization,293,0.467197,0.467197,0.948182,0.513691
high_noise_destabilization,294,0.852712,0.852712,0.949545,0.526336
high_noise_destabilization,295,-0.545870,0.545870,0.950909,0.512173
high_noise_destabilization,296,-0.800775,0.800775,0.952273,0.524899
high_noise_destabilization,297,0.619607,0.619607,0.953636,0.510892
high_noise_destabilization,298,0.742048,0.742048,0.955000,0.523234
high_noise_destabilization,299,-0.687784,0.687784,0.956364,0.509841
high_noise_destabilization,300,-0.677057,0.677057,0.957727,0.521353
high_noise_destabilization,301,0.749825,0.749825,0.959091,0.509008
high_noise_destabilization,302,0.606382,0.606382,0.960455,0.519271
high_noise_destabilization,303,-0.805209,0.805209,0.961818,0.508370
high_noise_destabilization,304,-0.530647,0.530647,0.963182,0.517015
high_noise_destabilization,305,0.853475,0.853475,0.964545,0.507900
high_noise_destabilization,306,0.450523,0.450523,0.965909,0.514614
high_noise_destabilization,307,-0.894222,0.894222,0.967273,0.507566
high_noise_destabilization,308,-0.366715,0.366715,0.968636,0.512104
high_noise_destabilization,309,0.927119,0.927119,0.970000,0.507329
high_noise_destabilization,310,0.279957,0.279957,0.971364,0.509523
high_noise_destabilization,311,-0.951899,0.951899,0.972727,0.507150
high_noise_destabilization,312,-0.191009,0.191009,0.974091,0.506913
high_noise_destabilization,313,0.968371,0.968371,0.975455,0.506986
high_noise_destabilization,314,0.100646,0.100646,0.976818,0.504317
high_noise_destabilization,315,-0.976414,0.976414,0.978182,0.506796
high_noise_destabilization,316,-0.009654,0.009654,0.979545,0.501776
high_noise_destabilization,317,0.975979,0.975979,0.980909,0.506537
high_noise_destabilization,318,-0.081176,0.081176,0.982273,0.499330
high_noise_destabilization,319,-0.967093,0.967093,0.983636,0.506173
high_noise_destabilization,320,0.171059,0.171059,0.985000,0.497015
low_noise_destabilization,1,0.000000,0.000000,0.550000,-1.000000
low_noise_destabilization,2,0.649275,0.649275,0.551364,-1.000000
low_noise_destabilization,3,0.297554,0.297554,0.552727,-1.000000
low_noise_destabilization,4,-0.478612,0.478612,0.554091,-1.000000
low_noise_destabilization,5,-0.143759,0.143759,0.555455,-1.000000
low_noise_destabilization,6,0.551907,0.551907,0.556818,-1.000000
low_noise_destabilization,7,0.126294,0.126294,0.558182,-1.000000
low_noise_destabilization,8,-0.544120,0.544120,0.559545,-1.000000
low_noise_destabilization,9,-0.065371,0.065371,0.560909,-1.000000
low_noise_destabilization,10,0.555382,0.555382,0.562273,-1.000000
low_noise_destabilization,11,0.017281,0.017281,0.563636,-1.000000
low_noise_destabilization,12,-0.554443,0.554443,0.565000,-1.000000
low_noise_destabilization,13,0.035020,0.035020,0.566364,-1.000000
low_noise_destabilization,14,0.551126,0.551126,0.567727,-1.000000
low_noise_destabilization,15,-0.085567,0.085567,0.569091,-1.000000
low_noise_destabilization,16,-0.542355,0.542355,0.570455,-1.000000
low_noise_destabilization,17,0.135689,0.135689,0.571818,-1.000000
low_noise_destabilization,18,0.529214,0.529214,0.573182,-1.000000
low_noise_destabilization,19,-0.184394,0.184394,0.574545,-1.000000
low_noise_destabilization,20,-0.511504,0.511504,0.575909,-1.000000
low_noise_destabilization,21,0.231452,0.231452,0.577273,-1.000000
low_noise_destabilization,22,0.489492,0.489492,0.578636,-1.000000
low_noise_destabilization,23,-0.276403,0.276403,0.580000,-1.000000
low_noise_destabilization,24,-0.463341,0.463341,0.581364,-1.000000
low_noise_destabilization,25,0.318890,0.318890,0.582727,0.161128
low_noise_destabilization,26,0.433296,0.433296,0.584091,0.167715
low_noise_destabilization,27,-0.358546,0.358546,0.585455,0.157415
low_noise_destabilization,28,-0.399618,0.399618,0.586818,0.159719
low_noise_destabilization,29,0.395043,0.395043,0.588182,0.157248
low_noise_destabilization,30,0.362607,0.362607,0.589545,0.161032
low_noise_destabilization,31,-0.428073,0.428073,0.590909,0.156815
low_noise_destabilization,32,-0.322584,0.322584,0.592273,0.159802
low_noise_destabilization,33,0.457364,0.457364,0.593636,0.156786
low_noise_destabilization,34,0.279901,0.279901,0.595000,0.159306
low_noise_destabilization,35,-0.482673,0.482673,0.596364,0.156666
low_noise_destabilization,36,-0.234928,0.234928,0.597727,0.158533
low_noise_destabilization,37,0.503792,0.503792,0.599091,0.156639
low_noise_destabilization,38,0.188056,0.188056,0.600455,0.157802
low_noise_destabilization,39,-0.520552,0.520552,0.601818,0.156616
low_noise_destabilization,40,-0.139690,0.139690,0.603182,0.157031
low_noise_destabilization,41,0.532818,0.532818,0.604545,0.156612
low_noise_destabilization,42,0.090247,0.090247,0.605909,0.156262
low_noise_destabilization,43,-0.540496,0.540496,0.607273,0.156604
low_noise_destabilization,44,-0.040153,0.040153,0.608636,0.155499
low_noise_destabilization,45,0.543531,0.543531,0.610000,0.156584
low_noise_destabilization,46,-0.010162,0.010162,0.611364,0.154757
low_noise_destabilization,47,-0.541909,0.541909,0.612727,0.156536
low_noise_destabilization,48,0.060265,0.060265,0.614091,0.154049
low_noise_destabilization,49,0.535654,0.535654,0.615455,0.156451
low_noise_destabilization,50,-0.109730,0.109730,0.616818,0.153384
low_noise_destabilization,51,-0.524831,0.524831,0.618182,0.156317
low_noise_destabilization,52,0.158134,0.158134,0.619545,0.152771
low_noise_destabilization,53,0.509542,0.509542,0.620909,0.156128
low_noise_destabilization,54,-0.205065,0.205065,0.622273,0.152220
low_noise_destabilization,55,-0.489930,0.489930,0.623636,0.155875
low_noise_destabilization,56,0.250124,0.250124,0.625000,0.151734
low_noise_destabilization,57,0.466173,0.466173,0.626364,0.155556
low_noise_destabilization,58,-0.292931,0.292931,0.627727,0.151317
low_noise_destabilization,59,-0.438484,0.438484,0.629091,0.155168
low_noise_destabilization,60,0.333123,0.333123,0.630455,0.150969
low_noise_destabilization,61,0.407110,0.407110,0.631818,0.154711
low_noise_destabilization,62,-0.370363,0.370363,0.633182,0.150689
low_noise_destabilization,63,-0.372327,0.372327,0.634545,0.154189
low_noise_destabilization,64,0.404339,0.404339,0.635909,0.150474
low_noise_destabilization,65,0.334443,0.334443,0.637273,0.153607
low_noise_destabilization,66,-0.434768,0.434768,0.638636,0.150316
low_noise_destabilization,67,-0.293790,0.293790,0.640000,0.152971
low_noise_destabilization,68,0.461397,0.461397,0.641364,0.150208
low_noise_destabilization,69,0.250721,0.250721,0.642727,0.152290
low_noise_destabilization,70,-0.484008,0.484008,0.644091,0.150141
low_noise_destabilization,71,-0.205613,0.205613,0.645455,0.151575
low_noise_destabilization,72,0.502415,0.502415,0.646818,0.150102
low_noise_destabilization,73,0.158856,0.158856,0.648182,0.150838
low_noise_destabilization,74,-0.516472,0.516472,0.649545,0.150082
low_noise_destabilization,75,-0.110856,0.110856,0.650909,0.150090
low_noise_destabilization,76,0.526069,0.526069,0.652273,0.150066
low_noise_destabilization,77,0.062026,0.062026,0.653636,0.149344
low_noise_destabilization,78,-0.531134,0.531134,0.655000,0.150043
low_noise_destabilization,79,-0.012788,0.012788,0.656364,0.148613
low_noise_destabilization,80,0.531634,0.531634,0.657727,0.150000
low_noise_destabilization,81,-0.036435,0.036435,0.659091,0.147908
low_noise_destabilization,82,-0.527577,0.527577,0.660455,0.149926
low_noise_destabilization,83,0.085223,0.085223,0.661818,0.147241
low_noise_destabilization,84,0.519008,0.519008,0.663182,0.149810
low_noise_destabilization,85,-0.133156,0.133156,0.664545,0.146620
low_noise_destabilization,86,-0.506011,0.506011,0.665909,0.149645
low_noise_destabilization,87,0.179826,0.179826,0.667273,0.146054
low_noise_destabilization,88,0.488710,0.488710,0.668636,0.149422
low_noise_destabilization,89,-0.224837,0.224837,0.670000,0.145550
low_noise_destabilization,90,-0.467262,0.467262,0.671364,0.149137
low_noise_destabilization,91,0.267806,0.267806,0.672727,0.145110
low_noise_destabilization,92,0.441862,0.441862,0.674091,0.148786
low_noise_destabilization,93,-0.308368,0.308368,0.675455,0.144736
low_noise_destabilization,94,-0.412737,0.412737,0.676818,0.148370
low_noise_destabilization,95,0.346184,0.346184,0.678182,0.144429
low_noise_destabilization,96,0.380147,0.380147,0.679545,0.147890
low_noise_destabilization,97,-0.380933,0.380933,0.680909,0.144186
low_noise_destabilization,98,-0.344379,0.344379,0.682273,0.147350
low_noise_destabilization,99,0.412327,0.412327,0.683636,0.144001
low_noise_destabilization,100,0.305748,0.305748,0.685000,0.146755
low_noise_destabilization,101,-0.440103,0.440103,0.686364,0.143867
low_noise_destabilization,102,-0.264593,0.264593,0.687727,0.146114
low_noise_destabilization,103,0.464033,0.464033,0.689091,0.143777
low_noise_destabilization,104,0.221273,0.221273,0.690455,0.145435
low_noise_destabilization,105,-0.483920,0.483920,0.691818,0.143720
low_noise_destabilization,106,-0.176166,0.176166,0.693182,0.144730
low_noise_destabilization,107,0.499604,0.499604,0.694545,0.143685
low_noise_destabilization,108,0.129662,0.129662,0.695909,0.144010
low_noise_destabilization,109,-0.510959,0.510959,0.697273,0.143660
low_noise_destabilization,110,-0.082165,0.082165,0.698636,0.143286
low_noise_destabilization,111,0.517901,0.517901,0.700000,0.143634
low_noise_destabilization,112,0.034084,0.034084,0.701364,0.142571
low_noise_destabilization,113,-0.520379,0.520379,0.702727,0.143594
low_noise_destabilization,114,0.014165,0.014165,0.704091,0.141876
low_noise_destabilization,115,0.518384,0.518384,0.705455,0.143530
low_noise_destabilization,116,-0.062169,0.062169,0.706818,0.141212
low_noise_destabilization,117,-0.511943,0.511943,0.708182,0.143430
low_noise_destabilization,118,0.109515,0.109515,0.709545,0.140589
low_noise_destabilization,119,0.501124,0.501124,0.710909,0.143286
low_noise_destabilization,120,-0.155799,0.155799,0.712273,0.140016
low_noise_destabilization,121,-0.486029,0.486029,0.713636,0.143091
low_noise_destabilization,122,0.200625,0.200625,0.715000,0.139499
low_noise_destabilization,123,0.466800,0.466800,0.716364,0.142838
low_noise_destabilization,124,-0.243612,0.243612,0.717727,0.139042
low_noise_destabilization,125,-0.443612,0.443612,0.719091,0.142524
low_noise_destabilization,126,0.284396,0.284396,0.720455,0.138649
low_noise_destabilization,127,0.416673,0.416673,0.721818,0.142147
low_noise_destabilization,128,-0.322632,0.322632,0.723182,0.138320
low_noise_destabilization,129,-0.386225,0.386225,0.724545,0.141708
low_noise_destabilization,130,0.357997,0.357997,0.725909,0.138053
low_noise_destabilization,131,0.352538,0.352538,0.727273,0.141209
low_noise_destabilization,132,-0.390194,0.390194,0.728636,0.137844
low_noise_destabilization,133,-0.315909,0.315909,0.730000,0.140656
low_noise_destabilization,134,0.418956,0.418956,0.731364,0.137688
low_noise_destabilization,135,0.276661,0.276661,0.732727,0.140056
low_noise_destabilization,136,-0.444042,0.444042,0.734091,0.137577
low_noise_destabilization,137,-0.235138,0.235138,0.735455,0.139415
low_noise_destabilization,138,0.465247,0.465247,0.736818,0.137503
low_noise_destabilization,139,0.191702,0.191702,0.738182,0.138745
low_noise_destabilization,140,-0.482399,0.482399,0.739545,0.137454
low_noise_destabilization,141,-0.146732,0.146732,0.740909,0.138055
low_noise_destabilization,142,0.495360,0.495360,0.742273,0.137421
low_noise_destabilization,143,0.100618,0.100618,0.743636,0.137357
low_noise_destabilization,144,-0.504028,0.504028,0.745000,0.137391
low_noise_destabilization,145,-0.053759,0.053759,0.746364,0.136662
low_noise_destabilization,146,0.508341,0.508341,0.747727,0.137353
low_noise_destabilization,147,0.006560,0.006560,0.749091,0.135982
low_noise_destabilization,148,-0.508272,0.508272,0.750455,0.137297
low_noise_destabilization,149,0.040571,0.040571,0.751818,0.135328
low_noise_destabilization,150,0.503833,0.503833,0.753182,0.137211
low_noise_destabilization,151,-0.087231,0.087231,0.754545,0.134709
low_noise_destabilization,152,-0.495073,0.495073,0.755909,0.137087
low_noise_destabilization,153,0.133018,0.133018,0.757273,0.134133
low_noise_destabilization,154,0.482079,0.482079,0.758636,0.136917
low_noise_destabilization,155,-0.177541,0.177541,0.760000,0.133609
low_noise_destabilization,156,-0.464972,0.464972,0.761364,0.136694
low_noise_destabilization,157,0.220420,0.220420,0.762727,0.133142
low_noise_destabilization,158,0.443910,0.443910,0.764091,0.136413
low_noise_destabilization,159,-0.261291,0.261291,0.765455,0.132734
low_noise_destabilization,160,-0.419085,0.419085,0.766818,0.136074
low_noise_destabilization,161,0.299807,0.299807,0.768182,0.132387
low_noise_destabilization,162,0.390720,0.390720,0.769545,0.135675
low_noise_destabilization,163,-0.335642,0.335642,0.770909,0.132101
low_noise_destabilization,164,-0.359068,0.359068,0.772273,0.135217
low_noise_destabilization,165,0.368494,0.368494,0.773636,0.131872
low_noise_destabilization,166,0.324409,0.324409,0.775000,0.134706
low_noise_destabilization,167,-0.398090,0.398090,0.776364,0.131697
low_noise_destabilization,168,-0.287050,0.287050,0.777727,0.134146
low_noise_destabilization,169,0.424181,0.424181,0.779091,0.131568
low_noise_destabilization,170,0.247318,0.247318,0.780455,0.133544
low_noise_destabilization,171,-0.446553,0.446553,0.781818,0.131477
low_noise_destabilization,172,-0.205563,0.205563,0.783182,0.132910
low_noise_destabilization,173,0.465022,0.465022,0.784545,0.131416
low_noise_destabilization,174,0.162148,0.162148,0.785909,0.132254
low_noise_destabilization,175,-0.479439,0.479439,0.787273,0.131374
low_noise_destabilization,176,-0.117453,0.117453,0.788636,0.131584
low_noise_destabilization,177,0.489691,0.489691,0.790000,0.131340
low_noise_destabilization,178,0.071864,0.071864,0.791364,0.130914
low_noise_destabilization,179,-0.495699,0.495699,0.792727,0.131304
low_noise_destabilization,180,-0.025776,0.025776,0.794091,0.130253
low_noise_destabilization,181,0.497423,0.497423,0.795455,0.131254
low_noise_destabilization,182,-0.020411,0.020411,0.796818,0.129612
low_noise_destabilization,183,-0.494859,0.494859,0.798182,0.131181
low_noise_destabilization,184,0.066301,0.066301,0.799545,0.129001
low_noise_destabilization,185,0.488040,0.488040,0.800909,0.131074
low_noise_destabilization,186,-0.111497,0.111497,0.802273,0.128428
low_noise_destabilization,187,-0.477036,0.477036,0.803636,0.130926
low_noise_destabilization,188,0.155614,0.155614,0.805000,0.127902
low_noise_destabilization,189,0.461952,0.461952,0.806364,0.130731
low_noise_destabilization,190,-0.198273,0.198273,0.807727,0.127428
low_noise_destabilization,191,-0.442928,0.442928,0.809091,0.130482
low_noise_destabilization,192,0.239112,0.239112,0.810455,0.127010
low_noise_destabilization,193,0.420138,0.420138,0.811818,0.130178
low_noise_destabilization,194,-0.277781,0.277781,0.813182,0.126650
low_noise_destabilization,195,-0.393790,0.393790,0.814545,0.129817
low_noise_destabilization,196,0.313955,0.313955,0.815909,0.126349
low_noise_destabilization,197,0.364117,0.364117,0.817273,0.129399
low_noise_destabilization,198,-0.347327,0.347327,0.818636,0.126104
low_noise_destabilization,199,-0.331386,0.331386,0.820000,0.128928
low_noise_destabilization,200,0.377616,0.377616,0.821364,0.125912
low_noise_destabilization,201,0.295886,0.295886,0.822727,0.128409
low_noise_destabilization,202,-0.404571,0.404571,0.824091,0.125767
low_noise_destabilization,203,-0.257930,0.257930,0.825455,0.127847
low_noise_destabilization,204,0.427967,0.427967,0.826818,0.125662
low_noise_destabilization,205,0.217852,0.217852,0.828182,0.127250
low_noise_destabilization,206,-0.447612,0.447612,0.829545,0.125590
low_noise_destabilization,207,-0.176002,0.176002,0.830909,0.126627
low_noise_destabilization,208,0.463345,0.463345,0.832273,0.125539
low_noise_destabilization,209,0.132747,0.132747,0.833636,0.125989
low_noise_destabilization,210,-0.475041,0.475041,0.835000,0.125501
low_noise_destabilization,211,-0.088462,0.088462,0.836364,0.125345
low_noise_destabilization,212,0.482611,0.482611,0.837727,0.125465
low_noise_destabilization,213,0.043532,0.043532,0.839091,0.124706
low_noise_destabilization,214,-0.485998,0.485998,0.840455,0.125421
low_noise_destabilization,215,0.001653,0.001653,0.841818,0.124082
low_noise_destabilization,216,0.485185,0.485185,0.843182,0.125358
low_noise_destabilization,217,-0.046704,0.046704,0.844545,0.123483
low_noise_destabilization,218,-0.480189,0.480189,0.845909,0.125267
low_noise_destabilization,219,0.091231,0.091231,0.847273,0.122917
low_noise_destabilization,220,0.471065,0.471065,0.848636,0.125139
low_noise_destabilization,221,-0.134853,0.134853,0.850000,0.122393
low_noise_destabilization,222,-0.457902,0.457902,0.851364,0.124969
low_noise_destabilization,223,0.177194,0.177194,0.852727,0.121917
low_noise_destabilization,224,0.440824,0.440824,0.854091,0.124750
low_noise_destabilization,225,-0.217894,0.217894,0.855455,0.121493
low_noise_destabilization,226,-0.419988,0.419988,0.856818,0.124479
low_noise_destabilization,227,0.256605,0.256605,0.858182,0.121124
low_noise_destabilization,228,0.395583,0.395583,0.859545,0.124153
low_noise_destabilization,229,-0.292999,0.292999,0.860909,0.120811
low_noise_destabilization,230,-0.367831,0.367831,0.862273,0.123774
low_noise_destabilization,231,0.326766,0.326766,0.863636,0.120553
low_noise_destabilization,232,0.336978,0.336978,0.865000,0.123342
low_noise_destabilization,233,-0.357623,0.357623,0.866364,0.120347
low_noise_destabilization,234,-0.303299,0.303299,0.867727,0.122862
low_noise_destabilization,235,0.385311,0.385311,0.869091,0.120188
low_noise_destabilization,236,0.267093,0.267093,0.870455,0.122338
low_noise_destabilization,237,-0.409599,0.409599,0.871818,0.120071
low_noise_destabilization,238,-0.228677,0.228677,0.873182,0.121779
low_noise_destabilization,239,0.430286,0.430286,0.874545,0.119988
low_noise_destabilization,240,0.188391,0.188391,0.875909,0.121192
low_noise_destabilization,241,-0.447202,0.447202,0.877273,0.119930
low_noise_destabilization,242,-0.146586,0.146586,0.878636,0.120585
low_noise_destabilization,243,0.460212,0.460212,0.880000,0.119887
low_noise_destabilization,244,0.103627,0.103627,0.881364,0.119969
low_noise_destabilization,245,-0.469213,0.469213,0.882727,0.119851
low_noise_destabilization,246,-0.059889,0.059889,0.884091,0.119354
low_noise_destabilization,247,0.474139,0.474139,0.885455,0.119810
low_noise_destabilization,248,0.015751,0.015751,0.886818,0.118750
low_noise_destabilization,249,-0.474956,0.474956,0.888182,0.119756
low_noise_destabilization,250,0.028405,0.028405,0.889545,0.118166
low_noise_destabilization,251,0.471669,0.471669,0.890909,0.119678
low_noise_destabilization,252,-0.072198,0.072198,0.892273,0.117611
low_noise_destabilization,253,-0.464316,0.464316,0.893636,0.119569
low_noise_destabilization,254,0.115249,0.115249,0.895000,0.117092
low_noise_destabilization,255,0.452973,0.452973,0.896364,0.119422
low_noise_destabilization,256,-0.157189,0.157189,0.897727,0.116618
low_noise_destabilization,257,-0.437746,0.437746,0.899091,0.119230
low_noise_destabilization,258,0.197658,0.197658,0.900455,0.116191
low_noise_destabilization,259,0.418779,0.418779,0.901818,0.118989
low_noise_destabilization,260,-0.236311,0.236311,0.903182,0.115816
low_noise_destabilization,261,-0.396243,0.396243,0.904545,0.118697
low_noise_destabilization,262,0.272818,0.272818,0.905909,0.115495
low_noise_destabilization,263,0.370344,0.370344,0.907273,0.118354
low_noise_destabilization,264,-0.306869,0.306869,0.908636,0.115226
low_noise_destabilization,265,-0.341315,0.341315,0.910000,0.117959
low_noise_destabilization,266,0.338177,0.338177,0.911364,0.115009
low_noise_destabilization,267,0.309413,0.309413,0.912727,0.117517
low_noise_destabilization,268,-0.366478,0.366478,0.914091,0.114839
low_noise_destabilization,269,-0.274922,0.274922,0.915455,0.117032
low_noise_destabilization,270,0.391536,0.391536,0.916818,0.114711
low_noise_destabilization,271,0.238148,0.238148,0.918182,0.116509
low_noise_destabilization,272,-0.413141,0.413141,0.919545,0.114618
low_noise_destabilization,273,-0.199414,0.199414,0.920909,0.115957
low_noise_destabilization,274,0.431116,0.431116,0.922273,0.114552
low_noise_destabilization,275,0.159060,0.159060,0.923636,0.115383
low_noise_destabilization,276,-0.445316,0.445316,0.925000,0.114506
low_noise_destabilization,277,-0.117439,0.117439,0.926364,0.114797
low_noise_destabilization,278,0.455627,0.455627,0.927727,0.114468
low_noise_destabilization,279,0.074915,0.074915,0.929091,0.114208
low_noise_destabilization,280,-0.461970,0.461970,0.930455,0.114431
low_noise_destabilization,281,-0.031857,0.031857,0.931818,0.113625
low_noise_destabilization,282,0.464302,0.464302,0.933182,0.114384
low_noise_destabilization,283,-0.011361,0.011361,0.934545,0.113058
low_noise_destabilization,284,-0.462611,0.462611,0.935909,0.114318
low_noise_destabilization,285,0.054364,0.054364,0.937273,0.112516
low_noise_destabilization,286,0.456924,0.456924,0.938636,0.114225
low_noise_destabilization,287,-0.096781,0.096781,0.940000,0.112006
low_noise_destabilization,288,-0.447299,0.447299,0.941364,0.114098
low_noise_destabilization,289,0.138247,0.138247,0.942727,0.111536
low_noise_destabilization,290,0.433831,0.433831,0.944091,0.113931
low_noise_destabilization,291,-0.178406,0.178406,0.945455,0.111110
low_noise_destabilization,292,-0.416646,0.416646,0.946818,0.113718
low_noise_destabilization,293,0.216913,0.216913,0.948182,0.110732
low_noise_destabilization,294,0.395902,0.395902,0.949545,0.113458
low_noise_destabilization,295,-0.253439,0.253439,0.950909,0.110405
low_noise_destabilization,296,-0.371788,0.371788,0.952273,0.113148
low_noise_destabilization,297,0.287675,0.287675,0.953636,0.110129
low_noise_destabilization,298,0.344522,0.344522,0.955000,0.112789
low_noise_destabilization,299,-0.319328,0.319328,0.956364,0.109902
low_noise_destabilization,300,-0.314348,0.314348,0.957727,0.112383
low_noise_destabilization,301,0.348133,0.348133,0.959091,0.109722
low_noise_destabilization,302,0.281534,0.281534,0.960455,0.111935
low_noise_destabilization,303,-0.373847,0.373847,0.961818,0.109585
low_noise_destabilization,304,-0.246372,0.246372,0.963182,0.111448
low_noise_destabilization,305,0.396256,0.396256,0.964545,0.109484
low_noise_destabilization,306,0.209172,0.209172,0.965909,0.110931
low_noise_destabilization,307,-0.415175,0.415175,0.967273,0.109411
low_noise_destabilization,308,-0.170260,0.170260,0.968636,0.110390
low_noise_destabilization,309,0.430448,0.430448,0.970000,0.109360
low_noise_destabilization,310,0.129980,0.129980,0.971364,0.109833
low_noise_destabilization,311,-0.441953,0.441953,0.972727,0.109322
low_noise_destabilization,312,-0.088683,0.088683,0.974091,0.109271
low_noise_destabilization,313,0.449601,0.449601,0.975455,0.109287
low_noise_destabilization,314,0.046728,0.046728,0.976818,0.108711
low_noise_destabilization,315,-0.453335,0.453335,0.978182,0.109245
low_noise_destabilization,316,-0.004482,0.004482,0.979545,0.108163
low_noise_destabilization,317,0.453133,0.453133,0.980909,0.109190
low_noise_destabilization,318,-0.037689,0.037689,0.982273,0.107636
low_noise_destabilization,319,-0.449007,0.449007,0.983636,0.109111
low_noise_destabilization,320,0.079420,0.079420,0.985000,0.107137
