scenario,x,y,population,hazard,vulnerability,risk_score,accessibility,service_gap_score
high_vulnerability_system,11,12,484.605611,0.421799,0.777083,158.840427,39.026926,12.106990
high_vulnerability_system,11,13,470.780013,0.319240,0.787272,118.320639,38.749647,11.843627
high_vulnerability_system,11,14,481.730513,0.245754,0.805994,95.419304,39.809738,11.804303
high_vulnerability_system,11,15,478.746624,0.193098,0.812054,75.070520,43.125009,10.849780
high_vulnerability_system,11,16,420.495576,0.155369,0.783202,51.168160,50.225410,8.208730
high_vulnerability_system,11,17,359.013292,0.128335,0.718082,33.084869,63.828770,5.537870
high_vulnerability_system,11,18,349.677036,0.108964,0.644576,24.559802,88.028936,3.927678
high_vulnerability_system,11,19,347.484642,0.095084,0.598338,19.769309,122.777390,2.807335
high_vulnerability_system,11,20,298.934534,0.085139,0.591685,15.058971,143.261035,2.072178
high_vulnerability_system,11,21,249.050205,0.078013,0.602844,11.712730,120.545171,2.049034
high_vulnerability_system,11,22,251.528238,0.072907,0.596097,10.931308,83.482647,2.977277
high_vulnerability_system,11,23,261.353598,0.069248,0.554560,10.036567,56.810530,4.520865
high_vulnerability_system,11,24,223.882617,0.066627,0.495563,7.392077,40.514282,5.392906
high_vulnerability_system,11,25,183.094730,0.064748,0.454550,5.388711,30.460253,5.819875
high_vulnerability_system,12,1,196.098358,0.120810,0.513914,12.174951,21.529687,8.703998
high_vulnerability_system,12,2,200.563692,0.144867,0.555674,16.145176,24.585515,7.838955
high_vulnerability_system,12,3,214.180314,0.178442,0.562716,21.506297,27.906947,7.409303
high_vulnerability_system,12,4,237.930801,0.225299,0.547956,29.373458,31.351231,7.354614
high_vulnerability_system,12,5,270.421129,0.290693,0.546592,42.967400,34.716802,7.571258
high_vulnerability_system,12,6,308.427296,0.381958,0.583991,68.797850,37.783422,7.952555
high_vulnerability_system,12,7,348.022227,0.509329,0.652616,115.681256,40.353150,8.415858
high_vulnerability_system,12,8,385.922456,0.687089,0.719216,190.709454,42.251493,8.922755
high_vulnerability_system,12,9,420.607221,0.935173,0.755610,297.212106,43.309517,9.492480
high_vulnerability_system,12,10,452.770661,0.878731,0.764656,304.228688,43.419328,10.193100
high_vulnerability_system,12,11,484.605611,0.646646,0.777083,243.513092,42.683051,11.093676
high_vulnerability_system,12,12,516.259460,0.480350,0.819987,203.344775,41.508348,12.144896
high_vulnerability_system,12,13,531.394334,0.361194,0.875755,168.089331,40.529466,12.795598
high_vulnerability_system,12,14,503.605668,0.275815,0.887546,123.281994,40.452845,12.148881
high_vulnerability_system,12,15,463.249705,0.214638,0.850088,84.525162,41.994518,10.774622
high_vulnerability_system,12,16,429.381923,0.170803,0.775986,56.910656,45.927158,9.149966
high_vulnerability_system,12,17,402.489767,0.139394,0.694848,38.984203,53.049514,7.446686
high_vulnerability_system,12,18,378.734225,0.116888,0.642226,28.431076,63.533993,5.868755
high_vulnerability_system,12,19,354.008045,0.100762,0.630182,22.479001,74.742064,4.673863
high_vulnerability_system,12,20,325.717841,0.089207,0.636739,18.501361,79.399913,4.051221
high_vulnerability_system,12,21,293.616700,0.080928,0.626025,14.875502,72.377423,4.001458
high_vulnerability_system,12,22,259.787605,0.074996,0.581044,11.320425,58.691598,4.352164
high_vulnerability_system,12,23,227.872644,0.070745,0.519038,8.367313,45.510793,4.899350
high_vulnerability_system,12,24,201.815541,0.067699,0.475387,6.495080,35.385348,5.546616
high_vulnerability_system,12,25,184.518785,0.065517,0.470834,5.691925,28.088149,6.343435
high_vulnerability_system,13,1,220.550332,0.112340,0.537755,13.323715,20.233557,10.386877
high_vulnerability_system,13,2,242.938055,0.133046,0.542791,17.544044,23.034827,10.107752
high_vulnerability_system,13,3,263.920403,0.161944,0.525825,22.473893,26.184539,9.708474
high_vulnerability_system,13,4,282.892213,0.202274,0.522050,29.872629,29.675365,9.222130
high_vulnerability_system,13,5,300.123996,0.258559,0.556836,43.210397,33.487879,8.702304
high_vulnerability_system,13,6,316.789182,0.337112,0.622671,66.497208,37.574081,8.212488
high_vulnerability_system,13,7,334.836111,0.446741,0.686375,102.671450,41.786691,7.825707
high_vulnerability_system,13,8,356.730270,0.599741,0.719940,154.027956,45.739444,7.632317
high_vulnerability_system,13,9,385.116612,0.813269,0.726659,227.591852,48.714326,7.746592
high_vulnerability_system,13,10,422.466880,1.000000,0.738521,312.000597,49.898952,8.300110
high_vulnerability_system,13,11,470.780013,0.741586,0.787272,274.855338,49.009535,9.413805
high_vulnerability_system,13,12,531.394334,0.548377,0.875755,255.199001,46.669734,11.147416
high_vulnerability_system,13,13,604.950003,0.409938,0.975884,242.011176,44.025022,13.435862
high_vulnerability_system,13,14,548.169423,0.310741,0.919848,156.685923,42.105308,12.716982
high_vulnerability_system,13,15,501.225013,0.239664,0.834920,100.295231,41.564137,11.775759
high_vulnerability_system,13,16,460.946227,0.188735,0.745916,64.892152,42.727638,10.541302
high_vulnerability_system,13,17,424.507531,0.152243,0.687002,44.399639,45.607417,9.108154
high_vulnerability_system,13,18,389.741247,0.126095,0.669692,32.911533,49.641995,7.696009
high_vulnerability_system,13,19,355.356602,0.107359,0.671734,25.627112,53.247854,6.550611
high_vulnerability_system,13,20,321.020713,0.093934,0.657098,19.814653,54.056873,5.830711
high_vulnerability_system,13,21,287.283283,0.084315,0.608679,14.743568,50.754297,5.550907
high_vulnerability_system,13,22,255.356154,0.077422,0.543645,10.748021,44.486098,5.613938
high_vulnerability_system,13,23,226.786100,0.072484,0.497318,8.175053,37.458890,5.896845
high_vulnerability_system,13,24,203.079307,0.068945,0.490391,6.866106,31.108703,6.324743
high_vulnerability_system,13,25,185.345249,0.066409,0.509638,6.272960,25.878158,6.895757
high_vulnerability_system,14,1,234.277865,0.105049,0.523234,12.877145,19.329336,11.524128
high_vulnerability_system,14,2,229.975795,0.122871,0.503894,14.238751,22.091068,9.959513
high_vulnerability_system,14,3,216.061746,0.147744,0.497443,15.879273,25.360161,8.196526
high_vulnerability_system,14,4,244.098393,0.182456,0.529201,23.569181,29.276850,8.062212
high_vulnerability_system,14,5,297.388662,0.230902,0.591599,40.623658,34.038266,8.487539
high_vulnerability_system,14,6,320.411470,0.298513,0.651380,62.302466,39.870100,7.839753
high_vulnerability_system,14,7,315.357922,0.392871,0.680430,84.301932,46.861646,6.588948
high_vulnerability_system,14,8,339.082873,0.524559,0.681883,121.285812,54.520636,6.107330
high_vulnerability_system,14,9,405.686529,0.708344,0.687453,197.550584,61.148668,6.527679
high_vulnerability_system,14,10,462.761373,0.964837,0.728338,325.195477,64.089399,7.109627
high_vulnerability_system,14,11,481.730513,0.851890,0.805994,330.764861,61.960729,7.651286
high_vulnerability_system,14,12,503.605668,0.627414,0.887546,280.437195,56.369236,8.778323
high_vulnerability_system,14,13,548.169423,0.466570,0.919848,235.259636,50.182095,10.710179
high_vulnerability_system,14,14,552.023251,0.351320,0.867634,168.266193,45.276644,11.928766
high_vulnerability_system,14,15,494.971484,0.268740,0.784477,104.350028,42.264685,11.440543
high_vulnerability_system,14,16,417.964857,0.209569,0.724999,63.504354,41.071141,9.934717
high_vulnerability_system,14,17,380.194855,0.167171,0.705362,44.830967,41.298978,8.988275
high_vulnerability_system,14,18,376.908068,0.136791,0.704574,36.326198,42.282268,8.708141
high_vulnerability_system,14,19,351.193819,0.115023,0.687042,27.753378,43.069374,7.969113
high_vulnerability_system,14,20,292.386477,0.099426,0.635834,18.484183,42.650774,6.698311
high_vulnerability_system,14,21,253.888645,0.088250,0.568188,12.730606,40.495079,6.118524
high_vulnerability_system,14,22,260.227244,0.080242,0.519449,10.846675,36.874090,6.870851
high_vulnerability_system,14,23,263.972592,0.074504,0.510316,10.036392,32.544757,7.869265
high_vulnerability_system,14,24,226.949336,0.070393,0.527557,8.428016,28.205565,7.770757
high_vulnerability_system,14,25,185.539360,0.067447,0.535931,6.706633,24.255325,7.346544
high_vulnerability_system,15,1,224.199059,0.098774,0.483057,10.697337,18.678343,11.393188
high_vulnerability_system,15,2,196.531389,0.114114,0.473967,10.629638,21.520218,8.726887
high_vulnerability_system,15,3,257.755593,0.135522,0.502717,17.560676,25.071904,9.886336
high_vulnerability_system,15,4,246.338270,0.165399,0.561671,22.884814,29.656089,8.035541
high_vulnerability_system,15,5,264.247769,0.207096,0.617485,33.791743,35.795575,7.181509
high_vulnerability_system,15,6,319.074483,0.265290,0.641933,54.337803,44.288003,7.045453
high_vulnerability_system,15,7,298.309594,0.346505,0.637995,65.946817,56.116653,5.222813
high_vulnerability_system,15,8,366.181780,0.459850,0.637181,107.294022,71.588551,5.044622
high_vulnerability_system,15,9,386.151785,0.618035,0.670434,160.002677,87.600335,4.358356
high_vulnerability_system,15,10,400.854860,0.838801,0.739108,248.515758,95.360810,4.159937
high_vulnerability_system,15,11,478.746624,0.980044,0.812054,381.010139,88.711938,5.336487
high_vulnerability_system,15,12,463.249705,0.719241,0.850088,283.239016,73.964638,6.179576
high_vulnerability_system,15,13,501.225013,0.532367,0.834920,222.786148,60.049368,8.210159
high_vulnerability_system,15,14,494.971484,0.398465,0.784477,154.721684,50.178391,9.671494
high_vulnerability_system,15,15,430.549320,0.302521,0.741155,96.535666,44.100022,9.546543
high_vulnerability_system,15,16,442.362899,0.233774,0.728105,75.295443,40.799734,10.582912
high_vulnerability_system,15,17,371.282777,0.184514,0.729443,49.971964,39.319568,9.208501
high_vulnerability_system,15,18,347.265352,0.149219,0.711950,36.892100,38.812515,8.722517
high_vulnerability_system,15,19,341.919765,0.123928,0.659781,27.957174,38.489065,8.658594
high_vulnerability_system,15,20,271.730671,0.105806,0.590707,16.983312,37.674519,7.026090
high_vulnerability_system,15,21,292.570641,0.092822,0.540344,14.674061,35.972870,7.913117
high_vulnerability_system,15,22,250.648995,0.083518,0.529538,11.085152,33.373394,7.291948
high_vulnerability_system,15,23,222.883109,0.076851,0.545135,9.337531,30.166660,7.151331
high_vulnerability_system,15,24,245.205073,0.072074,0.551938,9.754403,26.739869,8.839446
high_vulnerability_system,15,25,185.117924,0.068652,0.524894,6.670700,23.411936,7.583091
high_vulnerability_system,16,1,198.220928,0.093373,0.452260,8.370679,18.150448,10.350720
high_vulnerability_system,16,2,231.865921,0.106576,0.478226,11.817635,21.110191,10.486835
high_vulnerability_system,16,3,213.314169,0.125002,0.534006,14.239148,24.987490,8.208341
high_vulnerability_system,16,4,271.940530,0.150718,0.586193,24.025903,30.312978,8.684595
high_vulnerability_system,16,5,242.683461,0.186607,0.606486,27.465616,38.053861,6.214071
high_vulnerability_system,16,6,313.039953,0.236694,0.597785,44.292803,50.022961,6.135276
high_vulnerability_system,16,7,289.519441,0.306597,0.591527,52.507313,69.573890,4.102359
high_vulnerability_system,16,8,355.398986,0.404154,0.618639,88.858710,101.809446,3.456871
high_vulnerability_system,16,9,352.495290,0.540305,0.680695,129.641808,146.767163,2.385478
high_vulnerability_system,16,10,398.224980,0.730320,0.747540,217.408199,174.019629,2.275316
high_vulnerability_system,16,11,420.495576,0.995507,0.783202,327.853092,148.067249,2.820845
high_vulnerability_system,16,12,429.381923,0.825928,0.775986,275.194697,104.524134,4.069040
high_vulnerability_system,16,13,460.946227,0.608812,0.745916,209.325867,73.922167,6.152334
high_vulnerability_system,16,14,417.964857,0.453241,0.724999,137.342887,56.306041,7.293557
high_vulnerability_system,16,15,442.362899,0.341769,0.728105,110.079292,46.616146,9.290187
high_vulnerability_system,16,16,367.759148,0.261897,0.738989,71.175584,41.479250,8.657383
high_vulnerability_system,16,17,388.979753,0.204665,0.726552,57.841219,38.969430,9.731931
high_vulnerability_system,16,18,315.985434,0.163657,0.676743,34.996571,37.884264,8.126306
high_vulnerability_system,16,19,328.524502,0.134274,0.608457,26.840354,37.335329,8.569758
high_vulnerability_system,16,20,277.746374,0.113219,0.557977,17.546287,36.607131,7.385471
high_vulnerability_system,16,21,271.276862,0.098133,0.546538,14.549565,35.201478,7.493530
high_vulnerability_system,16,22,252.468626,0.087324,0.561222,12.372978,32.945012,7.437577
high_vulnerability_system,16,23,222.015675,0.079578,0.566970,10.017018,29.999553,7.161899
high_vulnerability_system,16,24,234.671665,0.074028,0.538819,9.360563,26.716087,8.466984
high_vulnerability_system,16,25,184.145527,0.070052,0.484773,6.253440,23.442244,7.533904
high_vulnerability_system,17,1,178.036684,0.088725,0.456077,7.204309,17.632202,9.555321
high_vulnerability_system,17,2,227.153149,0.100088,0.509047,11.573384,20.674215,10.480340
high_vulnerability_system,17,3,244.094464,0.115948,0.558054,15.794186,24.795160,9.462801
high_vulnerability_system,17,4,219.992702,0.138082,0.574756,17.459343,30.705124,6.938711
high_vulnerability_system,17,5,254.929468,0.168972,0.562016,24.209349,39.808442,6.246979
high_vulnerability_system,17,6,302.912065,0.212082,0.551257,35.414020,55.133794,5.396251
high_vulnerability_system,17,7,289.190264,0.272248,0.573455,45.148943,83.921686,3.405376
high_vulnerability_system,17,8,300.551153,0.356216,0.630378,67.489004,145.047752,2.057896
high_vulnerability_system,17,9,363.007154,0.473403,0.692406,118.988967,278.946623,1.296701
high_vulnerability_system,17,10,373.437066,0.636950,0.724788,172.398660,412.930817,0.902173
high_vulnerability_system,17,11,359.013292,0.865198,0.718082,223.048856,280.381093,1.275897
high_vulnerability_system,17,12,402.489767,0.949882,0.694848,265.652767,148.017366,2.700959
high_vulnerability_system,17,13,424.507531,0.697628,0.687002,203.454488,88.623758,4.736551
high_vulnerability_system,17,14,380.194855,0.516881,0.705362,138.614412,61.852975,6.048956
high_vulnerability_system,17,15,371.282777,0.387369,0.729443,104.911014,48.898669,7.440735
high_vulnerability_system,17,16,388.979753,0.294570,0.726552,83.249651,42.554714,8.930830
high_vulnerability_system,17,17,342.184114,0.228077,0.682950,53.300386,39.758279,8.395451
high_vulnerability_system,17,18,296.467940,0.180432,0.618397,33.079566,38.941403,7.422572
high_vulnerability_system,17,19,312.260405,0.146294,0.569964,26.036911,39.019948,7.802619
high_vulnerability_system,17,20,294.299163,0.121832,0.559466,20.059684,39.000952,7.357304
high_vulnerability_system,17,21,236.599236,0.104305,0.574378,14.174720,38.015752,6.064198
high_vulnerability_system,17,22,238.693218,0.091746,0.579905,12.699381,35.662649,6.510528
high_vulnerability_system,17,23,252.133303,0.082747,0.551257,11.500986,32.202546,7.593794
high_vulnerability_system,17,24,204.028645,0.076299,0.496552,7.729897,28.269786,6.970623
high_vulnerability_system,17,25,182.723877,0.071679,0.449373,5.885615,24.429869,7.185404
high_vulnerability_system,18,1,179.284341,0.084724,0.486865,7.395291,17.037792,9.939373
high_vulnerability_system,18,2,184.189715,0.094504,0.533139,9.280212,20.070139,8.741742
high_vulnerability_system,18,3,207.262453,0.108155,0.546789,12.257054,24.246230,8.209640
high_vulnerability_system,18,4,241.215899,0.127206,0.530664,16.282888,30.351099,7.694017
high_vulnerability_system,18,5,272.267011,0.153793,0.516194,21.614445,39.981154,6.643713
high_vulnerability_system,18,6,289.477073,0.190898,0.534407,29.531735,56.757186,5.011966
high_vulnerability_system,18,7,292.084496,0.242684,0.587212,41.623988,90.200217,3.202673
high_vulnerability_system,18,8,289.806172,0.314955,0.645290,58.899463,170.736692,1.687503
high_vulnerability_system,18,9,295.850724,0.415819,0.674472,82.973748,411.335493,0.717500
high_vulnerability_system,18,10,317.344227,0.556585,0.666286,117.685593,812.033327,0.390321
high_vulnerability_system,18,11,349.677036,0.753041,0.644576,169.730383,412.876619,0.844882
high_vulnerability_system,18,12,378.734225,1.000000,0.642226,243.232996,173.923028,2.165148
high_vulnerability_system,18,13,389.741247,0.800818,0.669692,209.018737,95.244261,4.049501
high_vulnerability_system,18,14,376.908068,0.590819,0.704574,156.897823,63.989210,5.799548
high_vulnerability_system,18,15,347.265352,0.440349,0.711950,108.869801,49.863617,6.827382
high_vulnerability_system,18,16,315.985434,0.332532,0.676743,71.108865,43.492370,7.102014
high_vulnerability_system,18,17,296.467940,0.255278,0.618397,46.801300,41.387156,6.994287
high_vulnerability_system,18,18,291.980082,0.199922,0.574239,33.520269,41.962843,6.796107
high_vulnerability_system,18,19,294.338217,0.160259,0.566509,26.722397,44.051814,6.533327
high_vulnerability_system,18,20,290.279503,0.131839,0.583086,22.314731,46.084416,6.165087
high_vulnerability_system,18,21,271.073006,0.111475,0.589500,17.813356,46.078948,5.757839
high_vulnerability_system,18,22,238.836625,0.096883,0.561199,12.985734,42.965835,5.432323
high_vulnerability_system,18,23,205.314310,0.086428,0.506480,8.987431,37.619048,5.316400
high_vulnerability_system,18,24,183.996206,0.078936,0.459045,6.667177,31.746198,5.618857
high_vulnerability_system,18,25,180.976930,0.073569,0.447108,5.952897,26.461020,6.590321
high_vulnerability_system,19,1,197.297883,0.081280,0.511291,8.199222,16.319047,11.391960
high_vulnerability_system,19,2,210.889728,0.089698,0.522363,9.881241,19.223685,10.427859
high_vulnerability_system,19,3,225.406199,0.101447,0.503407,11.511326,23.218879,9.307045
high_vulnerability_system,19,4,240.783431,0.117844,0.485865,13.786408,29.023213,8.019909
high_vulnerability_system,19,5,256.907061,0.140728,0.500809,18.106283,38.048648,6.579154
high_vulnerability_system,19,6,273.583046,0.172665,0.550241,25.992446,53.329184,5.035655
high_vulnerability_system,19,7,290.497648,0.217237,0.605024,38.181203,82.107319,3.495452
high_vulnerability_system,19,8,307.167738,0.279442,0.631305,54.188487,143.257303,2.129305
high_vulnerability_system,19,9,322.890139,0.366256,0.621103,73.451898,277.210280,1.160597
high_vulnerability_system,19,10,336.714313,0.487415,0.598921,98.294709,411.275977,0.816721
high_vulnerability_system,19,11,347.484642,0.656506,0.598338,136.496296,278.837604,1.241737
high_vulnerability_system,19,12,354.008045,0.892491,0.630182,199.105388,146.629894,2.397943
high_vulnerability_system,19,13,355.356602,0.920708,0.671734,219.777596,87.475899,4.016423
high_vulnerability_system,19,14,351.193819,0.676724,0.687042,163.283406,61.111822,5.654219
high_vulnerability_system,19,15,341.919765,0.501902,0.659781,113.225285,48.895335,6.852740
high_vulnerability_system,19,16,328.524502,0.376637,0.608457,75.287071,43.924204,7.312862
high_vulnerability_system,19,17,312.260405,0.286880,0.569964,51.058104,43.656323,6.992524
high_vulnerability_system,19,18,294.338217,0.222567,0.566509,37.111940,47.266774,6.098154
high_vulnerability_system,19,19,275.758168,0.176484,0.586144,28.525824,54.184405,4.997031
high_vulnerability_system,19,20,257.266583,0.143465,0.594635,21.947155,62.023403,4.082080
high_vulnerability_system,19,21,239.382217,0.119805,0.567662,16.280074,65.009315,3.626491
high_vulnerability_system,19,22,222.446104,0.102852,0.513713,11.753268,59.111229,3.700575
high_vulnerability_system,19,23,206.670645,0.090705,0.466646,8.747768,48.153591,4.204589
high_vulnerability_system,19,24,192.179196,0.082001,0.454791,7.167002,37.639196,4.973685
high_vulnerability_system,19,25,179.035060,0.075764,0.475033,6.443584,29.526632,5.864881
high_vulnerability_system,20,1,211.539025,0.078316,0.501152,8.302499,15.468307,12.845220
high_vulnerability_system,20,2,216.259761,0.085562,0.479827,8.878481,18.136730,11.300769
high_vulnerability_system,20,3,199.807633,0.095674,0.459730,8.788380,21.745867,8.784349
high_vulnerability_system,20,4,193.233038,0.109787,0.471966,10.012508,26.845496,6.939472
high_vulnerability_system,20,5,216.850856,0.129483,0.518601,14.561596,34.420332,6.122214
high_vulnerability_system,20,6,256.073647,0.156972,0.570614,22.936626,46.295477,5.414337
high_vulnerability_system,20,7,278.464527,0.195335,0.594334,32.328186,65.828854,4.166831
high_vulnerability_system,20,8,271.792242,0.248876,0.582055,39.371622,98.119105,2.742077
high_vulnerability_system,20,9,258.012579,0.323597,0.558652,46.643034,143.193722,1.789347
high_vulnerability_system,20,10,266.617827,0.427879,0.558129,63.671475,170.615190,1.553579
high_vulnerability_system,20,11,298.934534,0.573417,0.591685,101.423181,144.882866,2.049141
high_vulnerability_system,20,12,325.717841,0.776531,0.636739,161.050396,101.632581,3.173630
high_vulnerability_system,20,13,321.020713,1.000000,0.657098,210.941946,71.463131,4.430125
high_vulnerability_system,20,14,292.386477,0.776531,0.635834,144.364321,54.571870,5.261412
high_vulnerability_system,20,15,271.730671,0.573417,0.590707,92.041025,46.215153,5.755158
high_vulnerability_system,20,16,277.746374,0.427879,0.557977,66.311067,43.649743,6.220559
high_vulnerability_system,20,17,294.299163,0.323597,0.559466,53.280364,46.179831,6.237817
high_vulnerability_system,20,18,290.279503,0.248876,0.583086,42.124173,54.899651,5.192868
high_vulnerability_system,20,19,257.266583,0.195335,0.594635,29.882322,72.420915,3.503996
high_vulnerability_system,20,20,220.285383,0.156972,0.569908,19.706625,98.412951,2.215862
high_vulnerability_system,20,21,208.839704,0.129483,0.517537,13.994874,113.629325,1.821870
high_vulnerability_system,20,22,222.482886,0.109787,0.471522,11.517284,95.728411,2.300078
high_vulnerability_system,20,23,231.691462,0.095674,0.460315,10.203733,66.862662,3.414123
high_vulnerability_system,20,24,213.032350,0.085562,0.480902,8.765582,46.040894,4.528663
high_vulnerability_system,20,25,177.021098,0.078316,0.501729,6.955737,33.242773,5.169590
high_vulnerability_system,21,1,204.623304,0.075764,0.459491,7.123571,14.511064,13.192087
high_vulnerability_system,21,2,168.718888,0.082001,0.437260,6.049544,16.870852,9.441010
high_vulnerability_system,21,3,204.433673,0.090705,0.447238,8.293189,19.974219,9.746903
high_vulnerability_system,21,4,227.842439,0.102852,0.491537,11.518709,24.178741,9.049000
high_vulnerability_system,21,5,195.058313,0.119805,0.541208,12.647455,30.040256,6.284043
high_vulnerability_system,21,6,237.759767,0.143465,0.562695,19.193572,38.379978,6.037580
high_vulnerability_system,21,7,255.051619,0.176484,0.548456,24.687433,50.188951,4.982552
high_vulnerability_system,21,8,224.987762,0.222567,0.523589,26.218597,65.764245,3.369884
high_vulnerability_system,21,9,271.414307,0.286880,0.522360,40.672684,81.978998,3.270880
high_vulnerability_system,21,10,279.223640,0.376637,0.556238,58.497289,90.014805,3.067893
high_vulnerability_system,21,11,249.050205,0.501902,0.602844,75.354771,83.696829,2.940490
high_vulnerability_system,21,12,293.616700,0.676724,0.626025,124.389711,69.348674,4.173735
high_vulnerability_system,21,13,287.283283,0.920708,0.608679,160.997921,55.972713,5.042472
high_vulnerability_system,21,14,253.888645,0.892491,0.568188,128.747470,46.968051,5.292870
high_vulnerability_system,21,15,292.570641,0.656506,0.540344,103.786156,42.501289,6.725563
high_vulnerability_system,21,16,271.276862,0.487415,0.546538,72.265717,42.468098,6.240827
high_vulnerability_system,21,17,236.599236,0.366256,0.574378,49.773245,47.938831,4.834591
high_vulnerability_system,21,18,271.073006,0.279442,0.589500,44.654137,62.872161,4.243993
high_vulnerability_system,21,19,239.382217,0.217237,0.567662,29.519956,98.689273,2.401284
high_vulnerability_system,21,20,208.839704,0.172665,0.517537,18.662075,180.408908,1.151210
high_vulnerability_system,21,21,242.408445,0.140728,0.473205,16.142776,262.426145,0.920214
high_vulnerability_system,21,22,204.892397,0.117844,0.463210,11.184393,177.978274,1.144789
high_vulnerability_system,21,23,182.224360,0.101447,0.484631,8.958960,93.671738,1.924802
high_vulnerability_system,21,24,215.998312,0.089698,0.505993,9.803458,54.924361,3.862330
high_vulnerability_system,21,25,175.039970,0.081280,0.496372,7.061990,36.461873,4.672483
high_vulnerability_system,22,1,178.438300,0.073569,0.417970,5.486880,13.491396,12.313396
high_vulnerability_system,22,2,186.085262,0.078936,0.426056,6.258297,15.514725,11.267839
high_vulnerability_system,22,3,192.497171,0.086428,0.468392,7.792694,18.085829,10.085869
high_vulnerability_system,22,4,202.037735,0.096883,0.516077,10.101721,21.405524,9.017318
high_vulnerability_system,22,5,208.406614,0.111475,0.535630,12.443783,25.731497,7.796294
high_vulnerability_system,22,6,219.407344,0.131839,0.519613,15.030516,31.334218,6.785608
high_vulnerability_system,22,7,225.082732,0.160259,0.493260,17.792629,38.317489,5.724748
high_vulnerability_system,22,8,236.639120,0.199922,0.491007,23.229292,46.167703,5.016974
high_vulnerability_system,22,9,240.451429,0.255278,0.524508,32.195276,53.136431,4.441583
high_vulnerability_system,22,10,251.149847,0.332532,0.571552,47.733318,56.505768,4.367385
high_vulnerability_system,22,11,251.528238,0.440349,0.596097,66.023841,54.841724,4.504306
high_vulnerability_system,22,12,259.787605,0.590819,0.581044,89.182957,49.731313,5.120853
high_vulnerability_system,22,13,255.356154,0.800818,0.543645,111.172139,44.084442,5.663953
high_vulnerability_system,22,14,260.227244,1.000000,0.519449,135.174684,39.940137,6.356287
high_vulnerability_system,22,15,250.648995,0.753041,0.529538,99.949650,38.320342,6.374538
high_vulnerability_system,22,16,252.468626,0.556585,0.561222,78.863080,40.127425,6.138693
high_vulnerability_system,22,17,238.693218,0.415819,0.579905,57.557428,47.354043,4.936365
high_vulnerability_system,22,18,238.836625,0.314955,0.561199,42.215044,65.685908,3.581516
high_vulnerability_system,22,19,222.446104,0.242684,0.513713,27.732285,113.925219,1.935573
high_vulnerability_system,22,20,222.482886,0.190898,0.471522,20.026329,262.512988,0.844296
high_vulnerability_system,22,21,204.892397,0.153793,0.463210,14.596204,511.345844,0.399910
high_vulnerability_system,22,22,205.990352,0.127206,0.485910,12.732361,260.352928,0.788169
high_vulnerability_system,22,23,188.106465,0.108155,0.508213,10.339413,109.486764,1.702525
high_vulnerability_system,22,24,190.913714,0.094504,0.499254,9.007644,58.716290,3.197012
high_vulnerability_system,22,25,173.172481,0.084724,0.457247,6.708624,37.433372,4.505784
high_vulnerability_system,23,1,152.528124,0.071679,0.407922,4.459807,12.456720,11.334718
high_vulnerability_system,23,2,202.337433,0.076299,0.448602,6.925559,14.153196,13.352789
high_vulnerability_system,23,3,183.437879,0.082747,0.494601,7.507489,16.232468,10.644899
high_vulnerability_system,23,4,173.674298,0.091746,0.512485,8.165865,18.791880,8.775028
high_vulnerability_system,23,5,223.885664,0.104305,0.494885,11.556713,21.925280,9.765886
high_vulnerability_system,23,6,201.726592,0.121832,0.467125,11.480415,25.673437,7.562827
high_vulnerability_system,23,7,196.941885,0.146294,0.463750,13.361259,29.919088,6.369589
high_vulnerability_system,23,8,245.646789,0.180432,0.496541,22.007987,34.232364,6.972192
high_vulnerability_system,23,9,218.881109,0.228077,0.543412,27.128095,37.792923,5.642295
high_vulnerability_system,23,10,217.118930,0.294570,0.568433,36.355135,39.662120,5.339587
high_vulnerability_system,23,11,261.353598,0.387369,0.554560,56.143853,39.441148,6.462566
high_vulnerability_system,23,12,227.872644,0.516881,0.519038,61.133836,37.674259,5.892101
high_vulnerability_system,23,13,226.786100,0.697628,0.497318,78.681810,35.481594,6.216453
high_vulnerability_system,23,14,263.972592,0.949882,0.510316,127.958101,33.954865,7.551813
high_vulnerability_system,23,15,222.883109,0.865198,0.545135,105.122832,33.988846,6.370119
high_vulnerability_system,23,16,222.015675,0.636950,0.566970,80.176851,36.591035,5.906080
high_vulnerability_system,23,17,252.133303,0.473403,0.551257,65.798319,43.617721,5.650968
high_vulnerability_system,23,18,205.314310,0.356216,0.506480,37.042023,59.496242,3.393836
high_vulnerability_system,23,19,206.670645,0.272248,0.466646,26.256161,95.914659,2.132501
high_vulnerability_system,23,20,231.691462,0.212082,0.460315,22.618805,178.042813,1.294056
high_vulnerability_system,23,21,182.224360,0.168972,0.484631,14.922147,260.361369,0.697212
high_vulnerability_system,23,22,188.106465,0.138082,0.508213,13.200364,176.155433,1.061816
high_vulnerability_system,23,23,209.719313,0.115948,0.500240,12.164089,92.057035,2.253664
high_vulnerability_system,23,24,159.898035,0.100088,0.458967,7.345283,53.496541,2.934095
high_vulnerability_system,23,25,171.472916,0.088725,0.413483,6.290683,35.204910,4.736178
high_vulnerability_system,24,1,146.225585,0.070052,0.431683,4.421891,11.447136,11.747730
high_vulnerability_system,24,2,154.971502,0.074028,0.476247,5.463654,12.849683,11.189534
high_vulnerability_system,24,3,186.138309,0.079578,0.492695,7.298086,14.510094,12.001107
