scenario,cell_id,x,y,population,hazard,vulnerability,risk_score,accessibility,nearest_service,nearest_distance,service_gap_score,priority_zone
high_vulnerability_system,high_vulnerability_system_cell_11_21,11,21,253,0.040651,0.633836,6.518841,120.545171,clinic_b,2.236068,2.081531,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_11_22,11,22,260,0.081523,0.483663,10.25165,83.482647,clinic_b,2.828427,3.077555,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_11_23,11,23,238,0.098613,0.588544,13.813026,56.81053,clinic_b,3.605551,4.116897,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_11_24,11,24,214,0.103996,0.482145,10.730177,40.514282,clinic_b,4.472136,5.154852,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_11_25,11,25,184,0.122446,0.493456,11.11762,30.460253,clinic_b,5.385165,5.84865,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_12_1,12,1,170,0.065252,0.497515,5.518895,21.529687,clinic_a,8.602325,7.5456,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_12_2,12,2,181,0.18977,0.499437,17.154865,24.585515,clinic_a,8.062258,7.074315,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_12_3,12,3,212,0.181556,0.52475,20.197561,27.906947,clinic_a,7.615773,7.333877,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_12_4,12,4,253,0.243873,0.466293,28.770188,31.351231,clinic_a,7.28011,7.820413,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_12_5,12,5,253,0.287032,0.712214,51.720347,34.716802,clinic_a,7.071068,7.083501,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_12_6,12,6,282,0.399939,0.709383,80.006088,37.783422,clinic_a,7.0,7.271148,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_12_7,12,7,362,0.55161,0.743568,148.477784,40.35315,clinic_c,6.708204,8.753868,high_risk
high_vulnerability_system,high_vulnerability_system_cell_12_8,12,8,345,0.713335,0.75228,185.136549,42.251493,clinic_c,6.324555,7.976603,high_risk
high_vulnerability_system,high_vulnerability_system_cell_12_9,12,9,412,0.979859,0.596418,240.775212,43.309517,clinic_c,6.082763,9.298228,high_risk
high_vulnerability_system,high_vulnerability_system_cell_12_10,12,10,470,0.929242,0.899319,392.772225,43.419328,clinic_c,6.0,10.580979,high_risk_high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_12_11,12,11,498,0.676258,0.793527,267.241216,42.683051,clinic_c,6.082763,11.400303,high_risk_high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_12_12,12,12,557,0.52506,0.841456,246.090817,41.508348,clinic_c,6.324555,13.103309,high_risk_high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_12_13,12,13,574,0.384474,0.990039,218.490086,40.529466,clinic_c,6.708204,13.821512,high_risk_high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_12_14,12,14,571,0.251019,0.82287,117.943552,40.452845,clinic_b,6.708204,13.774688,high_risk_high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_12_15,12,15,496,0.172107,0.819769,69.979523,41.994518,clinic_b,5.830952,11.536354,high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_12_16,12,16,398,0.131201,0.651336,34.011506,45.927158,clinic_b,5.0,8.48123,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_12_17,12,17,380,0.183895,0.754047,52.692802,53.049514,clinic_b,4.242641,7.03059,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_12_18,12,18,365,0.074062,0.671752,18.159308,63.533993,clinic_b,3.605551,5.655934,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_12_19,12,19,385,0.071239,0.580484,15.921054,74.742064,clinic_b,3.162278,5.083041,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_12_20,12,20,347,0.137353,0.662361,31.568999,79.399913,clinic_b,3.0,4.315925,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_12_21,12,21,281,0.039885,0.569796,6.386109,72.377423,clinic_b,3.162278,3.829516,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_12_22,12,22,238,0.091668,0.539179,11.76329,58.691598,clinic_b,3.605551,3.987161,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_12_23,12,23,266,0.040757,0.629612,6.825778,45.510793,clinic_b,4.242641,5.719103,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_12_24,12,24,231,0.065684,0.4446,6.745914,35.385348,clinic_b,5.0,6.348709,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_12_25,12,25,233,0.074147,0.517096,8.933517,28.088149,clinic_b,5.830952,8.010135,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_13_1,13,1,231,0.169693,0.540357,21.181517,20.233557,clinic_a,9.433981,10.879006,high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_13_2,13,2,223,0.105984,0.534255,12.626766,23.034827,clinic_a,8.944272,9.278203,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_13_3,13,3,224,0.107829,0.566214,13.67619,26.184539,clinic_a,8.544004,8.239978,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_13_4,13,4,220,0.201881,0.670109,29.762138,29.675365,clinic_c,7.81025,7.171879,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_13_5,13,5,269,0.271407,0.547377,39.96323,33.487879,clinic_c,7.071068,7.799842,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_13_6,13,6,348,0.353506,0.649242,79.869828,37.574081,clinic_c,6.403124,9.021602,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_13_7,13,7,315,0.465843,0.740752,108.698296,41.786691,clinic_c,5.830952,7.362102,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_13_8,13,8,329,0.61513,0.794974,160.885198,45.739444,clinic_c,5.385165,7.039023,high_risk
high_vulnerability_system,high_vulnerability_system_cell_13_9,13,9,389,0.806167,0.748502,234.729583,48.714326,clinic_c,5.09902,7.824706,high_risk
high_vulnerability_system,high_vulnerability_system_cell_13_10,13,10,429,1.0,0.662129,284.053248,49.898952,clinic_c,5.0,8.428464,high_risk
high_vulnerability_system,high_vulnerability_system_cell_13_11,13,11,484,0.702662,0.724631,246.43881,49.009535,clinic_c,5.09902,9.678154,high_risk_high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_13_12,13,12,593,0.553106,1.0,327.992096,46.669734,clinic_c,5.385165,12.439759,high_risk_high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_13_13,13,13,566,0.449594,0.879382,223.776728,44.025022,clinic_c,5.830952,12.570788,high_risk_high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_13_14,13,14,543,0.349704,0.876214,166.383663,42.105308,clinic_c,6.403124,12.597056,high_risk_high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_13_15,13,15,510,0.22031,0.720044,80.902702,41.564137,clinic_b,6.403124,11.981918,high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_13_16,13,16,407,0.244282,0.675797,67.189656,42.727638,clinic_b,5.656854,9.307615,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_13_17,13,17,451,0.179149,0.856601,69.209988,45.607417,clinic_b,5.0,9.676571,high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_13_18,13,18,354,0.182167,0.768294,49.545077,49.641995,clinic_b,4.472136,6.990246,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_13_19,13,19,303,0.049029,0.659275,9.794088,53.247854,clinic_b,4.123106,5.585474,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_13_20,13,20,337,0.088508,0.663265,19.783437,54.056873,clinic_b,4.0,6.120943,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_13_21,13,21,264,0.123005,0.70613,22.930362,50.754297,clinic_b,4.123106,5.101026,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_13_22,13,22,229,0.030424,0.489119,3.407726,44.486098,clinic_b,4.472136,5.034505,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_13_23,13,23,291,0.079853,0.649604,15.094907,37.45889,clinic_b,5.0,7.566521,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_13_24,13,24,232,0.035509,0.398523,3.283067,31.108703,clinic_b,5.656854,7.225455,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_13_25,13,25,235,0.042672,0.472875,4.741971,25.878158,clinic_b,6.403124,8.743159,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_14_1,14,1,161,0.061822,0.617387,6.145113,19.329336,clinic_c,9.848858,7.91959,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_14_2,14,2,213,0.074534,0.620115,9.844814,22.091068,clinic_c,8.944272,9.224346,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_14_3,14,3,266,0.104024,0.523863,14.495438,25.360161,clinic_c,8.062258,10.090985,high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_14_4,14,4,237,0.235973,0.53778,30.075704,29.27685,clinic_c,7.211103,7.827763,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_14_5,14,5,242,0.259974,0.49225,30.969285,34.038266,clinic_c,6.403124,6.906734,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_14_6,14,6,292,0.297234,0.589597,51.172552,39.8701,clinic_c,5.656854,7.144587,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_14_7,14,7,336,0.447054,0.520379,78.166185,46.861646,clinic_c,5.0,7.020235,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_14_8,14,8,343,0.578626,0.778213,154.450823,54.520636,clinic_c,4.472136,6.177883,high_risk
high_vulnerability_system,high_vulnerability_system_cell_14_9,14,9,417,0.660267,0.771859,212.516955,61.148668,clinic_c,4.123106,6.709717,high_risk
high_vulnerability_system,high_vulnerability_system_cell_14_10,14,10,372,0.947878,0.737512,260.054677,64.089399,clinic_c,4.0,5.715216,high_risk
high_vulnerability_system,high_vulnerability_system_cell_14_11,14,11,464,0.814667,0.709338,268.133357,61.960729,clinic_c,4.123106,7.369673,high_risk
high_vulnerability_system,high_vulnerability_system_cell_14_12,14,12,544,0.646946,0.894923,314.957898,56.369236,clinic_c,4.472136,9.482434,high_risk_high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_14_13,14,13,531,0.478227,0.751881,190.931732,50.182095,clinic_c,5.0,10.374722,high_risk_high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_14_14,14,14,533,0.306431,0.874099,142.764447,45.276644,clinic_c,5.656854,11.517689,high_risk_high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_14_15,14,15,465,0.216973,0.882947,89.082691,42.264685,clinic_c,6.403124,10.747796,high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_14_16,14,16,443,0.253932,0.718725,80.850801,41.071141,clinic_b,6.403124,10.529783,high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_14_17,14,17,414,0.124877,0.829869,42.903485,41.298978,clinic_b,5.830952,9.787471,high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_14_18,14,18,411,0.094154,0.582339,22.534868,42.282268,clinic_b,5.385165,9.495806,high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_14_19,14,19,331,0.085102,0.55866,15.736712,43.069374,clinic_b,5.09902,7.510885,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_14_20,14,20,299,0.041209,0.692702,8.53514,42.650774,clinic_b,5.0,6.849821,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_14_21,14,21,273,0.056802,0.537947,8.341869,40.495079,clinic_b,5.09902,6.579093,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_14_22,14,22,261,0.109248,0.566659,16.157565,36.87409,clinic_b,5.385165,6.891255,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_14_23,14,23,246,0.103984,0.529966,13.556536,32.544757,clinic_b,5.830952,7.333486,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_14_24,14,24,228,0.023479,0.516591,2.765424,28.205565,clinic_b,6.403124,7.806731,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_14_25,14,25,180,0.120896,0.373605,8.130164,24.255325,clinic_b,7.071068,7.12721,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_15_1,15,1,218,0.101348,0.483389,10.679957,18.678343,clinic_c,9.486833,11.078169,high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_15_2,15,2,172,0.169797,0.394327,11.516344,21.520218,clinic_c,8.544004,7.637582,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_15_3,15,3,211,0.157854,0.530505,17.669577,25.071904,clinic_c,7.615773,8.093003,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_15_4,15,4,257,0.214563,0.440444,24.287277,29.656089,clinic_c,6.708204,8.383326,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_15_5,15,5,304,0.154978,0.519765,24.487916,35.795575,clinic_c,5.830952,8.261863,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_15_6,15,6,313,0.281259,0.621105,54.678342,44.288003,clinic_c,5.0,6.911323,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_15_7,15,7,286,0.350172,0.625857,62.678982,56.116653,clinic_c,4.242641,5.007296,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_15_8,15,8,424,0.472501,0.563231,112.837961,71.588551,clinic_c,3.605551,5.841142,high_risk
high_vulnerability_system,high_vulnerability_system_cell_15_9,15,9,369,0.636145,0.77973,183.031883,87.600335,clinic_c,3.162278,4.16477,high_risk
high_vulnerability_system,high_vulnerability_system_cell_15_10,15,10,372,0.865302,0.667525,214.870938,95.36081,clinic_c,3.0,3.860491,high_risk
high_vulnerability_system,high_vulnerability_system_cell_15_11,15,11,437,0.960716,0.768615,322.690075,88.711938,clinic_c,3.162278,4.871147,high_risk
high_vulnerability_system,high_vulnerability_system_cell_15_12,15,12,489,0.709159,0.702028,243.448392,73.964638,clinic_c,3.605551,6.523076,high_risk
high_vulnerability_system,high_vulnerability_system_cell_15_13,15,13,463,0.517283,0.73016,174.874807,60.049368,clinic_c,4.242641,7.584026,high_risk
high_vulnerability_system,high_vulnerability_system_cell_15_14,15,14,500,0.449224,0.69448,155.988509,50.178391,clinic_c,5.0,9.769748,high_risk_high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_15_15,15,15,459,0.254109,0.845646,98.632667,44.100022,clinic_c,5.830952,10.177379,high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_15_16,15,16,409,0.271186,0.759688,84.260978,40.799734,clinic_c,6.708204,9.784751,high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_15_17,15,17,356,0.164072,0.605112,35.344388,39.319568,clinic_b,6.708204,8.82946,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_15_18,15,18,335,0.13165,0.716095,31.581829,38.812515,clinic_b,6.324555,8.41444,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_15_19,15,19,323,0.150455,0.764821,37.168026,38.489065,clinic_b,6.082763,8.17948,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_15_20,15,20,246,0.117856,0.567993,16.467511,37.674519,clinic_b,6.0,6.360777,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_15_21,15,21,259,0.11163,0.506057,14.63121,35.97287,clinic_b,6.082763,7.005137,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_15_22,15,22,246,0.036504,0.648852,5.826671,33.373394,clinic_b,6.324555,7.156698,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_15_23,15,23,208,0.085743,0.616082,10.987568,30.16666,clinic_b,6.708204,6.673798,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_15_24,15,24,253,0.113493,0.641032,18.406414,26.739869,clinic_b,7.211103,9.120447,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_15_25,15,25,222,0.085776,0.366806,6.984778,23.411936,clinic_b,7.81025,9.093912,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_16_1,16,1,174,0.144863,0.580151,14.623431,18.150448,clinic_c,9.219544,9.085949,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_16_2,16,2,216,0.1309,0.457067,12.923305,21.110191,clinic_c,8.246211,9.769251,high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_16_3,16,3,248,0.105781,0.394585,10.351439,24.98749,clinic_c,7.28011,9.543053,high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_16_4,16,4,271,0.138812,0.452525,17.023122,30.312978,clinic_c,6.324555,8.654559,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_16_5,16,5,244,0.202588,0.445879,22.040436,38.053861,clinic_c,5.385165,6.247782,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_16_6,16,6,288,0.227074,0.555186,36.307716,50.022961,clinic_c,4.472136,5.644518,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_16_7,16,7,294,0.291003,0.685629,58.659006,69.57389,clinic_c,3.605551,4.165847,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_16_8,16,8,343,0.354349,0.534519,64.966299,101.809446,clinic_c,2.828427,3.336269,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_16_9,16,9,333,0.499194,0.717872,119.333048,146.767163,clinic_c,2.236068,2.253545,high_risk
high_vulnerability_system,high_vulnerability_system_cell_16_10,16,10,384,0.749753,0.712785,205.214283,174.019629,clinic_c,2.0,2.19404,high_risk
high_vulnerability_system,high_vulnerability_system_cell_16_11,16,11,401,0.988552,0.683223,270.836215,148.067249,clinic_c,2.236068,2.690061,high_risk
high_vulnerability_system,high_vulnerability_system_cell_16_12,16,12,439,0.817518,0.706491,253.552815,104.524134,clinic_c,2.828427,4.160186,high_risk
high_vulnerability_system,high_vulnerability_system_cell_16_13,16,13,433,0.63023,0.769184,209.902197,73.922167,clinic_c,3.605551,5.779331,high_risk
high_vulnerability_system,high_vulnerability_system_cell_16_14,16,14,434,0.440672,0.791832,151.439316,56.306041,clinic_c,4.472136,7.573373,high_risk
high_vulnerability_system,high_vulnerability_system_cell_16_15,16,15,412,0.282692,0.690852,80.462788,46.616146,clinic_c,5.385165,8.652527,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_16_16,16,16,396,0.232559,0.670249,61.725448,41.47925,clinic_c,6.324555,9.322198,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_16_17,16,17,378,0.145593,0.752749,41.426839,38.96943,clinic_d,7.211103,9.457228,high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_16_18,16,18,348,0.188098,0.655386,42.900224,37.884264,clinic_d,6.708204,8.949636,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_16_19,16,19,334,0.174276,0.708472,41.238916,37.335329,clinic_d,6.324555,8.71259,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_16_20,16,20,333,0.058296,0.468204,9.088985,36.607131,clinic_d,6.082763,8.854704,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_16_21,16,21,289,0.148673,0.670371,28.803478,35.201478,clinic_d,6.0,7.9831,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_16_22,16,22,220,0.112464,0.526996,13.038938,32.945012,clinic_d,6.082763,6.48107,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_16_23,16,23,218,0.033399,0.398568,2.901973,29.999553,clinic_d,6.324555,7.032359,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_16_24,16,24,198,0.088203,0.598288,10.448685,26.716087,clinic_d,6.708204,7.143866,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_16_25,16,25,245,0.120424,0.379992,11.211262,23.442244,clinic_d,7.211103,10.02363,high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_17_1,17,1,213,0.099389,0.492962,10.435962,17.632202,clinic_c,9.055385,11.431821,high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_17_2,17,2,198,0.08758,0.451751,7.833779,20.674215,clinic_c,8.062258,9.135279,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_17_3,17,3,215,0.076124,0.52391,8.574647,24.79516,clinic_c,7.071068,8.334897,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_17_4,17,4,261,0.091765,0.543559,13.018571,30.705124,clinic_c,6.082763,8.232108,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_17_5,17,5,279,0.196257,0.648491,35.508624,39.808442,clinic_c,5.09902,6.836821,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_17_6,17,6,265,0.249887,0.514322,34.058373,55.133794,clinic_c,4.123106,4.720864,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_17_7,17,7,309,0.284536,0.680389,59.82087,83.921686,clinic_c,3.162278,3.638647,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_17_8,17,8,333,0.374877,0.548568,68.479969,145.047752,clinic_c,2.236068,2.280076,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_17_9,17,9,347,0.503936,0.731689,127.947452,278.946623,clinic_c,1.414214,1.239522,high_risk
high_vulnerability_system,high_vulnerability_system_cell_17_10,17,10,336,0.630818,0.800577,169.686264,412.930817,clinic_c,1.0,0.81173,high_risk
high_vulnerability_system,high_vulnerability_system_cell_17_11,17,11,351,0.880141,0.805457,248.829273,280.381093,clinic_c,1.414214,1.247419,high_risk
high_vulnerability_system,high_vulnerability_system_cell_17_12,17,12,383,0.965148,0.627484,231.950442,148.017366,clinic_c,2.236068,2.57017,high_risk
high_vulnerability_system,high_vulnerability_system_cell_17_13,17,13,427,0.673967,0.666179,191.715477,88.623758,clinic_c,3.162278,4.764362,high_risk
high_vulnerability_system,high_vulnerability_system_cell_17_14,17,14,409,0.463621,0.723706,137.229969,61.852975,clinic_c,4.123106,6.50725,high_risk
high_vulnerability_system,high_vulnerability_system_cell_17_15,17,15,374,0.334196,0.796668,99.574985,48.898669,clinic_c,5.09902,7.49519,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_17_16,17,16,390,0.243778,0.784403,74.575851,42.554714,clinic_c,6.082763,8.954255,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_17_17,17,17,364,0.228925,0.651455,54.284887,39.758279,clinic_d,6.403124,8.930701,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_17_18,17,18,293,0.18695,0.714529,39.139391,38.941403,clinic_d,5.830952,7.335746,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_17_19,17,19,320,0.183471,0.651127,38.228234,39.019948,clinic_d,5.385165,7.996012,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_17_20,17,20,261,0.100415,0.578949,15.173315,39.000952,clinic_d,5.09902,6.524845,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_17_21,17,21,265,0.056725,0.670139,10.073585,38.015752,clinic_d,5.0,6.792129,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_17_22,17,22,250,0.072958,0.598737,10.920684,35.662649,clinic_d,5.09902,6.818929,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_17_23,17,23,212,0.052476,0.504274,5.610008,32.202546,clinic_d,5.385165,6.385053,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_17_24,17,24,213,0.069029,0.509119,7.485701,28.269786,clinic_d,5.830952,7.277129,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_17_25,17,25,215,0.045626,0.46186,4.530639,24.429869,clinic_d,6.403124,8.454625,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_18_1,18,1,218,0.065328,0.507225,7.223594,17.037792,clinic_c,9.0,12.085737,high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_18_2,18,2,218,0.042414,0.386681,3.575341,20.070139,clinic_c,8.0,10.346396,high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_18_3,18,3,186,0.12956,0.454624,10.955627,24.24623,clinic_c,7.0,7.367437,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_18_4,18,4,229,0.175967,0.631808,25.459559,30.351099,clinic_c,6.0,7.304369,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_18_5,18,5,214,0.133796,0.572806,16.400802,39.981154,clinic_c,5.0,5.221912,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_18_6,18,6,281,0.247022,0.624673,43.360533,56.757186,clinic_c,4.0,4.865195,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_18_7,18,7,302,0.229718,0.618233,42.889926,90.200217,clinic_c,3.0,3.311396,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_18_8,18,8,322,0.300157,0.693155,66.993766,170.736692,clinic_c,2.0,1.874963,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_18_9,18,9,312,0.453401,0.68167,96.429824,411.335493,clinic_c,1.0,0.756665,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_18_10,18,10,357,0.578835,0.662441,136.889517,812.033327,clinic_c,0.0,0.439096,high_risk
high_vulnerability_system,high_vulnerability_system_cell_18_11,18,11,316,0.770564,0.650773,158.46194,412.876619,clinic_c,1.0,0.763513,high_risk
high_vulnerability_system,high_vulnerability_system_cell_18_12,18,12,346,0.988848,0.605073,207.020584,173.923028,clinic_c,2.0,1.978013,high_risk
high_vulnerability_system,high_vulnerability_system_cell_18_13,18,13,383,0.854538,0.682348,223.324572,95.244261,clinic_c,3.0,3.979458,high_risk
high_vulnerability_system,high_vulnerability_system_cell_18_14,18,14,363,0.540079,0.775237,151.984266,63.98921,clinic_c,4.0,5.585543,high_risk
high_vulnerability_system,high_vulnerability_system_cell_18_15,18,15,365,0.392486,0.744589,106.667819,49.863617,clinic_c,5.0,7.176053,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_18_16,18,16,364,0.277061,0.611241,61.643901,43.49237,clinic_c,6.0,8.181178,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_18_17,18,17,276,0.287234,0.536122,42.501981,41.387156,clinic_d,5.656854,6.511406,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_18_18,18,18,291,0.239684,0.687602,47.9589,41.962843,clinic_d,5.0,6.773295,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_18_19,18,19,294,0.197344,0.502268,29.141156,44.051814,clinic_d,4.472136,6.525819,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_18_20,18,20,243,0.153002,0.500216,18.597805,46.084416,clinic_d,4.123106,5.160943,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_18_21,18,21,260,0.104778,0.492396,13.41406,46.078948,clinic_d,4.0,5.522638,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_18_22,18,22,235,0.100965,0.479579,11.378801,42.965835,clinic_d,4.123106,5.345059,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_18_23,18,23,194,0.123463,0.504538,12.084592,37.619048,clinic_d,4.472136,5.023428,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_18_24,18,24,221,0.132592,0.626963,18.371806,31.746198,clinic_d,5.0,6.748875,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_18_25,18,25,177,0.06897,0.421874,5.150115,26.46102,clinic_d,5.656854,6.4455,standard_monitoring
high_vulnerability_system,high_vulnerability_system_cell_19_1,19,1,171,0.137232,0.559877,13.138444,16.319047,clinic_c,9.055385,9.873523,high_service_gap
high_vulnerability_system,high_vulnerability_system_cell_19_2,19,2,224,0.125849,0.390846,11.018038,19.223685,clinic_c,8.062258,11.076122,high_service_gap
