scenario,time,exponential,logistic,delayed_feedback,delayed_state,delayed_feedback_inflow,delayed_feedback_outflow,shock
higher_growth,62,250.0,79.27669,250.0,250.0,26.25,11.7,0.0
higher_growth,63,250.0,79.351951,250.0,250.0,26.25,11.7,0.0
higher_growth,64,250.0,79.419445,250.0,250.0,26.25,11.7,0.0
higher_growth,65,250.0,79.479961,250.0,250.0,26.25,11.7,0.0
higher_growth,66,250.0,79.53421,250.0,250.0,26.25,11.7,0.0
higher_growth,67,250.0,79.582833,250.0,250.0,26.25,11.7,0.0
higher_growth,68,250.0,79.626407,250.0,250.0,26.25,11.7,0.0
higher_growth,69,250.0,79.665452,250.0,250.0,26.25,11.7,0.0
higher_growth,70,250.0,79.700432,250.0,250.0,26.25,11.7,0.0
higher_growth,71,250.0,79.731769,250.0,250.0,26.25,11.7,0.0
higher_growth,72,250.0,79.759839,250.0,250.0,26.25,11.7,0.0
higher_growth,73,250.0,79.78498,250.0,250.0,26.25,11.7,0.0
higher_growth,74,250.0,79.807496,250.0,250.0,26.25,11.7,0.0
higher_growth,75,250.0,79.827661,250.0,250.0,26.25,11.7,0.0
higher_growth,76,250.0,79.845717,250.0,250.0,26.25,11.7,0.0
higher_growth,77,250.0,79.861886,250.0,250.0,26.25,11.7,0.0
higher_growth,78,250.0,79.876363,250.0,250.0,26.25,11.7,0.0
higher_growth,79,250.0,79.889325,250.0,250.0,26.25,11.7,0.0
higher_growth,80,250.0,79.900929,250.0,250.0,26.25,11.7,0.0
higher_growth,81,250.0,79.911319,250.0,250.0,26.25,11.7,0.0
higher_growth,82,250.0,79.92062,250.0,250.0,26.25,11.7,0.0
higher_growth,83,250.0,79.928947,250.0,250.0,26.25,11.7,0.0
higher_growth,84,250.0,79.936401,250.0,250.0,26.25,11.7,0.0
higher_growth,85,250.0,79.943073,250.0,250.0,26.25,11.7,0.0
higher_growth,86,250.0,79.949046,250.0,250.0,26.25,11.7,0.0
higher_growth,87,250.0,79.954393,250.0,250.0,26.25,11.7,0.0
higher_growth,88,250.0,79.959179,250.0,250.0,26.25,11.7,0.0
higher_growth,89,250.0,79.963463,250.0,250.0,26.25,11.7,0.0
higher_growth,90,250.0,79.967298,250.0,250.0,26.25,11.7,-8.0
higher_growth,91,250.0,79.97073,250.0,250.0,26.25,11.7,0.0
higher_growth,92,250.0,79.973802,250.0,250.0,26.25,11.7,0.0
higher_growth,93,250.0,79.976552,250.0,250.0,26.25,11.7,0.0
higher_growth,94,250.0,79.979013,250.0,250.0,26.25,11.7,0.0
higher_growth,95,250.0,79.981216,250.0,250.0,26.25,11.7,0.0
higher_growth,96,250.0,79.983188,250.0,250.0,26.25,11.7,0.0
higher_growth,97,250.0,79.984953,250.0,250.0,26.25,11.7,0.0
higher_growth,98,250.0,79.986533,250.0,250.0,26.25,11.7,0.0
higher_growth,99,250.0,79.987947,250.0,250.0,26.25,11.7,0.0
higher_growth,100,250.0,79.989212,250.0,250.0,26.25,11.7,0.0
higher_growth,101,250.0,79.990345,250.0,250.0,26.25,11.7,0.0
higher_growth,102,250.0,79.991358,250.0,250.0,26.25,11.7,0.0
higher_growth,103,250.0,79.992266,250.0,250.0,26.25,11.7,0.0
higher_growth,104,250.0,79.993078,250.0,250.0,26.25,11.7,0.0
higher_growth,105,250.0,79.993804,250.0,250.0,26.25,11.7,0.0
higher_growth,106,250.0,79.994455,250.0,250.0,26.25,11.7,0.0
higher_growth,107,250.0,79.995037,250.0,250.0,26.25,11.7,0.0
higher_growth,108,250.0,79.995558,250.0,250.0,26.25,11.7,0.0
higher_growth,109,250.0,79.996025,250.0,250.0,26.25,11.7,0.0
higher_growth,110,250.0,79.996442,250.0,250.0,26.25,11.7,0.0
higher_growth,111,250.0,79.996816,250.0,250.0,26.25,11.7,0.0
higher_growth,112,250.0,79.99715,250.0,250.0,26.25,11.7,0.0
higher_growth,113,250.0,79.997449,250.0,250.0,26.25,11.7,0.0
higher_growth,114,250.0,79.997717,250.0,250.0,26.25,11.7,0.0
higher_growth,115,250.0,79.997957,250.0,250.0,26.25,11.7,0.0
higher_growth,116,250.0,79.998171,250.0,250.0,26.25,11.7,0.0
higher_growth,117,250.0,79.998363,250.0,250.0,26.25,11.7,0.0
higher_growth,118,250.0,79.998535,250.0,250.0,26.25,11.7,0.0
higher_growth,119,250.0,79.998689,250.0,250.0,26.25,11.7,0.0
higher_growth,120,250.0,79.998827,250.0,250.0,26.25,11.7,0.0
higher_growth,121,250.0,79.99895,250.0,250.0,26.25,11.7,0.0
higher_growth,122,250.0,79.99906,250.0,250.0,26.25,11.7,0.0
higher_growth,123,250.0,79.999159,250.0,250.0,26.25,11.7,0.0
higher_growth,124,250.0,79.999247,250.0,250.0,26.25,11.7,0.0
higher_growth,125,250.0,79.999326,250.0,250.0,26.25,11.7,0.0
higher_growth,126,250.0,79.999397,250.0,250.0,26.25,11.7,0.0
higher_growth,127,250.0,79.99946,250.0,250.0,26.25,11.7,0.0
higher_growth,128,250.0,79.999517,250.0,250.0,26.25,11.7,0.0
higher_growth,129,250.0,79.999568,250.0,250.0,26.25,11.7,0.0
higher_growth,130,250.0,79.999613,250.0,250.0,26.25,11.7,0.0
higher_growth,131,250.0,79.999654,250.0,250.0,26.25,11.7,0.0
higher_growth,132,250.0,79.99969,250.0,250.0,26.25,11.7,0.0
higher_growth,133,250.0,79.999723,250.0,250.0,26.25,11.7,0.0
higher_growth,134,250.0,79.999752,250.0,250.0,26.25,11.7,0.0
higher_growth,135,250.0,79.999778,250.0,250.0,26.25,11.7,0.0
higher_growth,136,250.0,79.999801,250.0,250.0,26.25,11.7,0.0
higher_growth,137,250.0,79.999822,250.0,250.0,26.25,11.7,0.0
higher_growth,138,250.0,79.999841,250.0,250.0,26.25,11.7,0.0
higher_growth,139,250.0,79.999857,250.0,250.0,26.25,11.7,0.0
higher_growth,140,250.0,79.999872,250.0,250.0,26.25,11.7,0.0
higher_growth,141,250.0,79.999886,250.0,250.0,26.25,11.7,0.0
higher_growth,142,250.0,79.999898,250.0,250.0,26.25,11.7,0.0
higher_growth,143,250.0,79.999909,250.0,250.0,26.25,11.7,0.0
higher_growth,144,250.0,79.999918,250.0,250.0,26.25,11.7,0.0
higher_growth,145,250.0,79.999927,250.0,250.0,26.25,11.7,0.0
higher_growth,146,250.0,79.999934,250.0,250.0,26.25,11.7,0.0
higher_growth,147,250.0,79.999941,250.0,250.0,26.25,11.7,0.0
higher_growth,148,250.0,79.999947,250.0,250.0,26.25,11.7,0.0
higher_growth,149,250.0,79.999953,250.0,250.0,26.25,11.7,0.0
higher_growth,150,250.0,79.999958,250.0,250.0,26.25,11.7,0.0
higher_growth,151,250.0,79.999962,250.0,250.0,26.25,11.7,0.0
higher_growth,152,250.0,79.999966,250.0,250.0,26.25,11.7,0.0
higher_growth,153,250.0,79.99997,250.0,250.0,26.25,11.7,0.0
higher_growth,154,250.0,79.999973,250.0,250.0,26.25,11.7,0.0
higher_growth,155,250.0,79.999976,250.0,250.0,26.25,11.7,0.0
higher_growth,156,250.0,79.999978,250.0,250.0,26.25,11.7,0.0
higher_growth,157,250.0,79.999981,250.0,250.0,26.25,11.7,0.0
higher_growth,158,250.0,79.999983,250.0,250.0,26.25,11.7,0.0
higher_growth,159,250.0,79.999984,250.0,250.0,26.25,11.7,0.0
higher_growth,160,250.0,79.999986,250.0,250.0,26.25,11.7,0.0
lower_carrying_capacity,0,10.0,10.0,10.0,10.0,0.8,0.0,0.0
lower_carrying_capacity,1,10.8,10.666667,10.8,10.0,0.864,0.0,0.0
lower_carrying_capacity,2,11.664,11.368296,11.664,10.0,0.93312,0.0,0.0
lower_carrying_capacity,3,12.59712,12.105442,12.59712,10.0,1.00777,0.0,0.0
lower_carrying_capacity,4,13.60489,12.878489,13.60489,10.0,1.088391,0.0,0.0
lower_carrying_capacity,5,14.693281,13.687627,14.693281,10.0,1.175462,0.0,0.0
lower_carrying_capacity,6,15.868743,14.532836,15.868743,10.0,1.269499,0.0,0.0
lower_carrying_capacity,7,17.138243,15.413858,17.138243,10.0,1.371059,0.0,0.0
lower_carrying_capacity,8,18.509302,16.330184,18.509302,10.8,1.480744,0.0,0.0
lower_carrying_capacity,9,19.990046,17.281033,19.990046,11.664,1.599204,0.0,0.0
lower_carrying_capacity,10,21.58925,18.265336,21.58925,12.59712,1.72714,0.0,0.0
lower_carrying_capacity,11,23.31639,19.281733,23.31639,13.60489,1.865311,0.0,0.0
lower_carrying_capacity,12,25.181701,20.328558,25.181701,14.693281,2.014536,0.0,0.0
lower_carrying_capacity,13,27.196237,21.403843,27.196237,15.868743,2.175699,0.0,0.0
lower_carrying_capacity,14,29.371936,22.505317,29.371936,17.138243,2.349755,0.0,0.0
lower_carrying_capacity,15,31.721691,23.630424,31.721691,18.509302,2.537735,0.0,0.0
lower_carrying_capacity,16,34.259426,24.776328,34.259426,19.990046,2.740754,0.0,0.0
lower_carrying_capacity,17,37.000181,25.939946,37.000181,21.58925,2.960014,0.0,0.0
lower_carrying_capacity,18,39.960195,27.117967,39.960195,23.31639,3.196816,0.0,0.0
lower_carrying_capacity,19,43.157011,28.306893,43.157011,25.181701,3.452561,0.0,0.0
lower_carrying_capacity,20,46.609571,29.50307,46.609571,27.196237,3.728766,0.0,0.0
lower_carrying_capacity,21,50.338337,30.702741,50.338337,29.371936,4.027067,0.0,0.0
lower_carrying_capacity,22,54.365404,31.902083,54.365404,31.721691,4.349232,0.0,0.0
lower_carrying_capacity,23,58.714636,33.097259,58.714636,34.259426,4.697171,0.0,0.0
lower_carrying_capacity,24,63.411807,34.284468,63.411807,37.000181,5.072945,0.0,0.0
lower_carrying_capacity,25,68.484752,35.459993,68.484752,39.960195,5.47878,0.0,0.0
lower_carrying_capacity,26,73.963532,36.620244,73.963532,43.157011,5.917083,0.0,0.0
lower_carrying_capacity,27,79.880615,37.761807,79.880615,46.609571,6.390449,0.0,0.0
lower_carrying_capacity,28,86.271064,38.881479,86.271064,50.338337,6.901685,0.0,0.0
lower_carrying_capacity,29,93.172749,39.976305,93.172749,54.365404,7.45382,0.0,0.0
lower_carrying_capacity,30,100.626569,41.043603,100.626569,58.714636,8.050126,0.222878,0.0
lower_carrying_capacity,31,108.676694,42.080988,108.453816,63.411807,8.676305,0.504708,0.0
lower_carrying_capacity,32,117.37083,43.086388,116.625413,68.484752,9.330033,0.809085,0.0
lower_carrying_capacity,33,126.760496,44.05805,125.146361,73.963532,10.011709,1.137812,0.0
lower_carrying_capacity,34,136.901336,44.994545,134.020258,79.880615,10.721621,1.492837,0.0
lower_carrying_capacity,35,147.853443,45.894763,143.249042,86.271064,11.459923,1.876264,0.0
lower_carrying_capacity,36,159.681718,46.757905,152.832701,93.172749,12.226616,2.290365,0.0
lower_carrying_capacity,37,172.456256,47.583468,162.768952,100.626569,13.021516,2.737594,0.0
lower_carrying_capacity,38,186.252756,48.371231,173.052874,108.453816,13.84423,3.207229,0.0
lower_carrying_capacity,39,201.152977,49.121228,183.689875,116.625413,14.69519,3.697525,0.0
lower_carrying_capacity,40,217.245215,49.833733,194.687541,125.146361,15.575003,4.208782,0.0
lower_carrying_capacity,41,234.624832,50.50923,206.053762,134.020258,16.484301,4.741215,0.0
lower_carrying_capacity,42,250.0,51.148392,217.796848,143.249042,17.423748,5.294943,0.0
lower_carrying_capacity,43,250.0,51.752053,229.925653,152.832701,18.394052,5.869962,0.0
lower_carrying_capacity,44,250.0,52.321184,242.449743,162.768952,19.395979,6.466137,0.0
lower_carrying_capacity,45,250.0,52.85687,250.0,173.052874,20.0,7.083172,0.0
lower_carrying_capacity,46,250.0,53.360288,250.0,183.689875,20.0,7.721393,0.0
lower_carrying_capacity,47,250.0,53.832684,250.0,194.687541,20.0,8.381252,0.0
lower_carrying_capacity,48,250.0,54.275355,250.0,206.053762,20.0,9.063226,0.0
lower_carrying_capacity,49,250.0,54.689631,250.0,217.796848,20.0,9.767811,0.0
lower_carrying_capacity,50,250.0,55.07686,250.0,229.925653,20.0,10.495539,0.0
lower_carrying_capacity,51,250.0,55.438395,250.0,242.449743,20.0,11.246985,0.0
lower_carrying_capacity,52,250.0,55.775579,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,53,250.0,56.089739,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,54,250.0,56.382173,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,55,250.0,56.654147,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,56,250.0,56.906889,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,57,250.0,57.141582,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,58,250.0,57.359361,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,59,250.0,57.561315,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,60,250.0,57.74848,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,61,250.0,57.921843,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,62,250.0,58.082337,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,63,250.0,58.230847,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,64,250.0,58.368206,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,65,250.0,58.495199,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,66,250.0,58.612564,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,67,250.0,58.720992,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,68,250.0,58.821132,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,69,250.0,58.913588,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,70,250.0,58.998927,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,71,250.0,59.077677,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,72,250.0,59.150328,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,73,250.0,59.21734,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,74,250.0,59.279136,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,75,250.0,59.336112,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,76,250.0,59.388635,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,77,250.0,59.437046,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,78,250.0,59.48166,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,79,250.0,59.522769,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,80,250.0,59.560644,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,81,250.0,59.595535,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,82,250.0,59.627674,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,83,250.0,59.657275,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,84,250.0,59.684537,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,85,250.0,59.709641,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,86,250.0,59.732757,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,87,250.0,59.754041,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,88,250.0,59.773637,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,89,250.0,59.791678,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,90,250.0,59.808286,250.0,250.0,20.0,11.7,-8.0
lower_carrying_capacity,91,250.0,59.823574,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,92,250.0,59.837647,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,93,250.0,59.8506,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,94,250.0,59.862522,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,95,250.0,59.873495,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,96,250.0,59.883594,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,97,250.0,59.892889,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,98,250.0,59.901442,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,99,250.0,59.909314,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,100,250.0,59.916558,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,101,250.0,59.923224,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,102,250.0,59.929358,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,103,250.0,59.935003,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,104,250.0,59.940197,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,105,250.0,59.944976,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,106,250.0,59.949374,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,107,250.0,59.953421,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,108,250.0,59.957144,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,109,250.0,59.96057,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,110,250.0,59.963723,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,111,250.0,59.966623,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,112,250.0,59.969292,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,113,250.0,59.971747,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,114,250.0,59.974006,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,115,250.0,59.976085,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,116,250.0,59.977997,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,117,250.0,59.979757,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,118,250.0,59.981376,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,119,250.0,59.982865,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,120,250.0,59.984236,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,121,250.0,59.985496,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,122,250.0,59.986656,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,123,250.0,59.987724,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,124,250.0,59.988706,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,125,250.0,59.989609,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,126,250.0,59.99044,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,127,250.0,59.991205,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,128,250.0,59.991908,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,129,250.0,59.992556,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,130,250.0,59.993151,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,131,250.0,59.993699,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,132,250.0,59.994203,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,133,250.0,59.994667,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,134,250.0,59.995093,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,135,250.0,59.995486,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,136,250.0,59.995847,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,137,250.0,59.996179,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,138,250.0,59.996485,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,139,250.0,59.996766,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,140,250.0,59.997025,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,141,250.0,59.997263,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,142,250.0,59.997482,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,143,250.0,59.997683,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,144,250.0,59.997868,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,145,250.0,59.998039,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,146,250.0,59.998196,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,147,250.0,59.99834,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,148,250.0,59.998473,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,149,250.0,59.998595,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,150,250.0,59.998708,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,151,250.0,59.998811,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,152,250.0,59.998906,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,153,250.0,59.998994,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,154,250.0,59.999074,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,155,250.0,59.999148,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,156,250.0,59.999216,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,157,250.0,59.999279,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,158,250.0,59.999337,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,159,250.0,59.99939,250.0,250.0,20.0,11.7,0.0
lower_carrying_capacity,160,250.0,59.999439,250.0,250.0,20.0,11.7,0.0
strong_balancing,0,10.0,10.0,10.0,10.0,0.8,0.0,0.0
strong_balancing,1,10.8,10.7,10.8,10.0,0.864,0.0,0.0
strong_balancing,2,11.664,11.44151,11.664,10.0,0.93312,0.0,0.0
strong_balancing,3,12.59712,12.225923,12.59712,10.0,1.00777,0.0,0.0
strong_balancing,4,13.60489,13.054523,13.60489,10.0,1.088391,0.0,0.0
strong_balancing,5,14.693281,13.928465,14.693281,10.0,1.175462,0.0,0.0
strong_balancing,6,15.868743,14.84874,15.868743,10.0,1.269499,0.0,0.0
strong_balancing,7,17.138243,15.816154,17.138243,10.0,1.371059,0.0,0.0
strong_balancing,8,18.509302,16.831295,18.509302,10.8,1.480744,0.0,0.0
strong_balancing,9,19.990046,17.894506,19.990046,11.664,1.599204,0.0,0.0
strong_balancing,10,21.58925,19.005854,21.58925,12.59712,1.72714,0.0,0.0
strong_balancing,11,23.31639,20.165099,23.31639,13.60489,1.865311,0.0,0.0
strong_balancing,12,25.181701,21.371676,25.181701,14.693281,2.014536,0.0,0.0
strong_balancing,13,27.196237,22.624662,27.196237,15.868743,2.175699,0.0,0.0
strong_balancing,14,29.371936,23.922759,29.371936,17.138243,2.349755,0.0,0.0
strong_balancing,15,31.721691,25.264282,31.721691,18.509302,2.537735,0.0,0.0
strong_balancing,16,34.259426,26.64714,34.259426,19.990046,2.740754,0.0,0.0
strong_balancing,17,37.000181,28.068841,37.000181,21.58925,2.960014,0.0,0.0
strong_balancing,18,39.960195,29.526489,39.960195,23.31639,3.196816,0.0,0.0
strong_balancing,19,43.157011,31.016794,43.157011,25.181701,3.452561,0.0,0.0
strong_balancing,20,46.609571,32.536096,46.609571,27.196237,3.728766,0.0,0.0
strong_balancing,21,50.338337,34.080386,50.338337,29.371936,4.027067,0.0,0.0
strong_balancing,22,54.365404,35.645345,54.365404,31.721691,4.349232,0.0,0.0
strong_balancing,23,58.714636,37.226382,58.714636,34.259426,4.697171,0.0,0.0
strong_balancing,24,63.411807,38.818689,63.411807,37.000181,5.072945,0.0,0.0
strong_balancing,25,68.484752,40.417293,68.484752,39.960195,5.47878,0.0,0.0
strong_balancing,26,73.963532,42.017119,73.963532,43.157011,5.917083,0.0,0.0
strong_balancing,27,79.880615,43.61305,79.880615,46.609571,6.390449,0.0,0.0
strong_balancing,28,86.271064,45.199996,86.271064,50.338337,6.901685,0.0,0.0
strong_balancing,29,93.172749,46.772956,93.172749,54.365404,7.45382,0.0,0.0
strong_balancing,30,100.626569,48.327083,100.626569,58.714636,8.050126,0.334317,0.0
strong_balancing,31,108.676694,49.857743,108.342377,63.411807,8.66739,0.757063,0.0
strong_balancing,32,117.37083,51.360568,116.252705,68.484752,9.300216,1.213628,0.0
strong_balancing,33,126.760496,52.831505,124.339293,73.963532,9.947143,1.706718,0.0
strong_balancing,34,136.901336,54.266858,132.579719,79.880615,10.606378,2.239255,0.0
strong_balancing,35,147.853443,55.663315,140.946841,86.271064,11.275747,2.814396,0.0
strong_balancing,36,159.681718,57.017975,149.408193,93.172749,11.952655,3.435547,0.0
strong_balancing,37,172.456256,58.328364,157.925301,100.626569,12.634024,4.106391,0.0
strong_balancing,38,186.252756,59.592435,166.452933,108.342377,13.316235,4.800814,0.0
strong_balancing,39,201.152977,60.808571,174.968354,116.252705,13.997468,5.512743,0.0
strong_balancing,40,217.245215,61.975575,183.453079,124.339293,14.676246,6.240536,0.0
strong_balancing,41,234.624832,63.092649,191.888789,132.579719,15.351103,6.982175,0.0
strong_balancing,42,250.0,64.159378,200.257717,140.946841,16.020617,7.735216,0.0
strong_balancing,43,250.0,65.175703,208.543119,149.408193,16.68345,8.496737,0.0
strong_balancing,44,250.0,66.141887,216.729831,157.925301,17.338387,9.263277,0.0
strong_balancing,45,250.0,67.058489,224.804941,166.452933,17.984395,10.030764,0.0
strong_balancing,46,250.0,67.926327,232.758572,174.968354,18.620686,10.797152,0.0
strong_balancing,47,250.0,68.746447,240.582106,183.453079,19.246568,11.560777,0.0
strong_balancing,48,250.0,69.520089,248.267897,191.888789,19.861432,12.319991,0.0
strong_balancing,49,250.0,70.248653,250.0,200.257717,20.0,13.073195,0.0
strong_balancing,50,250.0,70.933672,250.0,208.543119,20.0,13.818881,0.0
strong_balancing,51,250.0,71.57678,250.0,216.729831,20.0,14.555685,0.0
strong_balancing,52,250.0,72.179687,250.0,224.804941,20.0,15.282445,0.0
strong_balancing,53,250.0,72.744155,250.0,232.758572,20.0,15.998271,0.0
strong_balancing,54,250.0,73.271975,250.0,240.582106,20.0,16.70239,0.0
strong_balancing,55,250.0,73.764951,250.0,248.267897,20.0,17.394111,0.0
strong_balancing,56,250.0,74.224879,250.0,250.0,20.0,17.55,0.0
strong_balancing,57,250.0,74.653537,250.0,250.0,20.0,17.55,0.0
strong_balancing,58,250.0,75.052669,250.0,250.0,20.0,17.55,0.0
strong_balancing,59,250.0,75.423979,250.0,250.0,20.0,17.55,0.0
strong_balancing,60,250.0,75.769121,250.0,250.0,20.0,17.55,0.0
strong_balancing,61,250.0,76.089691,250.0,250.0,20.0,17.55,0.0
strong_balancing,62,250.0,76.387225,250.0,250.0,20.0,17.55,0.0
strong_balancing,63,250.0,76.663195,250.0,250.0,20.0,17.55,0.0
strong_balancing,64,250.0,76.919005,250.0,250.0,20.0,17.55,0.0
strong_balancing,65,250.0,77.155992,250.0,250.0,20.0,17.55,0.0
strong_balancing,66,250.0,77.375424,250.0,250.0,20.0,17.55,0.0
strong_balancing,67,250.0,77.578502,250.0,250.0,20.0,17.55,0.0
strong_balancing,68,250.0,77.766358,250.0,250.0,20.0,17.55,0.0
strong_balancing,69,250.0,77.94006,250.0,250.0,20.0,17.55,0.0
strong_balancing,70,250.0,78.100612,250.0,250.0,20.0,17.55,0.0
strong_balancing,71,250.0,78.248956,250.0,250.0,20.0,17.55,0.0
strong_balancing,72,250.0,78.385973,250.0,250.0,20.0,17.55,0.0
strong_balancing,73,250.0,78.51249,250.0,250.0,20.0,17.55,0.0
strong_balancing,74,250.0,78.629278,250.0,250.0,20.0,17.55,0.0
strong_balancing,75,250.0,78.737057,250.0,250.0,20.0,17.55,0.0
strong_balancing,76,250.0,78.836497,250.0,250.0,20.0,17.55,0.0
strong_balancing,77,250.0,78.928224,250.0,250.0,20.0,17.55,0.0
strong_balancing,78,250.0,79.012817,250.0,250.0,20.0,17.55,0.0
strong_balancing,79,250.0,79.090817,250.0,250.0,20.0,17.55,0.0
strong_balancing,80,250.0,79.162725,250.0,250.0,20.0,17.55,0.0
strong_balancing,81,250.0,79.229006,250.0,250.0,20.0,17.55,0.0
