agent_id,group,threshold,perceived_benefit,cost_sensitivity,trust,resistance,adopted,scenario,degree
30,high_barrier,0.663539,0.488754,0.886024,0.208262,0.559101,0,trust_and_resistance,2
31,early_access,0.498787,0.744963,0.419573,0.475249,0.186301,0,trust_and_resistance,4
32,mainstream,0.467409,0.551426,0.556499,0.344851,0.316065,0,trust_and_resistance,2
33,high_barrier,0.621298,0.520886,0.693143,0.368483,0.750872,0,trust_and_resistance,4
34,early_access,0.267714,0.621401,0.495762,0.406239,0.189694,0,trust_and_resistance,6
35,mainstream,0.680654,0.621313,0.511979,0.471001,0.492249,0,trust_and_resistance,4
36,high_barrier,0.657123,0.333926,0.770955,0.258864,0.613459,0,trust_and_resistance,1
37,early_access,0.432269,0.752009,0.599775,0.37989,0.270786,0,trust_and_resistance,3
38,mainstream,0.501791,0.708502,0.425733,0.335772,0.384584,0,trust_and_resistance,6
39,high_barrier,0.726564,0.397491,0.701175,0.372543,0.605096,0,trust_and_resistance,2
40,early_access,0.465337,0.715098,0.291694,0.584837,0.400808,0,trust_and_resistance,7
41,mainstream,0.690699,0.72791,0.656748,0.330336,0.395692,0,trust_and_resistance,1
42,high_barrier,0.664124,0.440364,0.627574,0.248717,0.794858,1,trust_and_resistance,4
43,early_access,0.316301,0.785221,0.425153,0.453734,0.437195,0,trust_and_resistance,6
44,mainstream,0.698627,0.61673,0.606587,0.327716,0.339012,0,trust_and_resistance,10
45,high_barrier,0.890613,0.502713,0.813745,0.332664,0.470008,0,trust_and_resistance,2
46,early_access,0.396044,0.700855,0.556398,0.393316,0.438234,0,trust_and_resistance,5
47,mainstream,0.424033,0.505747,0.559088,0.446111,0.320561,0,trust_and_resistance,4
48,high_barrier,0.635966,0.611601,0.699793,0.297753,0.666784,0,trust_and_resistance,3
49,early_access,0.354806,0.725102,0.447519,0.570146,0.211278,0,trust_and_resistance,3
50,mainstream,0.614858,0.521606,0.482378,0.44531,0.339999,0,trust_and_resistance,6
51,high_barrier,0.694853,0.563153,0.632929,0.26676,0.799459,1,trust_and_resistance,3
52,early_access,0.499024,0.571978,0.345341,0.417833,0.429978,0,trust_and_resistance,1
53,mainstream,0.664259,0.713781,0.472267,0.328387,0.500123,0,trust_and_resistance,3
54,high_barrier,0.811062,0.514087,0.985085,0.31128,0.452738,0,trust_and_resistance,3
55,early_access,0.454276,0.639814,0.493919,0.571107,0.190287,0,trust_and_resistance,6
56,mainstream,0.434629,0.482111,0.542991,0.354459,0.431449,0,trust_and_resistance,1
57,high_barrier,0.815284,0.371259,0.849181,0.222556,0.620986,0,trust_and_resistance,4
58,early_access,0.476334,0.803831,0.305459,0.453864,0.233004,0,trust_and_resistance,1
59,mainstream,0.401064,0.681336,0.575289,0.352095,0.472369,0,trust_and_resistance,2
60,high_barrier,0.765504,0.44969,0.608722,0.179618,0.759087,0,trust_and_resistance,2
61,early_access,0.475982,0.713677,0.550417,0.490021,0.194428,0,trust_and_resistance,4
62,mainstream,0.438234,0.542478,0.676108,0.473618,0.508211,0,trust_and_resistance,8
63,high_barrier,0.869677,0.373527,0.701069,0.185886,0.723041,0,trust_and_resistance,6
64,early_access,0.471034,0.671913,0.479818,0.392661,0.428964,0,trust_and_resistance,7
65,mainstream,0.659382,0.742862,0.642147,0.493022,0.257436,0,trust_and_resistance,2
66,high_barrier,0.820969,0.416265,0.963365,0.345008,0.752422,0,trust_and_resistance,2
67,early_access,0.452687,0.630042,0.534833,0.382091,0.41165,0,trust_and_resistance,4
68,mainstream,0.657578,0.51673,0.644386,0.397219,0.341557,0,trust_and_resistance,3
69,high_barrier,0.838604,0.379658,0.614111,0.206437,0.564892,0,trust_and_resistance,6
70,early_access,0.466088,0.840067,0.367111,0.503437,0.269904,0,trust_and_resistance,3
71,mainstream,0.694345,0.610865,0.691606,0.31874,0.54112,0,trust_and_resistance,4
72,high_barrier,0.65357,0.636887,0.707204,0.187162,0.602097,0,trust_and_resistance,4
73,early_access,0.432136,0.644103,0.475049,0.473849,0.265559,0,trust_and_resistance,1
74,mainstream,0.572976,0.526417,0.602882,0.292885,0.527673,0,trust_and_resistance,6
75,high_barrier,0.761536,0.5518,0.890651,0.315068,0.577478,0,trust_and_resistance,6
76,early_access,0.267493,0.749271,0.383966,0.428916,0.404405,0,trust_and_resistance,1
77,mainstream,0.615926,0.540097,0.449075,0.38541,0.37072,0,trust_and_resistance,2
78,high_barrier,0.688697,0.344551,0.766872,0.376433,0.687061,0,trust_and_resistance,5
79,early_access,0.475701,0.734654,0.374314,0.482156,0.150122,0,trust_and_resistance,4
80,mainstream,0.486074,0.578966,0.553295,0.441446,0.389496,0,trust_and_resistance,2
81,high_barrier,0.732648,0.374795,0.787177,0.367518,0.728609,0,trust_and_resistance,4
82,early_access,0.292423,0.575439,0.4451,0.501494,0.250556,0,trust_and_resistance,4
83,mainstream,0.645527,0.675341,0.589026,0.343606,0.309739,0,trust_and_resistance,1
84,high_barrier,0.607328,0.385695,0.787928,0.355815,0.47549,1,trust_and_resistance,3
85,early_access,0.35361,0.73893,0.339164,0.515921,0.298313,0,trust_and_resistance,4
86,mainstream,0.473195,0.646817,0.332135,0.463345,0.481014,0,trust_and_resistance,5
87,high_barrier,0.631976,0.448801,0.672716,0.380437,0.631285,0,trust_and_resistance,5
88,early_access,0.262555,0.624759,0.554951,0.461345,0.390425,0,trust_and_resistance,4
89,mainstream,0.600273,0.746368,0.559249,0.508634,0.517428,0,trust_and_resistance,2
90,high_barrier,0.783796,0.551746,0.799339,0.351454,0.641755,0,trust_and_resistance,6
91,early_access,0.474302,0.773097,0.431642,0.416466,0.224172,0,trust_and_resistance,2
92,mainstream,0.591298,0.679744,0.530701,0.435085,0.332379,0,trust_and_resistance,3
93,high_barrier,0.623245,0.400005,0.70961,0.235234,0.639053,0,trust_and_resistance,7
94,early_access,0.284594,0.619378,0.504004,0.518211,0.169269,0,trust_and_resistance,6
95,mainstream,0.52228,0.612783,0.490073,0.339555,0.376043,0,trust_and_resistance,6
96,high_barrier,0.871452,0.504428,0.872776,0.357406,0.717958,0,trust_and_resistance,1
97,early_access,0.345095,0.551769,0.391081,0.528915,0.406034,0,trust_and_resistance,2
98,mainstream,0.686029,0.575706,0.617793,0.416745,0.430976,0,trust_and_resistance,3
99,high_barrier,0.666162,0.376798,0.772797,0.169103,0.567645,0,trust_and_resistance,1
100,early_access,0.419785,0.671295,0.329464,0.463832,0.188288,0,trust_and_resistance,4
101,mainstream,0.586677,0.45809,0.481698,0.420899,0.258131,0,trust_and_resistance,3
102,high_barrier,0.792825,0.347495,0.782753,0.17394,0.582686,0,trust_and_resistance,3
103,early_access,0.302915,0.648054,0.526206,0.443751,0.375603,0,trust_and_resistance,6
104,mainstream,0.649577,0.525681,0.361534,0.29691,0.411826,0,trust_and_resistance,5
105,high_barrier,0.899972,0.422486,0.855305,0.340231,0.678114,0,trust_and_resistance,2
106,early_access,0.438558,0.834884,0.340789,0.362136,0.195715,0,trust_and_resistance,6
107,mainstream,0.437866,0.650838,0.547128,0.342087,0.459839,0,trust_and_resistance,3
108,high_barrier,0.830069,0.358726,0.838791,0.332653,0.490087,0,trust_and_resistance,4
109,early_access,0.454825,0.839416,0.310673,0.363342,0.243587,0,trust_and_resistance,3
110,mainstream,0.603204,0.737452,0.482712,0.455166,0.272799,0,trust_and_resistance,2
111,high_barrier,0.807184,0.519535,0.644232,0.338239,0.747603,0,trust_and_resistance,3
112,early_access,0.400103,0.586317,0.599668,0.535549,0.254161,0,trust_and_resistance,2
113,mainstream,0.528513,0.561171,0.524795,0.37013,0.504873,0,trust_and_resistance,2
114,high_barrier,0.846699,0.336939,0.974904,0.307096,0.740048,0,trust_and_resistance,2
115,early_access,0.426827,0.680646,0.517153,0.577145,0.231025,0,trust_and_resistance,1
116,mainstream,0.64246,0.611452,0.516146,0.391593,0.469308,0,trust_and_resistance,4
117,high_barrier,0.680519,0.5981,0.924832,0.182216,0.758571,0,trust_and_resistance,4
118,early_access,0.310966,0.689413,0.47641,0.44372,0.15861,0,trust_and_resistance,4
119,mainstream,0.655286,0.504552,0.411666,0.474007,0.352102,0,trust_and_resistance,8
120,high_barrier,0.864096,0.545414,0.711363,0.164809,0.781822,0,trust_and_resistance,4
1,early_access,0.409857,0.557503,0.315884,0.65953,0.370941,0,bridge_and_equity_seeding,5
2,mainstream,0.60301,0.717654,0.313908,0.627557,0.258939,0,bridge_and_equity_seeding,4
3,high_barrier,0.665591,0.476874,0.531324,0.335573,0.67746,1,bridge_and_equity_seeding,2
4,early_access,0.386235,0.616132,0.405441,0.874966,0.15195,1,bridge_and_equity_seeding,9
5,mainstream,0.641746,0.659442,0.398134,0.529639,0.537164,0,bridge_and_equity_seeding,0
6,high_barrier,0.700978,0.332461,0.554658,0.573954,0.661304,1,bridge_and_equity_seeding,5
7,early_access,0.451782,0.76892,0.390325,0.935121,0.26356,0,bridge_and_equity_seeding,3
8,mainstream,0.565612,0.698821,0.490658,0.789177,0.423206,0,bridge_and_equity_seeding,2
9,high_barrier,0.811372,0.316039,0.598276,0.36885,0.477927,1,bridge_and_equity_seeding,1
10,early_access,0.308198,0.5803,0.316722,0.811115,0.25945,0,bridge_and_equity_seeding,4
11,mainstream,0.511054,0.512852,0.37377,0.81672,0.444411,0,bridge_and_equity_seeding,4
12,high_barrier,0.782739,0.359899,0.764934,0.322551,0.582809,0,bridge_and_equity_seeding,4
13,early_access,0.497381,0.742,0.396231,0.829096,0.402856,0,bridge_and_equity_seeding,5
14,mainstream,0.6328,0.518714,0.295673,0.588429,0.330322,0,bridge_and_equity_seeding,1
15,high_barrier,0.663295,0.630018,0.813893,0.378144,0.679404,0,bridge_and_equity_seeding,5
16,early_access,0.348908,0.824364,0.368273,0.674843,0.223988,0,bridge_and_equity_seeding,2
17,mainstream,0.56841,0.528822,0.479375,0.80245,0.36982,0,bridge_and_equity_seeding,1
18,high_barrier,0.665796,0.649138,0.691917,0.295909,0.466491,1,bridge_and_equity_seeding,8
19,early_access,0.277412,0.738234,0.463243,0.732644,0.169058,1,bridge_and_equity_seeding,7
20,mainstream,0.514486,0.748836,0.46093,0.829371,0.508234,0,bridge_and_equity_seeding,2
21,high_barrier,0.603444,0.552253,0.749169,0.459837,0.543389,0,bridge_and_equity_seeding,3
22,early_access,0.41024,0.583466,0.361408,0.744243,0.436145,0,bridge_and_equity_seeding,3
23,mainstream,0.662756,0.529017,0.451445,0.538154,0.523788,0,bridge_and_equity_seeding,2
24,high_barrier,0.861156,0.404456,0.73495,0.486297,0.503494,0,bridge_and_equity_seeding,5
25,early_access,0.440628,0.711814,0.459409,0.772405,0.150172,0,bridge_and_equity_seeding,5
26,mainstream,0.497247,0.455843,0.593926,0.795431,0.4995,0,bridge_and_equity_seeding,5
27,high_barrier,0.692254,0.320274,0.814438,0.610504,0.479979,0,bridge_and_equity_seeding,4
28,early_access,0.371498,0.570764,0.454272,0.858944,0.188517,0,bridge_and_equity_seeding,3
29,mainstream,0.542585,0.614941,0.373132,0.79312,0.376941,0,bridge_and_equity_seeding,7
30,high_barrier,0.663539,0.488754,0.765202,0.336423,0.559101,0,bridge_and_equity_seeding,2
31,early_access,0.498787,0.744963,0.362358,0.76771,0.186301,0,bridge_and_equity_seeding,4
32,mainstream,0.467409,0.551426,0.480613,0.557067,0.316065,0,bridge_and_equity_seeding,2
33,high_barrier,0.621298,0.520886,0.598623,0.595242,0.750872,0,bridge_and_equity_seeding,4
34,early_access,0.267714,0.621401,0.428158,0.656232,0.189694,1,bridge_and_equity_seeding,6
35,mainstream,0.680654,0.621313,0.442163,0.760848,0.492249,0,bridge_and_equity_seeding,4
36,high_barrier,0.657123,0.333926,0.665825,0.418166,0.613459,0,bridge_and_equity_seeding,1
37,early_access,0.432269,0.752009,0.517987,0.613668,0.270786,0,bridge_and_equity_seeding,3
38,mainstream,0.501791,0.708502,0.367678,0.542402,0.384584,0,bridge_and_equity_seeding,6
39,high_barrier,0.726564,0.397491,0.60556,0.6018,0.605096,0,bridge_and_equity_seeding,2
40,early_access,0.465337,0.715098,0.251917,0.944736,0.400808,0,bridge_and_equity_seeding,7
41,mainstream,0.690699,0.72791,0.567192,0.533619,0.395692,0,bridge_and_equity_seeding,1
42,high_barrier,0.664124,0.440364,0.541996,0.401773,0.794858,0,bridge_and_equity_seeding,4
43,early_access,0.316301,0.785221,0.367178,0.732956,0.437195,1,bridge_and_equity_seeding,6
44,mainstream,0.698627,0.61673,0.523871,0.529388,0.339012,1,bridge_and_equity_seeding,10
45,high_barrier,0.890613,0.502713,0.70278,0.537381,0.470008,0,bridge_and_equity_seeding,2
46,early_access,0.396044,0.700855,0.480525,0.635356,0.438234,0,bridge_and_equity_seeding,5
47,mainstream,0.424033,0.505747,0.482849,0.72064,0.320561,0,bridge_and_equity_seeding,4
48,high_barrier,0.635966,0.611601,0.604366,0.480986,0.666784,0,bridge_and_equity_seeding,3
49,early_access,0.354806,0.725102,0.386493,0.921004,0.211278,1,bridge_and_equity_seeding,3
50,mainstream,0.614858,0.521606,0.416599,0.719347,0.339999,0,bridge_and_equity_seeding,6
51,high_barrier,0.694853,0.563153,0.54662,0.43092,0.799459,0,bridge_and_equity_seeding,3
52,early_access,0.499024,0.571978,0.298249,0.674961,0.429978,0,bridge_and_equity_seeding,1
53,mainstream,0.664259,0.713781,0.407867,0.530472,0.500123,0,bridge_and_equity_seeding,3
54,high_barrier,0.811062,0.514087,0.850755,0.502837,0.452738,0,bridge_and_equity_seeding,3
55,early_access,0.454276,0.639814,0.426566,0.922557,0.190287,1,bridge_and_equity_seeding,6
56,mainstream,0.434629,0.482111,0.468947,0.572588,0.431449,0,bridge_and_equity_seeding,1
57,high_barrier,0.815284,0.371259,0.733384,0.359514,0.620986,0,bridge_and_equity_seeding,4
58,early_access,0.476334,0.803831,0.263805,0.733165,0.233004,1,bridge_and_equity_seeding,1
59,mainstream,0.401064,0.681336,0.49684,0.568768,0.472369,0,bridge_and_equity_seeding,2
60,high_barrier,0.765504,0.44969,0.525715,0.290152,0.759087,0,bridge_and_equity_seeding,2
61,early_access,0.475982,0.713677,0.47536,0.791572,0.194428,0,bridge_and_equity_seeding,4
62,mainstream,0.438234,0.542478,0.583912,0.765075,0.508211,1,bridge_and_equity_seeding,8
63,high_barrier,0.869677,0.373527,0.605468,0.300277,0.723041,0,bridge_and_equity_seeding,6
64,early_access,0.471034,0.671913,0.414388,0.634299,0.428964,0,bridge_and_equity_seeding,7
65,mainstream,0.659382,0.742862,0.554581,0.796421,0.257436,0,bridge_and_equity_seeding,2
66,high_barrier,0.820969,0.416265,0.831997,0.557321,0.752422,0,bridge_and_equity_seeding,2
67,early_access,0.452687,0.630042,0.461901,0.617225,0.41165,0,bridge_and_equity_seeding,4
68,mainstream,0.657578,0.51673,0.556515,0.641661,0.341557,0,bridge_and_equity_seeding,3
69,high_barrier,0.838604,0.379658,0.530369,0.333475,0.564892,0,bridge_and_equity_seeding,6
70,early_access,0.466088,0.840067,0.31705,0.813245,0.269904,0,bridge_and_equity_seeding,3
71,mainstream,0.694345,0.610865,0.597296,0.514888,0.54112,0,bridge_and_equity_seeding,4
72,high_barrier,0.65357,0.636887,0.610767,0.302338,0.602097,0,bridge_and_equity_seeding,4
73,early_access,0.432136,0.644103,0.41027,0.765448,0.265559,1,bridge_and_equity_seeding,1
74,mainstream,0.572976,0.526417,0.520671,0.473122,0.527673,0,bridge_and_equity_seeding,6
75,high_barrier,0.761536,0.5518,0.769199,0.508956,0.577478,0,bridge_and_equity_seeding,6
76,early_access,0.267493,0.749271,0.331607,0.692863,0.404405,1,bridge_and_equity_seeding,1
77,mainstream,0.615926,0.540097,0.387838,0.622585,0.37072,0,bridge_and_equity_seeding,2
78,high_barrier,0.688697,0.344551,0.662298,0.608083,0.687061,0,bridge_and_equity_seeding,5
79,early_access,0.475701,0.734654,0.323271,0.778867,0.150122,0,bridge_and_equity_seeding,4
80,mainstream,0.486074,0.578966,0.477845,0.713104,0.389496,0,bridge_and_equity_seeding,2
81,high_barrier,0.732648,0.374795,0.679834,0.593684,0.728609,0,bridge_and_equity_seeding,4
82,early_access,0.292423,0.575439,0.384404,0.810105,0.250556,1,bridge_and_equity_seeding,4
83,mainstream,0.645527,0.675341,0.508704,0.555055,0.309739,0,bridge_and_equity_seeding,1
84,high_barrier,0.607328,0.385695,0.680483,0.574778,0.47549,0,bridge_and_equity_seeding,3
85,early_access,0.35361,0.73893,0.292914,0.83341,0.298313,0,bridge_and_equity_seeding,4
86,mainstream,0.473195,0.646817,0.286844,0.74848,0.481014,0,bridge_and_equity_seeding,5
87,high_barrier,0.631976,0.448801,0.580982,0.614552,0.631285,0,bridge_and_equity_seeding,5
88,early_access,0.262555,0.624759,0.479276,0.74525,0.390425,0,bridge_and_equity_seeding,4
89,mainstream,0.600273,0.746368,0.482988,0.82164,0.517428,0,bridge_and_equity_seeding,2
90,high_barrier,0.783796,0.551746,0.690338,0.567734,0.641755,0,bridge_and_equity_seeding,6
91,early_access,0.474302,0.773097,0.372782,0.672753,0.224172,0,bridge_and_equity_seeding,2
92,mainstream,0.591298,0.679744,0.458332,0.70283,0.332379,0,bridge_and_equity_seeding,3
93,high_barrier,0.623245,0.400005,0.612845,0.379993,0.639053,0,bridge_and_equity_seeding,7
94,early_access,0.284594,0.619378,0.435276,0.837109,0.169269,1,bridge_and_equity_seeding,6
95,mainstream,0.52228,0.612783,0.423245,0.548512,0.376043,0,bridge_and_equity_seeding,6
96,high_barrier,0.871452,0.504428,0.753761,0.577349,0.717958,0,bridge_and_equity_seeding,1
97,early_access,0.345095,0.551769,0.337752,0.854402,0.406034,1,bridge_and_equity_seeding,2
98,mainstream,0.686029,0.575706,0.533548,0.673203,0.430976,0,bridge_and_equity_seeding,3
99,high_barrier,0.666162,0.376798,0.667416,0.273167,0.567645,0,bridge_and_equity_seeding,1
100,early_access,0.419785,0.671295,0.284537,0.749266,0.188288,0,bridge_and_equity_seeding,4
101,mainstream,0.586677,0.45809,0.416012,0.679914,0.258131,0,bridge_and_equity_seeding,3
102,high_barrier,0.792825,0.347495,0.676014,0.28098,0.582686,0,bridge_and_equity_seeding,3
103,early_access,0.302915,0.648054,0.454451,0.716829,0.375603,1,bridge_and_equity_seeding,6
104,mainstream,0.649577,0.525681,0.312234,0.479623,0.411826,0,bridge_and_equity_seeding,5
105,high_barrier,0.899972,0.422486,0.738672,0.549604,0.678114,0,bridge_and_equity_seeding,2
106,early_access,0.438558,0.834884,0.294318,0.58499,0.195715,1,bridge_and_equity_seeding,6
107,mainstream,0.437866,0.650838,0.47252,0.552602,0.459839,0,bridge_and_equity_seeding,3
108,high_barrier,0.830069,0.358726,0.72441,0.537363,0.490087,0,bridge_and_equity_seeding,4
109,early_access,0.454825,0.839416,0.268309,0.586936,0.243587,0,bridge_and_equity_seeding,3
110,mainstream,0.603204,0.737452,0.416888,0.735268,0.272799,0,bridge_and_equity_seeding,2
111,high_barrier,0.807184,0.519535,0.556382,0.546386,0.747603,0,bridge_and_equity_seeding,3
112,early_access,0.400103,0.586317,0.517895,0.865118,0.254161,0,bridge_and_equity_seeding,2
113,mainstream,0.528513,0.561171,0.453232,0.597903,0.504873,0,bridge_and_equity_seeding,2
114,high_barrier,0.846699,0.336939,0.841962,0.496078,0.740048,0,bridge_and_equity_seeding,2
115,early_access,0.426827,0.680646,0.446632,0.932312,0.231025,0,bridge_and_equity_seeding,1
116,mainstream,0.64246,0.611452,0.445763,0.632574,0.469308,0,bridge_and_equity_seeding,4
117,high_barrier,0.680519,0.5981,0.798718,0.294349,0.758571,0,bridge_and_equity_seeding,4
118,early_access,0.310966,0.689413,0.411445,0.716778,0.15861,1,bridge_and_equity_seeding,4
119,mainstream,0.655286,0.504552,0.35553,0.765703,0.352102,1,bridge_and_equity_seeding,8
120,high_barrier,0.864096,0.545414,0.614359,0.266231,0.781822,0,bridge_and_equity_seeding,4
