scenario,time,demand,capacity,effective_capacity,pressure,slack,burnout,attrition,served,unmet_need,backlog,trust,surge_active
larger_surge,43,106.405000,111.778342,112.166086,0.951929,0.048071,0.033476,0.112255,106.405000,0.000000,0.000000,0.637986,0
larger_surge,44,106.740000,112.166086,112.559139,0.951625,0.048375,0.031782,0.106947,106.740000,0.000000,0.000000,0.637846,0
larger_surge,45,107.075000,112.559139,112.957575,0.951278,0.048722,0.030077,0.101564,107.075000,0.000000,0.000000,0.637711,1
larger_surge,46,139.410000,112.957575,110.642955,1.234180,0.000000,0.049983,0.169377,110.642955,28.767045,28.767045,0.631482,1
larger_surge,47,142.046364,110.642955,107.756630,1.283827,0.000000,0.074108,0.245985,107.756630,34.289734,63.056779,0.624120,1
larger_surge,48,145.124542,107.756630,104.184982,1.346781,0.000000,0.103584,0.334856,104.184982,40.939560,103.996339,0.615336,1
larger_surge,49,148.734707,104.184982,99.792650,1.427602,0.000000,0.139930,0.437359,99.792650,48.942057,152.938396,0.604747,1
larger_surge,50,152.985072,99.792650,94.418847,1.533029,0.000000,0.185238,0.554561,94.418847,58.566225,211.504620,0.591835,1
larger_surge,51,158.005370,94.418847,87.873351,1.673452,0.000000,0.242481,0.686844,87.873351,70.132019,281.636639,0.575871,1
larger_surge,52,163.950931,87.873351,79.932366,1.865764,0.000000,0.316071,0.833227,79.932366,84.018565,365.655204,0.555786,1
larger_surge,53,171.007416,79.932366,70.334690,2.139401,0.000000,0.412920,0.990171,70.334690,100.672726,466.327930,0.529923,1
larger_surge,54,179.396234,70.334690,58.779150,2.550608,0.000000,0.544722,1.149385,58.779150,120.617084,586.945014,0.495501,1
larger_surge,55,189.380601,58.779150,44.925423,3.221901,0.000000,0.733584,1.293582,44.925423,144.455178,731.400192,0.447292,1
larger_surge,56,201.272015,44.925423,28.403383,4.480136,0.000000,1.029395,1.387380,28.403383,172.868632,904.268824,0.373534,1
larger_surge,57,215.436506,28.403383,8.845988,7.584889,0.000000,1.589111,1.354084,8.845988,206.590518,1110.859342,0.237280,1
larger_surge,58,232.298747,8.845988,0.000000,26.260352,0.000000,3.736241,0.991522,0.000000,232.298747,1343.158090,0.000000,1
larger_surge,59,251.217647,0.000000,0.500000,251.217647,0.000000,25.004741,0.000000,0.500000,250.717647,1593.875737,0.000000,1
larger_surge,60,271.610059,0.500000,0.000000,271.610059,0.000000,48.006596,0.720099,0.000000,271.610059,1865.485796,0.000000,1
larger_surge,61,293.673864,0.000000,0.500000,293.673864,0.000000,72.883874,0.000000,0.500000,293.173864,2158.659660,0.000000,1
larger_surge,62,317.462773,0.500000,0.000000,317.462773,0.000000,99.783210,1.496748,0.000000,317.462773,2476.122432,0.000000,1
larger_surge,63,343.194795,0.000000,0.500000,343.194795,0.000000,128.869767,0.000000,0.500000,342.694795,2818.817227,0.000000,1
larger_surge,64,370.945378,0.500000,0.000000,370.945378,0.000000,160.315124,2.404727,0.000000,370.945378,3189.762605,0.000000,1
larger_surge,65,400.956008,0.000000,0.500000,400.956008,0.000000,194.311385,0.000000,0.500000,400.456008,3590.218614,0.000000,1
larger_surge,66,433.327489,0.500000,0.000000,433.327489,0.000000,231.059222,3.465888,0.000000,433.327489,4023.546103,0.000000,0
larger_surge,67,436.328688,0.000000,0.500000,436.328688,0.000000,268.062160,0.000000,0.500000,435.828688,4459.374791,0.000000,0
larger_surge,68,471.529983,0.500000,0.000000,471.529983,0.000000,308.057209,4.620858,0.000000,471.529983,4930.904774,0.000000,0
larger_surge,69,509.587382,0.000000,0.500000,509.587382,0.000000,351.287136,0.000000,0.500000,509.087382,5439.992156,0.000000,0
larger_surge,70,550.649372,0.500000,0.000000,550.649372,0.000000,398.007333,5.970110,0.000000,550.649372,5990.641529,0.000000,0
larger_surge,71,595.036322,0.000000,0.500000,595.036322,0.000000,448.500420,0.000000,0.500000,594.536322,6585.177851,0.000000,0
larger_surge,72,642.934228,0.500000,0.000000,642.934228,0.000000,503.064830,7.545972,0.000000,642.934228,7228.112079,0.000000,0
larger_surge,73,694.703966,0.000000,0.500000,694.703966,0.000000,562.029667,0.000000,0.500000,694.203966,7922.316045,0.000000,0
larger_surge,74,750.575284,0.500000,0.000000,750.575284,0.000000,625.743566,9.386153,0.000000,750.575284,8672.891329,0.000000,0
larger_surge,75,810.956306,0.000000,0.500000,810.956306,0.000000,694.589852,0.000000,0.500000,810.456306,9483.347635,0.000000,0
larger_surge,76,876.127811,0.500000,0.000000,876.127811,0.000000,768.975716,11.534636,0.000000,876.127811,10359.475446,0.000000,0
larger_surge,77,946.553036,0.000000,0.500000,946.553036,0.000000,849.347724,0.000000,0.500000,946.053036,11305.528482,0.000000,0
larger_surge,78,1022.572279,0.500000,0.000000,1022.572279,0.000000,936.181368,14.042721,0.000000,1022.572279,12328.100760,0.000000,0
larger_surge,79,1104.713061,0.000000,0.500000,1104.713061,0.000000,1029.996978,0.000000,0.500000,1104.213061,13432.313821,0.000000,0
larger_surge,80,1193.385106,0.500000,0.000000,1193.385106,0.000000,1131.349712,16.970246,0.000000,1193.385106,14625.698927,0.000000,0
larger_surge,81,1289.190914,0.000000,0.500000,1289.190914,0.000000,1240.845939,0.000000,0.500000,1288.690914,15914.389841,0.000000,0
larger_surge,82,1392.621187,0.500000,0.000000,1392.621187,0.000000,1359.133740,20.387006,0.000000,1392.621187,17307.011028,0.000000,0
larger_surge,83,1504.365882,0.000000,0.500000,1504.365882,0.000000,1486.919840,0.000000,0.500000,1503.865882,18810.876911,0.000000,0
larger_surge,84,1625.010153,0.500000,0.000000,1625.010153,0.000000,1624.960703,24.374411,0.000000,1625.010153,20435.887063,0.000000,0
larger_surge,85,1755.345965,0.000000,0.500000,1755.345965,0.000000,1774.080110,0.000000,0.500000,1754.845965,22190.733029,0.000000,0
larger_surge,86,1896.068642,0.500000,0.000000,1896.068642,0.000000,1935.160945,29.027414,0.000000,1896.068642,24086.801671,0.000000,0
larger_surge,87,2048.089134,0.000000,0.500000,2048.089134,0.000000,2109.163521,0.000000,0.500000,2047.589134,26134.390804,0.000000,0
larger_surge,88,2212.231264,0.500000,0.000000,2212.231264,0.000000,2297.118179,34.456773,0.000000,2212.231264,28346.622069,0.000000,0
larger_surge,89,2389.544766,0.000000,0.500000,2389.544766,0.000000,2500.144484,0.000000,0.500000,2389.044766,30735.666834,0.000000,0
larger_surge,90,2581.003347,0.500000,0.000000,2581.003347,0.000000,2719.444768,40.791672,0.000000,2581.003347,33316.670181,0.000000,0
larger_surge,91,2787.818614,0.000000,0.500000,2787.818614,0.000000,2956.324351,0.000000,0.500000,2787.318614,36103.988796,0.000000,0
larger_surge,92,3011.139104,0.500000,0.000000,3011.139104,0.000000,3212.186174,48.182793,0.000000,3011.139104,39115.127899,0.000000,0
larger_surge,93,3252.365232,0.000000,0.500000,3252.365232,0.000000,3488.552219,0.000000,0.500000,3251.865232,42366.993131,0.000000,0
larger_surge,94,3512.849450,0.500000,0.000000,3512.849450,0.000000,3787.059422,56.805891,0.000000,3512.849450,45879.842582,0.000000,0
larger_surge,95,3794.212407,0.000000,0.500000,3794.212407,0.000000,4109.482477,0.000000,0.500000,3793.712407,49673.554988,0.000000,0
larger_surge,96,4098.044399,0.500000,0.000000,4098.044399,0.000000,4457.731251,66.865969,0.000000,4098.044399,53771.599387,0.000000,0
larger_surge,97,4426.222951,0.000000,0.500000,4426.222951,0.000000,4833.875202,0.000000,0.500000,4425.722951,58197.322338,0.000000,0
larger_surge,98,4780.615787,0.500000,0.000000,4780.615787,0.000000,5240.142544,78.602138,0.000000,4780.615787,62977.938125,0.000000,0
larger_surge,99,5163.400050,0.000000,0.500000,5163.400050,0.000000,5678.946548,0.000000,0.500000,5162.900050,68140.838175,0.000000,0
larger_surge,100,5576.767054,0.500000,0.000000,5576.767054,0.000000,6152.886747,92.293301,0.000000,5576.767054,73717.605229,0.000000,0
larger_surge,101,6023.243418,0.000000,0.500000,6023.243418,0.000000,6664.777438,0.000000,0.500000,6022.743418,79740.348648,0.000000,0
larger_surge,102,6505.397892,0.500000,0.000000,6505.397892,0.000000,7217.651259,108.264769,0.000000,6505.397892,86245.746539,0.000000,0
larger_surge,103,7026.164723,0.000000,0.500000,7026.164723,0.000000,7814.790260,0.000000,0.500000,7025.664723,93271.411263,0.000000,0
larger_surge,104,7588.552901,0.500000,0.000000,7588.552901,0.000000,8459.732257,126.895984,0.000000,7588.552901,100859.964164,0.000000,0
larger_surge,105,8195.972133,0.000000,0.500000,8195.972133,0.000000,9156.304888,0.000000,0.500000,8195.472133,109055.436297,0.000000,0
larger_surge,106,8851.944904,0.500000,0.000000,8851.944904,0.000000,9908.635205,148.629528,0.000000,8851.944904,117907.381200,0.000000,0
larger_surge,107,9560.435496,0.000000,0.500000,9560.435496,0.000000,10721.187222,0.000000,0.500000,9559.935496,127467.316696,0.000000,0
larger_surge,108,10325.565336,0.500000,0.000000,10325.565336,0.000000,11598.775276,173.981629,0.000000,10325.565336,137792.882032,0.000000,0
larger_surge,109,11151.945563,0.000000,0.500000,11151.945563,0.000000,12546.605649,0.000000,0.500000,11151.445563,148944.327595,0.000000,0
larger_surge,110,12044.396208,0.500000,0.000000,12044.396208,0.000000,13570.294326,203.554415,0.000000,12044.396208,160988.723802,0.000000,0
larger_surge,111,13008.282904,0.000000,0.500000,13008.282904,0.000000,14675.913373,0.000000,0.500000,13007.782904,173996.506707,0.000000,0
larger_surge,112,14049.240537,0.500000,0.000000,14049.240537,0.000000,15870.013819,238.050207,0.000000,14049.240537,188045.747243,0.000000,0
larger_surge,113,15173.514779,0.000000,0.500000,15173.514779,0.000000,17159.677575,0.000000,0.500000,15173.014779,203218.762023,0.000000,0
larger_surge,114,16387.690962,0.500000,0.000000,16387.690962,0.000000,18552.546307,278.288195,0.000000,16387.690962,219606.452984,0.000000,0
larger_surge,115,17699.041239,0.000000,0.500000,17699.041239,0.000000,20056.879812,0.000000,0.500000,17698.541239,237304.994223,0.000000,0
larger_surge,116,19115.259538,0.500000,0.000000,19115.259538,0.000000,21681.591873,325.223878,0.000000,19115.259538,256420.253761,0.000000,0
larger_surge,117,20644.815301,0.000000,0.500000,20644.815301,0.000000,23436.316173,0.000000,0.500000,20644.315301,277064.569062,0.000000,0
larger_surge,118,22296.695525,0.500000,0.000000,22296.695525,0.000000,25331.450293,379.971754,0.000000,22296.695525,299361.264587,0.000000,0
larger_surge,119,24080.766167,0.000000,0.500000,24080.766167,0.000000,27378.230417,0.000000,0.500000,24080.266167,323441.530754,0.000000,0
