scenario,time,state,pressure,resilience,learning_capacity,intervention,buffer_remaining
self_organization_intervention,87,0.0,0.0,100.0,85.873262,5.43493,11.00631
self_organization_intervention,88,0.0,0.0,100.0,86.191114,5.447645,11.16631
self_organization_intervention,89,0.0,0.0,100.0,86.501814,5.460073,11.32631
self_organization_intervention,90,0.0,0.0,100.0,86.805523,5.472221,11.48631
self_organization_intervention,91,0.0,0.0,100.0,87.102399,5.484096,11.64631
self_organization_intervention,92,0.0,0.0,100.0,87.392595,5.495704,11.80631
self_organization_intervention,93,0.0,0.0,100.0,87.676261,5.50705,11.96631
self_organization_intervention,94,0.0,0.0,100.0,87.953546,5.518142,12.12631
self_organization_intervention,95,0.0,0.0,100.0,88.224591,5.528984,12.28631
self_organization_intervention,96,0.0,0.0,100.0,88.489537,5.539581,12.44631
goal_intervention,1,70.0,50.0,30.0,0.0,0.0,10.0
goal_intervention,2,56.007455,45.632,30.085,1.5,10.56,5.2
goal_intervention,3,45.012871,40.882905,30.351545,2.9775,9.980935,0.8368
goal_intervention,4,36.441226,36.239006,30.804786,4.432837,9.447775,0.2
goal_intervention,5,35.822135,31.533938,31.437642,5.866345,9.154175,0.2
goal_intervention,6,34.187257,27.185716,32.247334,7.27835,9.14737,0.2
goal_intervention,7,31.697614,23.089606,33.220698,8.669175,9.122034,0.2
goal_intervention,8,28.477997,19.161698,34.347442,10.039137,9.079496,0.2
goal_intervention,9,24.624517,15.334468,35.619573,11.38855,9.020798,0.2
goal_intervention,10,20.210563,11.553274,37.030945,12.717722,8.946752,0.2
goal_intervention,11,15.291492,7.773585,38.576904,14.026956,8.857984,0.2
goal_intervention,12,9.908334,3.9588,40.254008,15.316551,8.754972,0.2
goal_intervention,13,4.090708,0.078509,42.059806,16.586803,8.638071,0.2
goal_intervention,14,0.0,0.0,43.992666,17.838001,8.507539,0.392149
goal_intervention,15,0.0,0.0,45.95432,19.070431,8.363551,0.592149
goal_intervention,16,0.0,0.0,47.941361,20.284375,8.215943,0.792149
goal_intervention,17,0.0,0.0,49.952422,21.480109,8.065068,0.992149
goal_intervention,18,0.0,0.0,51.986174,22.657907,7.911074,1.192149
goal_intervention,19,0.0,0.0,54.041324,23.818039,7.754104,1.392149
goal_intervention,20,0.0,0.0,56.116619,24.960768,7.594298,1.592149
goal_intervention,21,0.0,0.0,58.210838,26.086357,7.431792,1.792149
goal_intervention,22,0.0,0.0,60.322796,27.195061,7.266719,1.992149
goal_intervention,23,0.0,0.0,62.451342,28.287135,7.099206,2.192149
goal_intervention,24,0.0,0.0,64.595359,29.362828,6.929379,2.392149
goal_intervention,25,0.0,0.0,66.753762,30.422386,6.757359,2.592149
goal_intervention,26,0.0,0.0,68.925497,31.46605,6.583266,2.792149
goal_intervention,27,0.0,0.0,71.109541,32.494059,6.407213,2.992149
goal_intervention,28,0.0,0.0,73.304902,33.506649,6.229312,3.192149
goal_intervention,29,0.0,0.0,75.510616,34.504049,6.049672,3.392149
goal_intervention,30,0.0,0.0,77.725749,35.486488,5.868398,3.592149
goal_intervention,31,0.0,0.0,79.949395,36.454191,5.685593,3.792149
goal_intervention,32,0.0,0.0,82.180675,37.407378,5.501356,3.992149
goal_intervention,33,0.0,0.0,84.418736,38.346267,5.315783,4.192149
goal_intervention,34,0.0,0.0,86.662753,39.271073,5.128969,4.392149
goal_intervention,35,0.0,0.0,88.911924,40.182007,4.941005,4.592149
goal_intervention,36,0.0,0.0,91.165473,41.079277,4.751979,4.792149
goal_intervention,37,0.0,0.0,93.422649,41.963088,4.561976,4.992149
goal_intervention,38,0.0,0.0,95.682723,42.833642,4.371081,5.192149
goal_intervention,39,0.0,0.0,97.944991,43.691137,4.179373,5.392149
goal_intervention,40,0.0,0.0,100.0,44.53577,3.986932,5.592149
goal_intervention,41,0.0,0.0,100.0,45.367733,3.814709,5.792149
goal_intervention,42,0.0,0.0,100.0,46.187217,3.847489,5.992149
goal_intervention,43,0.0,0.0,100.0,46.994409,3.879776,6.192149
goal_intervention,44,0.0,0.0,100.0,47.789493,3.91158,6.392149
goal_intervention,45,0.0,0.0,100.0,48.572651,3.942906,6.592149
goal_intervention,46,0.0,0.0,100.0,49.344061,3.973762,6.792149
goal_intervention,47,0.0,0.0,100.0,50.1039,4.004156,6.992149
goal_intervention,48,0.0,0.0,100.0,50.852341,4.034094,7.192149
goal_intervention,49,0.0,0.0,100.0,51.589556,4.063582,7.392149
goal_intervention,50,0.0,0.0,100.0,52.315713,4.092629,7.592149
goal_intervention,51,0.0,0.0,100.0,53.030977,4.121239,7.792149
goal_intervention,52,0.0,0.0,100.0,53.735513,4.149421,7.992149
goal_intervention,53,0.0,0.0,100.0,54.42948,4.177179,8.192149
goal_intervention,54,0.0,0.0,100.0,55.113038,4.204522,8.392149
goal_intervention,55,0.0,0.0,100.0,55.786342,4.231454,8.592149
goal_intervention,56,0.0,0.0,100.0,56.449547,4.257982,8.792149
goal_intervention,57,0.0,0.0,100.0,57.102804,4.284112,8.992149
goal_intervention,58,0.0,0.0,100.0,57.746262,4.30985,9.192149
goal_intervention,59,0.0,0.0,100.0,58.380068,4.335203,9.392149
goal_intervention,60,0.0,0.0,100.0,59.004367,4.360175,9.592149
goal_intervention,61,0.0,0.0,100.0,59.619301,4.384772,9.792149
goal_intervention,62,0.0,0.0,100.0,60.225012,4.409,9.992149
goal_intervention,63,0.0,0.0,100.0,60.821637,4.432865,10.192149
goal_intervention,64,0.0,0.0,100.0,61.409312,4.456372,10.392149
goal_intervention,65,0.0,0.0,100.0,61.988172,4.479527,10.592149
goal_intervention,66,0.0,0.0,100.0,62.55835,4.502334,10.792149
goal_intervention,67,0.0,0.0,100.0,63.119974,4.524799,10.992149
goal_intervention,68,0.0,0.0,100.0,63.673175,4.546927,11.192149
goal_intervention,69,0.0,0.0,100.0,64.218077,4.568723,11.392149
goal_intervention,70,0.0,0.0,100.0,64.754806,4.590192,11.592149
goal_intervention,71,0.0,0.0,100.0,65.283484,4.611339,11.792149
goal_intervention,72,0.0,0.0,100.0,65.804232,4.632169,11.992149
goal_intervention,73,0.0,0.0,100.0,66.317168,4.652687,12.192149
goal_intervention,74,0.0,0.0,100.0,66.822411,4.672896,12.392149
goal_intervention,75,0.0,0.0,100.0,67.320075,4.692803,12.592149
goal_intervention,76,0.0,0.0,100.0,67.810273,4.712411,12.792149
goal_intervention,77,0.0,0.0,100.0,68.293119,4.731725,12.992149
goal_intervention,78,0.0,0.0,100.0,68.768723,4.750749,13.192149
goal_intervention,79,0.0,0.0,100.0,69.237192,4.769488,13.392149
goal_intervention,80,0.0,0.0,100.0,69.698634,4.787945,13.592149
goal_intervention,81,0.0,0.0,100.0,70.153154,4.806126,13.792149
goal_intervention,82,0.0,0.0,100.0,70.600857,4.824034,13.992149
goal_intervention,83,0.0,0.0,100.0,71.041844,4.841674,14.192149
goal_intervention,84,0.0,0.0,100.0,71.476217,4.859049,14.392149
goal_intervention,85,0.0,0.0,100.0,71.904073,4.876163,14.592149
goal_intervention,86,0.0,0.0,100.0,72.325512,4.89302,14.792149
goal_intervention,87,0.0,0.0,100.0,72.740629,4.909625,14.992149
goal_intervention,88,0.0,0.0,100.0,73.14952,4.925981,15.192149
goal_intervention,89,0.0,0.0,100.0,73.552277,4.942091,15.392149
goal_intervention,90,0.0,0.0,100.0,73.948993,4.95796,15.592149
goal_intervention,91,0.0,0.0,100.0,74.339758,4.97359,15.792149
goal_intervention,92,0.0,0.0,100.0,74.724662,4.988986,15.992149
goal_intervention,93,0.0,0.0,100.0,75.103792,5.004152,16.192149
goal_intervention,94,0.0,0.0,100.0,75.477235,5.019089,16.392149
goal_intervention,95,0.0,0.0,100.0,75.845076,5.033803,16.592149
goal_intervention,96,0.0,0.0,100.0,76.2074,5.048296,16.792149
delayed_deep_intervention,1,70.0,50.0,30.0,0.0,0.0,10.0
delayed_deep_intervention,2,60.358175,48.8,30.085,1.5,0.0,5.2
delayed_deep_intervention,3,52.994656,47.039272,30.272345,2.9775,0.0,0.52
delayed_deep_intervention,4,47.601851,45.26287,30.573103,4.432837,0.0,0.2
delayed_deep_intervention,5,43.250809,43.282417,30.984533,5.866345,0.0,0.2
delayed_deep_intervention,6,47.37004,41.159175,31.508668,7.27835,0.0,0.2
delayed_deep_intervention,7,42.122516,39.494405,32.145991,8.669175,0.0,0.2
delayed_deep_intervention,8,45.435371,37.586645,32.88196,10.039137,0.0,0.2
delayed_deep_intervention,9,39.832805,36.053045,33.719846,11.38855,0.0,0.2
delayed_deep_intervention,10,42.490015,34.231773,34.647449,12.717722,0.0,0.2
delayed_deep_intervention,11,44.473489,32.723317,35.669348,14.026956,0.0,0.2
delayed_deep_intervention,12,45.902924,31.448589,36.775045,15.316551,0.0,0.2
delayed_deep_intervention,13,38.608736,30.344418,37.956219,16.586803,0.0,0.2
delayed_deep_intervention,14,39.875207,28.781784,39.206297,17.838001,0.0,0.2
delayed_deep_intervention,15,36.980274,24.745779,40.534561,19.070431,8.842188,0.2
delayed_deep_intervention,16,33.400736,20.84252,42.000513,20.284375,8.757919,0.2
delayed_deep_intervention,17,29.2213,17.010979,43.597446,21.480109,8.659153,0.2
delayed_deep_intervention,18,24.506309,13.201612,45.320313,22.657907,8.546572,0.2
delayed_deep_intervention,19,19.303933,9.373889,47.165409,23.818039,8.42069,0.2
delayed_deep_intervention,20,13.649481,5.494331,49.130123,24.960768,8.28189,0.2
delayed_deep_intervention,21,7.568002,1.534968,51.21274,26.086357,8.130442,0.2
delayed_deep_intervention,22,1.686749,0.0,53.41229,27.195061,7.966528,0.246503
delayed_deep_intervention,23,0.0,0.0,55.665225,28.287135,7.790256,0.446503
delayed_deep_intervention,24,0.0,0.0,57.931393,29.362828,7.607991,0.646503
delayed_deep_intervention,25,0.0,0.0,60.209747,30.422386,7.423756,0.846503
delayed_deep_intervention,26,0.0,0.0,62.499274,31.46605,7.237667,1.046503
delayed_deep_intervention,27,0.0,0.0,64.79899,32.494059,7.049835,1.246503
delayed_deep_intervention,28,0.0,0.0,67.10794,33.506649,6.860367,1.446503
delayed_deep_intervention,29,0.0,0.0,69.4252,34.504049,6.669368,1.646503
delayed_deep_intervention,30,0.0,0.0,71.749871,35.486488,6.47694,1.846503
delayed_deep_intervention,31,0.0,0.0,74.081083,36.454191,6.283181,2.046503
delayed_deep_intervention,32,0.0,0.0,76.417992,37.407378,6.088187,2.246503
delayed_deep_intervention,33,0.0,0.0,78.759782,38.346267,5.892051,2.446503
delayed_deep_intervention,34,0.0,0.0,81.105659,39.271073,5.694865,2.646503
delayed_deep_intervention,35,0.0,0.0,83.454858,40.182007,5.496714,2.846503
delayed_deep_intervention,36,0.0,0.0,85.806634,41.079277,5.297685,3.046503
delayed_deep_intervention,37,0.0,0.0,88.160269,41.963088,5.09786,3.246503
delayed_deep_intervention,38,0.0,0.0,90.515066,42.833642,4.897319,3.446503
delayed_deep_intervention,39,0.0,0.0,92.870352,43.691137,4.696139,3.646503
delayed_deep_intervention,40,0.0,0.0,95.225474,44.53577,4.494396,3.846503
delayed_deep_intervention,41,0.0,0.0,97.579802,45.367733,4.292162,4.046503
delayed_deep_intervention,42,0.0,0.0,99.932727,46.187217,4.089508,4.246503
delayed_deep_intervention,43,0.0,0.0,100.0,46.994409,3.886504,4.446503
delayed_deep_intervention,44,0.0,0.0,100.0,47.789493,3.91158,4.646503
delayed_deep_intervention,45,0.0,0.0,100.0,48.572651,3.942906,4.846503
delayed_deep_intervention,46,0.0,0.0,100.0,49.344061,3.973762,5.046503
delayed_deep_intervention,47,0.0,0.0,100.0,50.1039,4.004156,5.246503
delayed_deep_intervention,48,0.0,0.0,100.0,50.852341,4.034094,5.446503
delayed_deep_intervention,49,0.0,0.0,100.0,51.589556,4.063582,5.646503
delayed_deep_intervention,50,0.0,0.0,100.0,52.315713,4.092629,5.846503
delayed_deep_intervention,51,0.0,0.0,100.0,53.030977,4.121239,6.046503
delayed_deep_intervention,52,0.0,0.0,100.0,53.735513,4.149421,6.246503
delayed_deep_intervention,53,0.0,0.0,100.0,54.42948,4.177179,6.446503
delayed_deep_intervention,54,0.0,0.0,100.0,55.113038,4.204522,6.646503
delayed_deep_intervention,55,0.0,0.0,100.0,55.786342,4.231454,6.846503
delayed_deep_intervention,56,0.0,0.0,100.0,56.449547,4.257982,7.046503
delayed_deep_intervention,57,0.0,0.0,100.0,57.102804,4.284112,7.246503
delayed_deep_intervention,58,0.0,0.0,100.0,57.746262,4.30985,7.446503
delayed_deep_intervention,59,0.0,0.0,100.0,58.380068,4.335203,7.646503
delayed_deep_intervention,60,0.0,0.0,100.0,59.004367,4.360175,7.846503
delayed_deep_intervention,61,0.0,0.0,100.0,59.619301,4.384772,8.046503
delayed_deep_intervention,62,0.0,0.0,100.0,60.225012,4.409,8.246503
delayed_deep_intervention,63,0.0,0.0,100.0,60.821637,4.432865,8.446503
delayed_deep_intervention,64,0.0,0.0,100.0,61.409312,4.456372,8.646503
delayed_deep_intervention,65,0.0,0.0,100.0,61.988172,4.479527,8.846503
delayed_deep_intervention,66,0.0,0.0,100.0,62.55835,4.502334,9.046503
delayed_deep_intervention,67,0.0,0.0,100.0,63.119974,4.524799,9.246503
delayed_deep_intervention,68,0.0,0.0,100.0,63.673175,4.546927,9.446503
delayed_deep_intervention,69,0.0,0.0,100.0,64.218077,4.568723,9.646503
delayed_deep_intervention,70,0.0,0.0,100.0,64.754806,4.590192,9.846503
delayed_deep_intervention,71,0.0,0.0,100.0,65.283484,4.611339,10.046503
delayed_deep_intervention,72,0.0,0.0,100.0,65.804232,4.632169,10.246503
delayed_deep_intervention,73,0.0,0.0,100.0,66.317168,4.652687,10.446503
delayed_deep_intervention,74,0.0,0.0,100.0,66.822411,4.672896,10.646503
delayed_deep_intervention,75,0.0,0.0,100.0,67.320075,4.692803,10.846503
delayed_deep_intervention,76,0.0,0.0,100.0,67.810273,4.712411,11.046503
delayed_deep_intervention,77,0.0,0.0,100.0,68.293119,4.731725,11.246503
delayed_deep_intervention,78,0.0,0.0,100.0,68.768723,4.750749,11.446503
delayed_deep_intervention,79,0.0,0.0,100.0,69.237192,4.769488,11.646503
delayed_deep_intervention,80,0.0,0.0,100.0,69.698634,4.787945,11.846503
delayed_deep_intervention,81,0.0,0.0,100.0,70.153154,4.806126,12.046503
delayed_deep_intervention,82,0.0,0.0,100.0,70.600857,4.824034,12.246503
delayed_deep_intervention,83,0.0,0.0,100.0,71.041844,4.841674,12.446503
delayed_deep_intervention,84,0.0,0.0,100.0,71.476217,4.859049,12.646503
delayed_deep_intervention,85,0.0,0.0,100.0,71.904073,4.876163,12.846503
delayed_deep_intervention,86,0.0,0.0,100.0,72.325512,4.89302,13.046503
delayed_deep_intervention,87,0.0,0.0,100.0,72.740629,4.909625,13.246503
delayed_deep_intervention,88,0.0,0.0,100.0,73.14952,4.925981,13.446503
delayed_deep_intervention,89,0.0,0.0,100.0,73.552277,4.942091,13.646503
delayed_deep_intervention,90,0.0,0.0,100.0,73.948993,4.95796,13.846503
delayed_deep_intervention,91,0.0,0.0,100.0,74.339758,4.97359,14.046503
delayed_deep_intervention,92,0.0,0.0,100.0,74.724662,4.988986,14.246503
delayed_deep_intervention,93,0.0,0.0,100.0,75.103792,5.004152,14.446503
delayed_deep_intervention,94,0.0,0.0,100.0,75.477235,5.019089,14.646503
delayed_deep_intervention,95,0.0,0.0,100.0,75.845076,5.033803,14.846503
delayed_deep_intervention,96,0.0,0.0,100.0,76.2074,5.048296,15.046503
