scenario,row,col,agent_type
fewer_empty_cells,16,8,1
fewer_empty_cells,16,9,1
fewer_empty_cells,16,10,1
fewer_empty_cells,16,11,0
fewer_empty_cells,16,12,0
fewer_empty_cells,16,13,-1
fewer_empty_cells,16,14,0
fewer_empty_cells,16,15,0
fewer_empty_cells,16,16,0
fewer_empty_cells,16,17,1
fewer_empty_cells,16,18,1
fewer_empty_cells,16,19,1
fewer_empty_cells,16,20,1
fewer_empty_cells,16,21,-1
fewer_empty_cells,16,22,0
fewer_empty_cells,16,23,0
fewer_empty_cells,17,0,0
fewer_empty_cells,17,1,0
fewer_empty_cells,17,2,-1
fewer_empty_cells,17,3,0
fewer_empty_cells,17,4,0
fewer_empty_cells,17,5,0
fewer_empty_cells,17,6,1
fewer_empty_cells,17,7,-1
fewer_empty_cells,17,8,1
fewer_empty_cells,17,9,1
fewer_empty_cells,17,10,1
fewer_empty_cells,17,11,0
fewer_empty_cells,17,12,0
fewer_empty_cells,17,13,0
fewer_empty_cells,17,14,0
fewer_empty_cells,17,15,0
fewer_empty_cells,17,16,0
fewer_empty_cells,17,17,1
fewer_empty_cells,17,18,1
fewer_empty_cells,17,19,1
fewer_empty_cells,17,20,1
fewer_empty_cells,17,21,1
fewer_empty_cells,17,22,-1
fewer_empty_cells,17,23,0
fewer_empty_cells,18,0,-1
fewer_empty_cells,18,1,1
fewer_empty_cells,18,2,1
fewer_empty_cells,18,3,-1
fewer_empty_cells,18,4,0
fewer_empty_cells,18,5,0
fewer_empty_cells,18,6,0
fewer_empty_cells,18,7,1
fewer_empty_cells,18,8,1
fewer_empty_cells,18,9,1
fewer_empty_cells,18,10,-1
fewer_empty_cells,18,11,-1
fewer_empty_cells,18,12,0
fewer_empty_cells,18,13,0
fewer_empty_cells,18,14,0
fewer_empty_cells,18,15,0
fewer_empty_cells,18,16,0
fewer_empty_cells,18,17,1
fewer_empty_cells,18,18,1
fewer_empty_cells,18,19,1
fewer_empty_cells,18,20,1
fewer_empty_cells,18,21,1
fewer_empty_cells,18,22,1
fewer_empty_cells,18,23,1
fewer_empty_cells,19,0,1
fewer_empty_cells,19,1,1
fewer_empty_cells,19,2,1
fewer_empty_cells,19,3,0
fewer_empty_cells,19,4,0
fewer_empty_cells,19,5,0
fewer_empty_cells,19,6,0
fewer_empty_cells,19,7,1
fewer_empty_cells,19,8,1
fewer_empty_cells,19,9,1
fewer_empty_cells,19,10,1
fewer_empty_cells,19,11,0
fewer_empty_cells,19,12,0
fewer_empty_cells,19,13,0
fewer_empty_cells,19,14,0
fewer_empty_cells,19,15,0
fewer_empty_cells,19,16,0
fewer_empty_cells,19,17,-1
fewer_empty_cells,19,18,1
fewer_empty_cells,19,19,1
fewer_empty_cells,19,20,-1
fewer_empty_cells,19,21,1
fewer_empty_cells,19,22,1
fewer_empty_cells,19,23,1
fewer_empty_cells,20,0,1
fewer_empty_cells,20,1,1
fewer_empty_cells,20,2,0
fewer_empty_cells,20,3,0
fewer_empty_cells,20,4,0
fewer_empty_cells,20,5,0
fewer_empty_cells,20,6,0
fewer_empty_cells,20,7,1
fewer_empty_cells,20,8,1
fewer_empty_cells,20,9,1
fewer_empty_cells,20,10,1
fewer_empty_cells,20,11,-1
fewer_empty_cells,20,12,0
fewer_empty_cells,20,13,0
fewer_empty_cells,20,14,0
fewer_empty_cells,20,15,0
fewer_empty_cells,20,16,0
fewer_empty_cells,20,17,1
fewer_empty_cells,20,18,-1
fewer_empty_cells,20,19,1
fewer_empty_cells,20,20,1
fewer_empty_cells,20,21,-1
fewer_empty_cells,20,22,0
fewer_empty_cells,20,23,0
fewer_empty_cells,21,0,0
fewer_empty_cells,21,1,0
fewer_empty_cells,21,2,0
fewer_empty_cells,21,3,0
fewer_empty_cells,21,4,0
fewer_empty_cells,21,5,0
fewer_empty_cells,21,6,0
fewer_empty_cells,21,7,-1
fewer_empty_cells,21,8,1
fewer_empty_cells,21,9,1
fewer_empty_cells,21,10,1
fewer_empty_cells,21,11,1
fewer_empty_cells,21,12,0
fewer_empty_cells,21,13,0
fewer_empty_cells,21,14,-1
fewer_empty_cells,21,15,0
fewer_empty_cells,21,16,0
fewer_empty_cells,21,17,1
fewer_empty_cells,21,18,1
fewer_empty_cells,21,19,1
fewer_empty_cells,21,20,1
fewer_empty_cells,21,21,0
fewer_empty_cells,21,22,0
fewer_empty_cells,21,23,0
fewer_empty_cells,22,0,0
fewer_empty_cells,22,1,0
fewer_empty_cells,22,2,0
fewer_empty_cells,22,3,0
fewer_empty_cells,22,4,0
fewer_empty_cells,22,5,0
fewer_empty_cells,22,6,1
fewer_empty_cells,22,7,-1
fewer_empty_cells,22,8,1
fewer_empty_cells,22,9,1
fewer_empty_cells,22,10,1
fewer_empty_cells,22,11,1
fewer_empty_cells,22,12,0
fewer_empty_cells,22,13,0
fewer_empty_cells,22,14,-1
fewer_empty_cells,22,15,0
fewer_empty_cells,22,16,0
fewer_empty_cells,22,17,1
fewer_empty_cells,22,18,1
fewer_empty_cells,22,19,1
fewer_empty_cells,22,20,-1
fewer_empty_cells,22,21,0
fewer_empty_cells,22,22,0
fewer_empty_cells,22,23,-1
fewer_empty_cells,23,0,0
fewer_empty_cells,23,1,0
fewer_empty_cells,23,2,0
fewer_empty_cells,23,3,0
fewer_empty_cells,23,4,-1
fewer_empty_cells,23,5,1
fewer_empty_cells,23,6,1
fewer_empty_cells,23,7,1
fewer_empty_cells,23,8,1
fewer_empty_cells,23,9,1
fewer_empty_cells,23,10,1
fewer_empty_cells,23,11,1
fewer_empty_cells,23,12,0
fewer_empty_cells,23,13,0
fewer_empty_cells,23,14,0
fewer_empty_cells,23,15,0
fewer_empty_cells,23,16,-1
fewer_empty_cells,23,17,1
fewer_empty_cells,23,18,1
fewer_empty_cells,23,19,1
fewer_empty_cells,23,20,-1
fewer_empty_cells,23,21,0
fewer_empty_cells,23,22,0
fewer_empty_cells,23,23,0
more_empty_cells,0,0,1
more_empty_cells,0,1,1
more_empty_cells,0,2,-1
more_empty_cells,0,3,0
more_empty_cells,0,4,-1
more_empty_cells,0,5,1
more_empty_cells,0,6,1
more_empty_cells,0,7,-1
more_empty_cells,0,8,-1
more_empty_cells,0,9,-1
more_empty_cells,0,10,1
more_empty_cells,0,11,1
more_empty_cells,0,12,0
more_empty_cells,0,13,0
more_empty_cells,0,14,0
more_empty_cells,0,15,0
more_empty_cells,0,16,0
more_empty_cells,0,17,0
more_empty_cells,0,18,-1
more_empty_cells,0,19,0
more_empty_cells,0,20,0
more_empty_cells,0,21,0
more_empty_cells,0,22,1
more_empty_cells,0,23,1
more_empty_cells,1,0,1
more_empty_cells,1,1,1
more_empty_cells,1,2,-1
more_empty_cells,1,3,-1
more_empty_cells,1,4,-1
more_empty_cells,1,5,1
more_empty_cells,1,6,-1
more_empty_cells,1,7,1
more_empty_cells,1,8,-1
more_empty_cells,1,9,1
more_empty_cells,1,10,1
more_empty_cells,1,11,1
more_empty_cells,1,12,0
more_empty_cells,1,13,0
more_empty_cells,1,14,0
more_empty_cells,1,15,-1
more_empty_cells,1,16,0
more_empty_cells,1,17,-1
more_empty_cells,1,18,0
more_empty_cells,1,19,0
more_empty_cells,1,20,0
more_empty_cells,1,21,-1
more_empty_cells,1,22,-1
more_empty_cells,1,23,1
more_empty_cells,2,0,-1
more_empty_cells,2,1,-1
more_empty_cells,2,2,1
more_empty_cells,2,3,1
more_empty_cells,2,4,1
more_empty_cells,2,5,1
more_empty_cells,2,6,-1
more_empty_cells,2,7,1
more_empty_cells,2,8,1
more_empty_cells,2,9,-1
more_empty_cells,2,10,1
more_empty_cells,2,11,-1
more_empty_cells,2,12,0
more_empty_cells,2,13,0
more_empty_cells,2,14,0
more_empty_cells,2,15,0
more_empty_cells,2,16,0
more_empty_cells,2,17,0
more_empty_cells,2,18,0
more_empty_cells,2,19,-1
more_empty_cells,2,20,0
more_empty_cells,2,21,-1
more_empty_cells,2,22,1
more_empty_cells,2,23,1
more_empty_cells,3,0,1
more_empty_cells,3,1,-1
more_empty_cells,3,2,1
more_empty_cells,3,3,1
more_empty_cells,3,4,1
more_empty_cells,3,5,-1
more_empty_cells,3,6,1
more_empty_cells,3,7,1
more_empty_cells,3,8,1
more_empty_cells,3,9,1
more_empty_cells,3,10,1
more_empty_cells,3,11,1
more_empty_cells,3,12,1
more_empty_cells,3,13,-1
more_empty_cells,3,14,0
more_empty_cells,3,15,0
more_empty_cells,3,16,0
more_empty_cells,3,17,0
more_empty_cells,3,18,0
more_empty_cells,3,19,0
more_empty_cells,3,20,0
more_empty_cells,3,21,0
more_empty_cells,3,22,1
more_empty_cells,3,23,1
more_empty_cells,4,0,1
more_empty_cells,4,1,1
more_empty_cells,4,2,1
more_empty_cells,4,3,1
more_empty_cells,4,4,1
more_empty_cells,4,5,1
more_empty_cells,4,6,1
more_empty_cells,4,7,1
more_empty_cells,4,8,1
more_empty_cells,4,9,1
more_empty_cells,4,10,1
more_empty_cells,4,11,1
more_empty_cells,4,12,1
more_empty_cells,4,13,1
more_empty_cells,4,14,0
more_empty_cells,4,15,0
more_empty_cells,4,16,0
more_empty_cells,4,17,0
more_empty_cells,4,18,0
more_empty_cells,4,19,0
more_empty_cells,4,20,0
more_empty_cells,4,21,0
more_empty_cells,4,22,1
more_empty_cells,4,23,1
more_empty_cells,5,0,-1
more_empty_cells,5,1,1
more_empty_cells,5,2,1
more_empty_cells,5,3,1
more_empty_cells,5,4,-1
more_empty_cells,5,5,1
more_empty_cells,5,6,-1
more_empty_cells,5,7,-1
more_empty_cells,5,8,1
more_empty_cells,5,9,1
more_empty_cells,5,10,1
more_empty_cells,5,11,1
more_empty_cells,5,12,1
more_empty_cells,5,13,-1
more_empty_cells,5,14,0
more_empty_cells,5,15,-1
more_empty_cells,5,16,0
more_empty_cells,5,17,0
more_empty_cells,5,18,-1
more_empty_cells,5,19,0
more_empty_cells,5,20,0
more_empty_cells,5,21,0
more_empty_cells,5,22,-1
more_empty_cells,5,23,1
more_empty_cells,6,0,-1
more_empty_cells,6,1,-1
more_empty_cells,6,2,1
more_empty_cells,6,3,1
more_empty_cells,6,4,1
more_empty_cells,6,5,1
more_empty_cells,6,6,1
more_empty_cells,6,7,-1
more_empty_cells,6,8,1
more_empty_cells,6,9,1
more_empty_cells,6,10,1
more_empty_cells,6,11,1
more_empty_cells,6,12,1
more_empty_cells,6,13,1
more_empty_cells,6,14,-1
more_empty_cells,6,15,-1
more_empty_cells,6,16,0
more_empty_cells,6,17,0
more_empty_cells,6,18,1
more_empty_cells,6,19,1
more_empty_cells,6,20,1
more_empty_cells,6,21,1
more_empty_cells,6,22,-1
more_empty_cells,6,23,-1
more_empty_cells,7,0,0
more_empty_cells,7,1,0
more_empty_cells,7,2,-1
more_empty_cells,7,3,1
more_empty_cells,7,4,-1
more_empty_cells,7,5,-1
more_empty_cells,7,6,1
more_empty_cells,7,7,1
more_empty_cells,7,8,1
more_empty_cells,7,9,-1
more_empty_cells,7,10,1
more_empty_cells,7,11,1
more_empty_cells,7,12,1
more_empty_cells,7,13,-1
more_empty_cells,7,14,0
more_empty_cells,7,15,0
more_empty_cells,7,16,0
more_empty_cells,7,17,-1
more_empty_cells,7,18,1
more_empty_cells,7,19,1
more_empty_cells,7,20,1
more_empty_cells,7,21,1
more_empty_cells,7,22,-1
more_empty_cells,7,23,-1
more_empty_cells,8,0,0
more_empty_cells,8,1,0
more_empty_cells,8,2,-1
more_empty_cells,8,3,-1
more_empty_cells,8,4,1
more_empty_cells,8,5,1
more_empty_cells,8,6,1
more_empty_cells,8,7,1
more_empty_cells,8,8,1
more_empty_cells,8,9,-1
more_empty_cells,8,10,0
more_empty_cells,8,11,-1
more_empty_cells,8,12,1
more_empty_cells,8,13,-1
more_empty_cells,8,14,0
more_empty_cells,8,15,-1
more_empty_cells,8,16,-1
more_empty_cells,8,17,-1
more_empty_cells,8,18,1
more_empty_cells,8,19,1
more_empty_cells,8,20,1
more_empty_cells,8,21,1
more_empty_cells,8,22,0
more_empty_cells,8,23,0
more_empty_cells,9,0,-1
more_empty_cells,9,1,-1
more_empty_cells,9,2,-1
more_empty_cells,9,3,1
more_empty_cells,9,4,1
more_empty_cells,9,5,-1
more_empty_cells,9,6,1
more_empty_cells,9,7,-1
more_empty_cells,9,8,0
more_empty_cells,9,9,0
more_empty_cells,9,10,0
more_empty_cells,9,11,0
more_empty_cells,9,12,0
more_empty_cells,9,13,-1
more_empty_cells,9,14,0
more_empty_cells,9,15,0
more_empty_cells,9,16,-1
more_empty_cells,9,17,1
more_empty_cells,9,18,1
more_empty_cells,9,19,1
more_empty_cells,9,20,1
more_empty_cells,9,21,0
more_empty_cells,9,22,-1
more_empty_cells,9,23,0
more_empty_cells,10,0,0
more_empty_cells,10,1,0
more_empty_cells,10,2,0
more_empty_cells,10,3,0
more_empty_cells,10,4,-1
more_empty_cells,10,5,1
more_empty_cells,10,6,-1
more_empty_cells,10,7,-1
more_empty_cells,10,8,0
more_empty_cells,10,9,0
more_empty_cells,10,10,0
more_empty_cells,10,11,0
more_empty_cells,10,12,0
more_empty_cells,10,13,0
more_empty_cells,10,14,0
more_empty_cells,10,15,0
more_empty_cells,10,16,0
more_empty_cells,10,17,1
more_empty_cells,10,18,-1
more_empty_cells,10,19,1
more_empty_cells,10,20,0
more_empty_cells,10,21,0
more_empty_cells,10,22,0
more_empty_cells,10,23,-1
more_empty_cells,11,0,0
more_empty_cells,11,1,0
more_empty_cells,11,2,0
more_empty_cells,11,3,-1
more_empty_cells,11,4,-1
more_empty_cells,11,5,1
more_empty_cells,11,6,1
more_empty_cells,11,7,0
more_empty_cells,11,8,-1
more_empty_cells,11,9,0
more_empty_cells,11,10,0
more_empty_cells,11,11,0
more_empty_cells,11,12,0
more_empty_cells,11,13,0
more_empty_cells,11,14,0
more_empty_cells,11,15,-1
more_empty_cells,11,16,0
more_empty_cells,11,17,-1
more_empty_cells,11,18,1
more_empty_cells,11,19,-1
more_empty_cells,11,20,0
more_empty_cells,11,21,0
more_empty_cells,11,22,-1
more_empty_cells,11,23,-1
more_empty_cells,12,0,0
more_empty_cells,12,1,0
more_empty_cells,12,2,0
more_empty_cells,12,3,-1
more_empty_cells,12,4,1
more_empty_cells,12,5,1
more_empty_cells,12,6,1
more_empty_cells,12,7,0
more_empty_cells,12,8,0
more_empty_cells,12,9,0
more_empty_cells,12,10,-1
more_empty_cells,12,11,1
more_empty_cells,12,12,1
more_empty_cells,12,13,1
more_empty_cells,12,14,-1
more_empty_cells,12,15,0
more_empty_cells,12,16,0
more_empty_cells,12,17,0
more_empty_cells,12,18,0
more_empty_cells,12,19,-1
more_empty_cells,12,20,0
more_empty_cells,12,21,-1
more_empty_cells,12,22,-1
more_empty_cells,12,23,0
more_empty_cells,13,0,0
more_empty_cells,13,1,0
more_empty_cells,13,2,-1
more_empty_cells,13,3,1
more_empty_cells,13,4,1
more_empty_cells,13,5,-1
more_empty_cells,13,6,1
more_empty_cells,13,7,-1
more_empty_cells,13,8,0
more_empty_cells,13,9,0
more_empty_cells,13,10,1
more_empty_cells,13,11,1
more_empty_cells,13,12,1
more_empty_cells,13,13,1
more_empty_cells,13,14,1
more_empty_cells,13,15,0
more_empty_cells,13,16,0
more_empty_cells,13,17,-1
more_empty_cells,13,18,0
more_empty_cells,13,19,0
more_empty_cells,13,20,0
more_empty_cells,13,21,-1
more_empty_cells,13,22,0
more_empty_cells,13,23,-1
more_empty_cells,14,0,-1
more_empty_cells,14,1,0
more_empty_cells,14,2,0
more_empty_cells,14,3,-1
more_empty_cells,14,4,-1
more_empty_cells,14,5,1
more_empty_cells,14,6,1
more_empty_cells,14,7,1
more_empty_cells,14,8,1
more_empty_cells,14,9,-1
more_empty_cells,14,10,1
more_empty_cells,14,11,1
more_empty_cells,14,12,1
more_empty_cells,14,13,1
more_empty_cells,14,14,-1
more_empty_cells,14,15,0
more_empty_cells,14,16,0
more_empty_cells,14,17,0
more_empty_cells,14,18,-1
more_empty_cells,14,19,0
more_empty_cells,14,20,0
more_empty_cells,14,21,-1
more_empty_cells,14,22,0
more_empty_cells,14,23,0
more_empty_cells,15,0,-1
more_empty_cells,15,1,0
more_empty_cells,15,2,0
more_empty_cells,15,3,1
more_empty_cells,15,4,1
more_empty_cells,15,5,1
more_empty_cells,15,6,-1
more_empty_cells,15,7,1
more_empty_cells,15,8,1
more_empty_cells,15,9,1
more_empty_cells,15,10,-1
more_empty_cells,15,11,1
more_empty_cells,15,12,1
more_empty_cells,15,13,1
more_empty_cells,15,14,1
more_empty_cells,15,15,1
more_empty_cells,15,16,0
more_empty_cells,15,17,-1
more_empty_cells,15,18,0
more_empty_cells,15,19,0
more_empty_cells,15,20,0
more_empty_cells,15,21,0
more_empty_cells,15,22,-1
more_empty_cells,15,23,0
more_empty_cells,16,0,0
more_empty_cells,16,1,0
more_empty_cells,16,2,-1
more_empty_cells,16,3,1
more_empty_cells,16,4,1
more_empty_cells,16,5,1
more_empty_cells,16,6,1
more_empty_cells,16,7,1
more_empty_cells,16,8,1
more_empty_cells,16,9,1
more_empty_cells,16,10,-1
more_empty_cells,16,11,1
more_empty_cells,16,12,1
more_empty_cells,16,13,1
more_empty_cells,16,14,1
more_empty_cells,16,15,1
more_empty_cells,16,16,-1
more_empty_cells,16,17,0
more_empty_cells,16,18,0
more_empty_cells,16,19,0
more_empty_cells,16,20,-1
more_empty_cells,16,21,0
more_empty_cells,16,22,0
more_empty_cells,16,23,0
more_empty_cells,17,0,0
more_empty_cells,17,1,0
more_empty_cells,17,2,0
more_empty_cells,17,3,-1
more_empty_cells,17,4,1
more_empty_cells,17,5,1
more_empty_cells,17,6,1
more_empty_cells,17,7,1
more_empty_cells,17,8,-1
more_empty_cells,17,9,0
more_empty_cells,17,10,0
more_empty_cells,17,11,0
more_empty_cells,17,12,-1
more_empty_cells,17,13,0
more_empty_cells,17,14,-1
more_empty_cells,17,15,-1
more_empty_cells,17,16,0
more_empty_cells,17,17,0
more_empty_cells,17,18,0
more_empty_cells,17,19,0
more_empty_cells,17,20,0
more_empty_cells,17,21,0
more_empty_cells,17,22,-1
more_empty_cells,17,23,-1
more_empty_cells,18,0,-1
more_empty_cells,18,1,0
more_empty_cells,18,2,0
more_empty_cells,18,3,0
more_empty_cells,18,4,0
more_empty_cells,18,5,0
more_empty_cells,18,6,-1
more_empty_cells,18,7,0
more_empty_cells,18,8,0
more_empty_cells,18,9,0
more_empty_cells,18,10,0
more_empty_cells,18,11,-1
more_empty_cells,18,12,0
more_empty_cells,18,13,0
more_empty_cells,18,14,0
more_empty_cells,18,15,0
more_empty_cells,18,16,0
more_empty_cells,18,17,-1
more_empty_cells,18,18,-1
more_empty_cells,18,19,0
more_empty_cells,18,20,-1
more_empty_cells,18,21,0
more_empty_cells,18,22,0
more_empty_cells,18,23,-1
more_empty_cells,19,0,0
more_empty_cells,19,1,0
more_empty_cells,19,2,0
more_empty_cells,19,3,0
more_empty_cells,19,4,0
more_empty_cells,19,5,-1
more_empty_cells,19,6,0
more_empty_cells,19,7,0
more_empty_cells,19,8,0
more_empty_cells,19,9,0
more_empty_cells,19,10,0
more_empty_cells,19,11,0
more_empty_cells,19,12,0
more_empty_cells,19,13,-1
more_empty_cells,19,14,0
more_empty_cells,19,15,0
more_empty_cells,19,16,0
more_empty_cells,19,17,0
more_empty_cells,19,18,0
more_empty_cells,19,19,0
more_empty_cells,19,20,-1
more_empty_cells,19,21,-1
more_empty_cells,19,22,0
more_empty_cells,19,23,0
more_empty_cells,20,0,0
more_empty_cells,20,1,0
more_empty_cells,20,2,-1
more_empty_cells,20,3,-1
more_empty_cells,20,4,0
more_empty_cells,20,5,-1
more_empty_cells,20,6,0
more_empty_cells,20,7,0
more_empty_cells,20,8,-1
more_empty_cells,20,9,0
more_empty_cells,20,10,0
more_empty_cells,20,11,0
more_empty_cells,20,12,0
more_empty_cells,20,13,-1
more_empty_cells,20,14,0
more_empty_cells,20,15,0
more_empty_cells,20,16,0
more_empty_cells,20,17,0
more_empty_cells,20,18,-1
more_empty_cells,20,19,-1
more_empty_cells,20,20,-1
more_empty_cells,20,21,-1
more_empty_cells,20,22,-1
more_empty_cells,20,23,-1
more_empty_cells,21,0,0
more_empty_cells,21,1,0
more_empty_cells,21,2,-1
more_empty_cells,21,3,-1
more_empty_cells,21,4,-1
more_empty_cells,21,5,0
more_empty_cells,21,6,0
more_empty_cells,21,7,-1
more_empty_cells,21,8,1
more_empty_cells,21,9,-1
more_empty_cells,21,10,1
more_empty_cells,21,11,1
more_empty_cells,21,12,0
more_empty_cells,21,13,0
more_empty_cells,21,14,-1
more_empty_cells,21,15,-1
more_empty_cells,21,16,0
more_empty_cells,21,17,0
more_empty_cells,21,18,0
more_empty_cells,21,19,-1
more_empty_cells,21,20,-1
more_empty_cells,21,21,-1
more_empty_cells,21,22,0
more_empty_cells,21,23,0
more_empty_cells,22,0,0
more_empty_cells,22,1,0
more_empty_cells,22,2,0
more_empty_cells,22,3,-1
more_empty_cells,22,4,0
more_empty_cells,22,5,0
more_empty_cells,22,6,0
more_empty_cells,22,7,1
more_empty_cells,22,8,1
more_empty_cells,22,9,1
more_empty_cells,22,10,1
more_empty_cells,22,11,1
more_empty_cells,22,12,1
more_empty_cells,22,13,0
more_empty_cells,22,14,0
more_empty_cells,22,15,0
more_empty_cells,22,16,-1
more_empty_cells,22,17,0
more_empty_cells,22,18,0
more_empty_cells,22,19,0
more_empty_cells,22,20,0
more_empty_cells,22,21,0
more_empty_cells,22,22,-1
more_empty_cells,22,23,-1
more_empty_cells,23,0,0
more_empty_cells,23,1,-1
more_empty_cells,23,2,0
more_empty_cells,23,3,0
more_empty_cells,23,4,-1
more_empty_cells,23,5,0
more_empty_cells,23,6,0
more_empty_cells,23,7,1
more_empty_cells,23,8,1
more_empty_cells,23,9,1
more_empty_cells,23,10,1
more_empty_cells,23,11,1
more_empty_cells,23,12,1
more_empty_cells,23,13,0
more_empty_cells,23,14,0
more_empty_cells,23,15,-1
more_empty_cells,23,16,-1
more_empty_cells,23,17,-1
more_empty_cells,23,18,0
more_empty_cells,23,19,0
more_empty_cells,23,20,0
more_empty_cells,23,21,0
more_empty_cells,23,22,0
more_empty_cells,23,23,-1
larger_grid,0,0,1
larger_grid,0,1,1
larger_grid,0,2,1
larger_grid,0,3,1
larger_grid,0,4,1
larger_grid,0,5,-1
larger_grid,0,6,0
larger_grid,0,7,-1
larger_grid,0,8,0
larger_grid,0,9,0
larger_grid,0,10,0
larger_grid,0,11,0
larger_grid,0,12,-1
larger_grid,0,13,-1
larger_grid,0,14,1
larger_grid,0,15,-1
larger_grid,0,16,1
larger_grid,0,17,-1
larger_grid,0,18,0
larger_grid,0,19,0
larger_grid,0,20,-1
larger_grid,0,21,0
larger_grid,0,22,0
larger_grid,0,23,0
larger_grid,0,24,0
larger_grid,0,25,0
larger_grid,0,26,0
larger_grid,0,27,0
larger_grid,0,28,-1
larger_grid,0,29,0
larger_grid,0,30,0
larger_grid,0,31,-1
larger_grid,1,0,1
larger_grid,1,1,1
larger_grid,1,2,1
larger_grid,1,3,1
larger_grid,1,4,1
larger_grid,1,5,0
larger_grid,1,6,-1
larger_grid,1,7,0
larger_grid,1,8,0
larger_grid,1,9,0
larger_grid,1,10,-1
larger_grid,1,11,0
larger_grid,1,12,1
larger_grid,1,13,-1
larger_grid,1,14,1
larger_grid,1,15,1
larger_grid,1,16,1
larger_grid,1,17,-1
larger_grid,1,18,0
larger_grid,1,19,0
larger_grid,1,20,0
larger_grid,1,21,0
larger_grid,1,22,0
larger_grid,1,23,0
larger_grid,1,24,0
larger_grid,1,25,0
larger_grid,1,26,0
larger_grid,1,27,0
larger_grid,1,28,0
larger_grid,1,29,0
larger_grid,1,30,-1
larger_grid,1,31,0
larger_grid,2,0,1
larger_grid,2,1,1
larger_grid,2,2,1
larger_grid,2,3,1
larger_grid,2,4,0
larger_grid,2,5,0
larger_grid,2,6,0
larger_grid,2,7,0
larger_grid,2,8,0
larger_grid,2,9,0
larger_grid,2,10,0
larger_grid,2,11,1
larger_grid,2,12,1
larger_grid,2,13,1
larger_grid,2,14,1
larger_grid,2,15,1
larger_grid,2,16,1
larger_grid,2,17,1
larger_grid,2,18,0
larger_grid,2,19,0
larger_grid,2,20,0
larger_grid,2,21,0
larger_grid,2,22,0
larger_grid,2,23,0
larger_grid,2,24,0
larger_grid,2,25,-1
larger_grid,2,26,0
larger_grid,2,27,0
larger_grid,2,28,0
larger_grid,2,29,0
larger_grid,2,30,-1
larger_grid,2,31,0
larger_grid,3,0,1
larger_grid,3,1,1
larger_grid,3,2,-1
larger_grid,3,3,0
larger_grid,3,4,0
larger_grid,3,5,0
larger_grid,3,6,0
larger_grid,3,7,0
larger_grid,3,8,0
larger_grid,3,9,0
larger_grid,3,10,1
larger_grid,3,11,1
larger_grid,3,12,1
larger_grid,3,13,1
larger_grid,3,14,-1
larger_grid,3,15,1
larger_grid,3,16,1
larger_grid,3,17,1
larger_grid,3,18,1
larger_grid,3,19,0
larger_grid,3,20,0
larger_grid,3,21,0
larger_grid,3,22,0
larger_grid,3,23,0
larger_grid,3,24,1
larger_grid,3,25,1
larger_grid,3,26,1
larger_grid,3,27,-1
larger_grid,3,28,0
larger_grid,3,29,0
larger_grid,3,30,0
larger_grid,3,31,0
larger_grid,4,0,1
larger_grid,4,1,1
larger_grid,4,2,0
larger_grid,4,3,0
larger_grid,4,4,0
larger_grid,4,5,-1
larger_grid,4,6,0
larger_grid,4,7,0
larger_grid,4,8,0
larger_grid,4,9,1
larger_grid,4,10,-1
larger_grid,4,11,-1
larger_grid,4,12,1
larger_grid,4,13,-1
larger_grid,4,14,0
larger_grid,4,15,0
larger_grid,4,16,1
larger_grid,4,17,1
larger_grid,4,18,-1
larger_grid,4,19,-1
larger_grid,4,20,0
larger_grid,4,21,0
larger_grid,4,22,-1
larger_grid,4,23,1
larger_grid,4,24,1
larger_grid,4,25,1
larger_grid,4,26,-1
larger_grid,4,27,1
larger_grid,4,28,1
larger_grid,4,29,1
larger_grid,4,30,0
larger_grid,4,31,0
larger_grid,5,0,1
larger_grid,5,1,1
larger_grid,5,2,0
larger_grid,5,3,0
larger_grid,5,4,0
larger_grid,5,5,0
larger_grid,5,6,0
larger_grid,5,7,-1
larger_grid,5,8,1
larger_grid,5,9,1
larger_grid,5,10,-1
larger_grid,5,11,0
larger_grid,5,12,0
larger_grid,5,13,0
larger_grid,5,14,0
larger_grid,5,15,0
larger_grid,5,16,-1
larger_grid,5,17,1
larger_grid,5,18,1
larger_grid,5,19,0
larger_grid,5,20,0
larger_grid,5,21,0
larger_grid,5,22,0
larger_grid,5,23,1
larger_grid,5,24,-1
larger_grid,5,25,1
larger_grid,5,26,1
larger_grid,5,27,1
larger_grid,5,28,1
larger_grid,5,29,1
larger_grid,5,30,1
larger_grid,5,31,-1
larger_grid,6,0,1
larger_grid,6,1,-1
larger_grid,6,2,-1
larger_grid,6,3,1
larger_grid,6,4,1
larger_grid,6,5,0
larger_grid,6,6,-1
larger_grid,6,7,0
larger_grid,6,8,-1
larger_grid,6,9,1
larger_grid,6,10,-1
larger_grid,6,11,0
larger_grid,6,12,0
larger_grid,6,13,0
larger_grid,6,14,0
larger_grid,6,15,0
larger_grid,6,16,0
larger_grid,6,17,1
larger_grid,6,18,1
larger_grid,6,19,-1
larger_grid,6,20,0
larger_grid,6,21,0
larger_grid,6,22,0
larger_grid,6,23,0
larger_grid,6,24,1
larger_grid,6,25,1
larger_grid,6,26,-1
larger_grid,6,27,-1
larger_grid,6,28,1
larger_grid,6,29,1
larger_grid,6,30,1
larger_grid,6,31,-1
larger_grid,7,0,1
larger_grid,7,1,-1
larger_grid,7,2,1
larger_grid,7,3,1
larger_grid,7,4,1
larger_grid,7,5,1
