scenario,time,system_state,target_state,performance_gap,policy_intensity,institutional_capacity,trust,administrative_burden,uptake,side_effect
low_side_effect_policy,25,11.550976,16.0,4.449024,2.0,10.500378,0.806061,0.0,1.0,0.860618
low_side_effect_policy,26,11.559013,16.0,4.440987,2.0,10.594932,0.812271,0.0,1.0,0.878981
low_side_effect_policy,27,11.668296,16.0,4.331704,2.0,10.681699,0.818309,0.0,1.0,0.896242
low_side_effect_policy,28,11.673824,16.0,4.326176,2.0,10.770493,0.824184,0.0,1.0,0.912467
low_side_effect_policy,29,11.915126,16.0,4.084874,2.0,10.851793,0.829907,0.0,1.0,0.927719
low_side_effect_policy,30,11.763516,16.0,4.236484,2.0,10.947492,0.835486,0.0,1.0,0.942056
low_side_effect_policy,31,11.964803,16.0,4.035197,2.0,11.020935,0.840931,0.0,1.0,0.955533
low_side_effect_policy,32,12.063857,16.0,3.936143,2.0,11.105883,0.846249,0.0,1.0,0.968201
low_side_effect_policy,33,12.054635,16.0,3.945365,2.0,11.1921,0.851448,0.0,1.0,0.980109
low_side_effect_policy,34,12.217281,16.0,3.782719,2.0,11.269729,0.856535,0.0,1.0,0.991302
low_side_effect_policy,35,12.18597,16.0,3.81403,2.0,11.355008,0.861517,0.0,1.0,1.001824
low_side_effect_policy,36,12.228547,16.0,3.771453,2.0,11.429795,0.866399,0.0,1.0,1.011715
low_side_effect_policy,37,12.145549,16.0,3.854451,2.0,11.501683,0.871189,0.0,1.0,1.021012
low_side_effect_policy,38,12.023908,16.0,3.976092,2.0,11.559631,0.875892,0.0,1.0,1.029751
low_side_effect_policy,39,12.327022,16.0,3.672978,2.0,11.601415,0.880512,0.0,1.0,1.037966
low_side_effect_policy,40,12.285162,16.0,3.714838,2.0,11.66672,0.885055,0.0,1.0,1.045688
low_side_effect_policy,41,12.393175,16.0,3.606825,2.0,11.72238,0.889526,0.0,1.0,1.052947
low_side_effect_policy,42,12.646405,16.0,3.353595,2.0,11.782751,0.893928,0.0,1.0,1.05977
low_side_effect_policy,43,12.701593,16.0,3.298407,2.0,11.86048,0.898266,0.0,1.0,1.066184
low_side_effect_policy,44,12.568659,16.0,3.431341,2.0,11.93618,0.902544,0.0,1.0,1.072213
low_side_effect_policy,45,12.572402,16.0,3.427598,2.0,11.993103,0.906765,0.0,1.0,1.07788
low_side_effect_policy,46,12.535589,16.0,3.464411,2.0,12.04524,0.910933,0.0,1.0,1.083207
low_side_effect_policy,47,12.606317,16.0,3.393683,2.0,12.089372,0.915051,0.0,1.0,1.088215
low_side_effect_policy,48,12.57026,16.0,3.42974,2.0,12.135897,0.919122,0.0,1.0,1.092922
low_side_effect_policy,49,12.540747,16.0,3.459253,2.0,12.17499,0.923148,0.0,1.0,1.097347
low_side_effect_policy,50,12.572804,16.0,3.427196,2.0,12.207908,0.927133,0.0,1.0,1.101506
low_side_effect_policy,51,12.600848,16.0,3.399152,2.0,12.240748,0.931079,0.0,1.0,1.105415
low_side_effect_policy,52,12.653782,16.0,3.346218,2.0,12.273157,0.934988,0.0,1.0,1.109091
low_side_effect_policy,53,12.629469,16.0,3.370531,2.0,12.307414,0.938863,0.0,1.0,1.112545
low_side_effect_policy,54,12.88228,16.0,3.11772,2.0,12.336399,0.942705,0.0,1.0,1.115792
low_side_effect_policy,55,12.900732,16.0,3.099268,2.0,12.385528,0.946516,0.0,1.0,1.118845
low_side_effect_policy,56,13.125764,16.0,2.874236,2.0,12.431896,0.950299,0.0,1.0,1.121714
low_side_effect_policy,57,13.182525,16.0,2.817475,2.0,12.494344,0.954055,0.0,1.0,1.124411
low_side_effect_policy,58,13.029378,16.0,2.970622,2.0,12.556281,0.957786,0.0,1.0,1.126947
low_side_effect_policy,59,12.996743,16.0,3.003257,2.0,12.598859,0.961492,0.0,1.0,1.12933
low_side_effect_policy,60,12.968404,16.0,3.031596,2.0,12.634669,0.965177,0.0,1.0,1.13157
low_side_effect_policy,61,12.697907,16.0,3.302093,2.0,12.664705,0.96884,0.0,1.0,1.133676
low_side_effect_policy,62,12.795547,16.0,3.204453,2.0,12.667693,0.972483,0.0,1.0,1.135655
low_side_effect_policy,63,13.006169,16.0,2.993831,2.0,12.6792,0.976108,0.0,1.0,1.137516
low_side_effect_policy,64,13.025309,16.0,2.974691,2.0,12.708627,0.979716,0.0,1.0,1.139265
low_side_effect_policy,65,12.740365,16.0,3.259635,2.0,12.737129,0.983307,0.0,1.0,1.140909
low_side_effect_policy,66,12.925141,16.0,3.074859,2.0,12.73742,0.986882,0.0,1.0,1.142455
low_side_effect_policy,67,12.763621,16.0,3.236379,2.0,12.754315,0.990443,0.0,1.0,1.143907
low_side_effect_policy,68,12.766628,16.0,3.233372,2.0,12.755152,0.99399,0.0,1.0,1.145273
low_side_effect_policy,69,12.91424,16.0,3.08576,2.0,12.756185,0.997525,0.0,1.0,1.146556
low_side_effect_policy,70,13.009214,16.0,2.990786,2.0,12.77041,1.0,0.0,1.0,1.147763
low_side_effect_policy,71,13.104546,16.0,2.895454,2.0,12.791902,1.0,0.0,1.0,1.148897
low_side_effect_policy,72,12.992159,16.0,3.007841,2.0,12.82004,1.0,0.0,1.0,1.149963
low_side_effect_policy,73,13.06,16.0,2.94,2.0,12.835531,1.0,0.0,1.0,1.150966
low_side_effect_policy,74,12.968866,16.0,3.031134,2.0,12.855733,1.0,0.0,1.0,1.151908
low_side_effect_policy,75,13.042562,16.0,2.957438,2.0,12.865915,1.0,0.0,1.0,1.152793
low_side_effect_policy,76,13.065472,16.0,2.934528,2.0,12.881813,1.0,0.0,1.0,1.153626
low_side_effect_policy,77,13.085454,16.0,2.914546,2.0,12.898343,1.0,0.0,1.0,1.154408
low_side_effect_policy,78,13.291886,16.0,2.708114,2.0,12.915183,1.0,0.0,1.0,1.155144
low_side_effect_policy,79,13.123944,16.0,2.876056,2.0,12.949086,1.0,0.0,1.0,1.155835
low_side_effect_policy,80,13.137405,16.0,2.862595,2.0,12.964823,1.0,0.0,1.0,1.156485
low_side_effect_policy,81,12.983766,16.0,3.016234,2.0,12.980356,1.0,0.0,1.0,1.157096
low_side_effect_policy,82,13.067917,16.0,2.932083,2.0,12.980663,1.0,0.0,1.0,1.15767
low_side_effect_policy,83,13.140104,16.0,2.859896,2.0,12.988515,1.0,0.0,1.0,1.15821
low_side_effect_policy,84,13.073139,16.0,2.926861,2.0,13.002158,1.0,0.0,1.0,1.158717
low_side_effect_policy,85,13.203144,16.0,2.796856,2.0,13.008547,1.0,0.0,1.0,1.159194
low_side_effect_policy,86,13.241662,16.0,2.758338,2.0,13.02606,1.0,0.0,1.0,1.159643
low_side_effect_policy,87,13.046999,16.0,2.953001,2.0,13.045465,1.0,0.0,1.0,1.160064
low_side_effect_policy,88,13.408765,16.0,2.591235,2.0,13.045603,1.0,0.0,1.0,1.16046
low_side_effect_policy,89,13.589775,16.0,2.410225,2.0,13.078287,1.0,0.0,1.0,1.160833
low_side_effect_policy,90,13.525058,16.0,2.474942,2.0,13.124321,1.0,0.0,1.0,1.161183
low_side_effect_policy,91,13.638459,16.0,2.361541,2.0,13.160387,1.0,0.0,1.0,1.161512
low_side_effect_policy,92,13.862029,16.0,2.137971,2.0,13.203414,1.0,0.0,1.0,1.161821
low_side_effect_policy,93,13.863918,16.0,2.136082,2.0,13.262689,1.0,0.0,1.0,1.162112
low_side_effect_policy,94,13.870206,16.0,2.129794,2.0,13.3168,1.0,0.0,1.0,1.162385
low_side_effect_policy,95,13.855731,16.0,2.144269,2.0,13.366606,1.0,0.0,1.0,1.162642
low_side_effect_policy,96,13.713842,16.0,2.286158,2.0,13.410628,1.0,0.0,1.0,1.162883
low_side_effect_policy,97,13.624972,16.0,2.375028,2.0,13.437917,1.0,0.0,1.0,1.16311
low_side_effect_policy,98,13.681054,16.0,2.318946,2.0,13.454752,1.0,0.0,1.0,1.163324
low_side_effect_policy,99,13.73338,16.0,2.26662,2.0,13.475119,1.0,0.0,1.0,1.163524
short_policy_window,0,12.0,16.0,4.0,1.05,7.0,0.58,0.25,0.7265,0.0
short_policy_window,1,11.192347,16.0,4.807653,1.1,7.4,0.588214,0.117,0.802814,0.05775
short_policy_window,2,10.59764,16.0,5.40236,1.15,7.703388,0.599108,0.0,0.869351,0.114785
short_policy_window,3,10.136623,16.0,5.863377,1.2,7.934928,0.610437,0.0,0.880854,0.171148
short_policy_window,4,9.693784,16.0,6.306216,1.25,8.111064,0.621381,0.0,0.890302,0.226879
short_policy_window,5,9.509577,16.0,6.490423,1.3,8.237681,0.631916,0.0,0.897893,0.282016
short_policy_window,6,9.275907,16.0,6.724093,1.35,8.339433,0.642018,0.0,0.904486,0.336595
short_policy_window,7,9.134678,16.0,6.865322,1.4,8.414351,0.651679,0.0,0.910006,0.39065
short_policy_window,8,8.960524,16.0,7.039476,1.45,8.471977,0.660887,0.0,0.914785,0.444211
short_policy_window,9,9.144306,16.0,6.855694,1.5,8.511061,0.669635,0.0,0.918778,0.497308
short_policy_window,10,9.041103,16.0,6.958897,1.55,8.56172,0.677917,0.0,0.923035,0.549969
short_policy_window,11,9.163637,16.0,6.836363,1.6,8.600071,0.685741,0.0,0.926725,0.602221
short_policy_window,12,9.26988,16.0,6.73012,1.6,8.645156,0.693101,0.0,0.930511,0.654088
short_policy_window,13,9.288367,16.0,6.711633,1.6,8.695134,0.70003,0.0,0.934339,0.702843
short_policy_window,14,9.42202,16.0,6.57798,1.6,8.742593,0.706558,0.0,0.937958,0.748672
short_policy_window,15,9.444871,16.0,6.555129,1.6,8.796947,0.71271,0.0,0.941706,0.791752
short_policy_window,16,9.373115,16.0,6.626885,1.6,8.848781,0.718513,0.0,0.945261,0.832247
short_policy_window,17,9.380979,16.0,6.619021,1.6,8.890728,0.723989,0.0,0.948372,0.870312
short_policy_window,18,9.428458,16.0,6.571542,1.6,8.929948,0.729154,0.0,0.951294,0.906093
short_policy_window,19,9.558454,16.0,6.441546,1.6,8.969829,0.734026,0.0,0.954152,0.939728
short_policy_window,20,9.601724,16.0,6.398276,1.6,9.016919,0.738625,0.0,0.95718,0.971344
short_policy_window,21,9.622283,16.0,6.377717,1.6,9.063703,0.742972,0.0,0.960121,1.001063
short_policy_window,22,9.66593,16.0,6.33407,1.6,9.108389,0.747084,0.0,0.962919,1.029
short_policy_window,23,9.622836,16.0,6.377164,1.6,9.152993,0.750975,0.0,0.965647,1.05526
short_policy_window,24,9.526581,16.0,6.473419,1.6,9.19058,0.75466,0.0,0.968068,1.079944
short_policy_window,25,9.482082,16.0,6.517918,1.6,9.21746,0.75815,0.0,0.970056,1.103147
short_policy_window,26,9.595864,16.0,6.404136,1.6,9.23863,0.761451,0.0,0.971787,1.124959
short_policy_window,27,9.658023,16.0,6.341977,1.6,9.267209,0.764573,0.0,0.973724,1.145461
short_policy_window,28,9.583311,16.0,6.416689,1.6,9.298474,0.767532,0.0,0.975706,1.164733
short_policy_window,29,9.432702,16.0,6.567298,1.6,9.321261,0.770339,0.0,0.977346,1.182849
short_policy_window,30,9.245077,16.0,6.754923,1.6,9.330176,0.773,0.0,0.978456,1.199878
short_policy_window,31,9.218414,16.0,6.781586,1.6,9.323368,0.775518,0.0,0.978973,1.215886
short_policy_window,32,9.240932,16.0,6.759068,1.6,9.314972,0.777893,0.0,0.979392,1.230933
short_policy_window,33,9.415716,16.0,6.584284,1.6,9.309049,0.780133,0.0,0.979857,1.245077
short_policy_window,34,9.58999,16.0,6.41001,1.6,9.317582,0.782248,0.0,0.98079,1.258372
short_policy_window,35,9.666041,16.0,6.333959,1.6,9.339375,0.784251,0.0,0.982153,1.27087
short_policy_window,36,9.788829,16.0,6.211171,1.6,9.365508,0.786157,0.0,0.98364,1.282617
short_policy_window,37,9.874133,16.0,6.125867,1.6,9.399374,0.787975,0.0,0.985371,1.29366
short_policy_window,38,9.676392,16.0,6.323608,1.6,9.437354,0.789715,0.0,0.987222,1.304041
short_policy_window,39,9.678358,16.0,6.321642,1.6,9.456477,0.791385,0.0,0.988392,1.313798
short_policy_window,40,9.814375,16.0,6.185625,1.6,9.474228,0.792982,0.0,0.989492,1.32297
short_policy_window,41,9.798623,16.0,6.201377,1.6,9.50144,0.794508,0.0,0.990903,1.331592
short_policy_window,42,9.90793,16.0,6.09207,1.6,9.525214,0.795975,0.0,0.992175,1.339697
short_policy_window,43,9.849904,16.0,6.150096,1.6,9.555832,0.797384,0.0,0.993669,1.347315
short_policy_window,44,9.862292,16.0,6.137708,1.6,9.579357,0.798744,0.0,0.994901,1.354476
short_policy_window,45,9.924827,16.0,6.075173,1.6,9.601992,0.800056,0.0,0.996086,1.361207
short_policy_window,46,9.975896,16.0,6.024104,1.6,9.627819,0.801322,0.0,0.99737,1.367535
short_policy_window,47,9.906776,16.0,6.093224,1.6,9.655665,0.802547,0.0,0.998713,1.373483
short_policy_window,48,10.049963,16.0,5.950037,1.6,9.675754,0.803737,0.0,0.999773,1.379074
short_policy_window,49,9.993914,16.0,6.006086,1.6,9.705691,0.804891,0.0,1.0,1.384329
short_policy_window,50,10.115372,16.0,5.884628,1.6,9.728749,0.805998,0.0,1.0,1.38927
short_policy_window,51,10.139156,16.0,5.860844,1.6,9.759678,0.807059,0.0,1.0,1.393914
short_policy_window,52,9.923458,16.0,6.076542,1.6,9.790037,0.808076,0.0,1.0,1.398279
short_policy_window,53,9.721082,16.0,6.278918,1.6,9.80071,0.809052,0.0,1.0,1.402382
short_policy_window,54,9.881983,16.0,6.118017,1.6,9.79434,0.80999,0.0,1.0,1.406239
short_policy_window,55,10.064417,16.0,5.935583,1.6,9.801352,0.810891,0.0,1.0,1.409865
short_policy_window,56,10.067505,16.0,5.932495,1.6,9.822397,0.811758,0.0,1.0,1.413273
short_policy_window,57,10.020993,16.0,5.979007,1.6,9.842006,0.812594,0.0,1.0,1.416476
short_policy_window,58,9.918672,16.0,6.081328,1.6,9.856325,0.813399,0.0,1.0,1.419488
short_policy_window,59,9.85777,16.0,6.14223,1.6,9.861312,0.814176,0.0,1.0,1.422319
short_policy_window,60,9.928582,16.0,6.071418,1.6,9.861029,0.814926,0.0,1.0,1.42498
short_policy_window,61,9.958171,16.0,6.041829,1.6,9.866433,0.815651,0.0,1.0,1.427481
short_policy_window,62,9.898384,16.0,6.101616,1.6,9.873772,0.816353,0.0,1.0,1.429832
short_policy_window,63,9.749316,16.0,6.250684,1.6,9.875741,0.817032,0.0,1.0,1.432042
short_policy_window,64,9.71843,16.0,6.28157,1.6,9.865627,0.817691,0.0,1.0,1.434119
short_policy_window,65,9.896334,16.0,6.103666,1.6,9.853851,0.81833,0.0,1.0,1.436072
short_policy_window,66,9.679271,16.0,6.320729,1.6,9.85725,0.818951,0.0,1.0,1.437908
short_policy_window,67,9.766269,16.0,6.233731,1.6,9.843012,0.819555,0.0,1.0,1.439633
short_policy_window,68,9.866341,16.0,6.133659,1.6,9.836872,0.820142,0.0,1.0,1.441255
short_policy_window,69,9.856157,16.0,6.143843,1.6,9.83923,0.820715,0.0,1.0,1.44278
short_policy_window,70,10.10682,16.0,5.89318,1.6,9.840584,0.821272,0.0,1.0,1.444213
short_policy_window,71,9.93565,16.0,6.06435,1.6,9.861883,0.821817,0.0,1.0,1.445561
short_policy_window,72,9.861567,16.0,6.138433,1.6,9.867784,0.822349,0.0,1.0,1.446827
short_policy_window,73,9.756747,16.0,6.243253,1.6,9.867287,0.822868,0.0,1.0,1.448017
short_policy_window,74,9.857881,16.0,6.142119,1.6,9.858444,0.823377,0.0,1.0,1.449136
short_policy_window,75,10.006495,16.0,5.993505,1.6,9.858399,0.823875,0.0,1.0,1.450188
short_policy_window,76,10.003025,16.0,5.996975,1.6,9.870246,0.824363,0.0,1.0,1.451177
short_policy_window,77,9.85787,16.0,6.14213,1.6,9.880869,0.824842,0.0,1.0,1.452106
short_policy_window,78,9.964031,16.0,6.035969,1.6,9.879029,0.825313,0.0,1.0,1.45298
short_policy_window,79,10.152489,16.0,5.847511,1.6,9.885829,0.825775,0.0,1.0,1.453801
short_policy_window,80,9.952679,16.0,6.047321,1.6,9.907162,0.826229,0.0,1.0,1.454573
short_policy_window,81,9.939423,16.0,6.060577,1.6,9.910803,0.826676,0.0,1.0,1.455299
short_policy_window,82,9.955805,16.0,6.044195,1.6,9.913093,0.827116,0.0,1.0,1.455981
short_policy_window,83,10.000315,16.0,5.999685,1.6,9.91651,0.82755,0.0,1.0,1.456622
short_policy_window,84,10.032018,16.0,5.967982,1.6,9.923214,0.827978,0.0,1.0,1.457225
short_policy_window,85,10.216499,16.0,5.783501,1.6,9.931918,0.8284,0.0,1.0,1.457791
short_policy_window,86,10.210254,16.0,5.789746,1.6,9.954685,0.828816,0.0,1.0,1.458324
short_policy_window,87,10.16742,16.0,5.83258,1.6,9.97513,0.829228,0.0,1.0,1.458824
short_policy_window,88,10.204808,16.0,5.795192,1.6,9.990514,0.829635,0.0,1.0,1.459295
short_policy_window,89,10.257291,16.0,5.742709,1.6,10.007657,0.830038,0.0,1.0,1.459737
short_policy_window,90,10.094675,16.0,5.905325,1.6,10.027628,0.830436,0.0,1.0,1.460153
short_policy_window,91,9.875224,16.0,6.124776,1.6,10.032992,0.830831,0.0,1.0,1.460544
short_policy_window,92,9.897207,16.0,6.102793,1.6,10.02037,0.831222,0.0,1.0,1.460911
short_policy_window,93,10.03843,16.0,5.96157,1.6,10.010517,0.831609,0.0,1.0,1.461256
short_policy_window,94,10.129218,16.0,5.870782,1.6,10.01275,0.831993,0.0,1.0,1.461581
short_policy_window,95,10.015587,16.0,5.984413,1.6,10.022068,0.832375,0.0,1.0,1.461886
short_policy_window,96,9.964956,16.0,6.035044,1.6,10.021549,0.832753,0.0,1.0,1.462173
short_policy_window,97,10.033376,16.0,5.966624,1.6,10.017022,0.833128,0.0,1.0,1.462443
short_policy_window,98,10.253812,16.0,5.746188,1.6,10.01833,0.833501,0.0,1.0,1.462696
short_policy_window,99,10.488311,16.0,5.511689,1.6,10.037169,0.833872,0.0,1.0,1.462934
capacity_first_policy,0,12.0,16.0,4.0,0.86,9.0,0.64,0.2,0.837,0.0
capacity_first_policy,1,11.483042,16.0,4.516958,0.92,9.39,0.652082,0.0,0.944275,0.0473
capacity_first_policy,2,11.059498,16.0,4.940502,0.98,9.662095,0.665295,0.0,0.957762,0.095062
capacity_first_policy,3,10.838789,16.0,5.161211,1.04,9.843758,0.678229,0.0,0.968,0.143258
capacity_first_policy,4,10.661926,16.0,5.338074,1.1,9.973112,0.690831,0.0,0.976308,0.191863
capacity_first_policy,5,10.37991,16.0,5.62009,1.16,10.062658,0.703067,0.0,0.983113,0.240851
capacity_first_policy,6,10.204946,16.0,5.795054,1.22,10.1039,0.714912,0.0,0.98811,0.2902
capacity_first_policy,7,10.276413,16.0,5.723587,1.28,10.117036,0.726334,0.0,0.991997,0.339888
capacity_first_policy,8,10.23838,16.0,5.76162,1.34,10.137755,0.737315,0.0,0.996016,0.389895
capacity_first_policy,9,10.294382,16.0,5.705618,1.4,10.150837,0.747854,0.0,0.999635,0.440201
capacity_first_policy,10,10.427356,16.0,5.572644,1.46,10.169497,0.75794,0.0,1.0,0.490789
capacity_first_policy,11,10.317521,16.0,5.682479,1.52,10.203019,0.767524,0.0,1.0,0.541642
capacity_first_policy,12,10.245666,16.0,5.754334,1.58,10.217904,0.776596,0.0,1.0,0.592743
capacity_first_policy,13,10.417639,16.0,5.582361,1.64,10.221513,0.785156,0.0,1.0,0.644079
capacity_first_policy,14,10.370294,16.0,5.629706,1.7,10.24701,0.793199,0.0,1.0,0.695634
capacity_first_policy,15,10.37956,16.0,5.62044,1.76,10.263037,0.800725,0.0,1.0,0.747396
capacity_first_policy,16,10.473211,16.0,5.526789,1.8,10.278185,0.807732,0.0,1.0,0.799352
capacity_first_policy,17,10.63085,16.0,5.36915,1.8,10.303538,0.814228,0.0,1.0,0.850391
capacity_first_policy,18,10.835717,16.0,5.164283,1.8,10.346089,0.820244,0.0,1.0,0.898367
capacity_first_policy,19,10.849474,16.0,5.150526,1.8,10.40974,0.825809,0.0,1.0,0.943465
capacity_first_policy,20,11.022081,16.0,4.977919,1.8,10.466906,0.830951,0.0,1.0,0.985857
capacity_first_policy,21,11.136119,16.0,4.863881,1.8,10.539079,0.835694,0.0,1.0,1.025706
capacity_first_policy,22,11.132815,16.0,4.867185,1.8,10.616694,0.840062,0.0,1.0,1.063164
capacity_first_policy,23,10.994617,16.0,5.005383,1.8,10.68379,0.844078,0.0,1.0,1.098374
capacity_first_policy,24,11.28205,16.0,4.71795,1.8,10.724197,0.847764,0.0,1.0,1.131471
capacity_first_policy,25,11.235919,16.0,4.764081,1.8,10.796718,0.851138,0.0,1.0,1.162583
capacity_first_policy,26,11.206344,16.0,4.793656,1.8,10.853814,0.85422,0.0,1.0,1.191828
capacity_first_policy,27,11.204083,16.0,4.795917,1.8,10.899643,0.857026,0.0,1.0,1.219318
capacity_first_policy,28,11.060962,16.0,4.939038,1.8,10.93922,0.859575,0.0,1.0,1.245159
capacity_first_policy,29,11.236471,16.0,4.763529,1.8,10.955047,0.86188,0.0,1.0,1.26945
capacity_first_policy,30,11.533963,16.0,4.466037,1.8,10.991632,0.863958,0.0,1.0,1.292283
capacity_first_policy,31,11.683846,16.0,4.316154,1.8,11.062135,0.86582,0.0,1.0,1.313746
capacity_first_policy,32,11.771759,16.0,4.228241,1.8,11.142957,0.867481,0.0,1.0,1.333921
capacity_first_policy,33,11.729666,16.0,4.270334,1.8,11.224702,0.868952,0.0,1.0,1.352886
capacity_first_policy,34,11.723873,16.0,4.276127,1.8,11.290347,0.870245,0.0,1.0,1.370713
capacity_first_policy,35,11.696713,16.0,4.303287,1.8,11.346705,0.87137,0.0,1.0,1.38747
capacity_first_policy,36,11.767086,16.0,4.232914,1.8,11.392206,0.872338,0.0,1.0,1.403222
capacity_first_policy,37,11.820461,16.0,4.179539,1.8,11.440941,0.873158,0.0,1.0,1.418028
capacity_first_policy,38,12.002645,16.0,3.997355,1.8,11.490278,0.873838,0.0,1.0,1.431947
capacity_first_policy,39,11.896259,16.0,4.103741,1.8,11.556886,0.874388,0.0,1.0,1.44503
capacity_first_policy,40,11.827185,16.0,4.172815,1.8,11.601004,0.874815,0.0,1.0,1.457328
capacity_first_policy,41,11.770825,16.0,4.229175,1.8,11.630408,0.875126,0.0,1.0,1.468888
capacity_first_policy,42,11.839932,16.0,4.160068,1.8,11.648662,0.875328,0.0,1.0,1.479755
capacity_first_policy,43,12.104678,16.0,3.895322,1.8,11.673527,0.875429,0.0,1.0,1.48997
capacity_first_policy,44,12.09187,16.0,3.90813,1.8,11.729577,0.875433,0.0,1.0,1.499572
capacity_first_policy,45,11.984069,16.0,4.015931,1.8,11.776675,0.875347,0.0,1.0,1.508597
capacity_first_policy,46,11.990252,16.0,4.009748,1.8,11.803636,0.875176,0.0,1.0,1.517081
capacity_first_policy,47,12.08915,16.0,3.91085,1.8,11.827896,0.874925,0.0,1.0,1.525057
capacity_first_policy,48,12.194204,16.0,3.805796,1.8,11.861859,0.8746,0.0,1.0,1.532553
capacity_first_policy,49,12.470622,16.0,3.529378,1.8,11.905064,0.874204,0.0,1.0,1.5396
capacity_first_policy,50,12.614767,16.0,3.385233,1.8,11.978587,0.873742,0.0,1.0,1.546224
capacity_first_policy,51,12.620426,16.0,3.379574,1.8,12.06129,0.873217,0.0,1.0,1.552451
capacity_first_policy,52,12.570943,16.0,3.429057,1.8,12.133978,0.872634,0.0,1.0,1.558304
capacity_first_policy,53,12.52842,16.0,3.47158,1.8,12.190783,0.871996,0.0,1.0,1.563805
capacity_first_policy,54,12.425722,16.0,3.574278,1.8,12.234676,0.871306,0.0,1.0,1.568977
capacity_first_policy,55,12.380149,16.0,3.619851,1.8,12.259512,0.870568,0.0,1.0,1.573838
capacity_first_policy,56,12.297199,16.0,3.702801,1.8,12.275195,0.869784,0.0,1.0,1.578408
capacity_first_policy,57,12.31318,16.0,3.68682,1.8,12.278055,0.868957,0.0,1.0,1.582704
capacity_first_policy,58,12.391049,16.0,3.608951,1.8,12.282621,0.868089,0.0,1.0,1.586741
capacity_first_policy,59,12.462664,16.0,3.537336,1.8,12.296717,0.867184,0.0,1.0,1.590537
capacity_first_policy,60,12.600456,16.0,3.399544,1.8,12.31829,0.866243,0.0,1.0,1.594105
capacity_first_policy,61,12.589862,16.0,3.410138,1.8,12.354972,0.865268,0.0,1.0,1.597458
capacity_first_policy,62,12.527851,16.0,3.472149,1.8,12.385507,0.864262,0.0,1.0,1.600611
capacity_first_policy,63,12.253056,16.0,3.746944,1.8,12.404012,0.863227,0.0,1.0,1.603574
capacity_first_policy,64,12.418534,16.0,3.581466,1.8,12.384388,0.862163,0.0,1.0,1.60636
capacity_first_policy,65,12.545526,16.0,3.454474,1.8,12.388827,0.861073,0.0,1.0,1.608978
capacity_first_policy,66,12.633377,16.0,3.366623,1.8,12.409198,0.859959,0.0,1.0,1.61144
capacity_first_policy,67,12.744538,16.0,3.255462,1.8,12.438341,0.858821,0.0,1.0,1.613753
capacity_first_policy,68,12.599538,16.0,3.400462,1.8,12.478147,0.857662,0.0,1.0,1.615928
capacity_first_policy,69,12.76681,16.0,3.23319,1.8,12.493928,0.856482,0.0,1.0,1.617972
capacity_first_policy,70,12.708847,16.0,3.291153,1.8,12.529402,0.855283,0.0,1.0,1.619894
capacity_first_policy,71,12.657666,16.0,3.342334,1.8,12.55273,0.854066,0.0,1.0,1.6217
capacity_first_policy,72,12.596945,16.0,3.403055,1.8,12.566372,0.852832,0.0,1.0,1.623398
capacity_first_policy,73,12.491511,16.0,3.508489,1.8,12.570346,0.851582,0.0,1.0,1.624994
capacity_first_policy,74,12.601757,16.0,3.398243,1.8,12.560098,0.850317,0.0,1.0,1.626495
capacity_first_policy,75,12.740713,16.0,3.259287,1.8,12.565513,0.849038,0.0,1.0,1.627905
capacity_first_policy,76,12.611086,16.0,3.388914,1.8,12.588289,0.847746,0.0,1.0,1.629231
capacity_first_policy,77,12.455596,16.0,3.544404,1.8,12.591253,0.846441,0.0,1.0,1.630477
capacity_first_policy,78,12.668673,16.0,3.331327,1.8,12.573618,0.845125,0.0,1.0,1.631648
capacity_first_policy,79,12.531977,16.0,3.468023,1.8,12.585975,0.843797,0.0,1.0,1.632749
capacity_first_policy,80,12.431034,16.0,3.568966,1.8,12.578955,0.842459,0.0,1.0,1.633784
capacity_first_policy,81,12.511252,16.0,3.488748,1.8,12.559725,0.841112,0.0,1.0,1.634757
capacity_first_policy,82,12.621145,16.0,3.378855,1.8,12.553424,0.839755,0.0,1.0,1.635672
capacity_first_policy,83,12.530064,16.0,3.469936,1.8,12.562228,0.83839,0.0,1.0,1.636532
capacity_first_policy,84,12.482034,16.0,3.517966,1.8,12.558046,0.837016,0.0,1.0,1.63734
capacity_first_policy,85,12.501971,16.0,3.498029,1.8,12.548165,0.835635,0.0,1.0,1.638099
capacity_first_policy,86,12.798238,16.0,3.201762,1.8,12.54216,0.834247,0.0,1.0,1.638813
capacity_first_policy,87,12.964443,16.0,3.035557,1.8,12.57545,0.832852,0.0,1.0,1.639485
capacity_first_policy,88,12.893868,16.0,3.106132,1.8,12.626019,0.831451,0.0,1.0,1.640115
capacity_first_policy,89,13.067465,16.0,2.932535,1.8,12.660839,0.830044,0.0,1.0,1.640709
capacity_first_policy,90,13.002374,16.0,2.997626,1.8,12.713701,0.828632,0.0,1.0,1.641266
capacity_first_policy,91,12.91887,16.0,3.08113,1.8,12.751228,0.827214,0.0,1.0,1.64179
capacity_first_policy,92,12.922961,16.0,3.077039,1.8,12.773022,0.825791,0.0,1.0,1.642283
capacity_first_policy,93,12.671375,16.0,3.328625,1.8,12.792514,0.824363,0.0,1.0,1.642746
capacity_first_policy,94,12.585444,16.0,3.414556,1.8,12.776766,0.822932,0.0,1.0,1.643181
