scenario_id,uncertainty_class,policy,growth,shock_intensity,shock_timing,policy_strength,adaptive_capacity,final_state,maximum_state,minimum_state,cumulative_stress,resilience_score,regret
232,moderate_future,Policy_D_precautionary,0.036035,7.061654,32,0.055,0.04,2.208885,20.0,2.208885,0.0,93.674669,0.0
233,moderate_future,Policy_A_low_control,0.076507,7.348945,38,0.025,0.01,290.355738,290.355738,20.0,4222.670168,0.0,49.636678
233,moderate_future,Policy_B_balanced,0.076507,7.348945,38,0.045,0.02,84.599762,84.599762,20.0,776.538472,0.0,49.636678
233,moderate_future,Policy_C_high_adaptation,0.076507,7.348945,38,0.035,0.045,90.321564,90.321564,20.0,1118.355469,0.0,49.636678
233,moderate_future,Policy_D_precautionary,0.076507,7.348945,38,0.055,0.04,49.130029,49.130029,20.0,86.027976,49.636678,0.0
234,moderate_future,Policy_A_low_control,0.057141,13.283351,31,0.025,0.01,87.454735,87.454735,20.0,669.77714,0.0,89.505457
234,moderate_future,Policy_B_balanced,0.057141,13.283351,31,0.045,0.02,22.407423,28.725226,15.790634,0.0,79.37424,10.131217
234,moderate_future,Policy_C_high_adaptation,0.057141,13.283351,31,0.035,0.045,44.902523,44.902523,20.0,22.768854,59.55597,29.949487
234,moderate_future,Policy_D_precautionary,0.057141,13.283351,31,0.055,0.04,8.605307,21.325433,8.087745,0.0,89.505457,0.0
235,stressful_future,Policy_A_low_control,0.06053,17.90245,30,0.025,0.01,95.732632,95.732632,20.0,789.904422,0.0,90.100304
235,stressful_future,Policy_B_balanced,0.06053,17.90245,30,0.045,0.02,21.994976,31.269634,13.852808,0.0,78.985606,11.114698
235,stressful_future,Policy_C_high_adaptation,0.06053,17.90245,30,0.035,0.045,46.315016,46.315016,20.0,31.678637,57.464373,32.635931
235,stressful_future,Policy_D_precautionary,0.06053,17.90245,30,0.055,0.04,6.720874,23.468687,5.696024,0.0,90.100304,0.0
236,moderate_future,Policy_A_low_control,0.056109,10.889886,29,0.025,0.01,85.941935,85.941935,20.0,633.174354,0.0,88.779819
236,moderate_future,Policy_B_balanced,0.056109,10.889886,29,0.045,0.02,23.468477,27.25015,16.662976,0.0,79.106376,9.673443
236,moderate_future,Policy_C_high_adaptation,0.056109,10.889886,29,0.035,0.045,45.043646,45.043646,20.0,25.904554,59.122445,29.657374
236,moderate_future,Policy_D_precautionary,0.056109,10.889886,29,0.055,0.04,10.104378,20.630215,9.7632,0.0,88.779819,0.0
237,low_pressure_future,Policy_A_low_control,0.050084,2.895741,26,0.025,0.01,73.883747,73.883747,20.0,468.187072,0.0,87.54106
237,low_pressure_future,Policy_B_balanced,0.050084,2.895741,26,0.045,0.02,23.67231,23.67231,19.923112,0.0,79.878536,7.662524
237,low_pressure_future,Policy_C_high_adaptation,0.050084,2.895741,26,0.035,0.045,41.699898,41.699898,20.0,5.017607,64.053326,23.487734
237,low_pressure_future,Policy_D_precautionary,0.050084,2.895741,26,0.055,0.04,12.431566,20.0,12.431566,0.0,87.54106,0.0
238,stressful_future,Policy_A_low_control,0.053933,17.829146,44,0.025,0.01,71.50871,71.50871,20.0,554.654667,0.0,94.260926
238,stressful_future,Policy_B_balanced,0.053933,17.829146,44,0.045,0.02,13.5455,29.316207,11.748939,0.0,84.543648,9.717278
238,stressful_future,Policy_C_high_adaptation,0.053933,17.829146,44,0.035,0.045,33.88862,42.464005,20.0,7.383521,68.312475,25.948451
238,stressful_future,Policy_D_precautionary,0.053933,17.829146,44,0.055,0.04,1.231789,20.0,1.231789,0.0,94.260926,0.0
239,moderate_future,Policy_A_low_control,0.07641,4.596983,43,0.025,0.01,297.588402,297.588402,20.0,4353.023391,0.0,43.592042
239,moderate_future,Policy_B_balanced,0.07641,4.596983,43,0.045,0.02,88.071577,88.071577,20.0,869.225981,0.0,43.592042
239,moderate_future,Policy_C_high_adaptation,0.07641,4.596983,43,0.035,0.045,92.484298,92.484298,20.0,1193.325208,0.0,43.592042
239,moderate_future,Policy_D_precautionary,0.07641,4.596983,43,0.055,0.04,50.50122,50.50122,20.0,134.819209,43.592042,0.0
240,stressful_future,Policy_A_low_control,0.064052,17.39004,44,0.025,0.01,133.067921,133.067921,20.0,1716.331707,0.0,84.080005
240,stressful_future,Policy_B_balanced,0.064052,17.39004,44,0.045,0.02,36.64806,43.847194,20.0,13.184838,65.730882,18.349123
240,stressful_future,Policy_C_high_adaptation,0.064052,17.39004,44,0.035,0.045,52.039278,55.027574,20.0,247.669324,30.252607,53.827398
240,stressful_future,Policy_D_precautionary,0.064052,17.39004,44,0.055,0.04,14.256114,29.465307,12.341984,0.0,84.080005,0.0
241,moderate_future,Policy_A_low_control,0.066478,6.791969,23,0.025,0.01,160.75486,160.75486,20.0,1979.30873,0.0,75.090187
241,moderate_future,Policy_B_balanced,0.066478,6.791969,23,0.045,0.02,52.3196,52.3196,20.0,104.646128,45.063727,30.02646
241,moderate_future,Policy_C_high_adaptation,0.066478,6.791969,23,0.035,0.045,66.289363,66.289363,20.0,448.298701,0.0,75.090187
241,moderate_future,Policy_D_precautionary,0.066478,6.791969,23,0.055,0.04,29.305663,29.305663,19.211437,0.0,75.090187,0.0
242,stressful_future,Policy_A_low_control,0.084958,7.109915,31,0.025,0.01,453.678292,453.678292,20.0,6576.545403,0.0,3.26464
242,stressful_future,Policy_B_balanced,0.084958,7.109915,31,0.045,0.02,125.252798,125.252798,20.0,1543.142904,0.0,3.26464
242,stressful_future,Policy_C_high_adaptation,0.084958,7.109915,31,0.035,0.045,122.428305,122.428305,20.0,1807.931974,0.0,3.26464
242,stressful_future,Policy_D_precautionary,0.084958,7.109915,31,0.055,0.04,65.104791,65.104791,20.0,413.962877,3.26464,0.0
243,low_pressure_future,Policy_A_low_control,0.045766,0.339561,37,0.025,0.01,62.947801,62.947801,20.0,293.448177,17.149551,71.137077
243,low_pressure_future,Policy_B_balanced,0.045766,0.339561,37,0.045,0.02,20.595303,20.595303,20.0,0.0,82.493993,5.792635
243,low_pressure_future,Policy_C_high_adaptation,0.045766,0.339561,37,0.035,0.045,37.280647,37.280647,20.0,0.0,68.31145,19.975178
243,low_pressure_future,Policy_D_precautionary,0.045766,0.339561,37,0.055,0.04,11.188953,20.0,11.188953,0.0,88.286628,0.0
244,low_pressure_future,Policy_A_low_control,0.042595,1.092377,21,0.025,0.01,52.405207,52.405207,20.0,114.1497,44.040604,45.687888
244,low_pressure_future,Policy_B_balanced,0.042595,1.092377,21,0.045,0.02,16.315066,20.0,16.315066,0.0,85.21096,4.517532
244,low_pressure_future,Policy_C_high_adaptation,0.042595,1.092377,21,0.035,0.045,30.023906,30.023906,20.0,0.0,74.47968,15.248812
244,low_pressure_future,Policy_D_precautionary,0.042595,1.092377,21,0.055,0.04,8.785846,20.0,8.785846,0.0,89.728492,0.0
245,stressful_future,Policy_A_low_control,0.068202,16.738017,24,0.025,0.01,145.015227,145.015227,20.0,1573.281227,0.0,82.983356
245,stressful_future,Policy_B_balanced,0.068202,16.738017,24,0.045,0.02,40.631335,40.631335,17.943526,0.631335,65.400231,17.583125
245,stressful_future,Policy_C_high_adaptation,0.068202,16.738017,24,0.035,0.045,61.884249,61.884249,20.0,269.974978,20.400891,62.582465
245,stressful_future,Policy_D_precautionary,0.068202,16.738017,24,0.055,0.04,17.093689,27.041721,10.660696,0.0,82.983356,0.0
246,stressful_future,Policy_A_low_control,0.073272,18.067012,23,0.025,0.01,187.450204,187.450204,20.0,2247.633035,0.0,78.172494
246,stressful_future,Policy_B_balanced,0.073272,18.067012,23,0.045,0.02,52.597483,52.597483,19.852438,78.863064,47.405833,30.766661
246,stressful_future,Policy_C_high_adaptation,0.073272,18.067012,23,0.035,0.045,72.155697,72.155697,20.0,470.050085,0.0,78.172494
246,stressful_future,Policy_D_precautionary,0.073272,18.067012,23,0.055,0.04,23.967683,29.787587,12.264859,0.0,78.172494,0.0
247,stressful_future,Policy_A_low_control,0.087363,13.777541,35,0.025,0.01,499.670819,499.670819,20.0,7236.060316,0.0,3.703635
247,stressful_future,Policy_B_balanced,0.087363,13.777541,35,0.045,0.02,130.212302,130.212302,20.0,1658.5727,0.0,3.703635
247,stressful_future,Policy_C_high_adaptation,0.087363,13.777541,35,0.035,0.045,126.208664,126.208664,20.0,1903.978821,0.0,3.703635
247,stressful_future,Policy_D_precautionary,0.087363,13.777541,35,0.055,0.04,64.80609,64.80609,20.0,412.111889,3.703635,0.0
248,moderate_future,Policy_A_low_control,0.063723,8.176942,21,0.025,0.01,133.179167,133.179167,20.0,1453.148285,0.0,80.728984
248,moderate_future,Policy_B_balanced,0.063723,8.176942,21,0.045,0.02,43.033714,43.033714,20.0,8.70166,62.551177,18.177807
248,moderate_future,Policy_C_high_adaptation,0.063723,8.176942,21,0.035,0.045,59.745329,59.745329,20.0,285.31667,20.684803,60.044181
248,moderate_future,Policy_D_precautionary,0.063723,8.176942,21,0.055,0.04,22.2042,23.793985,15.824595,0.0,80.728984,0.0
249,stressful_future,Policy_A_low_control,0.050149,20.681351,23,0.025,0.01,36.910205,36.910205,14.728812,0.0,68.626325,26.373675
249,stressful_future,Policy_B_balanced,0.050149,20.681351,23,0.045,0.02,2.208301,22.39221,1.82615,0.0,93.076967,1.923033
249,stressful_future,Policy_C_high_adaptation,0.050149,20.681351,23,0.035,0.045,13.223272,27.840858,7.581259,0.0,85.105822,9.894178
249,stressful_future,Policy_D_precautionary,0.050149,20.681351,23,0.055,0.04,0.0,20.0,0.0,0.0,95.0,0.0
250,stressful_future,Policy_A_low_control,0.084327,9.616979,22,0.025,0.01,407.022944,407.022944,20.0,5744.038795,0.0,17.598117
250,stressful_future,Policy_B_balanced,0.084327,9.616979,22,0.045,0.02,114.003925,114.003925,20.0,1210.354099,0.0,17.598117
250,stressful_future,Policy_C_high_adaptation,0.084327,9.616979,22,0.035,0.045,116.340978,116.340978,20.0,1565.270874,0.0,17.598117
250,stressful_future,Policy_D_precautionary,0.084327,9.616979,22,0.055,0.04,61.734896,61.734896,20.0,299.272214,17.598117,0.0
251,stressful_future,Policy_A_low_control,0.069621,16.474824,24,0.025,0.01,158.518639,158.518639,20.0,1808.923072,0.0,81.018073
251,stressful_future,Policy_B_balanced,0.069621,16.474824,24,0.045,0.02,45.331969,45.331969,19.380264,18.495202,59.618306,21.399767
251,stressful_future,Policy_C_high_adaptation,0.069621,16.474824,24,0.035,0.045,65.276241,65.276241,20.0,341.332815,10.381914,70.636159
251,stressful_future,Policy_D_precautionary,0.069621,16.474824,24,0.055,0.04,20.000379,27.926797,11.860298,0.0,81.018073,0.0
252,moderate_future,Policy_A_low_control,0.043952,13.50815,29,0.025,0.01,37.485931,37.485931,20.0,0.0,68.136958,26.444991
252,moderate_future,Policy_B_balanced,0.043952,13.50815,29,0.045,0.02,5.704272,20.0,5.704272,0.0,91.577437,3.004512
252,moderate_future,Policy_C_high_adaptation,0.043952,13.50815,29,0.035,0.045,16.332912,25.668613,12.390244,0.0,83.7831,10.798849
252,moderate_future,Policy_D_precautionary,0.043952,13.50815,29,0.055,0.04,0.696752,20.0,0.696752,0.0,94.581949,0.0
253,low_pressure_future,Policy_A_low_control,0.040111,5.956583,37,0.025,0.01,40.51365,40.51365,20.0,0.51365,65.512032,27.140534
253,low_pressure_future,Policy_B_balanced,0.040111,5.956583,37,0.045,0.02,9.58293,20.0,9.58293,0.0,89.250242,3.402324
253,low_pressure_future,Policy_C_high_adaptation,0.040111,5.956583,37,0.035,0.045,20.458537,24.028832,18.195057,0.0,81.71767,10.934896
253,low_pressure_future,Policy_D_precautionary,0.040111,5.956583,37,0.055,0.04,3.912389,20.0,3.912389,0.0,92.652566,0.0
254,stressful_future,Policy_A_low_control,0.080867,14.551624,45,0.025,0.01,359.939983,359.939983,20.0,5363.145792,0.0,38.533559
254,stressful_future,Policy_B_balanced,0.080867,14.551624,45,0.045,0.02,95.906227,95.906227,20.0,1112.991815,0.0,38.533559
254,stressful_future,Policy_C_high_adaptation,0.080867,14.551624,45,0.035,0.045,98.094593,98.094593,20.0,1409.024695,0.0,38.533559
254,stressful_future,Policy_D_precautionary,0.080867,14.551624,45,0.055,0.04,50.052371,52.278987,20.0,183.65272,38.533559,0.0
255,stressful_future,Policy_A_low_control,0.072105,18.616645,32,0.025,0.01,192.847879,192.847879,20.0,2553.717528,0.0,76.301258
255,stressful_future,Policy_B_balanced,0.072105,18.616645,32,0.045,0.02,53.870646,53.870646,20.0,113.374523,42.872499,33.428759
255,stressful_future,Policy_C_high_adaptation,0.072105,18.616645,32,0.035,0.045,69.104313,69.104313,20.0,488.685385,0.0,76.301258
255,stressful_future,Policy_D_precautionary,0.072105,18.616645,32,0.055,0.04,25.399836,33.83536,15.797472,0.0,76.301258,0.0
256,moderate_future,Policy_A_low_control,0.062031,10.625304,38,0.025,0.01,125.523408,125.523408,20.0,1477.560737,0.0,82.687539
256,moderate_future,Policy_B_balanced,0.062031,10.625304,38,0.045,0.02,39.246254,39.246254,20.0,0.0,66.640684,16.046855
256,moderate_future,Policy_C_high_adaptation,0.062031,10.625304,38,0.035,0.045,54.570184,54.570184,20.0,211.94041,32.421302,50.266237
256,moderate_future,Policy_D_precautionary,0.062031,10.625304,38,0.055,0.04,18.054649,25.918685,15.475612,0.0,82.687539,0.0
257,stressful_future,Policy_A_low_control,0.094402,7.329126,39,0.025,0.01,775.324549,775.324549,20.0,10958.825197,0.0,0.0
257,stressful_future,Policy_B_balanced,0.094402,7.329126,39,0.045,0.02,201.752514,201.752514,20.0,3004.551258,0.0,0.0
257,stressful_future,Policy_C_high_adaptation,0.094402,7.329126,39,0.035,0.045,177.088877,177.088877,20.0,3008.082035,0.0,0.0
257,stressful_future,Policy_D_precautionary,0.094402,7.329126,39,0.055,0.04,89.701237,89.701237,20.0,1065.750159,0.0,0.0
258,stressful_future,Policy_A_low_control,0.038614,23.042611,23,0.025,0.01,7.014748,26.929326,4.253327,0.0,89.05882,5.94118
258,stressful_future,Policy_B_balanced,0.038614,23.042611,23,0.045,0.02,0.0,20.0,0.0,0.0,95.0,0.0
258,stressful_future,Policy_C_high_adaptation,0.038614,23.042611,23,0.035,0.045,0.0,21.651895,0.0,0.0,94.587026,0.412974
258,stressful_future,Policy_D_precautionary,0.038614,23.042611,23,0.055,0.04,0.0,20.0,0.0,0.0,95.0,0.0
259,stressful_future,Policy_A_low_control,0.091855,4.98691,26,0.025,0.01,665.317357,665.317357,20.0,9437.182986,0.0,0.0
259,stressful_future,Policy_B_balanced,0.091855,4.98691,26,0.045,0.02,178.265683,178.265683,20.0,2512.386241,0.0,0.0
259,stressful_future,Policy_C_high_adaptation,0.091855,4.98691,26,0.035,0.045,161.852595,161.852595,20.0,2630.071817,0.0,0.0
259,stressful_future,Policy_D_precautionary,0.091855,4.98691,26,0.055,0.04,84.202078,84.202078,20.0,869.253158,0.0,0.0
260,low_pressure_future,Policy_A_low_control,0.050879,1.948499,27,0.025,0.01,78.636148,78.636148,20.0,565.392505,0.0,86.653819
260,low_pressure_future,Policy_B_balanced,0.050879,1.948499,27,0.045,0.02,26.065129,26.065129,20.0,0.0,77.84464,8.809179
260,low_pressure_future,Policy_C_high_adaptation,0.050879,1.948499,27,0.035,0.045,43.609091,43.609091,20.0,20.766704,60.855602,25.798217
260,low_pressure_future,Policy_D_precautionary,0.050879,1.948499,27,0.055,0.04,13.910302,20.0,13.910302,0.0,86.653819,0.0
261,low_pressure_future,Policy_A_low_control,0.045429,1.801557,20,0.025,0.01,59.318429,59.318429,20.0,218.444745,27.734861,61.262171
261,low_pressure_future,Policy_B_balanced,0.045429,1.801557,20,0.045,0.02,18.688421,20.163579,18.370669,0.0,83.746052,5.25098
261,low_pressure_future,Policy_C_high_adaptation,0.045429,1.801557,20,0.035,0.045,34.54299,34.54299,20.0,0.0,70.638458,18.358574
261,low_pressure_future,Policy_D_precautionary,0.045429,1.801557,20,0.055,0.04,10.004946,20.0,10.004946,0.0,88.997032,0.0
262,stressful_future,Policy_A_low_control,0.059511,16.544907,35,0.025,0.01,96.727051,96.727051,20.0,901.431601,0.0,89.561984
262,stressful_future,Policy_B_balanced,0.059511,16.544907,35,0.045,0.02,23.753623,32.640788,16.569533,0.0,77.587629,11.974355
262,stressful_future,Policy_C_high_adaptation,0.059511,16.544907,35,0.035,0.045,46.285982,46.285982,20.0,42.514134,56.405502,33.156482
262,stressful_future,Policy_D_precautionary,0.059511,16.544907,35,0.055,0.04,7.685352,23.307221,6.867454,0.0,89.561984,0.0
263,low_pressure_future,Policy_A_low_control,0.052476,5.55543,42,0.025,0.01,81.194356,81.194356,20.0,655.545928,0.0,87.873617
263,low_pressure_future,Policy_B_balanced,0.052476,5.55543,42,0.045,0.02,24.915655,27.142213,20.0,0.0,78.265054,9.608563
263,low_pressure_future,Policy_C_high_adaptation,0.052476,5.55543,42,0.035,0.045,43.593416,43.593416,20.0,17.49724,61.195872,26.677745
263,low_pressure_future,Policy_D_precautionary,0.052476,5.55543,42,0.055,0.04,11.877305,20.0,11.877305,0.0,87.873617,0.0
264,stressful_future,Policy_A_low_control,0.051963,20.630562,22,0.025,0.01,41.795455,41.795455,15.281181,2.549593,64.218904,30.781096
264,stressful_future,Policy_B_balanced,0.051963,20.630562,22,0.045,0.02,3.47291,23.137408,2.667954,0.0,92.131902,2.868098
264,stressful_future,Policy_C_high_adaptation,0.051963,20.630562,22,0.035,0.045,15.777004,28.473386,8.325821,0.0,83.415451,11.584549
264,stressful_future,Policy_D_precautionary,0.051963,20.630562,22,0.055,0.04,0.0,20.0,0.0,0.0,95.0,0.0
265,compound_stress_future,Policy_A_low_control,0.076243,22.173865,45,0.025,0.01,263.403299,263.403299,20.0,3942.273167,0.0,64.799797
265,compound_stress_future,Policy_B_balanced,0.076243,22.173865,45,0.045,0.02,66.73429,67.532469,20.0,560.086089,0.0,64.799797
265,compound_stress_future,Policy_C_high_adaptation,0.076243,22.173865,45,0.035,0.045,75.312016,76.221227,20.0,915.944625,0.0,64.799797
265,compound_stress_future,Policy_D_precautionary,0.076243,22.173865,45,0.055,0.04,33.544987,46.111975,20.0,35.452174,64.799797,0.0
266,stressful_future,Policy_A_low_control,0.082475,14.15495,45,0.025,0.01,394.752527,394.752527,20.0,5871.574576,0.0,28.194437
266,stressful_future,Policy_B_balanced,0.082475,14.15495,45,0.045,0.02,104.651487,104.651487,20.0,1286.868212,0.0,28.194437
266,stressful_future,Policy_C_high_adaptation,0.082475,14.15495,45,0.035,0.045,104.763374,104.763374,20.0,1561.009953,0.0,28.194437
266,stressful_future,Policy_D_precautionary,0.082475,14.15495,45,0.055,0.04,53.303646,54.573158,20.0,261.800857,28.194437,0.0
267,stressful_future,Policy_A_low_control,0.09102,10.203335,37,0.025,0.01,631.762831,631.762831,20.0,9064.530312,0.0,0.0
267,stressful_future,Policy_B_balanced,0.09102,10.203335,37,0.045,0.02,164.703638,164.703638,20.0,2330.093546,0.0,0.0
267,stressful_future,Policy_C_high_adaptation,0.09102,10.203335,37,0.035,0.045,150.800407,150.800407,20.0,2457.351476,0.0,0.0
267,stressful_future,Policy_D_precautionary,0.09102,10.203335,37,0.055,0.04,76.86289,76.86289,20.0,741.846831,0.0,0.0
268,low_pressure_future,Policy_A_low_control,0.048489,3.575746,28,0.025,0.01,67.147035,67.147035,20.0,342.922753,8.632745,79.999233
268,low_pressure_future,Policy_B_balanced,0.048489,3.575746,28,0.045,0.02,20.650384,21.971797,18.472701,0.0,82.11682,6.515158
268,low_pressure_future,Policy_C_high_adaptation,0.048489,3.575746,28,0.035,0.045,38.548894,38.548894,20.0,0.0,67.23344,21.398538
268,low_pressure_future,Policy_D_precautionary,0.048489,3.575746,28,0.055,0.04,10.61337,20.0,10.61337,0.0,88.631978,0.0
269,stressful_future,Policy_A_low_control,0.084598,1.713836,25,0.025,0.01,464.412711,464.412711,20.0,6756.796856,0.0,0.0
269,stressful_future,Policy_B_balanced,0.084598,1.713836,25,0.045,0.02,132.210916,132.210916,20.0,1699.600866,0.0,0.0
269,stressful_future,Policy_C_high_adaptation,0.084598,1.713836,25,0.035,0.045,126.921968,126.921968,20.0,1933.439738,0.0,0.0
269,stressful_future,Policy_D_precautionary,0.084598,1.713836,25,0.055,0.04,68.405398,68.405398,20.0,528.100406,0.0,0.0
270,stressful_future,Policy_A_low_control,0.082558,14.281057,38,0.025,0.01,385.31633,385.31633,20.0,5652.617219,0.0,34.179102
270,stressful_future,Policy_B_balanced,0.082558,14.281057,38,0.045,0.02,102.529685,102.529685,20.0,1154.273348,0.0,34.179102
270,stressful_future,Policy_C_high_adaptation,0.082558,14.281057,38,0.035,0.045,104.700723,104.700723,20.0,1461.744024,0.0,34.179102
270,stressful_future,Policy_D_precautionary,0.082558,14.281057,38,0.055,0.04,54.34859,54.34859,20.0,196.245964,34.179102,0.0
271,stressful_future,Policy_A_low_control,0.090272,10.539683,34,0.025,0.01,598.636761,598.636761,20.0,8584.986081,0.0,0.0
271,stressful_future,Policy_B_balanced,0.090272,10.539683,34,0.045,0.02,156.579793,156.579793,20.0,2148.873293,0.0,0.0
271,stressful_future,Policy_C_high_adaptation,0.090272,10.539683,34,0.035,0.045,145.547358,145.547358,20.0,2315.047506,0.0,0.0
271,stressful_future,Policy_D_precautionary,0.090272,10.539683,34,0.055,0.04,74.679625,74.679625,20.0,656.779323,0.0,0.0
272,stressful_future,Policy_A_low_control,0.076321,16.793608,28,0.025,0.01,243.954342,243.954342,20.0,3310.505911,0.0,67.916762
272,stressful_future,Policy_B_balanced,0.076321,16.793608,28,0.045,0.02,68.695727,68.695727,20.0,331.641406,8.444491,59.472271
272,stressful_future,Policy_C_high_adaptation,0.076321,16.793608,28,0.035,0.045,81.594343,81.594343,20.0,746.157887,0.0,67.916762
272,stressful_future,Policy_D_precautionary,0.076321,16.793608,28,0.055,0.04,37.744986,37.744986,19.297513,0.0,67.916762,0.0
273,moderate_future,Policy_A_low_control,0.065028,11.851085,22,0.025,0.01,132.431536,132.431536,20.0,1391.15424,0.0,82.386586
273,moderate_future,Policy_B_balanced,0.065028,11.851085,22,0.045,0.02,40.203474,40.203474,19.087407,0.203474,65.806699,16.579887
273,moderate_future,Policy_C_high_adaptation,0.065028,11.851085,22,0.035,0.045,59.451636,59.451636,20.0,251.724854,24.293624,58.092962
273,moderate_future,Policy_D_precautionary,0.065028,11.851085,22,0.055,0.04,19.079707,24.662362,13.058599,0.0,82.386586,0.0
274,stressful_future,Policy_A_low_control,0.070882,21.346149,43,0.025,0.01,190.404952,190.404952,20.0,2722.093489,0.0,76.68055
274,stressful_future,Policy_B_balanced,0.070882,21.346149,43,0.045,0.02,49.948075,54.267035,20.0,166.295102,39.834886,36.845664
274,stressful_future,Policy_C_high_adaptation,0.070882,21.346149,43,0.035,0.045,62.524458,64.311774,20.0,532.103933,0.0,76.68055
274,stressful_future,Policy_D_precautionary,0.070882,21.346149,43,0.055,0.04,22.877132,38.372684,17.50107,0.0,76.68055,0.0
275,moderate_future,Policy_A_low_control,0.054339,6.00883,22,0.025,0.01,84.980008,84.980008,20.0,631.808931,0.0,86.982431
275,moderate_future,Policy_B_balanced,0.054339,6.00883,22,0.045,0.02,26.380349,26.380349,18.529669,0.0,77.576703,9.405728
275,moderate_future,Policy_C_high_adaptation,0.054339,6.00883,22,0.035,0.045,45.413397,45.413397,20.0,34.624389,57.936174,29.046257
275,moderate_future,Policy_D_precautionary,0.054339,6.00883,22,0.055,0.04,13.362615,20.0,13.362615,0.0,86.982431,0.0
276,stressful_future,Policy_A_low_control,0.048735,16.183161,38,0.025,0.01,51.583014,51.583014,20.0,101.400542,46.014384,48.985616
276,stressful_future,Policy_B_balanced,0.048735,16.183161,38,0.045,0.02,7.447591,22.958471,6.861071,0.0,89.791828,5.208172
276,stressful_future,Policy_C_high_adaptation,0.048735,16.183161,38,0.035,0.045,23.495123,33.131545,17.403461,0.0,77.62004,17.37996
276,stressful_future,Policy_D_precautionary,0.048735,16.183161,38,0.055,0.04,0.0,20.0,0.0,0.0,95.0,0.0
277,moderate_future,Policy_A_low_control,0.070227,0.497891,44,0.025,0.01,220.670118,220.670118,20.0,3111.510458,0.0,59.887477
277,moderate_future,Policy_B_balanced,0.070227,0.497891,44,0.045,0.02,70.971597,70.971597,20.0,496.278893,0.0,59.887477
277,moderate_future,Policy_C_high_adaptation,0.070227,0.497891,44,0.035,0.045,78.706373,78.706373,20.0,839.274912,0.0,59.887477
277,moderate_future,Policy_D_precautionary,0.070227,0.497891,44,0.055,0.04,44.089017,44.089017,20.0,26.36858,59.887477,0.0
278,moderate_future,Policy_A_low_control,0.075337,6.468265,21,0.025,0.01,259.605389,259.605389,20.0,3591.882249,0.0,54.926286
278,moderate_future,Policy_B_balanced,0.075337,6.468265,21,0.045,0.02,79.344173,79.344173,20.0,584.523679,0.0,54.926286
278,moderate_future,Policy_C_high_adaptation,0.075337,6.468265,21,0.035,0.045,88.005529,88.005529,20.0,958.77746,0.0,54.926286
278,moderate_future,Policy_D_precautionary,0.075337,6.468265,21,0.055,0.04,47.044242,47.044242,20.0,50.861086,54.926286,0.0
279,stressful_future,Policy_A_low_control,0.080787,4.204577,36,0.025,0.01,374.492372,374.492372,20.0,5482.509418,0.0,20.300577
279,stressful_future,Policy_B_balanced,0.080787,4.204577,36,0.045,0.02,107.797172,107.797172,20.0,1239.856361,0.0,20.300577
279,stressful_future,Policy_C_high_adaptation,0.080787,4.204577,36,0.035,0.045,108.235082,108.235082,20.0,1530.08942,0.0,20.300577
279,stressful_future,Policy_D_precautionary,0.080787,4.204577,36,0.055,0.04,58.670029,58.670029,20.0,298.298981,20.300577,0.0
280,stressful_future,Policy_A_low_control,0.074091,21.985747,25,0.025,0.01,187.264356,187.264356,20.0,2249.212215,0.0,80.378124
280,stressful_future,Policy_B_balanced,0.074091,21.985747,25,0.045,0.02,49.164901,49.164901,18.710841,42.414929,53.968341,26.409783
280,stressful_future,Policy_C_high_adaptation,0.074091,21.985747,25,0.035,0.045,70.508724,70.508724,20.0,422.288774,0.0,80.378124
280,stressful_future,Policy_D_precautionary,0.074091,21.985747,25,0.055,0.04,19.583378,31.487398,10.102764,0.0,80.378124,0.0
281,stressful_future,Policy_A_low_control,0.094817,10.46124,35,0.025,0.01,773.220198,773.220198,20.0,10886.462946,0.0,0.0
281,stressful_future,Policy_B_balanced,0.094817,10.46124,35,0.045,0.02,197.752073,197.752073,20.0,2899.011206,0.0,0.0
281,stressful_future,Policy_C_high_adaptation,0.094817,10.46124,35,0.035,0.045,174.960663,174.960663,20.0,2927.617503,0.0,0.0
281,stressful_future,Policy_D_precautionary,0.094817,10.46124,35,0.055,0.04,87.961936,87.961936,20.0,987.489213,0.0,0.0
282,stressful_future,Policy_A_low_control,0.093143,11.280249,33,0.025,0.01,695.92606,695.92606,20.0,9854.650186,0.0,0.0
282,stressful_future,Policy_B_balanced,0.093143,11.280249,33,0.045,0.02,178.761439,178.761439,20.0,2537.505845,0.0,0.0
282,stressful_future,Policy_C_high_adaptation,0.093143,11.280249,33,0.035,0.045,161.937727,161.937727,20.0,2639.995548,0.0,0.0
282,stressful_future,Policy_D_precautionary,0.093143,11.280249,33,0.055,0.04,82.018608,82.018608,20.0,821.458371,0.0,0.0
283,stressful_future,Policy_A_low_control,0.054999,16.083204,25,0.025,0.01,67.681473,67.681473,20.0,271.25034,15.345714,77.30478
283,stressful_future,Policy_B_balanced,0.054999,16.083204,25,0.045,0.02,13.548374,25.39379,9.564486,0.0,85.522528,7.127966
283,stressful_future,Policy_C_high_adaptation,0.054999,16.083204,25,0.035,0.045,33.451859,33.451859,16.727712,0.0,71.56592,21.084574
283,stressful_future,Policy_D_precautionary,0.054999,16.083204,25,0.055,0.04,3.915843,20.0,3.915843,0.0,92.650494,0.0
