scenario,time,state,absolute_state,adaptive_capacity,shock,performance,performance_loss,initial_adaptive_capacity,recovery_erosion,learning_gain,shock_multiplier
compound_stress,130,2.407807,2.407807,0.05552,0.0,0.398048,0.601952,0.18,0.0012,0.0004,1.35
compound_stress,131,2.244434,2.244434,0.05432,0.0,0.438892,0.561108,0.18,0.0012,0.0004,1.35
compound_stress,132,2.122157,2.122157,0.05312,0.0,0.469461,0.530539,0.18,0.0012,0.0004,1.35
compound_stress,133,2.020053,2.020053,0.05192,0.0,0.494987,0.505013,0.18,0.0012,0.0004,1.35
compound_stress,134,1.96124,1.96124,0.05072,0.0,0.50969,0.49031,0.18,0.0012,0.0004,1.35
compound_stress,135,1.822097,1.822097,0.04952,0.0,0.544476,0.455524,0.18,0.0012,0.0004,1.35
compound_stress,136,1.758819,1.758819,0.04832,0.0,0.560295,0.439705,0.18,0.0012,0.0004,1.35
compound_stress,137,1.690728,1.690728,0.04712,0.0,0.577318,0.422682,0.18,0.0012,0.0004,1.35
compound_stress,138,1.651429,1.651429,0.04592,0.0,0.587143,0.412857,0.18,0.0012,0.0004,1.35
compound_stress,139,1.595387,1.595387,0.04472,0.0,0.601153,0.398847,0.18,0.0012,0.0004,1.35
compound_stress,140,1.527258,1.527258,0.04352,0.0,0.618186,0.381814,0.18,0.0012,0.0004,1.35
compound_stress,141,1.449583,1.449583,0.04232,0.0,0.637604,0.362396,0.18,0.0012,0.0004,1.35
compound_stress,142,1.358772,1.358772,0.04112,0.0,0.660307,0.339693,0.18,0.0012,0.0004,1.35
compound_stress,143,1.309416,1.309416,0.03992,0.0,0.672646,0.327354,0.18,0.0012,0.0004,1.35
compound_stress,144,1.253923,1.253923,0.03872,0.0,0.686519,0.313481,0.18,0.0012,0.0004,1.35
compound_stress,145,1.257383,1.257383,0.03752,0.0,0.685654,0.314346,0.18,0.0012,0.0004,1.35
compound_stress,146,1.196439,1.196439,0.03632,0.0,0.70089,0.29911,0.18,0.0012,0.0004,1.35
compound_stress,147,1.162431,1.162431,0.03512,0.0,0.709392,0.290608,0.18,0.0012,0.0004,1.35
compound_stress,148,1.083776,1.083776,0.03392,0.0,0.729056,0.270944,0.18,0.0012,0.0004,1.35
compound_stress,149,1.038429,1.038429,0.03272,0.0,0.740393,0.259607,0.18,0.0012,0.0004,1.35
compound_stress,150,1.012226,1.012226,0.03152,0.0,0.746943,0.253057,0.18,0.0012,0.0004,1.35
compound_stress,151,1.002135,1.002135,0.03032,0.0,0.749466,0.250534,0.18,0.0012,0.0004,1.35
compound_stress,152,1.008273,1.008273,0.03,0.0,0.747932,0.252068,0.18,0.0012,0.0004,1.35
compound_stress,153,0.976922,0.976922,0.03,0.0,0.75577,0.24423,0.18,0.0012,0.0004,1.35
compound_stress,154,0.919683,0.919683,0.03,0.0,0.770079,0.229921,0.18,0.0012,0.0004,1.35
compound_stress,155,4.278539,4.278539,0.03,3.375,0.0,1.0,0.18,0.0012,0.0004,1.35
compound_stress,156,4.163107,4.163107,0.03,0.0,0.0,1.0,0.18,0.0012,0.0004,1.35
compound_stress,157,4.050505,4.050505,0.03,0.0,0.0,1.0,0.18,0.0012,0.0004,1.35
compound_stress,158,3.911483,3.911483,0.03,0.0,0.022129,0.977871,0.18,0.0012,0.0004,1.35
compound_stress,159,3.822473,3.822473,0.03,0.0,0.044382,0.955618,0.18,0.0012,0.0004,1.35
compound_stress,160,3.709996,3.709996,0.03,0.0,0.072501,0.927499,0.18,0.0012,0.0004,1.35
compound_stress,161,3.616192,3.616192,0.03,0.0,0.095952,0.904048,0.18,0.0012,0.0004,1.35
compound_stress,162,3.539558,3.539558,0.03,0.0,0.11511,0.88489,0.18,0.0012,0.0004,1.35
compound_stress,163,3.448603,3.448603,0.03,0.0,0.137849,0.862151,0.18,0.0012,0.0004,1.35
compound_stress,164,3.352308,3.352308,0.03,0.0,0.161923,0.838077,0.18,0.0012,0.0004,1.35
compound_stress,165,3.305559,3.305559,0.03,0.0,0.17361,0.82639,0.18,0.0012,0.0004,1.35
compound_stress,166,3.212484,3.212484,0.03,0.0,0.196879,0.803121,0.18,0.0012,0.0004,1.35
compound_stress,167,3.108711,3.108711,0.03,0.0,0.222822,0.777178,0.18,0.0012,0.0004,1.35
compound_stress,168,3.018249,3.018249,0.03,0.0,0.245438,0.754562,0.18,0.0012,0.0004,1.35
compound_stress,169,2.96477,2.96477,0.03,0.0,0.258807,0.741193,0.18,0.0012,0.0004,1.35
compound_stress,170,2.878795,2.878795,0.03,0.0,0.280301,0.719699,0.18,0.0012,0.0004,1.35
compound_stress,171,2.805416,2.805416,0.03,0.0,0.298646,0.701354,0.18,0.0012,0.0004,1.35
compound_stress,172,2.751146,2.751146,0.03,0.0,0.312213,0.687787,0.18,0.0012,0.0004,1.35
compound_stress,173,2.655791,2.655791,0.03,0.0,0.336052,0.663948,0.18,0.0012,0.0004,1.35
compound_stress,174,2.532953,2.532953,0.03,0.0,0.366762,0.633238,0.18,0.0012,0.0004,1.35
compound_stress,175,2.46445,2.46445,0.03,0.0,0.383888,0.616112,0.18,0.0012,0.0004,1.35
compound_stress,176,2.39626,2.39626,0.03,0.0,0.400935,0.599065,0.18,0.0012,0.0004,1.35
compound_stress,177,2.309172,2.309172,0.03,0.0,0.422707,0.577293,0.18,0.0012,0.0004,1.35
compound_stress,178,2.261674,2.261674,0.03,0.0,0.434582,0.565418,0.18,0.0012,0.0004,1.35
compound_stress,179,2.209013,2.209013,0.03,0.0,0.447747,0.552253,0.18,0.0012,0.0004,1.35
compound_stress,180,2.117867,2.117867,0.03,0.0,0.470533,0.529467,0.18,0.0012,0.0004,1.35
learning_investment,1,0.0,0.0,0.24,0.0,1.0,0.0,0.24,0.0006,0.0012,1.0
learning_investment,2,-0.003602,0.003602,0.2406,0.0,0.999099,0.000901,0.24,0.0006,0.0012,1.0
learning_investment,3,-0.007056,0.007056,0.241196,0.0,0.998236,0.001764,0.24,0.0006,0.0012,1.0
learning_investment,4,-0.008133,0.008133,0.241787,0.0,0.997967,0.002033,0.24,0.0006,0.0012,1.0
learning_investment,5,0.011388,0.011388,0.242377,0.0,0.997153,0.002847,0.24,0.0006,0.0012,1.0
learning_investment,6,0.005431,0.005431,0.242964,0.0,0.998642,0.001358,0.24,0.0006,0.0012,1.0
learning_investment,7,-0.033325,0.033325,0.243557,0.0,0.991669,0.008331,0.24,0.0006,0.0012,1.0
learning_investment,8,-0.016882,0.016882,0.244117,0.0,0.995779,0.004221,0.24,0.0006,0.0012,1.0
learning_investment,9,-0.019435,0.019435,0.244697,0.0,0.995141,0.004859,0.24,0.0006,0.0012,1.0
learning_investment,10,-0.020092,0.020092,0.245274,0.0,0.994977,0.005023,0.24,0.0006,0.0012,1.0
learning_investment,11,-0.012255,0.012255,0.24585,0.0,0.996936,0.003064,0.24,0.0006,0.0012,1.0
learning_investment,12,-0.003428,0.003428,0.246435,0.0,0.999143,0.000857,0.24,0.0006,0.0012,1.0
learning_investment,13,0.026508,0.026508,0.247031,0.0,0.993373,0.006627,0.24,0.0006,0.0012,1.0
learning_investment,14,0.036361,0.036361,0.247599,0.0,0.99091,0.00909,0.24,0.0006,0.0012,1.0
learning_investment,15,0.0301,0.0301,0.248155,0.0,0.992475,0.007525,0.24,0.0006,0.0012,1.0
learning_investment,16,0.004156,0.004156,0.248719,0.0,0.998961,0.001039,0.24,0.0006,0.0012,1.0
learning_investment,17,-0.022247,0.022247,0.249314,0.0,0.994438,0.005562,0.24,0.0006,0.0012,1.0
learning_investment,18,-0.010529,0.010529,0.249888,0.0,0.997368,0.002632,0.24,0.0006,0.0012,1.0
learning_investment,19,0.024885,0.024885,0.250475,0.0,0.993779,0.006221,0.24,0.0006,0.0012,1.0
learning_investment,20,0.019679,0.019679,0.251045,0.0,0.99508,0.00492,0.24,0.0006,0.0012,1.0
learning_investment,21,0.012069,0.012069,0.251621,0.0,0.996983,0.003017,0.24,0.0006,0.0012,1.0
learning_investment,22,0.02232,0.02232,0.252207,0.0,0.99442,0.00558,0.24,0.0006,0.0012,1.0
learning_investment,23,-0.019661,0.019661,0.25278,0.0,0.995085,0.004915,0.24,0.0006,0.0012,1.0
learning_investment,24,-0.022487,0.022487,0.253357,0.0,0.994378,0.005622,0.24,0.0006,0.0012,1.0
learning_investment,25,1.495483,1.495483,0.25393,1.5,0.626129,0.373871,0.24,0.0006,0.0012,1.0
learning_investment,26,1.138468,1.138468,0.25333,0.0,0.715383,0.284617,0.24,0.0006,0.0012,1.0
learning_investment,27,0.844728,0.844728,0.25273,0.0,0.788818,0.211182,0.24,0.0006,0.0012,1.0
learning_investment,28,0.641004,0.641004,0.252316,0.0,0.839749,0.160251,0.24,0.0006,0.0012,1.0
learning_investment,29,0.485583,0.485583,0.252147,0.0,0.878604,0.121396,0.24,0.0006,0.0012,1.0
learning_investment,30,0.382694,0.382694,0.252164,0.0,0.904326,0.095674,0.24,0.0006,0.0012,1.0
learning_investment,31,0.258308,0.258308,0.252305,0.0,0.935423,0.064577,0.24,0.0006,0.0012,1.0
learning_investment,32,0.207267,0.207267,0.252595,0.0,0.948183,0.051817,0.24,0.0006,0.0012,1.0
learning_investment,33,0.116977,0.116977,0.252946,0.0,0.970756,0.029244,0.24,0.0006,0.0012,1.0
learning_investment,34,0.021836,0.021836,0.253406,0.0,0.994541,0.005459,0.24,0.0006,0.0012,1.0
learning_investment,35,0.001117,0.001117,0.253979,0.0,0.999721,0.000279,0.24,0.0006,0.0012,1.0
learning_investment,36,-0.022062,0.022062,0.254578,0.0,0.994484,0.005516,0.24,0.0006,0.0012,1.0
learning_investment,37,0.005467,0.005467,0.255152,0.0,0.998633,0.001367,0.24,0.0006,0.0012,1.0
learning_investment,38,0.020676,0.020676,0.255745,0.0,0.994831,0.005169,0.24,0.0006,0.0012,1.0
learning_investment,39,-0.015101,0.015101,0.25632,0.0,0.996225,0.003775,0.24,0.0006,0.0012,1.0
learning_investment,40,0.009963,0.009963,0.256902,0.0,0.997509,0.002491,0.24,0.0006,0.0012,1.0
learning_investment,41,-0.017658,0.017658,0.25749,0.0,0.995586,0.004414,0.24,0.0006,0.0012,1.0
learning_investment,42,-0.015257,0.015257,0.258069,0.0,0.996186,0.003814,0.24,0.0006,0.0012,1.0
learning_investment,43,-0.018658,0.018658,0.258651,0.0,0.995335,0.004665,0.24,0.0006,0.0012,1.0
learning_investment,44,-0.010961,0.010961,0.259228,0.0,0.99726,0.00274,0.24,0.0006,0.0012,1.0
learning_investment,45,0.012353,0.012353,0.259815,0.0,0.996912,0.003088,0.24,0.0006,0.0012,1.0
learning_investment,46,0.025096,0.025096,0.2604,0.0,0.993726,0.006274,0.24,0.0006,0.0012,1.0
learning_investment,47,0.027294,0.027294,0.26097,0.0,0.993176,0.006824,0.24,0.0006,0.0012,1.0
learning_investment,48,0.036404,0.036404,0.261537,0.0,0.990899,0.009101,0.24,0.0006,0.0012,1.0
learning_investment,49,0.038825,0.038825,0.262094,0.0,0.990294,0.009706,0.24,0.0006,0.0012,1.0
learning_investment,50,0.012953,0.012953,0.262647,0.0,0.996762,0.003238,0.24,0.0006,0.0012,1.0
learning_investment,51,-0.008391,0.008391,0.263232,0.0,0.997902,0.002098,0.24,0.0006,0.0012,1.0
learning_investment,52,-0.017926,0.017926,0.263822,0.0,0.995518,0.004482,0.24,0.0006,0.0012,1.0
learning_investment,53,-0.000703,0.000703,0.2644,0.0,0.999824,0.000176,0.24,0.0006,0.0012,1.0
learning_investment,54,-0.00677,0.00677,0.264999,0.0,0.998308,0.001692,0.24,0.0006,0.0012,1.0
learning_investment,55,1.753422,1.753422,0.265591,1.7,0.561644,0.438356,0.24,0.0006,0.0012,1.0
learning_investment,56,1.268298,1.268298,0.264991,0.0,0.682925,0.317075,0.24,0.0006,0.0012,1.0
learning_investment,57,0.9055,0.9055,0.264391,0.0,0.773625,0.226375,0.24,0.0006,0.0012,1.0
learning_investment,58,0.685746,0.685746,0.263905,0.0,0.828563,0.171437,0.24,0.0006,0.0012,1.0
learning_investment,59,0.540474,0.540474,0.263682,0.0,0.864882,0.135118,0.24,0.0006,0.0012,1.0
learning_investment,60,0.410629,0.410629,0.263633,0.0,0.897343,0.102657,0.24,0.0006,0.0012,1.0
learning_investment,61,0.323225,0.323225,0.26374,0.0,0.919194,0.080806,0.24,0.0006,0.0012,1.0
learning_investment,62,0.273568,0.273568,0.263952,0.0,0.931608,0.068392,0.24,0.0006,0.0012,1.0
learning_investment,63,0.198934,0.198934,0.264224,0.0,0.950267,0.049733,0.24,0.0006,0.0012,1.0
learning_investment,64,0.110725,0.110725,0.264585,0.0,0.972319,0.027681,0.24,0.0006,0.0012,1.0
learning_investment,65,0.068075,0.068075,0.265053,0.0,0.982981,0.017019,0.24,0.0006,0.0012,1.0
learning_investment,66,0.073819,0.073819,0.265571,0.0,0.981545,0.018455,0.24,0.0006,0.0012,1.0
learning_investment,67,0.018085,0.018085,0.266082,0.0,0.995479,0.004521,0.24,0.0006,0.0012,1.0
learning_investment,68,0.014101,0.014101,0.266661,0.0,0.996475,0.003525,0.24,0.0006,0.0012,1.0
learning_investment,69,0.016663,0.016663,0.267244,0.0,0.995834,0.004166,0.24,0.0006,0.0012,1.0
learning_investment,70,0.004311,0.004311,0.267824,0.0,0.998922,0.001078,0.24,0.0006,0.0012,1.0
learning_investment,71,0.021244,0.021244,0.268419,0.0,0.994689,0.005311,0.24,0.0006,0.0012,1.0
learning_investment,72,0.030049,0.030049,0.268993,0.0,0.992488,0.007512,0.24,0.0006,0.0012,1.0
learning_investment,73,0.079985,0.079985,0.269557,0.0,0.980004,0.019996,0.24,0.0006,0.0012,1.0
learning_investment,74,0.073883,0.073883,0.270061,0.0,0.981529,0.018471,0.24,0.0006,0.0012,1.0
learning_investment,75,0.038657,0.038657,0.270572,0.0,0.990336,0.009664,0.24,0.0006,0.0012,1.0
learning_investment,76,0.014131,0.014131,0.271126,0.0,0.996467,0.003533,0.24,0.0006,0.0012,1.0
learning_investment,77,-0.010498,0.010498,0.271709,0.0,0.997376,0.002624,0.24,0.0006,0.0012,1.0
learning_investment,78,0.016168,0.016168,0.272296,0.0,0.995958,0.004042,0.24,0.0006,0.0012,1.0
learning_investment,79,-0.002415,0.002415,0.272877,0.0,0.999396,0.000604,0.24,0.0006,0.0012,1.0
learning_investment,80,-0.003511,0.003511,0.273474,0.0,0.999122,0.000878,0.24,0.0006,0.0012,1.0
learning_investment,81,0.016184,0.016184,0.27407,0.0,0.995954,0.004046,0.24,0.0006,0.0012,1.0
learning_investment,82,-0.006348,0.006348,0.27465,0.0,0.998413,0.001587,0.24,0.0006,0.0012,1.0
learning_investment,83,-0.011942,0.011942,0.275243,0.0,0.997015,0.002985,0.24,0.0006,0.0012,1.0
learning_investment,84,-0.05468,0.05468,0.275828,0.0,0.98633,0.01367,0.24,0.0006,0.0012,1.0
learning_investment,85,-0.066631,0.066631,0.276363,0.0,0.983342,0.016658,0.24,0.0006,0.0012,1.0
learning_investment,86,-0.062375,0.062375,0.276883,0.0,0.984406,0.015594,0.24,0.0006,0.0012,1.0
learning_investment,87,-0.034678,0.034678,0.277408,0.0,0.991331,0.008669,0.24,0.0006,0.0012,1.0
learning_investment,88,0.004799,0.004799,0.277966,0.0,0.9988,0.0012,0.24,0.0006,0.0012,1.0
learning_investment,89,0.003,0.003,0.278561,0.0,0.99925,0.00075,0.24,0.0006,0.0012,1.0
learning_investment,90,2.008697,2.008697,0.279157,2.0,0.497826,0.502174,0.24,0.0006,0.0012,1.0
learning_investment,91,1.453359,1.453359,0.278557,0.0,0.63666,0.36334,0.24,0.0006,0.0012,1.0
learning_investment,92,1.076506,1.076506,0.277957,0.0,0.730873,0.269127,0.24,0.0006,0.0012,1.0
learning_investment,93,0.800264,0.800264,0.277357,0.0,0.799934,0.200066,0.24,0.0006,0.0012,1.0
learning_investment,94,0.585435,0.585435,0.276997,0.0,0.853641,0.146359,0.24,0.0006,0.0012,1.0
learning_investment,95,0.398058,0.398058,0.276894,0.0,0.900485,0.099515,0.24,0.0006,0.0012,1.0
learning_investment,96,0.310374,0.310374,0.277017,0.0,0.922406,0.077594,0.24,0.0006,0.0012,1.0
learning_investment,97,0.233851,0.233851,0.277244,0.0,0.941537,0.058463,0.24,0.0006,0.0012,1.0
learning_investment,98,0.199616,0.199616,0.277564,0.0,0.950096,0.049904,0.24,0.0006,0.0012,1.0
learning_investment,99,0.14339,0.14339,0.277924,0.0,0.964152,0.035848,0.24,0.0006,0.0012,1.0
learning_investment,100,0.152305,0.152305,0.278352,0.0,0.961924,0.038076,0.24,0.0006,0.0012,1.0
learning_investment,101,0.100875,0.100875,0.278769,0.0,0.974781,0.025219,0.24,0.0006,0.0012,1.0
learning_investment,102,0.112532,0.112532,0.279248,0.0,0.971867,0.028133,0.24,0.0006,0.0012,1.0
learning_investment,103,0.083934,0.083934,0.279713,0.0,0.979017,0.020983,0.24,0.0006,0.0012,1.0
learning_investment,104,0.047508,0.047508,0.280212,0.0,0.988123,0.011877,0.24,0.0006,0.0012,1.0
learning_investment,105,0.005958,0.005958,0.280755,0.0,0.99851,0.00149,0.24,0.0006,0.0012,1.0
learning_investment,106,0.000506,0.000506,0.281348,0.0,0.999873,0.000127,0.24,0.0006,0.0012,1.0
learning_investment,107,0.035947,0.035947,0.281948,0.0,0.991013,0.008987,0.24,0.0006,0.0012,1.0
learning_investment,108,0.046201,0.046201,0.282504,0.0,0.98845,0.01155,0.24,0.0006,0.0012,1.0
learning_investment,109,0.050346,0.050346,0.283049,0.0,0.987414,0.012586,0.24,0.0006,0.0012,1.0
learning_investment,110,-0.023328,0.023328,0.283589,0.0,0.994168,0.005832,0.24,0.0006,0.0012,1.0
learning_investment,111,0.001075,0.001075,0.284161,0.0,0.999731,0.000269,0.24,0.0006,0.0012,1.0
learning_investment,112,0.014665,0.014665,0.284759,0.0,0.996334,0.003666,0.24,0.0006,0.0012,1.0
learning_investment,113,-0.003268,0.003268,0.285342,0.0,0.999183,0.000817,0.24,0.0006,0.0012,1.0
learning_investment,114,-0.018018,0.018018,0.285938,0.0,0.995496,0.004504,0.24,0.0006,0.0012,1.0
learning_investment,115,-0.012913,0.012913,0.286516,0.0,0.996772,0.003228,0.24,0.0006,0.0012,1.0
learning_investment,116,0.033916,0.033916,0.287101,0.0,0.991521,0.008479,0.24,0.0006,0.0012,1.0
learning_investment,117,-0.002218,0.002218,0.28766,0.0,0.999446,0.000554,0.24,0.0006,0.0012,1.0
learning_investment,118,-0.012274,0.012274,0.288257,0.0,0.996932,0.003068,0.24,0.0006,0.0012,1.0
learning_investment,119,0.025316,0.025316,0.288843,0.0,0.993671,0.006329,0.24,0.0006,0.0012,1.0
learning_investment,120,0.006836,0.006836,0.289412,0.0,0.998291,0.001709,0.24,0.0006,0.0012,1.0
learning_investment,121,-0.004253,0.004253,0.290004,0.0,0.998937,0.001063,0.24,0.0006,0.0012,1.0
learning_investment,122,-0.000573,0.000573,0.290599,0.0,0.999857,0.000143,0.24,0.0006,0.0012,1.0
learning_investment,123,-0.031438,0.031438,0.291198,0.0,0.99214,0.00786,0.24,0.0006,0.0012,1.0
learning_investment,124,-0.016767,0.016767,0.29176,0.0,0.995808,0.004192,0.24,0.0006,0.0012,1.0
learning_investment,125,2.157894,2.157894,0.29234,2.2,0.460526,0.539474,0.24,0.0006,0.0012,1.0
learning_investment,126,1.550479,1.550479,0.29174,0.0,0.61238,0.38762,0.24,0.0006,0.0012,1.0
learning_investment,127,1.099152,1.099152,0.29114,0.0,0.725212,0.274788,0.24,0.0006,0.0012,1.0
learning_investment,128,0.83689,0.83689,0.29054,0.0,0.790778,0.209222,0.24,0.0006,0.0012,1.0
learning_investment,129,0.601099,0.601099,0.290136,0.0,0.849725,0.150275,0.24,0.0006,0.0012,1.0
learning_investment,130,0.460913,0.460913,0.290015,0.0,0.884772,0.115228,0.24,0.0006,0.0012,1.0
learning_investment,131,0.294639,0.294639,0.290062,0.0,0.92634,0.07366,0.24,0.0006,0.0012,1.0
learning_investment,132,0.206049,0.206049,0.290308,0.0,0.948488,0.051512,0.24,0.0006,0.0012,1.0
learning_investment,133,0.154237,0.154237,0.290661,0.0,0.961441,0.038559,0.24,0.0006,0.0012,1.0
learning_investment,134,0.152986,0.152986,0.291076,0.0,0.961754,0.038246,0.24,0.0006,0.0012,1.0
learning_investment,135,0.066369,0.066369,0.291492,0.0,0.983408,0.016592,0.24,0.0006,0.0012,1.0
learning_investment,136,0.071754,0.071754,0.292013,0.0,0.982062,0.017938,0.24,0.0006,0.0012,1.0
learning_investment,137,0.065548,0.065548,0.292526,0.0,0.983613,0.016387,0.24,0.0006,0.0012,1.0
learning_investment,138,0.084678,0.084678,0.293048,0.0,0.978831,0.021169,0.24,0.0006,0.0012,1.0
learning_investment,139,0.077631,0.077631,0.293546,0.0,0.980592,0.019408,0.24,0.0006,0.0012,1.0
learning_investment,140,0.056105,0.056105,0.294053,0.0,0.985974,0.014026,0.24,0.0006,0.0012,1.0
learning_investment,141,0.026536,0.026536,0.294586,0.0,0.993366,0.006634,0.24,0.0006,0.0012,1.0
learning_investment,142,-0.012501,0.012501,0.295154,0.0,0.996875,0.003125,0.24,0.0006,0.0012,1.0
learning_investment,143,-0.003918,0.003918,0.295739,0.0,0.99902,0.00098,0.24,0.0006,0.0012,1.0
learning_investment,144,-0.00755,0.00755,0.296334,0.0,0.998113,0.001887,0.24,0.0006,0.0012,1.0
learning_investment,145,0.045199,0.045199,0.296925,0.0,0.9887,0.0113,0.24,0.0006,0.0012,1.0
learning_investment,146,0.016478,0.016478,0.297471,0.0,0.995881,0.004119,0.24,0.0006,0.0012,1.0
learning_investment,147,0.019576,0.019576,0.298051,0.0,0.995106,0.004894,0.24,0.0006,0.0012,1.0
learning_investment,148,-0.025495,0.025495,0.298628,0.0,0.993626,0.006374,0.24,0.0006,0.0012,1.0
learning_investment,149,-0.027753,0.027753,0.299197,0.0,0.993062,0.006938,0.24,0.0006,0.0012,1.0
learning_investment,150,-0.012905,0.012905,0.299764,0.0,0.996774,0.003226,0.24,0.0006,0.0012,1.0
learning_investment,151,0.01157,0.01157,0.300348,0.0,0.997108,0.002892,0.24,0.0006,0.0012,1.0
learning_investment,152,0.044291,0.044291,0.300934,0.0,0.988927,0.011073,0.24,0.0006,0.0012,1.0
learning_investment,153,0.029834,0.029834,0.301481,0.0,0.992541,0.007459,0.24,0.0006,0.0012,1.0
learning_investment,154,-0.007108,0.007108,0.302045,0.0,0.998223,0.001777,0.24,0.0006,0.0012,1.0
learning_investment,155,2.506489,2.506489,0.302637,2.5,0.373378,0.626622,0.24,0.0006,0.0012,1.0
learning_investment,156,1.762362,1.762362,0.302037,0.0,0.55941,0.44059,0.24,0.0006,0.0012,1.0
learning_investment,157,1.243413,1.243413,0.301437,0.0,0.689147,0.310853,0.24,0.0006,0.0012,1.0
learning_investment,158,0.851841,0.851841,0.300837,0.0,0.78704,0.21296,0.24,0.0006,0.0012,1.0
learning_investment,159,0.62427,0.62427,0.300415,0.0,0.843932,0.156068,0.24,0.0006,0.0012,1.0
learning_investment,160,0.439021,0.439021,0.300265,0.0,0.890245,0.109755,0.24,0.0006,0.0012,1.0
learning_investment,161,0.324662,0.324662,0.300339,0.0,0.918835,0.081165,0.24,0.0006,0.0012,1.0
learning_investment,162,0.258937,0.258937,0.300549,0.0,0.935266,0.064734,0.24,0.0006,0.0012,1.0
learning_investment,163,0.19627,0.19627,0.300838,0.0,0.950932,0.049068,0.24,0.0006,0.0012,1.0
learning_investment,164,0.144316,0.144316,0.301203,0.0,0.963921,0.036079,0.24,0.0006,0.0012,1.0
learning_investment,165,0.154606,0.154606,0.30163,0.0,0.961349,0.038651,0.24,0.0006,0.0012,1.0
learning_investment,166,0.114001,0.114001,0.302044,0.0,0.9715,0.0285,0.24,0.0006,0.0012,1.0
learning_investment,167,0.072116,0.072116,0.302507,0.0,0.981971,0.018029,0.24,0.0006,0.0012,1.0
learning_investment,168,0.053062,0.053062,0.303021,0.0,0.986734,0.013266,0.24,0.0006,0.0012,1.0
learning_investment,169,0.074024,0.074024,0.303557,0.0,0.981494,0.018506,0.24,0.0006,0.0012,1.0
learning_investment,170,0.054483,0.054483,0.304068,0.0,0.986379,0.013621,0.24,0.0006,0.0012,1.0
learning_investment,171,0.050872,0.050872,0.304603,0.0,0.987282,0.012718,0.24,0.0006,0.0012,1.0
learning_investment,172,0.065242,0.065242,0.305142,0.0,0.983689,0.016311,0.24,0.0006,0.0012,1.0
learning_investment,173,0.032479,0.032479,0.305664,0.0,0.99188,0.00812,0.24,0.0006,0.0012,1.0
learning_investment,174,-0.020631,0.020631,0.306225,0.0,0.994842,0.005158,0.24,0.0006,0.0012,1.0
learning_investment,175,-0.006816,0.006816,0.3068,0.0,0.998296,0.001704,0.24,0.0006,0.0012,1.0
learning_investment,176,0.001022,0.001022,0.307392,0.0,0.999744,0.000256,0.24,0.0006,0.0012,1.0
learning_investment,177,-0.014493,0.014493,0.30799,0.0,0.996377,0.003623,0.24,0.0006,0.0012,1.0
learning_investment,178,0.011757,0.011757,0.308573,0.0,0.997061,0.002939,0.24,0.0006,0.0012,1.0
learning_investment,179,0.023311,0.023311,0.309159,0.0,0.994172,0.005828,0.24,0.0006,0.0012,1.0
learning_investment,180,-0.008784,0.008784,0.309731,0.0,0.997804,0.002196,0.24,0.0006,0.0012,1.0
high_redundancy,1,0.0,0.0,0.27,0.0,1.0,0.0,0.27,0.0008,0.0008,0.85
high_redundancy,2,-0.003602,0.003602,0.27,0.0,0.999099,0.000901,0.27,0.0008,0.0008,0.85
high_redundancy,3,-0.006952,0.006952,0.269997,0.0,0.998262,0.001738,0.27,0.0008,0.0008,0.85
high_redundancy,4,-0.007858,0.007858,0.269992,0.0,0.998035,0.001965,0.27,0.0008,0.0008,0.85
high_redundancy,5,0.011813,0.011813,0.269985,0.0,0.997047,0.002953,0.27,0.0008,0.0008,0.85
high_redundancy,6,0.005434,0.005434,0.269976,0.0,0.998641,0.001359,0.27,0.0008,0.0008,0.85
high_redundancy,7,-0.033467,0.033467,0.269971,0.0,0.991633,0.008367,0.27,0.0008,0.0008,0.85
high_redundancy,8,-0.016125,0.016125,0.269945,0.0,0.995969,0.004031,0.27,0.0008,0.0008,0.85
high_redundancy,9,-0.018456,0.018456,0.269932,0.0,0.995386,0.004614,0.27,0.0008,0.0008,0.85
high_redundancy,10,-0.018898,0.018898,0.269917,0.0,0.995275,0.004725,0.27,0.0008,0.0008,0.85
high_redundancy,11,-0.0109,0.0109,0.269902,0.0,0.997275,0.002725,0.27,0.0008,0.0008,0.85
high_redundancy,12,-0.002151,0.002151,0.269893,0.0,0.999462,0.000538,0.27,0.0008,0.0008,0.85
high_redundancy,13,0.027519,0.027519,0.269891,0.0,0.99312,0.00688,0.27,0.0008,0.0008,0.85
high_redundancy,14,0.036508,0.036508,0.269869,0.0,0.990873,0.009127,0.27,0.0008,0.0008,0.85
high_redundancy,15,0.029419,0.029419,0.26984,0.0,0.992645,0.007355,0.27,0.0008,0.0008,0.85
high_redundancy,16,0.003024,0.003024,0.269817,0.0,0.999244,0.000756,0.27,0.0008,0.0008,0.85
high_redundancy,17,-0.023159,0.023159,0.269814,0.0,0.99421,0.00579,0.27,0.0008,0.0008,0.85
high_redundancy,18,-0.010752,0.010752,0.269796,0.0,0.997312,0.002688,0.27,0.0008,0.0008,0.85
high_redundancy,19,0.024926,0.024926,0.269787,0.0,0.993769,0.006231,0.27,0.0008,0.0008,0.85
high_redundancy,20,0.019243,0.019243,0.269767,0.0,0.995189,0.004811,0.27,0.0008,0.0008,0.85
high_redundancy,21,0.011394,0.011394,0.269752,0.0,0.997151,0.002849,0.27,0.0008,0.0008,0.85
