scenario,path,step,control_parameter,system_state,jump_size,transition_flag,rolling_variance_20,rolling_autocorrelation_20,dt,transition_jump_threshold
wide_forcing,backward_forcing,187,-0.052507,1.006238,0.003626,0,0.000397,1.0,0.05,0.15
wide_forcing,backward_forcing,188,-0.060585,1.002579,0.003659,0,0.000404,1.0,0.05,0.15
wide_forcing,backward_forcing,189,-0.068663,0.998887,0.003692,0,0.00041,1.0,0.05,0.15
wide_forcing,backward_forcing,190,-0.076741,0.995161,0.003726,0,0.000417,1.0,0.05,0.15
wide_forcing,backward_forcing,191,-0.084819,0.991401,0.003761,0,0.000424,1.0,0.05,0.15
wide_forcing,backward_forcing,192,-0.092897,0.987605,0.003796,0,0.000431,1.0,0.05,0.15
wide_forcing,backward_forcing,193,-0.100975,0.983772,0.003832,0,0.000439,1.0,0.05,0.15
wide_forcing,backward_forcing,194,-0.109053,0.979903,0.003869,0,0.000446,1.0,0.05,0.15
wide_forcing,backward_forcing,195,-0.117131,0.975996,0.003907,0,0.000454,1.0,0.05,0.15
wide_forcing,backward_forcing,196,-0.125209,0.97205,0.003946,0,0.000462,1.0,0.05,0.15
wide_forcing,backward_forcing,197,-0.133287,0.968065,0.003985,0,0.000471,1.0,0.05,0.15
wide_forcing,backward_forcing,198,-0.141365,0.964039,0.004026,0,0.000479,1.0,0.05,0.15
wide_forcing,backward_forcing,199,-0.149443,0.959971,0.004068,0,0.000488,1.0,0.05,0.15
wide_forcing,backward_forcing,200,-0.157521,0.955861,0.00411,0,0.000497,1.0,0.05,0.15
wide_forcing,backward_forcing,201,-0.165599,0.951707,0.004154,0,0.000507,1.0,0.05,0.15
wide_forcing,backward_forcing,202,-0.173677,0.947508,0.004199,0,0.000517,1.0,0.05,0.15
wide_forcing,backward_forcing,203,-0.181755,0.943264,0.004245,0,0.000527,1.0,0.05,0.15
wide_forcing,backward_forcing,204,-0.189833,0.938972,0.004292,0,0.000537,1.0,0.05,0.15
wide_forcing,backward_forcing,205,-0.197911,0.934632,0.00434,0,0.000548,1.0,0.05,0.15
wide_forcing,backward_forcing,206,-0.205989,0.930242,0.00439,0,0.000559,1.0,0.05,0.15
wide_forcing,backward_forcing,207,-0.214067,0.925802,0.004441,0,0.00057,1.0,0.05,0.15
wide_forcing,backward_forcing,208,-0.222145,0.921309,0.004493,0,0.000582,1.0,0.05,0.15
wide_forcing,backward_forcing,209,-0.230223,0.916762,0.004547,0,0.000595,1.0,0.05,0.15
wide_forcing,backward_forcing,210,-0.238301,0.912161,0.004602,0,0.000608,1.0,0.05,0.15
wide_forcing,backward_forcing,211,-0.246379,0.907502,0.004658,0,0.000621,1.0,0.05,0.15
wide_forcing,backward_forcing,212,-0.254457,0.902785,0.004717,0,0.000635,1.0,0.05,0.15
wide_forcing,backward_forcing,213,-0.262535,0.898008,0.004777,0,0.000649,1.0,0.05,0.15
wide_forcing,backward_forcing,214,-0.270613,0.89317,0.004839,0,0.000664,1.0,0.05,0.15
wide_forcing,backward_forcing,215,-0.278691,0.888267,0.004902,0,0.000679,1.0,0.05,0.15
wide_forcing,backward_forcing,216,-0.286769,0.883299,0.004968,0,0.000695,1.0,0.05,0.15
wide_forcing,backward_forcing,217,-0.294847,0.878263,0.005036,0,0.000712,1.0,0.05,0.15
wide_forcing,backward_forcing,218,-0.302925,0.873158,0.005105,0,0.000729,1.0,0.05,0.15
wide_forcing,backward_forcing,219,-0.311003,0.867981,0.005177,0,0.000747,1.0,0.05,0.15
wide_forcing,backward_forcing,220,-0.319081,0.862729,0.005251,0,0.000766,1.0,0.05,0.15
wide_forcing,backward_forcing,221,-0.327159,0.857401,0.005328,0,0.000785,1.0,0.05,0.15
wide_forcing,backward_forcing,222,-0.335237,0.851994,0.005407,0,0.000805,1.0,0.05,0.15
wide_forcing,backward_forcing,223,-0.343315,0.846505,0.005489,0,0.000827,1.0,0.05,0.15
wide_forcing,backward_forcing,224,-0.351393,0.840932,0.005573,0,0.000849,1.0,0.05,0.15
wide_forcing,backward_forcing,225,-0.359471,0.835271,0.005661,0,0.000872,1.0,0.05,0.15
wide_forcing,backward_forcing,226,-0.367549,0.82952,0.005751,0,0.000896,1.0,0.05,0.15
wide_forcing,backward_forcing,227,-0.375627,0.823675,0.005845,0,0.000921,1.0,0.05,0.15
wide_forcing,backward_forcing,228,-0.383705,0.817732,0.005942,0,0.000948,1.0,0.05,0.15
wide_forcing,backward_forcing,229,-0.391783,0.81169,0.006043,0,0.000975,1.0,0.05,0.15
wide_forcing,backward_forcing,230,-0.399861,0.805542,0.006147,0,0.001004,1.0,0.05,0.15
wide_forcing,backward_forcing,231,-0.407939,0.799287,0.006256,0,0.001035,1.0,0.05,0.15
wide_forcing,backward_forcing,232,-0.416017,0.792919,0.006368,0,0.001067,1.0,0.05,0.15
wide_forcing,backward_forcing,233,-0.424095,0.786434,0.006485,0,0.0011,1.0,0.05,0.15
wide_forcing,backward_forcing,234,-0.432173,0.779827,0.006607,0,0.001136,1.0,0.05,0.15
wide_forcing,backward_forcing,235,-0.440251,0.773094,0.006733,0,0.001173,1.0,0.05,0.15
wide_forcing,backward_forcing,236,-0.448329,0.766229,0.006865,0,0.001212,1.0,0.05,0.15
wide_forcing,backward_forcing,237,-0.456407,0.759228,0.007002,0,0.001253,1.0,0.05,0.15
wide_forcing,backward_forcing,238,-0.464485,0.752083,0.007145,0,0.001296,1.0,0.05,0.15
wide_forcing,backward_forcing,239,-0.472563,0.744789,0.007294,0,0.001342,1.0,0.05,0.15
wide_forcing,backward_forcing,240,-0.480641,0.737339,0.00745,0,0.001391,1.0,0.05,0.15
wide_forcing,backward_forcing,241,-0.488719,0.729727,0.007612,0,0.001442,1.0,0.05,0.15
wide_forcing,backward_forcing,242,-0.496797,0.721944,0.007783,0,0.001497,1.0,0.05,0.15
wide_forcing,backward_forcing,243,-0.504875,0.713984,0.007961,0,0.001554,1.0,0.05,0.15
wide_forcing,backward_forcing,244,-0.512953,0.705837,0.008147,0,0.001615,0.999999,0.05,0.15
wide_forcing,backward_forcing,245,-0.521031,0.697495,0.008342,0,0.00168,0.999999,0.05,0.15
wide_forcing,backward_forcing,246,-0.529109,0.688947,0.008547,0,0.001749,0.999999,0.05,0.15
wide_forcing,backward_forcing,247,-0.537187,0.680185,0.008762,0,0.001823,0.999999,0.05,0.15
wide_forcing,backward_forcing,248,-0.545265,0.671197,0.008988,0,0.001901,0.999999,0.05,0.15
wide_forcing,backward_forcing,249,-0.553343,0.66197,0.009226,0,0.001985,0.999999,0.05,0.15
wide_forcing,backward_forcing,250,-0.561421,0.652494,0.009476,0,0.002075,0.999999,0.05,0.15
wide_forcing,backward_forcing,251,-0.569499,0.642754,0.00974,0,0.002171,0.999999,0.05,0.15
wide_forcing,backward_forcing,252,-0.577577,0.632736,0.010018,0,0.002273,0.999999,0.05,0.15
wide_forcing,backward_forcing,253,-0.585655,0.622424,0.010312,0,0.002384,0.999999,0.05,0.15
wide_forcing,backward_forcing,254,-0.593733,0.611802,0.010622,0,0.002502,0.999999,0.05,0.15
wide_forcing,backward_forcing,255,-0.601811,0.600851,0.01095,0,0.00263,0.999999,0.05,0.15
wide_forcing,backward_forcing,256,-0.609889,0.589553,0.011298,0,0.002767,0.999999,0.05,0.15
wide_forcing,backward_forcing,257,-0.617967,0.577887,0.011666,0,0.002916,0.999999,0.05,0.15
wide_forcing,backward_forcing,258,-0.626045,0.56583,0.012057,0,0.003076,0.999999,0.05,0.15
wide_forcing,backward_forcing,259,-0.634123,0.553357,0.012473,0,0.00325,0.999999,0.05,0.15
wide_forcing,backward_forcing,260,-0.642201,0.540443,0.012914,0,0.003439,0.999998,0.05,0.15
wide_forcing,backward_forcing,261,-0.650279,0.527059,0.013384,0,0.003644,0.999998,0.05,0.15
wide_forcing,backward_forcing,262,-0.658357,0.513173,0.013885,0,0.003867,0.999998,0.05,0.15
wide_forcing,backward_forcing,263,-0.666435,0.498753,0.01442,0,0.00411,0.999998,0.05,0.15
wide_forcing,backward_forcing,264,-0.674513,0.483762,0.014991,0,0.004377,0.999998,0.05,0.15
wide_forcing,backward_forcing,265,-0.682591,0.46816,0.015602,0,0.004668,0.999998,0.05,0.15
wide_forcing,backward_forcing,266,-0.690669,0.451904,0.016256,0,0.004988,0.999998,0.05,0.15
wide_forcing,backward_forcing,267,-0.698747,0.434947,0.016956,0,0.005339,0.999997,0.05,0.15
wide_forcing,backward_forcing,268,-0.706825,0.417239,0.017708,0,0.005727,0.999997,0.05,0.15
wide_forcing,backward_forcing,269,-0.714903,0.398724,0.018515,0,0.006154,0.999997,0.05,0.15
wide_forcing,backward_forcing,270,-0.722981,0.379342,0.019382,0,0.006627,0.999997,0.05,0.15
wide_forcing,backward_forcing,271,-0.731058,0.359027,0.020315,0,0.007151,0.999997,0.05,0.15
wide_forcing,backward_forcing,272,-0.739136,0.337707,0.021319,0,0.007733,0.999997,0.05,0.15
wide_forcing,backward_forcing,273,-0.747214,0.315306,0.022401,0,0.008382,0.999996,0.05,0.15
wide_forcing,backward_forcing,274,-0.755292,0.29174,0.023567,0,0.009105,0.999996,0.05,0.15
wide_forcing,backward_forcing,275,-0.76337,0.266916,0.024823,0,0.009914,0.999996,0.05,0.15
wide_forcing,backward_forcing,276,-0.771448,0.240739,0.026177,0,0.01082,0.999996,0.05,0.15
wide_forcing,backward_forcing,277,-0.779526,0.213102,0.027637,0,0.011837,0.999996,0.05,0.15
wide_forcing,backward_forcing,278,-0.787604,0.183893,0.029209,0,0.012981,0.999996,0.05,0.15
wide_forcing,backward_forcing,279,-0.795682,0.152993,0.0309,0,0.014269,0.999996,0.05,0.15
wide_forcing,backward_forcing,280,-0.80376,0.120275,0.032717,0,0.015724,0.999996,0.05,0.15
wide_forcing,backward_forcing,281,-0.811838,0.08561,0.034665,0,0.017367,0.999996,0.05,0.15
wide_forcing,backward_forcing,282,-0.819916,0.048863,0.036747,0,0.019226,0.999996,0.05,0.15
wide_forcing,backward_forcing,283,-0.827994,0.009901,0.038962,0,0.021331,0.999997,0.05,0.15
wide_forcing,backward_forcing,284,-0.836072,-0.031408,0.041309,0,0.023715,0.999997,0.05,0.15
wide_forcing,backward_forcing,285,-0.84415,-0.075184,0.043776,0,0.026413,0.999997,0.05,0.15
wide_forcing,backward_forcing,286,-0.852228,-0.121533,0.046349,0,0.029465,0.999998,0.05,0.15
wide_forcing,backward_forcing,287,-0.860306,-0.170536,0.049002,0,0.032911,0.999999,0.05,0.15
wide_forcing,backward_forcing,288,-0.868384,-0.222234,0.051698,0,0.036791,0.999999,0.05,0.15
wide_forcing,backward_forcing,289,-0.876462,-0.27662,0.054386,0,0.041144,0.999999,0.05,0.15
wide_forcing,backward_forcing,290,-0.88454,-0.333619,0.057,0,0.046,0.999999,0.05,0.15
wide_forcing,backward_forcing,291,-0.892618,-0.393075,0.059455,0,0.051381,0.999999,0.05,0.15
wide_forcing,backward_forcing,292,-0.900696,-0.454726,0.061652,0,0.05729,0.999997,0.05,0.15
wide_forcing,backward_forcing,293,-0.908774,-0.5182,0.063474,0,0.063706,0.999993,0.05,0.15
wide_forcing,backward_forcing,294,-0.916852,-0.582995,0.064795,0,0.070576,0.999987,0.05,0.15
wide_forcing,backward_forcing,295,-0.92493,-0.648484,0.065489,0,0.077803,0.999979,0.05,0.15
wide_forcing,backward_forcing,296,-0.933008,-0.713923,0.065439,0,0.085246,0.999966,0.05,0.15
wide_forcing,backward_forcing,297,-0.941086,-0.77848,0.064557,0,0.092709,0.999949,0.05,0.15
wide_forcing,backward_forcing,298,-0.949164,-0.841273,0.062793,0,0.099949,0.999927,0.05,0.15
wide_forcing,backward_forcing,299,-0.957242,-0.901428,0.060156,0,0.106678,0.9999,0.05,0.15
wide_forcing,backward_forcing,300,-0.96532,-0.958142,0.056714,0,0.112583,0.999868,0.05,0.15
wide_forcing,backward_forcing,301,-0.973398,-1.010739,0.052597,0,0.117347,0.999831,0.05,0.15
wide_forcing,backward_forcing,302,-0.981476,-1.058721,0.047983,0,0.120675,0.99979,0.05,0.15
wide_forcing,backward_forcing,303,-0.989554,-1.101799,0.043078,0,0.122323,0.999748,0.05,0.15
wide_forcing,backward_forcing,304,-0.997632,-1.139894,0.038094,0,0.122123,0.999707,0.05,0.15
wide_forcing,backward_forcing,305,-1.00571,-1.173118,0.033224,0,0.119999,0.999667,0.05,0.15
wide_forcing,backward_forcing,306,-1.013788,-1.20174,0.028623,0,0.11598,0.999633,0.05,0.15
wide_forcing,backward_forcing,307,-1.021866,-1.226144,0.024404,0,0.110198,0.999604,0.05,0.15
wide_forcing,backward_forcing,308,-1.029944,-1.246778,0.020633,0,0.102878,0.999583,0.05,0.15
wide_forcing,backward_forcing,309,-1.038022,-1.264115,0.017337,0,0.094321,0.999572,0.05,0.15
wide_forcing,backward_forcing,310,-1.0461,-1.278624,0.014509,0,0.084884,0.99957,0.05,0.15
wide_forcing,backward_forcing,311,-1.054178,-1.290744,0.01212,0,0.074948,0.999578,0.05,0.15
wide_forcing,backward_forcing,312,-1.062256,-1.300874,0.01013,0,0.064896,0.999597,0.05,0.15
wide_forcing,backward_forcing,313,-1.070334,-1.309362,0.008489,0,0.055085,0.999626,0.05,0.15
wide_forcing,backward_forcing,314,-1.078412,-1.316511,0.007148,0,0.045823,0.999664,0.05,0.15
wide_forcing,backward_forcing,315,-1.08649,-1.322572,0.006061,0,0.037353,0.999708,0.05,0.15
wide_forcing,backward_forcing,316,-1.094568,-1.327757,0.005185,0,0.029841,0.999757,0.05,0.15
wide_forcing,backward_forcing,317,-1.102646,-1.332239,0.004482,0,0.023375,0.999808,0.05,0.15
wide_forcing,backward_forcing,318,-1.110724,-1.336161,0.003921,0,0.017969,0.999858,0.05,0.15
wide_forcing,backward_forcing,319,-1.118802,-1.339635,0.003474,0,0.013573,0.999903,0.05,0.15
wide_forcing,backward_forcing,320,-1.12688,-1.342754,0.003119,0,0.010093,0.999941,0.05,0.15
wide_forcing,backward_forcing,321,-1.134958,-1.345591,0.002837,0,0.007407,0.999967,0.05,0.15
wide_forcing,backward_forcing,322,-1.143036,-1.348205,0.002614,0,0.005379,0.99998,0.05,0.15
wide_forcing,backward_forcing,323,-1.151114,-1.350642,0.002437,0,0.00388,0.999976,0.05,0.15
wide_forcing,backward_forcing,324,-1.159192,-1.352939,0.002297,0,0.002791,0.999955,0.05,0.15
wide_forcing,backward_forcing,325,-1.16727,-1.355126,0.002186,0,0.00201,0.999916,0.05,0.15
wide_forcing,backward_forcing,326,-1.175348,-1.357224,0.002098,0,0.001456,0.999861,0.05,0.15
wide_forcing,backward_forcing,327,-1.183426,-1.359252,0.002028,0,0.001066,0.999797,0.05,0.15
wide_forcing,backward_forcing,328,-1.191504,-1.361225,0.001972,0,0.000793,0.99973,0.05,0.15
wide_forcing,backward_forcing,329,-1.199582,-1.363152,0.001927,0,0.000601,0.999673,0.05,0.15
wide_forcing,backward_forcing,330,-1.20766,-1.365043,0.001891,0,0.000466,0.999633,0.05,0.15
wide_forcing,backward_forcing,331,-1.215738,-1.366905,0.001862,0,0.00037,0.99962,0.05,0.15
wide_forcing,backward_forcing,332,-1.223816,-1.368743,0.001838,0,0.000302,0.999632,0.05,0.15
wide_forcing,backward_forcing,333,-1.231894,-1.370561,0.001818,0,0.000253,0.999668,0.05,0.15
wide_forcing,backward_forcing,334,-1.239972,-1.372362,0.001801,0,0.000217,0.999717,0.05,0.15
wide_forcing,backward_forcing,335,-1.24805,-1.374149,0.001787,0,0.000191,0.999772,0.05,0.15
wide_forcing,backward_forcing,336,-1.256128,-1.375923,0.001775,0,0.000171,0.999825,0.05,0.15
wide_forcing,backward_forcing,337,-1.264206,-1.377687,0.001764,0,0.000157,0.999871,0.05,0.15
wide_forcing,backward_forcing,338,-1.272284,-1.379442,0.001755,0,0.000145,0.999908,0.05,0.15
wide_forcing,backward_forcing,339,-1.280362,-1.381188,0.001746,0,0.000137,0.999937,0.05,0.15
wide_forcing,backward_forcing,340,-1.28844,-1.382926,0.001738,0,0.00013,0.999957,0.05,0.15
wide_forcing,backward_forcing,341,-1.296518,-1.384657,0.001731,0,0.000125,0.999972,0.05,0.15
wide_forcing,backward_forcing,342,-1.304596,-1.386381,0.001724,0,0.000121,0.999982,0.05,0.15
wide_forcing,backward_forcing,343,-1.312674,-1.388099,0.001718,0,0.000118,0.999988,0.05,0.15
wide_forcing,backward_forcing,344,-1.320752,-1.389811,0.001712,0,0.000115,0.999993,0.05,0.15
wide_forcing,backward_forcing,345,-1.32883,-1.391517,0.001706,0,0.000113,0.999995,0.05,0.15
wide_forcing,backward_forcing,346,-1.336908,-1.393217,0.0017,0,0.000111,0.999997,0.05,0.15
wide_forcing,backward_forcing,347,-1.344986,-1.394912,0.001695,0,0.000109,0.999998,0.05,0.15
wide_forcing,backward_forcing,348,-1.353064,-1.396601,0.001689,0,0.000108,0.999999,0.05,0.15
wide_forcing,backward_forcing,349,-1.361142,-1.398285,0.001684,0,0.000107,0.999999,0.05,0.15
wide_forcing,backward_forcing,350,-1.36922,-1.399964,0.001679,0,0.000106,1.0,0.05,0.15
wide_forcing,backward_forcing,351,-1.377298,-1.401638,0.001674,0,0.000105,1.0,0.05,0.15
wide_forcing,backward_forcing,352,-1.385376,-1.403306,0.001669,0,0.000104,1.0,0.05,0.15
wide_forcing,backward_forcing,353,-1.393454,-1.40497,0.001664,0,0.000103,1.0,0.05,0.15
wide_forcing,backward_forcing,354,-1.401532,-1.406629,0.001659,0,0.000102,1.0,0.05,0.15
wide_forcing,backward_forcing,355,-1.40961,-1.408283,0.001654,0,0.000101,1.0,0.05,0.15
wide_forcing,backward_forcing,356,-1.417688,-1.409932,0.001649,0,0.000101,1.0,0.05,0.15
wide_forcing,backward_forcing,357,-1.425766,-1.411576,0.001644,0,0.0001,1.0,0.05,0.15
wide_forcing,backward_forcing,358,-1.433844,-1.413215,0.001639,0,9.9e-05,1.0,0.05,0.15
wide_forcing,backward_forcing,359,-1.441922,-1.41485,0.001635,0,9.9e-05,1.0,0.05,0.15
wide_forcing,backward_forcing,360,-1.45,-1.41648,0.00163,0,9.8e-05,1.0,0.05,0.15
near_threshold_start,forward_forcing,1,-0.8,-0.6,0.0,0,,,0.05,0.13
near_threshold_start,forward_forcing,2,-0.792278,-0.658814,0.058814,0,,,0.05,0.13
near_threshold_start,forward_forcing,3,-0.784556,-0.716685,0.057871,0,,,0.05,0.13
near_threshold_start,forward_forcing,4,-0.776834,-0.772955,0.05627,0,,,0.05,0.13
near_threshold_start,forward_forcing,5,-0.769112,-0.826968,0.054013,0,,,0.05,0.13
near_threshold_start,forward_forcing,6,-0.76139,-0.878109,0.051141,0,,,0.05,0.13
near_threshold_start,forward_forcing,7,-0.753668,-0.925843,0.047734,0,,,0.05,0.13
near_threshold_start,forward_forcing,8,-0.745946,-0.969752,0.043908,0,,,0.05,0.13
near_threshold_start,forward_forcing,9,-0.738224,-1.009552,0.0398,0,,,0.05,0.13
near_threshold_start,forward_forcing,10,-0.730502,-1.045108,0.035556,0,,,0.05,0.13
near_threshold_start,forward_forcing,11,-0.72278,-1.076426,0.031318,0,,,0.05,0.13
near_threshold_start,forward_forcing,12,-0.715058,-1.103638,0.027212,0,,,0.05,0.13
near_threshold_start,forward_forcing,13,-0.707336,-1.126974,0.023336,0,,,0.05,0.13
near_threshold_start,forward_forcing,14,-0.699614,-1.146737,0.019763,0,,,0.05,0.13
near_threshold_start,forward_forcing,15,-0.691892,-1.16327,0.016533,0,,,0.05,0.13
near_threshold_start,forward_forcing,16,-0.68417,-1.176935,0.013665,0,,,0.05,0.13
near_threshold_start,forward_forcing,17,-0.676448,-1.188091,0.011156,0,,,0.05,0.13
near_threshold_start,forward_forcing,18,-0.668726,-1.197079,0.008988,0,,,0.05,0.13
near_threshold_start,forward_forcing,19,-0.661004,-1.204213,0.007134,0,,,0.05,0.13
near_threshold_start,forward_forcing,20,-0.653282,-1.209774,0.005562,0,0.038615,0.999639,0.05,0.13
near_threshold_start,forward_forcing,21,-0.64556,-1.214012,0.004238,0,0.031622,0.999651,0.05,0.13
near_threshold_start,forward_forcing,22,-0.637838,-1.217143,0.00313,0,0.025362,0.999666,0.05,0.13
near_threshold_start,forward_forcing,23,-0.630116,-1.21935,0.002207,0,0.019911,0.99968,0.05,0.13
near_threshold_start,forward_forcing,24,-0.622394,-1.22079,0.00144,0,0.015295,0.999692,0.05,0.13
near_threshold_start,forward_forcing,25,-0.614672,-1.221594,0.000804,0,0.011491,0.999698,0.05,0.13
near_threshold_start,forward_forcing,26,-0.60695,-1.221872,0.000278,0,0.00844,0.999695,0.05,0.13
near_threshold_start,forward_forcing,27,-0.599228,-1.221716,0.000156,0,0.006057,0.999676,0.05,0.13
near_threshold_start,forward_forcing,28,-0.591506,-1.221201,0.000515,0,0.004243,0.999631,0.05,0.13
near_threshold_start,forward_forcing,29,-0.583784,-1.22039,0.000812,0,0.002899,0.999541,0.05,0.13
near_threshold_start,forward_forcing,30,-0.576062,-1.219333,0.001057,0,0.001928,0.99937,0.05,0.13
near_threshold_start,forward_forcing,31,-0.56834,-1.218073,0.00126,0,0.001245,0.999038,0.05,0.13
near_threshold_start,forward_forcing,32,-0.560618,-1.216645,0.001428,0,0.000777,0.998363,0.05,0.13
near_threshold_start,forward_forcing,33,-0.552896,-1.215076,0.001568,0,0.000467,0.996885,0.05,0.13
near_threshold_start,forward_forcing,34,-0.545174,-1.213391,0.001685,0,0.000269,0.993366,0.05,0.13
near_threshold_start,forward_forcing,35,-0.537452,-1.211608,0.001783,0,0.000148,0.984307,0.05,0.13
near_threshold_start,forward_forcing,36,-0.52973,-1.209744,0.001865,0,7.9e-05,0.961304,0.05,0.13
near_threshold_start,forward_forcing,37,-0.522008,-1.207809,0.001934,0,4.5e-05,0.920618,0.05,0.13
near_threshold_start,forward_forcing,38,-0.514286,-1.205816,0.001993,0,3.2e-05,0.907736,0.05,0.13
near_threshold_start,forward_forcing,39,-0.506564,-1.203773,0.002043,0,3.3e-05,0.945613,0.05,0.13
near_threshold_start,forward_forcing,40,-0.498842,-1.201686,0.002087,0,4.1e-05,0.977363,0.05,0.13
near_threshold_start,forward_forcing,41,-0.49112,-1.199562,0.002124,0,5.3e-05,0.990927,0.05,0.13
near_threshold_start,forward_forcing,42,-0.483398,-1.197404,0.002157,0,6.6e-05,0.996095,0.05,0.13
near_threshold_start,forward_forcing,43,-0.475676,-1.195218,0.002187,0,8e-05,0.998172,0.05,0.13
near_threshold_start,forward_forcing,44,-0.467954,-1.193005,0.002213,0,9.3e-05,0.99908,0.05,0.13
near_threshold_start,forward_forcing,45,-0.460232,-1.190769,0.002236,0,0.000106,0.999509,0.05,0.13
near_threshold_start,forward_forcing,46,-0.45251,-1.188512,0.002257,0,0.000117,0.999726,0.05,0.13
near_threshold_start,forward_forcing,47,-0.444788,-1.186234,0.002277,0,0.000127,0.999842,0.05,0.13
near_threshold_start,forward_forcing,48,-0.437066,-1.183939,0.002296,0,0.000136,0.999906,0.05,0.13
near_threshold_start,forward_forcing,49,-0.429344,-1.181626,0.002313,0,0.000144,0.999943,0.05,0.13
near_threshold_start,forward_forcing,50,-0.421622,-1.179297,0.002329,0,0.000151,0.999965,0.05,0.13
near_threshold_start,forward_forcing,51,-0.4139,-1.176952,0.002345,0,0.000157,0.999978,0.05,0.13
near_threshold_start,forward_forcing,52,-0.406178,-1.174592,0.00236,0,0.000162,0.999986,0.05,0.13
near_threshold_start,forward_forcing,53,-0.398456,-1.172217,0.002375,0,0.000167,0.999991,0.05,0.13
near_threshold_start,forward_forcing,54,-0.390734,-1.169828,0.002389,0,0.000171,0.999994,0.05,0.13
near_threshold_start,forward_forcing,55,-0.383012,-1.167424,0.002403,0,0.000175,0.999996,0.05,0.13
near_threshold_start,forward_forcing,56,-0.37529,-1.165007,0.002417,0,0.000179,0.999998,0.05,0.13
near_threshold_start,forward_forcing,57,-0.367568,-1.162576,0.002431,0,0.000183,0.999998,0.05,0.13
near_threshold_start,forward_forcing,58,-0.359846,-1.160131,0.002445,0,0.000186,0.999999,0.05,0.13
near_threshold_start,forward_forcing,59,-0.352124,-1.157673,0.002459,0,0.000189,0.999999,0.05,0.13
near_threshold_start,forward_forcing,60,-0.344402,-1.1552,0.002472,0,0.000191,1.0,0.05,0.13
near_threshold_start,forward_forcing,61,-0.33668,-1.152714,0.002486,0,0.000194,1.0,0.05,0.13
near_threshold_start,forward_forcing,62,-0.328958,-1.150214,0.0025,0,0.000197,1.0,0.05,0.13
near_threshold_start,forward_forcing,63,-0.321236,-1.147701,0.002514,0,0.000199,1.0,0.05,0.13
near_threshold_start,forward_forcing,64,-0.313514,-1.145173,0.002528,0,0.000202,1.0,0.05,0.13
near_threshold_start,forward_forcing,65,-0.305792,-1.142631,0.002542,0,0.000204,1.0,0.05,0.13
near_threshold_start,forward_forcing,66,-0.298069,-1.140075,0.002556,0,0.000207,1.0,0.05,0.13
near_threshold_start,forward_forcing,67,-0.290347,-1.137504,0.002571,0,0.000209,1.0,0.05,0.13
near_threshold_start,forward_forcing,68,-0.282625,-1.134919,0.002585,0,0.000212,1.0,0.05,0.13
near_threshold_start,forward_forcing,69,-0.274903,-1.132319,0.0026,0,0.000214,1.0,0.05,0.13
near_threshold_start,forward_forcing,70,-0.267181,-1.129704,0.002615,0,0.000216,1.0,0.05,0.13
near_threshold_start,forward_forcing,71,-0.259459,-1.127074,0.00263,0,0.000219,1.0,0.05,0.13
near_threshold_start,forward_forcing,72,-0.251737,-1.124429,0.002645,0,0.000221,1.0,0.05,0.13
near_threshold_start,forward_forcing,73,-0.244015,-1.121768,0.002661,0,0.000224,1.0,0.05,0.13
near_threshold_start,forward_forcing,74,-0.236293,-1.119091,0.002677,0,0.000226,1.0,0.05,0.13
near_threshold_start,forward_forcing,75,-0.228571,-1.116399,0.002692,0,0.000229,1.0,0.05,0.13
near_threshold_start,forward_forcing,76,-0.220849,-1.11369,0.002709,0,0.000232,1.0,0.05,0.13
near_threshold_start,forward_forcing,77,-0.213127,-1.110965,0.002725,0,0.000234,1.0,0.05,0.13
near_threshold_start,forward_forcing,78,-0.205405,-1.108224,0.002742,0,0.000237,1.0,0.05,0.13
near_threshold_start,forward_forcing,79,-0.197683,-1.105465,0.002758,0,0.00024,1.0,0.05,0.13
near_threshold_start,forward_forcing,80,-0.189961,-1.10269,0.002776,0,0.000242,1.0,0.05,0.13
near_threshold_start,forward_forcing,81,-0.182239,-1.099897,0.002793,0,0.000245,1.0,0.05,0.13
near_threshold_start,forward_forcing,82,-0.174517,-1.097086,0.002811,0,0.000248,1.0,0.05,0.13
near_threshold_start,forward_forcing,83,-0.166795,-1.094258,0.002828,0,0.000251,1.0,0.05,0.13
near_threshold_start,forward_forcing,84,-0.159073,-1.091411,0.002847,0,0.000254,1.0,0.05,0.13
near_threshold_start,forward_forcing,85,-0.151351,-1.088546,0.002865,0,0.000257,1.0,0.05,0.13
near_threshold_start,forward_forcing,86,-0.143629,-1.085662,0.002884,0,0.00026,1.0,0.05,0.13
near_threshold_start,forward_forcing,87,-0.135907,-1.082759,0.002903,0,0.000264,1.0,0.05,0.13
near_threshold_start,forward_forcing,88,-0.128185,-1.079837,0.002922,0,0.000267,1.0,0.05,0.13
near_threshold_start,forward_forcing,89,-0.120463,-1.076895,0.002942,0,0.00027,1.0,0.05,0.13
near_threshold_start,forward_forcing,90,-0.112741,-1.073933,0.002962,0,0.000274,1.0,0.05,0.13
near_threshold_start,forward_forcing,91,-0.105019,-1.07095,0.002982,0,0.000277,1.0,0.05,0.13
near_threshold_start,forward_forcing,92,-0.097297,-1.067947,0.003003,0,0.000281,1.0,0.05,0.13
near_threshold_start,forward_forcing,93,-0.089575,-1.064923,0.003024,0,0.000284,1.0,0.05,0.13
