scenario,time,backlog,backlog_arrivals,backlog_completions,backlog_net_flow,resource,resource_regeneration,resource_extraction,resource_net_flow,infrastructure_condition,condition_maintenance,condition_wear,condition_net_flow
high_demand_stress,67,131.057922,22.5,22.483298,0.016702,0.0,0.0,28.0,-28.0,0.0,0.7,2.6,-1.9
high_demand_stress,68,131.073288,22.5,22.484634,0.015366,0.0,0.0,28.0,-28.0,0.0,0.7,2.6,-1.9
high_demand_stress,69,131.087425,22.5,22.485863,0.014137,0.0,0.0,28.0,-28.0,0.0,0.7,2.6,-1.9
high_demand_stress,70,131.100431,22.5,22.486994,0.013006,0.0,0.0,28.0,-28.0,0.0,0.7,2.6,-1.9
high_demand_stress,71,131.112396,22.5,22.488034,0.011966,0.0,0.0,28.0,-28.0,0.0,0.7,2.6,-1.9
high_demand_stress,72,131.123405,22.5,22.488992,0.011008,0.0,0.0,28.0,-28.0,0.0,0.7,2.6,-1.9
high_demand_stress,73,131.133532,22.5,22.489872,0.010128,0.0,0.0,28.0,-28.0,0.0,0.7,2.6,-1.9
high_demand_stress,74,131.14285,22.5,22.490683,0.009317,0.0,0.0,28.0,-28.0,0.0,0.7,2.6,-1.9
high_demand_stress,75,131.151422,22.5,22.491428,0.008572,0.0,0.0,28.0,-28.0,0.0,0.7,2.6,-1.9
high_demand_stress,76,131.159308,22.5,22.492114,0.007886,0.0,0.0,28.0,-28.0,0.0,0.7,2.6,-1.9
high_demand_stress,77,131.166563,22.5,22.492745,0.007255,0.0,0.0,28.0,-28.0,0.0,0.7,2.6,-1.9
high_demand_stress,78,131.173238,22.5,22.493325,0.006675,0.0,0.0,28.0,-28.0,0.0,0.7,2.6,-1.9
high_demand_stress,79,131.179379,22.5,22.493859,0.006141,0.0,0.0,28.0,-28.0,0.0,0.7,2.6,-1.9
high_demand_stress,80,131.185029,22.5,22.49435,0.00565,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,81,131.190227,22.5,22.494802,0.005198,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,82,131.195008,22.5,22.495218,0.004782,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,83,131.199408,22.5,22.495601,0.004399,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,84,131.203455,22.5,22.495953,0.004047,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,85,131.207179,22.5,22.496276,0.003724,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,86,131.210604,22.5,22.496574,0.003426,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,87,131.213756,22.5,22.496848,0.003152,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,88,131.216656,22.5,22.4971,0.0029,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,89,131.219323,22.5,22.497332,0.002668,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,90,131.221777,22.5,22.497546,0.002454,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,91,131.224035,22.5,22.497742,0.002258,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,92,131.226112,22.5,22.497923,0.002077,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,93,131.228023,22.5,22.498089,0.001911,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,94,131.229781,22.5,22.498242,0.001758,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,95,131.231399,22.5,22.498383,0.001617,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,96,131.232887,22.5,22.498512,0.001488,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,97,131.234256,22.5,22.498631,0.001369,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,98,131.235516,22.5,22.49874,0.00126,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,99,131.236674,22.5,22.498841,0.001159,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,100,131.23774,22.5,22.498934,0.001066,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,101,131.238721,22.5,22.499019,0.000981,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,102,131.239623,22.5,22.499098,0.000902,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,103,131.240454,22.5,22.49917,0.00083,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,104,131.241217,22.5,22.499236,0.000764,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,105,131.24192,22.5,22.499297,0.000703,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,106,131.242566,22.5,22.499354,0.000646,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,107,131.243161,22.5,22.499405,0.000595,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,108,131.243708,22.5,22.499453,0.000547,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,109,131.244211,22.5,22.499497,0.000503,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,110,131.244675,22.5,22.499537,0.000463,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,111,131.245101,22.5,22.499574,0.000426,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,112,131.245493,22.5,22.499608,0.000392,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,113,131.245853,22.5,22.499639,0.000361,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,114,131.246185,22.5,22.499668,0.000332,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,115,131.24649,22.5,22.499695,0.000305,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,116,131.246771,22.5,22.499719,0.000281,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,117,131.247029,22.5,22.499742,0.000258,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,118,131.247267,22.5,22.499762,0.000238,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,119,131.247486,22.5,22.499781,0.000219,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
high_demand_stress,120,131.247687,22.5,22.499799,0.000201,0.0,0.0,18.0,-18.0,0.0,2.2,2.6,-0.4
adaptive_recovery,1,74.8,16.2,21.4,-5.2,588.8,10.8,22.0,-11.2,71.664,1.4,1.736,-0.336
adaptive_recovery,2,70.016,16.2,20.984,-4.784,577.695155,10.895155,22.0,-11.104845,71.323968,1.4,1.740032,-0.340032
adaptive_recovery,3,65.61472,16.2,20.60128,-4.40128,566.673511,10.978356,22.0,-11.021644,70.979856,1.4,1.744112,-0.344112
adaptive_recovery,4,61.565542,16.2,20.249178,-4.049178,555.72347,11.049959,22.0,-10.950041,70.631614,1.4,1.748242,-0.348242
adaptive_recovery,5,57.840299,16.2,19.925243,-3.725243,544.83374,11.11027,22.0,-10.88973,70.279193,1.4,1.752421,-0.352421
adaptive_recovery,6,54.413075,16.2,19.627224,-3.427224,533.993287,11.159547,22.0,-10.840453,69.922544,1.4,1.75665,-0.35665
adaptive_recovery,7,51.260029,16.2,19.353046,-3.153046,523.191288,11.198001,22.0,-10.801999,69.561614,1.4,1.760929,-0.360929
adaptive_recovery,8,48.359227,16.2,19.100802,-2.900802,512.417085,11.225797,22.0,-10.774203,69.196353,1.4,1.765261,-0.365261
adaptive_recovery,9,45.690489,16.2,18.868738,-2.668738,501.660147,11.243062,22.0,-10.756938,68.82671,1.4,1.769644,-0.369644
adaptive_recovery,10,43.23525,16.2,18.655239,-2.455239,490.910023,11.249876,22.0,-10.750124,68.45263,1.4,1.774079,-0.374079
adaptive_recovery,11,40.97643,16.2,18.45882,-2.25882,480.156305,11.246282,22.0,-10.753718,68.074062,1.4,1.778568,-0.378568
adaptive_recovery,12,38.898315,16.2,18.278114,-2.078114,469.388585,11.23228,22.0,-10.76772,67.690951,1.4,1.783111,-0.383111
adaptive_recovery,13,36.98645,16.2,18.111865,-1.911865,458.596417,11.207832,22.0,-10.792168,67.303242,1.4,1.787709,-0.387709
adaptive_recovery,14,35.227534,16.2,17.958916,-1.758916,447.769276,11.172858,22.0,-10.827142,66.910881,1.4,1.792361,-0.392361
adaptive_recovery,15,33.609331,16.2,17.818203,-1.618203,436.896514,11.127238,22.0,-10.872762,66.513811,1.4,1.797069,-0.397069
adaptive_recovery,16,32.120585,16.2,17.688747,-1.488747,425.967321,11.070808,22.0,-10.929192,66.111977,1.4,1.801834,-0.401834
adaptive_recovery,17,30.750938,16.2,17.569647,-1.369647,414.970684,11.003362,22.0,-10.996638,65.705321,1.4,1.806656,-0.406656
adaptive_recovery,18,29.490863,16.2,17.460075,-1.260075,403.895334,10.924651,22.0,-11.075349,65.293785,1.4,1.811536,-0.411536
adaptive_recovery,19,28.331594,16.2,17.359269,-1.159269,392.72971,10.834375,22.0,-11.165625,64.87731,1.4,1.816475,-0.416475
adaptive_recovery,20,27.265066,16.2,17.266528,-1.066528,381.461898,10.732189,22.0,-11.267811,64.455838,1.4,1.821472,-0.421472
adaptive_recovery,21,26.283861,16.2,17.181205,-0.981205,370.079591,10.617692,22.0,-11.382308,64.029308,1.4,1.82653,-0.42653
adaptive_recovery,22,25.381152,16.2,17.102709,-0.902709,358.570022,10.490431,22.0,-11.509569,63.59766,1.4,1.831648,-0.431648
adaptive_recovery,23,24.55066,16.2,17.030492,-0.830492,346.919912,10.34989,22.0,-11.65011,63.160832,1.4,1.836828,-0.436828
adaptive_recovery,24,23.786607,16.2,16.964053,-0.764053,335.115404,10.195492,22.0,-11.804508,62.718761,1.4,1.84207,-0.44207
adaptive_recovery,25,23.083679,16.2,16.902929,-0.702929,323.141992,10.026588,22.0,-11.973412,62.271387,1.4,1.847375,-0.447375
adaptive_recovery,26,22.436984,16.2,16.846694,-0.646694,310.984448,9.842456,22.0,-12.157544,61.818643,1.4,1.852743,-0.452743
adaptive_recovery,27,21.842026,16.2,16.794959,-0.594959,298.626738,9.64229,22.0,-12.35771,61.360467,1.4,1.858176,-0.458176
adaptive_recovery,28,21.294664,16.2,16.747362,-0.547362,286.051935,9.425196,22.0,-12.574804,60.896793,1.4,1.863674,-0.463674
adaptive_recovery,29,20.79109,16.2,16.703573,-0.503573,273.242115,9.19018,22.0,-12.80982,60.427554,1.4,1.869238,-0.469238
adaptive_recovery,30,20.327803,16.2,16.663287,-0.463287,260.178254,8.936139,22.0,-13.063861,59.952685,1.4,1.874869,-0.474869
adaptive_recovery,31,19.901579,16.2,16.626224,-0.426224,246.840103,8.661849,22.0,-13.338151,59.472117,1.4,1.880568,-0.480568
adaptive_recovery,32,19.509453,16.2,16.592126,-0.392126,233.206056,8.365953,22.0,-13.634047,58.985782,1.4,1.886335,-0.486335
adaptive_recovery,33,19.148696,16.2,16.560756,-0.360756,219.253,8.046945,22.0,-13.953055,58.493612,1.4,1.892171,-0.492171
adaptive_recovery,34,18.816801,16.2,16.531896,-0.331896,204.956151,7.70315,22.0,-14.29685,57.995535,1.4,1.898077,-0.498077
adaptive_recovery,35,18.511457,16.2,16.505344,-0.305344,190.288861,7.332711,22.0,-14.667289,57.491482,1.4,1.904054,-0.504054
adaptive_recovery,36,18.23054,16.2,16.480917,-0.280917,175.222417,6.933555,22.0,-15.066445,56.981379,1.4,1.910102,-0.510102
adaptive_recovery,37,17.972097,16.2,16.458443,-0.258443,159.725795,6.503378,22.0,-15.496622,56.465156,1.4,1.916223,-0.516223
adaptive_recovery,38,17.734329,16.2,16.437768,-0.237768,143.765401,6.039606,22.0,-15.960394,55.942738,1.4,1.922418,-0.522418
adaptive_recovery,39,17.515583,16.2,16.418746,-0.218746,127.304762,5.539361,22.0,-16.460639,55.414051,1.4,1.928687,-0.528687
adaptive_recovery,40,17.314336,16.2,16.401247,-0.201247,110.304184,4.999422,22.0,-17.000578,54.879019,1.4,1.935031,-0.535031
adaptive_recovery,41,17.129189,16.2,16.385147,-0.185147,92.720357,4.416173,22.0,-17.583827,54.337567,1.4,1.941452,-0.541452
adaptive_recovery,42,16.958854,16.2,16.370335,-0.170335,74.505905,3.785548,22.0,-18.214452,53.789618,1.4,1.947949,-0.547949
adaptive_recovery,43,16.802146,16.2,16.356708,-0.156708,55.60887,3.102965,22.0,-18.897035,53.235094,1.4,1.954525,-0.554525
adaptive_recovery,44,16.657974,16.2,16.344172,-0.144172,35.972113,2.363244,22.0,-19.636756,52.673915,1.4,1.961179,-0.561179
adaptive_recovery,45,16.525336,16.2,16.332638,-0.132638,15.532629,1.560515,22.0,-20.439485,52.106002,1.4,1.967913,-0.567913
adaptive_recovery,46,16.403309,16.2,16.322027,-0.122027,0.0,0.688111,22.0,-21.311889,51.531274,1.4,1.974728,-0.574728
adaptive_recovery,47,16.291045,16.2,16.312265,-0.112265,0.0,0.0,22.0,-22.0,50.949649,1.4,1.981625,-0.581625
adaptive_recovery,48,16.187761,16.2,16.303284,-0.103284,0.0,0.0,22.0,-22.0,50.361045,1.4,1.988604,-0.588604
adaptive_recovery,49,16.09274,16.2,16.295021,-0.095021,0.0,0.0,22.0,-22.0,49.765377,1.4,1.995667,-0.595667
adaptive_recovery,50,11.469321,11.664,16.287419,-4.623419,0.0,0.0,22.0,-22.0,51.162562,3.4,2.002815,1.397185
adaptive_recovery,51,7.215775,11.664,15.917546,-4.253546,0.0,0.0,22.0,-22.0,52.576513,3.4,1.986049,1.413951
adaptive_recovery,52,3.302513,11.664,15.577262,-3.913262,0.0,0.0,22.0,-22.0,54.007431,3.4,1.969082,1.430918
adaptive_recovery,53,0.0,11.664,14.966513,-3.302513,0.0,0.0,22.0,-22.0,55.45552,3.4,1.951911,1.448089
adaptive_recovery,54,0.0,11.664,11.664,0.0,0.0,0.0,22.0,-22.0,56.920986,3.4,1.934534,1.465466
adaptive_recovery,55,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,58.404038,3.4,1.916948,1.483052
adaptive_recovery,56,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,59.904887,3.4,1.899152,1.500848
adaptive_recovery,57,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,61.423745,3.4,1.881141,1.518859
adaptive_recovery,58,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,62.96083,3.4,1.862915,1.537085
adaptive_recovery,59,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,64.51636,3.4,1.84447,1.55553
adaptive_recovery,60,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,66.090556,3.4,1.825804,1.574196
adaptive_recovery,61,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,67.683643,3.4,1.806913,1.593087
adaptive_recovery,62,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,69.295847,3.4,1.787796,1.612204
adaptive_recovery,63,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,70.927397,3.4,1.76845,1.63155
adaptive_recovery,64,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,72.578526,3.4,1.748871,1.651129
adaptive_recovery,65,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,74.249468,3.4,1.729058,1.670942
adaptive_recovery,66,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,75.940462,3.4,1.709006,1.690994
adaptive_recovery,67,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,77.651747,3.4,1.688714,1.711286
adaptive_recovery,68,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,79.383568,3.4,1.668179,1.731821
adaptive_recovery,69,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,81.136171,3.4,1.647397,1.752603
adaptive_recovery,70,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,82.909805,3.4,1.626366,1.773634
adaptive_recovery,71,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,84.704723,3.4,1.605082,1.794918
adaptive_recovery,72,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,86.521179,3.4,1.583543,1.816457
adaptive_recovery,73,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,88.359433,3.4,1.561746,1.838254
adaptive_recovery,74,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,90.219747,3.4,1.539687,1.860313
adaptive_recovery,75,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,92.102384,3.4,1.517363,1.882637
adaptive_recovery,76,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,94.007612,3.4,1.494771,1.905229
adaptive_recovery,77,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,95.935704,3.4,1.471909,1.928091
adaptive_recovery,78,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,97.886932,3.4,1.448772,1.951228
adaptive_recovery,79,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,99.861575,3.4,1.425357,1.974643
adaptive_recovery,80,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.401661,1.998339
adaptive_recovery,81,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,82,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,83,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,84,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,85,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,86,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,87,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,88,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,89,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,90,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,91,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,92,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,93,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,94,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,95,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,96,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,97,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,98,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,99,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,100,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,101,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,102,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,103,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,104,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,105,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,106,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,107,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,108,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,109,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,110,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,111,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,112,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,113,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,114,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,115,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,116,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,117,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,118,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,119,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
adaptive_recovery,120,0.0,11.664,11.664,0.0,0.0,0.0,10.0,-10.0,100.0,3.4,1.4,2.0
