time,node,state,network_mean_state,network_state_sd,network_entropy
74,N05,0.105297,0.033317,0.047107,2.153532
74,N06,0.013326,0.033317,0.047107,2.153532
74,N07,-0.050911,0.033317,0.047107,2.153532
74,N08,-0.001793,0.033317,0.047107,2.153532
74,N09,0.049124,0.033317,0.047107,2.153532
74,N10,0.013447,0.033317,0.047107,2.153532
74,N11,-0.023902,0.033317,0.047107,2.153532
74,N12,0.083517,0.033317,0.047107,2.153532
74,N13,0.001506,0.033317,0.047107,2.153532
74,N14,0.022515,0.033317,0.047107,2.153532
74,N15,0.066373,0.033317,0.047107,2.153532
75,N01,0.07723,0.026174,0.051462,1.956463
75,N02,0.072683,0.026174,0.051462,1.956463
75,N03,-0.012682,0.026174,0.051462,1.956463
75,N04,0.016956,0.026174,0.051462,1.956463
75,N05,0.140258,0.026174,0.051462,1.956463
75,N06,0.058063,0.026174,0.051462,1.956463
75,N07,-0.080673,0.026174,0.051462,1.956463
75,N08,0.041764,0.026174,0.051462,1.956463
75,N09,-0.011784,0.026174,0.051462,1.956463
75,N10,-0.015215,0.026174,0.051462,1.956463
75,N11,0.045918,0.026174,0.051462,1.956463
75,N12,-0.006094,0.026174,0.051462,1.956463
75,N13,0.030895,0.026174,0.051462,1.956463
75,N14,-0.020538,0.026174,0.051462,1.956463
75,N15,0.055833,0.026174,0.051462,1.956463
76,N01,0.062421,0.025442,0.054836,1.806507
76,N02,0.124287,0.025442,0.054836,1.806507
76,N03,-0.030614,0.025442,0.054836,1.806507
76,N04,0.023504,0.025442,0.054836,1.806507
76,N05,0.144214,0.025442,0.054836,1.806507
76,N06,0.041142,0.025442,0.054836,1.806507
76,N07,-0.08594,0.025442,0.054836,1.806507
76,N08,0.025866,0.025442,0.054836,1.806507
76,N09,-0.001447,0.025442,0.054836,1.806507
76,N10,0.021538,0.025442,0.054836,1.806507
76,N11,0.011783,0.025442,0.054836,1.806507
76,N12,-0.011747,0.025442,0.054836,1.806507
76,N13,0.03424,0.025442,0.054836,1.806507
76,N14,-0.014004,0.025442,0.054836,1.806507
76,N15,0.03639,0.025442,0.054836,1.806507
77,N01,0.059021,0.022231,0.044913,1.991346
77,N02,0.082012,0.022231,0.044913,1.991346
77,N03,-0.046385,0.022231,0.044913,1.991346
77,N04,0.048972,0.022231,0.044913,1.991346
77,N05,0.084512,0.022231,0.044913,1.991346
77,N06,0.077181,0.022231,0.044913,1.991346
77,N07,-0.056834,0.022231,0.044913,1.991346
77,N08,-0.030549,0.022231,0.044913,1.991346
77,N09,0.013747,0.022231,0.044913,1.991346
77,N10,0.024446,0.022231,0.044913,1.991346
77,N11,0.045578,0.022231,0.044913,1.991346
77,N12,0.041146,0.022231,0.044913,1.991346
77,N13,0.012935,0.022231,0.044913,1.991346
77,N14,-0.029549,0.022231,0.044913,1.991346
77,N15,0.007239,0.022231,0.044913,1.991346
78,N01,0.017266,0.013864,0.032157,2.118649
78,N02,0.050073,0.013864,0.032157,2.118649
78,N03,-0.023431,0.013864,0.032157,2.118649
78,N04,0.0479,0.013864,0.032157,2.118649
78,N05,0.062407,0.013864,0.032157,2.118649
78,N06,0.037337,0.013864,0.032157,2.118649
78,N07,-0.030231,0.013864,0.032157,2.118649
78,N08,-0.047974,0.013864,0.032157,2.118649
78,N09,-0.025065,0.013864,0.032157,2.118649
78,N10,0.020076,0.013864,0.032157,2.118649
78,N11,0.037123,0.013864,0.032157,2.118649
78,N12,0.004719,0.013864,0.032157,2.118649
78,N13,0.040601,0.013864,0.032157,2.118649
78,N14,0.011222,0.013864,0.032157,2.118649
78,N15,0.005945,0.013864,0.032157,2.118649
79,N01,0.021142,0.026046,0.048455,2.211069
79,N02,0.063708,0.026046,0.048455,2.211069
79,N03,-0.019264,0.026046,0.048455,2.211069
79,N04,0.075816,0.026046,0.048455,2.211069
79,N05,0.116475,0.026046,0.048455,2.211069
79,N06,0.036038,0.026046,0.048455,2.211069
79,N07,-0.010338,0.026046,0.048455,2.211069
79,N08,-0.013492,0.026046,0.048455,2.211069
79,N09,-0.033702,0.026046,0.048455,2.211069
79,N10,-0.021943,0.026046,0.048455,2.211069
79,N11,0.067383,0.026046,0.048455,2.211069
79,N12,-0.043369,0.026046,0.048455,2.211069
79,N13,0.097337,0.026046,0.048455,2.211069
79,N14,0.0447,0.026046,0.048455,2.211069
79,N15,0.010199,0.026046,0.048455,2.211069
