scenario,time,state,delayed_state,inflow,balancing_outflow,threshold_penalty,shock,next_state
strong_threshold_response,62,164.437196,164.739009,13.154976,6.884341,6.354976,0.0,164.352856
strong_threshold_response,63,164.352856,164.757312,13.148228,6.885439,6.348228,0.0,164.267417
strong_threshold_response,64,164.267417,164.746004,13.141393,6.88476,6.341393,0.0,164.182657
strong_threshold_response,65,164.182657,164.711398,13.134613,6.882684,6.334613,0.0,164.099973
strong_threshold_response,66,164.099973,164.658927,13.127998,6.879536,6.327998,0.0,164.020437
strong_threshold_response,67,164.020437,164.593229,13.121635,6.875594,6.321635,0.0,163.944844
strong_threshold_response,68,163.944844,164.518225,13.115587,6.871094,6.315587,0.0,163.87375
strong_threshold_response,69,163.87375,164.437196,13.1099,6.866232,6.3099,0.0,163.807518
strong_threshold_response,70,163.807518,164.352856,13.104601,6.861171,6.304601,-10.0,153.746347
strong_threshold_response,71,153.746347,164.267417,12.299708,6.856045,5.499708,0.0,153.690302
strong_threshold_response,72,153.690302,164.182657,12.295224,6.850959,5.495224,0.0,153.639343
strong_threshold_response,73,153.639343,164.099973,12.291147,6.845998,5.491147,0.0,153.593344
strong_threshold_response,74,153.593344,164.020437,12.287468,6.841226,5.487468,0.0,153.552118
strong_threshold_response,75,153.552118,163.944844,12.284169,6.836691,5.484169,0.0,153.515427
strong_threshold_response,76,153.515427,163.87375,12.281234,6.832425,5.481234,0.0,153.483002
strong_threshold_response,77,153.483002,163.807518,12.27864,6.828451,5.47864,0.0,153.454551
strong_threshold_response,78,153.454551,153.746347,12.276364,6.224781,5.476364,0.0,154.02977
strong_threshold_response,79,154.02977,153.690302,12.322382,6.221418,5.522382,0.0,154.608352
strong_threshold_response,80,154.608352,153.639343,12.368668,6.218361,5.568668,0.0,155.189992
strong_threshold_response,81,155.189992,153.593344,12.415199,6.215601,5.615199,0.0,155.774391
strong_threshold_response,82,155.774391,153.552118,12.461951,6.213127,5.661951,0.0,156.361264
strong_threshold_response,83,156.361264,153.515427,12.508901,6.210926,5.708901,0.0,156.950338
strong_threshold_response,84,156.950338,153.483002,12.556027,6.20898,5.756027,0.0,157.541358
strong_threshold_response,85,157.541358,153.454551,12.603309,6.207273,5.803309,0.0,158.134085
strong_threshold_response,86,158.134085,154.02977,12.650727,6.241786,5.850727,0.0,158.692299
strong_threshold_response,87,158.692299,154.608352,12.695384,6.276501,5.895384,0.0,159.215798
strong_threshold_response,88,159.215798,155.189992,12.737264,6.3114,5.937264,0.0,159.704398
strong_threshold_response,89,159.704398,155.774391,12.776352,6.346463,5.976352,0.0,160.157935
strong_threshold_response,90,160.157935,156.361264,12.812635,6.381676,6.012635,0.0,160.576259
strong_threshold_response,91,160.576259,156.950338,12.846101,6.41702,6.046101,0.0,160.959239
strong_threshold_response,92,160.959239,157.541358,12.876739,6.452481,6.076739,0.0,161.306757
strong_threshold_response,93,161.306757,158.134085,12.904541,6.488045,6.104541,0.0,161.618712
strong_threshold_response,94,161.618712,158.692299,12.929497,6.521538,6.129497,0.0,161.897174
strong_threshold_response,95,161.897174,159.215798,12.951774,6.552948,6.151774,0.0,162.144226
strong_threshold_response,96,162.144226,159.704398,12.971538,6.582264,6.171538,0.0,162.361962
strong_threshold_response,97,162.361962,160.157935,12.988957,6.609476,6.188957,0.0,162.552486
strong_threshold_response,98,162.552486,160.576259,13.004199,6.634576,6.204199,0.0,162.717911
strong_threshold_response,99,162.717911,160.959239,13.017433,6.657554,6.217433,0.0,162.860356
strong_threshold_response,100,162.860356,161.306757,13.028829,6.678405,6.228829,0.0,162.981951
strong_threshold_response,101,162.981951,161.618712,13.038556,6.697123,6.238556,0.0,163.084828
strong_threshold_response,102,163.084828,161.897174,13.046786,6.71383,6.246786,0.0,163.170998
strong_threshold_response,103,163.170998,162.144226,13.05368,6.728654,6.25368,0.0,163.242344
strong_threshold_response,104,163.242344,162.361962,13.059388,6.741718,6.259388,0.0,163.300627
strong_threshold_response,105,163.300627,162.552486,13.06405,6.753149,6.26405,0.0,163.347477
strong_threshold_response,106,163.347477,162.717911,13.067798,6.763075,6.267798,0.0,163.384403
strong_threshold_response,107,163.384403,162.860356,13.070752,6.771621,6.270752,0.0,163.412781
strong_threshold_response,108,163.412781,162.981951,13.073023,6.778917,6.273023,0.0,163.433864
strong_threshold_response,109,163.433864,163.084828,13.074709,6.78509,6.274709,0.0,163.448775
strong_threshold_response,110,163.448775,163.170998,13.075902,6.79026,6.275902,0.0,163.458515
strong_threshold_response,111,163.458515,163.242344,13.076681,6.794541,6.276681,0.0,163.463974
strong_threshold_response,112,163.463974,163.300627,13.077118,6.798038,6.277118,0.0,163.465936
strong_threshold_response,113,163.465936,163.347477,13.077275,6.800849,6.277275,0.0,163.465088
strong_threshold_response,114,163.465088,163.384403,13.077207,6.803064,6.277207,0.0,163.462024
strong_threshold_response,115,163.462024,163.412781,13.076962,6.804767,6.276962,0.0,163.457257
strong_threshold_response,116,163.457257,163.433864,13.076581,6.806032,6.276581,0.0,163.451225
strong_threshold_response,117,163.451225,163.448775,13.076098,6.806926,6.276098,0.0,163.444298
strong_threshold_response,118,163.444298,163.458515,13.075544,6.807511,6.275544,0.0,163.436788
strong_threshold_response,119,163.436788,163.463974,13.074943,6.807838,6.274943,0.0,163.428949
strong_threshold_response,120,163.428949,163.465936,13.074316,6.807956,6.274316,0.0,163.420993
strong_threshold_response,121,163.420993,163.465088,13.073679,6.807905,6.273679,0.0,163.413088
strong_threshold_response,122,163.413088,163.462024,13.073047,6.807721,6.273047,0.0,163.405366
strong_threshold_response,123,163.405366,163.457257,13.072429,6.807435,6.272429,0.0,163.397931
strong_threshold_response,124,163.397931,163.451225,13.071834,6.807073,6.271834,0.0,163.390857
strong_threshold_response,125,163.390857,163.444298,13.071269,6.806658,6.271269,0.0,163.384199
strong_threshold_response,126,163.384199,163.436788,13.070736,6.806207,6.270736,0.0,163.377992
strong_threshold_response,127,163.377992,163.428949,13.070239,6.805737,6.270239,0.0,163.372255
strong_threshold_response,128,163.372255,163.420993,13.06978,6.80526,6.26978,0.0,163.366996
strong_threshold_response,129,163.366996,163.413088,13.06936,6.804785,6.26936,0.0,163.36221
strong_threshold_response,130,163.36221,163.405366,13.068977,6.804322,6.268977,0.0,163.357888
strong_threshold_response,131,163.357888,163.397931,13.068631,6.803876,6.268631,0.0,163.354013
strong_threshold_response,132,163.354013,163.390857,13.068321,6.803451,6.268321,0.0,163.350561
strong_threshold_response,133,163.350561,163.384199,13.068045,6.803052,6.268045,0.0,163.347509
strong_threshold_response,134,163.347509,163.377992,13.067801,6.80268,6.267801,0.0,163.34483
strong_threshold_response,135,163.34483,163.372255,13.067586,6.802335,6.267586,0.0,163.342494
strong_threshold_response,136,163.342494,163.366996,13.0674,6.80202,6.2674,0.0,163.340475
strong_threshold_response,137,163.340475,163.36221,13.067238,6.801733,6.267238,0.0,163.338742
strong_threshold_response,138,163.338742,163.357888,13.067099,6.801473,6.267099,0.0,163.337269
strong_threshold_response,139,163.337269,163.354013,13.066981,6.801241,6.266981,0.0,163.336028
strong_threshold_response,140,163.336028,163.350561,13.066882,6.801034,6.266882,0.0,163.334994
strong_threshold_response,141,163.334994,163.347509,13.0668,6.800851,6.2668,0.0,163.334144
strong_threshold_response,142,163.334144,163.34483,13.066731,6.80069,6.266731,0.0,163.333454
strong_threshold_response,143,163.333454,163.342494,13.066676,6.80055,6.266676,0.0,163.332904
strong_threshold_response,144,163.332904,163.340475,13.066632,6.800428,6.266632,0.0,163.332476
strong_threshold_response,145,163.332476,163.338742,13.066598,6.800325,6.266598,0.0,163.332151
strong_threshold_response,146,163.332151,163.337269,13.066572,6.800236,6.266572,0.0,163.331915
strong_threshold_response,147,163.331915,163.336028,13.066553,6.800162,6.266553,0.0,163.331753
strong_threshold_response,148,163.331753,163.334994,13.06654,6.8001,6.26654,0.0,163.331654
strong_threshold_response,149,163.331654,163.334144,13.066532,6.800049,6.266532,0.0,163.331605
strong_threshold_response,150,163.331605,163.333454,13.066528,6.800007,6.266528,0.0,163.331598
strong_threshold_response,151,163.331598,163.332904,13.066528,6.799974,6.266528,0.0,163.331624
strong_threshold_response,152,163.331624,163.332476,13.06653,6.799949,6.26653,0.0,163.331675
strong_threshold_response,153,163.331675,163.332151,13.066534,6.799929,6.266534,0.0,163.331746
strong_threshold_response,154,163.331746,163.331915,13.06654,6.799915,6.26654,0.0,163.331831
strong_threshold_response,155,163.331831,163.331753,13.066546,6.799905,6.266546,0.0,163.331926
strong_threshold_response,156,163.331926,163.331654,13.066554,6.799899,6.266554,0.0,163.332027
strong_threshold_response,157,163.332027,163.331605,13.066562,6.799896,6.266562,0.0,163.33213
strong_threshold_response,158,163.33213,163.331598,13.06657,6.799896,6.26657,0.0,163.332235
strong_threshold_response,159,163.332235,163.331624,13.066579,6.799897,6.266579,0.0,163.332337
strong_threshold_response,160,163.332337,163.331675,13.066587,6.799901,6.266587,0.0,163.332437
higher_growth,0,12.0,12.0,1.26,0.0,0.0,0.0,13.26
higher_growth,1,13.26,12.0,1.3923,0.0,0.0,0.0,14.6523
higher_growth,2,14.6523,12.0,1.538491,0.0,0.0,0.0,16.190791
higher_growth,3,16.190791,12.0,1.700033,0.0,0.0,0.0,17.890825
higher_growth,4,17.890825,12.0,1.878537,0.0,0.0,0.0,19.769361
higher_growth,5,19.769361,12.0,2.075783,0.0,0.0,0.0,21.845144
higher_growth,6,21.845144,12.0,2.29374,0.0,0.0,0.0,24.138884
higher_growth,7,24.138884,12.0,2.534583,0.0,0.0,0.0,26.673467
higher_growth,8,26.673467,13.26,2.800714,0.0,0.0,0.0,29.474181
higher_growth,9,29.474181,14.6523,3.094789,0.0,0.0,0.0,32.56897
higher_growth,10,32.56897,16.190791,3.419742,0.0,0.0,0.0,35.988712
higher_growth,11,35.988712,17.890825,3.778815,0.0,0.0,0.0,39.767527
higher_growth,12,39.767527,19.769361,4.17559,0.0,0.0,0.0,43.943117
higher_growth,13,43.943117,21.845144,4.614027,0.0,0.0,0.0,48.557144
higher_growth,14,48.557144,24.138884,5.0985,0.0,0.0,0.0,53.655645
higher_growth,15,53.655645,26.673467,5.633843,0.0,0.0,0.0,59.289487
higher_growth,16,59.289487,29.474181,6.225396,0.0,0.0,0.0,65.514883
higher_growth,17,65.514883,32.56897,6.879063,0.0,0.0,0.0,72.393946
higher_growth,18,72.393946,35.988712,7.601364,0.0,0.0,0.0,79.995311
higher_growth,19,79.995311,39.767527,8.399508,0.0,0.0,0.0,88.394818
higher_growth,20,88.394818,43.943117,9.281456,0.0,0.118819,0.0,97.557455
higher_growth,21,97.557455,48.557144,10.243533,0.0,0.439511,0.0,107.361477
higher_growth,22,107.361477,53.655645,11.272955,0.219339,0.782652,0.0,117.632442
higher_growth,23,117.632442,59.289487,12.351406,0.557369,1.142135,0.0,128.284344
higher_growth,24,128.284344,65.514883,13.469856,0.930893,1.514952,0.0,139.308355
higher_growth,25,139.308355,72.393946,14.627377,1.343637,1.900792,0.0,150.691303
higher_growth,26,150.691303,79.995311,15.822587,1.799719,2.299196,0.0,162.414975
higher_growth,27,162.414975,88.394818,17.053572,2.303689,2.709524,0.0,174.455335
higher_growth,28,174.455335,97.557455,18.31781,2.853447,3.130937,0.0,186.788761
higher_growth,29,186.788761,107.361477,19.61282,3.441689,3.562607,0.0,199.397285
higher_growth,30,199.397285,117.632442,20.936715,4.057947,4.003905,0.0,212.272149
higher_growth,31,212.272149,128.284344,22.288576,4.697061,4.454525,0.0,225.409139
higher_growth,32,225.409139,139.308355,23.66796,5.358501,4.91432,0.0,238.804277
higher_growth,33,238.804277,150.691303,25.074449,6.041478,5.38315,0.0,250.0
higher_growth,34,250.0,162.414975,26.25,6.744899,5.775,0.0,250.0
higher_growth,35,250.0,174.455335,26.25,7.46732,5.775,0.0,250.0
higher_growth,36,250.0,186.788761,26.25,8.207326,5.775,0.0,250.0
higher_growth,37,250.0,199.397285,26.25,8.963837,5.775,0.0,250.0
higher_growth,38,250.0,212.272149,26.25,9.736329,5.775,0.0,250.0
higher_growth,39,250.0,225.409139,26.25,10.524548,5.775,0.0,250.0
higher_growth,40,250.0,238.804277,26.25,11.328257,5.775,0.0,250.0
higher_growth,41,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,42,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,43,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,44,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,45,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,46,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,47,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,48,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,49,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,50,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,51,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,52,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,53,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,54,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,55,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,56,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,57,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,58,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,59,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,60,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,61,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,62,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,63,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,64,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,65,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,66,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,67,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,68,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,69,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,70,250.0,250.0,26.25,12.0,5.775,-10.0,248.475
higher_growth,71,248.475,250.0,26.089875,12.0,5.721625,0.0,250.0
higher_growth,72,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,73,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,74,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,75,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,76,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,77,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,78,250.0,248.475,26.25,11.9085,5.775,0.0,250.0
higher_growth,79,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,80,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,81,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,82,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,83,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,84,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,85,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,86,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,87,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,88,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,89,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,90,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,91,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,92,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,93,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,94,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,95,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,96,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,97,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,98,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,99,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,100,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,101,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,102,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,103,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,104,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,105,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,106,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,107,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,108,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,109,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,110,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,111,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,112,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,113,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,114,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,115,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,116,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,117,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,118,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,119,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,120,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,121,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,122,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,123,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,124,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,125,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,126,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,127,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,128,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,129,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,130,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,131,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,132,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,133,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,134,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,135,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,136,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,137,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,138,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,139,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,140,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,141,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,142,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,143,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,144,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,145,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,146,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,147,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,148,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,149,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,150,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,151,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,152,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,153,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,154,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,155,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,156,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,157,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,158,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,159,250.0,250.0,26.25,12.0,5.775,0.0,250.0
higher_growth,160,250.0,250.0,26.25,12.0,5.775,0.0,250.0
