scenario,time,fast_cycle,slow_memory,release_event,phase,cross_scale_coupling,fast_growth,fast_capacity,slow_constraint,release_threshold,release_magnitude,revolt_strength,remember_strength,slow_adjustment,slow_target
strong_remember,100,2.588121,1.83413,0,conservation,4.746949,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,101,1.29889,1.97413,1,release,2.564176,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,102,1.392404,1.968892,0,growth,2.741493,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,103,1.48838,1.963727,0,growth,2.922772,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,104,1.58597,1.958635,0,growth,3.106337,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,105,1.684254,1.953614,0,growth,3.290383,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,106,1.782274,1.948664,0,growth,3.473051,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,107,1.879065,1.943782,0,growth,3.652493,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,108,1.973702,1.938969,0,growth,3.826947,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,109,2.065326,1.934224,0,conservation,3.994803,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,110,2.153182,1.929545,0,conservation,4.154661,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,111,2.236639,1.924931,0,conservation,4.305375,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,112,2.315203,1.920382,0,conservation,4.446075,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,113,2.38853,1.915897,0,conservation,4.576177,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,114,2.456415,1.911474,0,conservation,4.695374,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,115,2.518788,1.907113,0,conservation,4.803614,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,116,2.575693,1.902814,0,conservation,4.901064,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,117,1.286652,2.042814,1,release,2.62839,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,118,1.378697,2.036614,0,growth,2.807875,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,119,1.473302,2.030502,0,growth,2.991542,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,120,1.56965,2.024475,0,growth,3.177717,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,121,1.666851,2.018532,0,growth,3.364592,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,122,1.763968,2.012673,0,growth,3.550291,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,123,1.860058,2.006895,0,growth,3.732943,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,124,1.954203,2.001199,0,growth,3.910749,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,125,2.045547,1.995582,0,conservation,4.082057,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,126,2.133328,1.990044,0,conservation,4.245416,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,127,2.2169,1.984583,0,conservation,4.399623,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,128,2.295753,1.979199,0,conservation,4.543753,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,129,2.369517,1.97389,0,conservation,4.677166,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,130,2.43796,1.968656,0,conservation,4.799505,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,131,2.500986,1.963495,0,conservation,4.910673,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,132,2.558614,1.958406,0,conservation,5.010804,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,133,2.610965,1.953388,0,conservation,5.100227,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,134,1.317661,2.093388,1,release,2.758377,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,135,1.409826,2.086481,0,growth,2.941574,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,136,1.504278,2.07967,0,growth,3.128401,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,137,1.600188,2.072955,0,growth,3.317117,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,138,1.696663,2.066333,0,growth,3.505872,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,139,1.792777,2.059804,0,growth,3.69277,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,140,1.887603,2.053367,0,growth,3.875942,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,141,1.980254,2.04702,0,growth,4.05362,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,142,2.069912,2.040762,0,conservation,4.224198,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,143,2.155859,2.034591,0,conservation,4.386292,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,144,2.237496,2.028507,0,conservation,4.538775,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,145,2.314358,2.022508,0,conservation,4.680807,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,146,2.386121,2.016593,0,conservation,4.811833,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,147,2.452593,2.01076,0,conservation,4.931578,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,148,2.513712,2.00501,0,conservation,5.040018,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,149,2.569525,1.99934,0,conservation,5.137353,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,150,2.620173,1.993749,0,conservation,5.223966,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,151,1.325329,2.133749,1,release,2.827919,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,152,1.417065,2.126276,0,growth,3.013071,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,153,1.511018,2.118908,0,growth,3.20171,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,154,1.606367,2.111644,0,growth,3.392074,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,155,1.702224,2.104481,0,growth,3.582299,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,156,1.797676,2.097418,0,growth,3.770477,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,157,1.891808,2.090454,0,growth,3.954738,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,158,1.983747,2.083588,0,growth,4.133312,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,159,2.07269,2.076818,0,conservation,4.3046,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,160,2.157932,2.070142,0,conservation,4.467227,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
rigid_slow_structure,1,0.5,1.0,0,reorganization,0.5,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,2,0.457548,1.0024,0,reorganization,0.458646,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,3,0.410072,1.00479,0,reorganization,0.412036,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,4,0.356796,1.007171,0,reorganization,0.359355,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,5,0.296777,1.009543,0,reorganization,0.299609,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,6,0.228855,1.011904,0,reorganization,0.231579,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,7,0.151591,1.014257,0,reorganization,0.153752,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,8,0.063175,1.0166,0,reorganization,0.064224,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,9,0.0,1.018933,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,10,0.0,1.021258,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,11,0.0,1.023573,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,12,0.0,1.025878,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,13,0.0,1.028175,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,14,0.0,1.030462,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,15,0.0,1.03274,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,16,0.0,1.035009,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,17,0.0,1.037269,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,18,0.0,1.03952,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,19,0.0,1.041762,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,20,0.0,1.043995,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,21,0.0,1.046219,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,22,0.0,1.048434,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,23,0.0,1.05064,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,24,0.0,1.052838,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,25,0.0,1.055027,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,26,0.0,1.057206,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,27,0.0,1.059378,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,28,0.0,1.06154,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,29,0.0,1.063694,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,30,0.0,1.065839,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,31,0.0,1.067976,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,32,0.0,1.070104,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,33,0.0,1.072223,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,34,0.0,1.074335,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,35,0.0,1.076437,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,36,0.0,1.078531,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,37,0.0,1.080617,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,38,0.0,1.082695,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,39,0.0,1.084764,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,40,0.0,1.086825,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,41,0.0,1.088878,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,42,0.0,1.090922,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,43,0.0,1.092959,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,44,0.0,1.094987,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,45,0.0,1.097007,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,46,0.0,1.099019,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,47,0.0,1.101023,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,48,0.0,1.103019,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,49,0.0,1.105007,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,50,0.0,1.106986,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,51,0.0,1.108959,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,52,0.0,1.110923,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,53,0.0,1.112879,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,54,0.0,1.114827,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,55,0.0,1.116768,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,56,0.0,1.118701,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,57,0.0,1.120626,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,58,0.0,1.122544,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,59,0.0,1.124454,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,60,0.0,1.126356,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,61,0.0,1.12825,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,62,0.0,1.130137,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,63,0.0,1.132017,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,64,0.0,1.133889,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,65,0.0,1.135753,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,66,0.0,1.13761,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,67,0.0,1.13946,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,68,0.0,1.141302,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,69,0.0,1.143137,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,70,0.0,1.144964,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,71,0.0,1.146784,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,72,0.0,1.148597,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,73,0.0,1.150403,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,74,0.0,1.152201,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,75,0.0,1.153992,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,76,0.0,1.155776,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,77,0.0,1.157553,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,78,0.0,1.159323,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,79,0.0,1.161086,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,80,0.0,1.162841,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,81,0.0,1.16459,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,82,0.0,1.166332,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,83,0.0,1.168066,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,84,0.0,1.169794,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,85,0.0,1.171515,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,86,0.0,1.173229,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,87,0.0,1.174936,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,88,0.0,1.176636,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,89,0.0,1.17833,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,90,0.0,1.180016,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,91,0.0,1.181696,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,92,0.0,1.18337,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,93,0.0,1.185036,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,94,0.0,1.186696,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,95,0.0,1.188349,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,96,0.0,1.189996,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,97,0.0,1.191636,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,98,0.0,1.193269,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,99,0.0,1.194896,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,100,0.0,1.196517,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,101,0.0,1.19813,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,102,0.0,1.199738,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,103,0.0,1.201339,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,104,0.0,1.202934,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,105,0.0,1.204522,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,106,0.0,1.206104,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,107,0.0,1.207679,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,108,0.0,1.209249,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,109,0.0,1.210812,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,110,0.0,1.212368,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,111,0.0,1.213919,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,112,0.0,1.215463,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,113,0.0,1.217001,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,114,0.0,1.218533,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,115,0.0,1.220059,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,116,0.0,1.221579,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,117,0.0,1.223093,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,118,0.0,1.2246,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,119,0.0,1.226102,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,120,0.0,1.227598,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,121,0.0,1.229087,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,122,0.0,1.230571,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,123,0.0,1.232049,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,124,0.0,1.23352,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,125,0.0,1.234986,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,126,0.0,1.236446,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,127,0.0,1.237901,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,128,0.0,1.239349,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,129,0.0,1.240792,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,130,0.0,1.242228,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,131,0.0,1.243659,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,132,0.0,1.245085,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,133,0.0,1.246504,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,134,0.0,1.247918,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,135,0.0,1.249327,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,136,0.0,1.250729,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,137,0.0,1.252127,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,138,0.0,1.253518,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,139,0.0,1.254904,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,140,0.0,1.256284,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,141,0.0,1.257659,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,142,0.0,1.259029,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,143,0.0,1.260392,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,144,0.0,1.261751,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,145,0.0,1.263104,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
rigid_slow_structure,146,0.0,1.264451,0,reorganization,0.0,0.16,3.2,0.13,2.5,1.35,0.14,0.02,0.004,1.6
