scenario_id,policy,policy_drag,resilience_buffer,implementation_delay,growth,external_shock,shock_time,final_state,maximum_state,minimum_state,cumulative_cost,resilience_score,regret
201,Policy_A_low_intervention,0.01,4.0,0,0.038971,0.36684,24,110.71828,110.71828,20.0,1818.161438,0.0,36.906806
201,Policy_B_moderate_intervention,0.025,7.0,0,0.038971,0.36684,24,45.893537,45.893537,20.0,63.051514,36.906806,0.0
201,Policy_C_high_resilience,0.02,12.0,0,0.038971,0.36684,24,61.705277,61.705277,20.0,259.22443,0.0,36.906806
201,Policy_D_delayed_adaptation,0.015,6.0,8,0.038971,0.36684,24,91.585345,91.585345,20.0,1092.305914,0.0,36.906806
202,Policy_A_low_intervention,0.01,4.0,0,0.040735,8.524099,23,116.449749,116.449749,20.0,2044.683853,0.0,30.199528
202,Policy_B_moderate_intervention,0.025,7.0,0,0.040735,8.524099,23,48.862231,48.862231,20.0,80.260088,30.199528,0.0
202,Policy_C_high_resilience,0.02,12.0,0,0.040735,8.524099,23,66.999085,66.999085,20.0,351.971046,0.0,30.199528
202,Policy_D_delayed_adaptation,0.015,6.0,8,0.040735,8.524099,23,98.04909,98.04909,20.0,1324.113395,0.0,30.199528
203,Policy_A_low_intervention,0.01,4.0,0,0.055379,3.923362,42,284.532473,284.532473,20.0,17890.984291,0.0,0.0
203,Policy_B_moderate_intervention,0.025,7.0,0,0.055379,3.923362,42,119.498859,119.498859,20.0,2279.496753,0.0,0.0
203,Policy_C_high_resilience,0.02,12.0,0,0.055379,3.923362,42,160.446519,160.446519,20.0,4920.356034,0.0,0.0
203,Policy_D_delayed_adaptation,0.015,6.0,8,0.055379,3.923362,42,236.368995,236.368995,20.0,12473.665194,0.0,0.0
204,Policy_A_low_intervention,0.01,4.0,0,0.041531,6.640113,39,125.628946,125.628946,20.0,2584.960787,0.0,20.850671
204,Policy_B_moderate_intervention,0.025,7.0,0,0.041531,6.640113,39,52.150808,52.150808,20.0,108.917201,20.850671,0.0
204,Policy_C_high_resilience,0.02,12.0,0,0.041531,6.640113,39,70.934105,70.934105,20.0,440.488145,0.0,20.850671
204,Policy_D_delayed_adaptation,0.015,6.0,8,0.041531,6.640113,39,104.607704,104.607704,20.0,1639.714131,0.0,20.850671
205,Policy_A_low_intervention,0.01,4.0,0,0.057326,13.462662,23,301.962169,301.962169,20.0,19894.385457,0.0,0.0
205,Policy_B_moderate_intervention,0.025,7.0,0,0.057326,13.462662,23,128.669318,128.669318,20.0,2723.407361,0.0,0.0
205,Policy_C_high_resilience,0.02,12.0,0,0.057326,13.462662,23,175.927425,175.927425,20.0,6077.544088,0.0,0.0
205,Policy_D_delayed_adaptation,0.015,6.0,8,0.057326,13.462662,23,255.477701,255.477701,20.0,14551.351828,0.0,0.0
206,Policy_A_low_intervention,0.01,4.0,0,0.065001,2.947785,29,492.938361,492.938361,20.0,54827.648543,0.0,0.0
206,Policy_B_moderate_intervention,0.025,7.0,0,0.065001,2.947785,29,208.97976,208.97976,20.0,9097.123369,0.0,0.0
206,Policy_C_high_resilience,0.02,12.0,0,0.065001,2.947785,29,279.596933,279.596933,20.0,17265.675025,0.0,0.0
206,Policy_D_delayed_adaptation,0.015,6.0,8,0.065001,2.947785,29,410.367207,410.367207,20.0,39286.489012,0.0,0.0
207,Policy_A_low_intervention,0.01,4.0,0,0.034864,0.462212,29,87.052842,87.052842,20.0,855.730838,0.0,52.52371
207,Policy_B_moderate_intervention,0.025,7.0,0,0.034864,0.462212,29,35.952982,35.952982,20.0,39.640046,52.52371,0.0
207,Policy_C_high_resilience,0.02,12.0,0,0.034864,0.462212,29,48.413518,48.413518,20.0,101.573797,26.43037,26.09334
207,Policy_D_delayed_adaptation,0.015,6.0,8,0.034864,0.462212,29,71.963052,71.963052,20.0,468.258384,0.0,52.52371
208,Policy_A_low_intervention,0.01,4.0,0,0.055911,16.344471,32,281.243664,281.243664,20.0,17223.176331,0.0,0.0
208,Policy_B_moderate_intervention,0.025,7.0,0,0.055911,16.344471,32,118.774078,118.774078,20.0,2201.387426,0.0,0.0
208,Policy_C_high_resilience,0.02,12.0,0,0.055911,16.344471,32,162.443509,162.443509,20.0,5032.978441,0.0,0.0
208,Policy_D_delayed_adaptation,0.015,6.0,8,0.055911,16.344471,32,236.725712,236.725712,20.0,12390.238201,0.0,0.0
209,Policy_A_low_intervention,0.01,4.0,0,0.047849,12.870265,22,172.617818,172.617818,20.0,5649.479159,0.0,0.0
209,Policy_B_moderate_intervention,0.025,7.0,0,0.047849,12.870265,22,73.238544,73.238544,20.0,456.565923,0.0,0.0
209,Policy_C_high_resilience,0.02,12.0,0,0.047849,12.870265,22,100.898265,100.898265,20.0,1397.366723,0.0,0.0
209,Policy_D_delayed_adaptation,0.015,6.0,8,0.047849,12.870265,22,146.519767,146.519767,20.0,4001.120035,0.0,0.0
210,Policy_A_low_intervention,0.01,4.0,0,0.056644,14.950289,27,291.478867,291.478867,20.0,18504.039603,0.0,0.0
210,Policy_B_moderate_intervention,0.025,7.0,0,0.056644,14.950289,27,123.6967,123.6967,20.0,2451.218741,0.0,0.0
210,Policy_C_high_resilience,0.02,12.0,0,0.056644,14.950289,27,169.222371,169.222371,20.0,5543.985378,0.0,0.0
210,Policy_D_delayed_adaptation,0.015,6.0,8,0.056644,14.950289,27,246.083865,246.083865,20.0,13439.686997,0.0,0.0
211,Policy_A_low_intervention,0.01,4.0,0,0.034586,13.904656,41,80.371651,80.371651,20.0,643.721046,0.0,55.704096
211,Policy_B_moderate_intervention,0.025,7.0,0,0.034586,13.904656,41,33.069004,33.069004,20.0,39.6,55.704096,0.0
211,Policy_C_high_resilience,0.02,12.0,0,0.034586,13.904656,41,46.155892,46.155892,20.0,86.486558,31.931207,23.772889
211,Policy_D_delayed_adaptation,0.015,6.0,8,0.034586,13.904656,41,67.583113,67.583113,20.0,363.619473,0.0,55.704096
212,Policy_A_low_intervention,0.01,4.0,0,0.057019,2.178991,38,313.489563,313.489563,20.0,21932.212428,0.0,0.0
212,Policy_B_moderate_intervention,0.025,7.0,0,0.057019,2.178991,38,131.896713,131.896713,20.0,2973.857526,0.0,0.0
212,Policy_C_high_resilience,0.02,12.0,0,0.057019,2.178991,38,176.696921,176.696921,20.0,6200.810219,0.0,0.0
212,Policy_D_delayed_adaptation,0.015,6.0,8,0.057019,2.178991,38,260.32183,260.32183,20.0,15363.135625,0.0,0.0
213,Policy_A_low_intervention,0.01,4.0,0,0.065219,6.249668,33,496.340595,496.340595,20.0,55520.851105,0.0,0.0
213,Policy_B_moderate_intervention,0.025,7.0,0,0.065219,6.249668,33,210.473378,210.473378,20.0,9233.823757,0.0,0.0
213,Policy_C_high_resilience,0.02,12.0,0,0.065219,6.249668,33,282.372068,282.372068,20.0,17622.109151,0.0,0.0
213,Policy_D_delayed_adaptation,0.015,6.0,8,0.065219,6.249668,33,413.847824,413.847824,20.0,39926.156155,0.0,0.0
214,Policy_A_low_intervention,0.01,4.0,0,0.059768,1.241221,40,367.853201,367.853201,20.0,30527.5625,0.0,0.0
214,Policy_B_moderate_intervention,0.025,7.0,0,0.059768,1.241221,40,155.109579,155.109579,20.0,4505.000839,0.0,0.0
214,Policy_C_high_resilience,0.02,12.0,0,0.059768,1.241221,40,207.374859,207.374859,20.0,8982.114357,0.0,0.0
214,Policy_D_delayed_adaptation,0.015,6.0,8,0.059768,1.241221,40,305.396455,305.396455,20.0,21532.48522,0.0,0.0
215,Policy_A_low_intervention,0.01,4.0,0,0.045355,15.292361,35,151.728397,151.728397,20.0,4178.898253,0.0,0.0
215,Policy_B_moderate_intervention,0.025,7.0,0,0.045355,15.292361,35,63.391223,63.391223,20.0,257.115826,0.0,0.0
215,Policy_C_high_resilience,0.02,12.0,0,0.045355,15.292361,35,87.462153,87.462153,20.0,901.775014,0.0,0.0
215,Policy_D_delayed_adaptation,0.015,6.0,8,0.045355,15.292361,35,127.721448,127.721448,20.0,2837.97737,0.0,0.0
216,Policy_A_low_intervention,0.01,4.0,0,0.034749,17.294176,40,79.663414,79.663414,20.0,618.686179,0.0,56.00332
216,Policy_B_moderate_intervention,0.025,7.0,0,0.034749,17.294176,40,32.796981,32.796981,20.0,39.6,56.00332,0.0
216,Policy_C_high_resilience,0.02,12.0,0,0.034749,17.294176,40,46.213852,46.213852,20.0,86.573701,31.850022,24.153298
216,Policy_D_delayed_adaptation,0.015,6.0,8,0.034749,17.294176,40,67.356554,67.356554,20.0,356.420928,0.0,56.00332
217,Policy_A_low_intervention,0.01,4.0,0,0.070121,8.275308,24,647.358496,647.358496,20.0,92952.027812,0.0,0.0
217,Policy_B_moderate_intervention,0.025,7.0,0,0.070121,8.275308,24,276.711854,276.711854,20.0,16765.448222,0.0,0.0
217,Policy_C_high_resilience,0.02,12.0,0,0.070121,8.275308,24,372.162236,372.162236,20.0,31207.746808,0.0,0.0
217,Policy_D_delayed_adaptation,0.015,6.0,8,0.070121,8.275308,24,542.658411,542.658411,20.0,67979.805064,0.0,0.0
218,Policy_A_low_intervention,0.01,4.0,0,0.049597,13.208315,40,198.376108,198.376108,20.0,8049.124892,0.0,0.0
218,Policy_B_moderate_intervention,0.025,7.0,0,0.049597,13.208315,40,82.875771,82.875771,20.0,736.189097,0.0,0.0
218,Policy_C_high_resilience,0.02,12.0,0,0.049597,13.208315,40,113.124558,113.124558,20.0,1973.475166,0.0,0.0
218,Policy_D_delayed_adaptation,0.015,6.0,8,0.049597,13.208315,40,165.893252,165.893252,20.0,5543.154849,0.0,0.0
219,Policy_A_low_intervention,0.01,4.0,0,0.042154,14.547586,37,126.034002,126.034002,20.0,2582.251107,0.0,20.462844
219,Policy_B_moderate_intervention,0.025,7.0,0,0.042154,14.547586,37,52.418183,52.418183,20.0,109.385773,20.462844,0.0
219,Policy_C_high_resilience,0.02,12.0,0,0.042154,14.547586,37,72.466926,72.466926,20.0,472.912533,0.0,20.462844
219,Policy_D_delayed_adaptation,0.015,6.0,8,0.042154,14.547586,37,105.976432,105.976432,20.0,1690.869069,0.0,20.462844
220,Policy_A_low_intervention,0.01,4.0,0,0.064859,8.367728,43,487.637289,487.637289,20.0,53757.928882,0.0,0.0
220,Policy_B_moderate_intervention,0.025,7.0,0,0.064859,8.367728,43,206.363156,206.363156,20.0,8863.231144,0.0,0.0
220,Policy_C_high_resilience,0.02,12.0,0,0.064859,8.367728,43,276.81349,276.81349,20.0,16919.752694,0.0,0.0
220,Policy_D_delayed_adaptation,0.015,6.0,8,0.064859,8.367728,43,406.083808,406.083808,20.0,38522.963881,0.0,0.0
221,Policy_A_low_intervention,0.01,4.0,0,0.056661,5.801482,27,302.071355,302.071355,20.0,20171.578658,0.0,0.0
221,Policy_B_moderate_intervention,0.025,7.0,0,0.056661,5.801482,27,127.477269,127.477269,20.0,2695.801586,0.0,0.0
221,Policy_C_high_resilience,0.02,12.0,0,0.056661,5.801482,27,171.891817,171.891817,20.0,5789.118769,0.0,0.0
221,Policy_D_delayed_adaptation,0.015,6.0,8,0.056661,5.801482,27,252.192038,252.192038,20.0,14286.735846,0.0,0.0
222,Policy_A_low_intervention,0.01,4.0,0,0.067383,1.559932,34,567.145781,567.145781,20.0,72315.611205,0.0,0.0
222,Policy_B_moderate_intervention,0.025,7.0,0,0.067383,1.559932,34,240.705,240.705,20.0,12483.313397,0.0,0.0
222,Policy_C_high_resilience,0.02,12.0,0,0.067383,1.559932,34,321.19837,321.19837,20.0,23123.520399,0.0,0.0
222,Policy_D_delayed_adaptation,0.015,6.0,8,0.067383,1.559932,34,471.60676,471.60676,20.0,51849.939822,0.0,0.0
223,Policy_A_low_intervention,0.01,4.0,0,0.040974,8.364752,39,120.738302,120.738302,20.0,2314.995181,0.0,26.859174
223,Policy_B_moderate_intervention,0.025,7.0,0,0.040974,8.364752,39,50.091709,50.091709,20.0,90.199733,26.859174,0.0
223,Policy_C_high_resilience,0.02,12.0,0,0.040974,8.364752,39,68.409688,68.409688,20.0,384.367396,0.0,26.859174
223,Policy_D_delayed_adaptation,0.015,6.0,8,0.040974,8.364752,39,100.728772,100.728772,20.0,1463.829027,0.0,26.859174
224,Policy_A_low_intervention,0.01,4.0,0,0.060068,6.055139,35,369.913868,369.913868,20.0,30792.694806,0.0,0.0
224,Policy_B_moderate_intervention,0.025,7.0,0,0.060068,6.055139,35,156.140911,156.140911,20.0,4563.921384,0.0,0.0
224,Policy_C_high_resilience,0.02,12.0,0,0.060068,6.055139,35,209.878008,209.878008,20.0,9215.341881,0.0,0.0
224,Policy_D_delayed_adaptation,0.015,6.0,8,0.060068,6.055139,35,308.161686,308.161686,20.0,21895.698856,0.0,0.0
225,Policy_A_low_intervention,0.01,4.0,0,0.068293,3.273117,26,593.321766,593.321766,20.0,78821.090725,0.0,0.0
225,Policy_B_moderate_intervention,0.025,7.0,0,0.068293,3.273117,26,252.35858,252.35858,20.0,13812.053787,0.0,0.0
225,Policy_C_high_resilience,0.02,12.0,0,0.068293,3.273117,26,337.479091,337.479091,20.0,25592.211184,0.0,0.0
225,Policy_D_delayed_adaptation,0.015,6.0,8,0.068293,3.273117,26,494.511701,494.511701,20.0,56849.6568,0.0,0.0
226,Policy_A_low_intervention,0.01,4.0,0,0.045967,4.650343,28,163.041899,163.041899,20.0,5031.818826,0.0,0.0
226,Policy_B_moderate_intervention,0.025,7.0,0,0.045967,4.650343,28,68.169591,68.169591,20.0,353.906957,0.0,0.0
226,Policy_C_high_resilience,0.02,12.0,0,0.045967,4.650343,28,92.238461,92.238461,20.0,1074.276235,0.0,0.0
226,Policy_D_delayed_adaptation,0.015,6.0,8,0.045967,4.650343,28,135.864664,135.864664,20.0,3355.945803,0.0,0.0
227,Policy_A_low_intervention,0.01,4.0,0,0.069614,12.621308,28,625.380333,625.380333,20.0,86833.300214,0.0,0.0
227,Policy_B_moderate_intervention,0.025,7.0,0,0.069614,12.621308,28,267.116185,267.116185,20.0,15521.539482,0.0,0.0
227,Policy_C_high_resilience,0.02,12.0,0,0.069614,12.621308,28,360.487508,360.487508,20.0,29223.472648,0.0,0.0
227,Policy_D_delayed_adaptation,0.015,6.0,8,0.069614,12.621308,28,524.987607,524.987607,20.0,63666.437494,0.0,0.0
228,Policy_A_low_intervention,0.01,4.0,0,0.055011,9.299291,26,270.331816,270.331816,20.0,15845.076971,0.0,0.0
228,Policy_B_moderate_intervention,0.025,7.0,0,0.055011,9.299291,26,114.274293,114.274293,20.0,1980.267485,0.0,0.0
228,Policy_C_high_resilience,0.02,12.0,0,0.055011,9.299291,26,155.161788,155.161788,20.0,4502.139417,0.0,0.0
228,Policy_D_delayed_adaptation,0.015,6.0,8,0.055011,9.299291,26,226.834831,226.834831,20.0,11291.205465,0.0,0.0
229,Policy_A_low_intervention,0.01,4.0,0,0.033853,12.961344,35,76.434983,76.434983,20.0,519.119632,0.0,57.286504
229,Policy_B_moderate_intervention,0.025,7.0,0,0.033853,12.961344,35,31.630451,31.630451,20.0,39.6,57.286504,0.0
229,Policy_C_high_resilience,0.02,12.0,0,0.033853,12.961344,35,44.134705,44.134705,20.0,76.942591,36.063306,21.223198
229,Policy_D_delayed_adaptation,0.015,6.0,8,0.033853,12.961344,35,64.496821,64.496821,20.0,291.625767,0.0,57.286504
230,Policy_A_low_intervention,0.01,4.0,0,0.054983,4.325831,35,277.024396,277.024396,20.0,16860.788759,0.0,0.0
230,Policy_B_moderate_intervention,0.025,7.0,0,0.054983,4.325831,35,116.421579,116.421579,20.0,2112.269379,0.0,0.0
230,Policy_C_high_resilience,0.02,12.0,0,0.054983,4.325831,35,156.554406,156.554406,20.0,4626.502063,0.0,0.0
230,Policy_D_delayed_adaptation,0.015,6.0,8,0.054983,4.325831,35,230.425862,230.425862,20.0,11774.599237,0.0,0.0
231,Policy_A_low_intervention,0.01,4.0,0,0.059066,8.834784,45,349.621052,349.621052,20.0,27541.141783,0.0,0.0
231,Policy_B_moderate_intervention,0.025,7.0,0,0.059066,8.834784,45,147.164619,147.164619,20.0,3960.075462,0.0,0.0
231,Policy_C_high_resilience,0.02,12.0,0,0.059066,8.834784,45,198.038421,198.038421,20.0,8095.488652,0.0,0.0
231,Policy_D_delayed_adaptation,0.015,6.0,8,0.059066,8.834784,45,290.99626,290.99626,20.0,19486.783129,0.0,0.0
232,Policy_A_low_intervention,0.01,4.0,0,0.030776,5.29624,32,66.329183,66.329183,20.0,295.628046,0.0,61.976734
232,Policy_B_moderate_intervention,0.025,7.0,0,0.030776,5.29624,32,27.366606,27.366606,20.0,39.6,61.976734,0.0
232,Policy_C_high_resilience,0.02,12.0,0,0.030776,5.29624,32,37.451474,37.451474,20.0,62.868196,46.22974,15.746994
232,Policy_D_delayed_adaptation,0.015,6.0,8,0.030776,5.29624,32,55.317005,55.317005,20.0,145.657106,10.019874,51.95686
233,Policy_A_low_intervention,0.01,4.0,0,0.06113,5.511709,38,394.370823,394.370823,20.0,35115.614521,0.0,0.0
233,Policy_B_moderate_intervention,0.025,7.0,0,0.06113,5.511709,38,166.50781,166.50781,20.0,5350.384493,0.0,0.0
233,Policy_C_high_resilience,0.02,12.0,0,0.06113,5.511709,38,223.448147,223.448147,20.0,10611.920897,0.0,0.0
233,Policy_D_delayed_adaptation,0.015,6.0,8,0.06113,5.511709,38,328.24243,328.24243,20.0,24977.194533,0.0,0.0
234,Policy_A_low_intervention,0.01,4.0,0,0.046606,9.962513,31,165.857437,165.857437,20.0,5214.76571,0.0,0.0
234,Policy_B_moderate_intervention,0.025,7.0,0,0.046606,9.962513,31,69.471014,69.471014,20.0,377.281393,0.0,0.0
234,Policy_C_high_resilience,0.02,12.0,0,0.046606,9.962513,31,94.884162,94.884162,20.0,1168.455281,0.0,0.0
234,Policy_D_delayed_adaptation,0.015,6.0,8,0.046606,9.962513,31,139.041023,139.041023,20.0,3545.757511,0.0,0.0
235,Policy_A_low_intervention,0.01,4.0,0,0.049148,13.426838,30,189.670539,189.670539,20.0,7146.431694,0.0,0.0
235,Policy_B_moderate_intervention,0.025,7.0,0,0.049148,13.426838,30,79.787241,79.787241,20.0,630.600811,0.0,0.0
235,Policy_C_high_resilience,0.02,12.0,0,0.049148,13.426838,30,109.472982,109.472982,20.0,1782.372935,0.0,0.0
235,Policy_D_delayed_adaptation,0.015,6.0,8,0.049148,13.426838,30,159.740021,159.740021,20.0,4999.241603,0.0,0.0
236,Policy_A_low_intervention,0.01,4.0,0,0.045831,8.167415,29,159.258164,159.258164,20.0,4722.008651,0.0,0.0
236,Policy_B_moderate_intervention,0.025,7.0,0,0.045831,8.167415,29,66.697681,66.697681,20.0,320.975563,0.0,0.0
236,Policy_C_high_resilience,0.02,12.0,0,0.045831,8.167415,29,90.882228,90.882228,20.0,1021.581894,0.0,0.0
236,Policy_D_delayed_adaptation,0.015,6.0,8,0.045831,8.167415,29,133.349148,133.349148,20.0,3182.467869,0.0,0.0
237,Policy_A_low_intervention,0.01,4.0,0,0.041313,2.171806,26,125.644186,125.644186,20.0,2581.236501,0.0,20.333955
237,Policy_B_moderate_intervention,0.025,7.0,0,0.041313,2.171806,26,52.268129,52.268129,20.0,110.855513,20.333955,0.0
237,Policy_C_high_resilience,0.02,12.0,0,0.041313,2.171806,26,70.516154,70.516154,20.0,431.154039,0.0,20.333955
237,Policy_D_delayed_adaptation,0.015,6.0,8,0.041313,2.171806,26,104.304894,104.304894,20.0,1622.789875,0.0,20.333955
238,Policy_A_low_intervention,0.01,4.0,0,0.0442,13.371859,44,144.69042,144.69042,20.0,3783.287763,0.0,0.0
238,Policy_B_moderate_intervention,0.025,7.0,0,0.0442,13.371859,44,60.012046,60.012046,20.0,209.956699,0.0,0.0
238,Policy_C_high_resilience,0.02,12.0,0,0.0442,13.371859,44,82.333123,82.333123,20.0,749.060754,0.0,0.0
238,Policy_D_delayed_adaptation,0.015,6.0,8,0.0442,13.371859,44,120.918021,120.918021,20.0,2491.165929,0.0,0.0
239,Policy_A_low_intervention,0.01,4.0,0,0.061057,3.447738,43,394.829985,394.829985,20.0,35254.133076,0.0,0.0
239,Policy_B_moderate_intervention,0.025,7.0,0,0.061057,3.447738,43,166.617245,166.617245,20.0,5370.094583,0.0,0.0
239,Policy_C_high_resilience,0.02,12.0,0,0.061057,3.447738,43,223.050018,223.050018,20.0,10579.375104,0.0,0.0
239,Policy_D_delayed_adaptation,0.015,6.0,8,0.061057,3.447738,43,328.103804,328.103804,20.0,24985.494921,0.0,0.0
240,Policy_A_low_intervention,0.01,4.0,0,0.051789,13.04253,44,226.968765,226.968765,20.0,10975.001214,0.0,0.0
240,Policy_B_moderate_intervention,0.025,7.0,0,0.051789,13.04253,44,94.857192,94.857192,20.0,1160.480468,0.0,0.0
240,Policy_C_high_resilience,0.02,12.0,0,0.051789,13.04253,44,128.968911,128.968911,20.0,2831.835569,0.0,0.0
240,Policy_D_delayed_adaptation,0.015,6.0,8,0.051789,13.04253,44,189.374894,189.374894,20.0,7603.443986,0.0,0.0
241,Policy_A_low_intervention,0.01,4.0,0,0.053609,5.093977,23,252.815822,252.815822,20.0,13766.472602,0.0,0.0
241,Policy_B_moderate_intervention,0.025,7.0,0,0.053609,5.093977,23,106.586303,106.586303,20.0,1628.924984,0.0,0.0
241,Policy_C_high_resilience,0.02,12.0,0,0.053609,5.093977,23,143.90212,143.90212,20.0,3737.491038,0.0,0.0
241,Policy_D_delayed_adaptation,0.015,6.0,8,0.053609,5.093977,23,211.205077,211.205077,20.0,9662.049994,0.0,0.0
242,Policy_A_low_intervention,0.01,4.0,0,0.067468,5.332436,31,564.832512,564.832512,20.0,71582.374952,0.0,0.0
242,Policy_B_moderate_intervention,0.025,7.0,0,0.067468,5.332436,31,240.004985,240.004985,20.0,12372.828509,0.0,0.0
242,Policy_C_high_resilience,0.02,12.0,0,0.067468,5.332436,31,321.503048,321.503048,20.0,23142.688665,0.0,0.0
242,Policy_D_delayed_adaptation,0.015,6.0,8,0.067468,5.332436,31,470.973582,470.973582,20.0,51628.284994,0.0,0.0
243,Policy_A_low_intervention,0.01,4.0,0,0.038075,0.254671,37,105.200546,105.200546,20.0,1565.37236,0.0,41.614449
243,Policy_B_moderate_intervention,0.025,7.0,0,0.038075,0.254671,37,43.554569,43.554569,20.0,52.377625,41.614449,0.0
243,Policy_C_high_resilience,0.02,12.0,0,0.038075,0.254671,37,58.556545,58.556545,20.0,210.556914,0.0,41.614449
243,Policy_D_delayed_adaptation,0.015,6.0,8,0.038075,0.254671,37,86.969263,86.969263,20.0,923.442308,0.0,41.614449
244,Policy_A_low_intervention,0.01,4.0,0,0.035696,0.819283,21,91.103947,91.103947,20.0,994.222568,0.0,50.498779
244,Policy_B_moderate_intervention,0.025,7.0,0,0.035696,0.819283,21,37.690459,37.690459,20.0,40.208577,50.498779,0.0
244,Policy_C_high_resilience,0.02,12.0,0,0.035696,0.819283,21,50.791404,50.791404,20.0,120.425867,20.044282,30.454497
244,Policy_D_delayed_adaptation,0.015,6.0,8,0.035696,0.819283,21,75.409693,75.409693,20.0,558.266982,0.0,50.498779
245,Policy_A_low_intervention,0.01,4.0,0,0.054901,12.553513,24,263.705351,263.705351,20.0,14919.687326,0.0,0.0
245,Policy_B_moderate_intervention,0.025,7.0,0,0.054901,12.553513,24,111.97577,111.97577,20.0,1854.466835,0.0,0.0
245,Policy_C_high_resilience,0.02,12.0,0,0.054901,12.553513,24,153.064467,153.064467,20.0,4338.184945,0.0,0.0
245,Policy_D_delayed_adaptation,0.015,6.0,8,0.054901,12.553513,24,222.698088,222.698088,20.0,10787.137752,0.0,0.0
246,Policy_A_low_intervention,0.01,4.0,0,0.058704,13.550259,23,327.222568,327.222568,20.0,23552.952193,0.0,0.0
246,Policy_B_moderate_intervention,0.025,7.0,0,0.058704,13.550259,23,139.552647,139.552647,20.0,3375.677053,0.0,0.0
246,Policy_C_high_resilience,0.02,12.0,0,0.058704,13.550259,23,190.625582,190.625582,20.0,7337.810723,0.0,0.0
246,Policy_D_delayed_adaptation,0.015,6.0,8,0.058704,13.550259,23,276.781946,276.781946,20.0,17277.032367,0.0,0.0
247,Policy_A_low_intervention,0.01,4.0,0,0.069272,10.333156,35,622.226032,622.226032,20.0,86364.911992,0.0,0.0
247,Policy_B_moderate_intervention,0.025,7.0,0,0.069272,10.333156,35,264.705363,264.705363,20.0,15295.423302,0.0,0.0
247,Policy_C_high_resilience,0.02,12.0,0,0.069272,10.333156,35,355.498357,355.498357,20.0,28464.435696,0.0,0.0
247,Policy_D_delayed_adaptation,0.015,6.0,8,0.069272,10.333156,35,519.742153,519.742153,20.0,62630.01717,0.0,0.0
248,Policy_A_low_intervention,0.01,4.0,0,0.051542,6.132707,21,222.455119,222.455119,20.0,10343.657629,0.0,0.0
248,Policy_B_moderate_intervention,0.025,7.0,0,0.051542,6.132707,21,93.868757,93.868757,20.0,1101.104178,0.0,0.0
248,Policy_C_high_resilience,0.02,12.0,0,0.051542,6.132707,21,127.182884,127.182884,20.0,2706.377762,0.0,0.0
248,Policy_D_delayed_adaptation,0.015,6.0,8,0.051542,6.132707,21,186.36977,186.36977,20.0,7242.996444,0.0,0.0
249,Policy_A_low_intervention,0.01,4.0,0,0.041362,15.511013,23,115.395688,115.395688,20.0,1946.829084,0.0,30.339949
249,Policy_B_moderate_intervention,0.025,7.0,0,0.041362,15.511013,23,48.917472,48.917472,20.0,79.25416,30.339949,0.0
249,Policy_C_high_resilience,0.02,12.0,0,0.041362,15.511013,23,68.263024,68.263024,20.0,373.513139,0.0,30.339949
249,Policy_D_delayed_adaptation,0.015,6.0,8,0.041362,15.511013,23,98.707331,98.707331,20.0,1327.889724,0.0,30.339949
250,Policy_A_low_intervention,0.01,4.0,0,0.066995,7.212734,22,541.611743,541.611743,20.0,65633.757845,0.0,0.0
250,Policy_B_moderate_intervention,0.025,7.0,0,0.066995,7.212734,22,231.114003,231.114003,20.0,11332.992907,0.0,0.0
250,Policy_C_high_resilience,0.02,12.0,0,0.066995,7.212734,22,311.123774,311.123774,20.0,21566.621357,0.0,0.0
250,Policy_D_delayed_adaptation,0.015,6.0,8,0.066995,7.212734,22,454.020552,454.020552,20.0,47859.608666,0.0,0.0
251,Policy_A_low_intervention,0.01,4.0,0,0.055966,12.356118,24,280.963788,280.963788,20.0,17109.616731,0.0,0.0
251,Policy_B_moderate_intervention,0.025,7.0,0,0.055966,12.356118,24,119.357652,119.357652,20.0,2223.06907,0.0,0.0
251,Policy_C_high_resilience,0.02,12.0,0,0.055966,12.356118,24,162.958207,162.958207,20.0,5061.805038,0.0,0.0
251,Policy_D_delayed_adaptation,0.015,6.0,8,0.055966,12.356118,24,237.136801,237.136801,20.0,12396.41282,0.0,0.0
252,Policy_A_low_intervention,0.01,4.0,0,0.036714,10.131113,29,91.538937,91.538937,20.0,980.030794,0.0,49.942493
252,Policy_B_moderate_intervention,0.025,7.0,0,0.036714,10.131113,29,38.148119,38.148119,20.0,40.472878,49.942493,0.0
252,Policy_C_high_resilience,0.02,12.0,0,0.036714,10.131113,29,52.658525,52.658525,20.0,136.384834,14.798656,35.143837
252,Policy_D_delayed_adaptation,0.015,6.0,8,0.036714,10.131113,29,77.083879,77.083879,20.0,590.756875,0.0,49.942493
253,Policy_A_low_intervention,0.01,4.0,0,0.033833,4.467437,37,80.262951,80.262951,20.0,638.781586,0.0,55.6502
253,Policy_B_moderate_intervention,0.025,7.0,0,0.033833,4.467437,37,33.118,33.118,20.0,39.6,55.6502,0.0
253,Policy_C_high_resilience,0.02,12.0,0,0.033833,4.467437,37,45.095058,45.095058,20.0,81.589109,34.077614,21.572586
253,Policy_D_delayed_adaptation,0.015,6.0,8,0.033833,4.467437,37,66.721336,66.721336,20.0,343.792532,0.0,55.6502
254,Policy_A_low_intervention,0.01,4.0,0,0.0644,10.913718,45,474.083836,474.083836,20.0,50885.865187,0.0,0.0
